Product ID,Name,stock,ETA
ALG-ARI-445-38,Alegria ,0,Aug 17 2017
ALG-ARI-445-39,Alegria ,0,Aug 17 2017
ALG-ARI-445-40,Alegria ,0,Aug 17 2017
ALG-ARI-445-41,Alegria ,0,Aug 17 2017
ALG-ARI-445-42,Alegria ,0,Aug 17 2017
ALG-ARI-445-43,Alegria ,0,Aug 17 2017
ALG-ARI-471-35,Alegria ,0,Aug 17 2017
ALG-ARI-471-36,Alegria ,0,Aug 17 2017
ALG-ARI-471-37,Alegria ,0,Aug 17 2017
ALG-ARI-471-38,Alegria ,0,Aug 17 2017
ALG-ARI-471-39,Alegria ,0,Aug 17 2017
ALG-ARI-471-40,Alegria ,0,Aug 17 2017
ALG-ARI-471-41,Alegria ,0,Aug 17 2017
ALG-ARI-471-42,Alegria ,0,Aug 17 2017
ALG-ARI-471-43,Alegria ,0,Aug 17 2017
ALG-ARI-472-35,Alegria ,0,Aug 17 2017
ALG-ARI-472-36,Alegria ,0,Aug 17 2017
ALG-ARI-472-37,Alegria ,0,Aug 17 2017
ALG-ARI-472-38,Alegria ,0,Aug 17 2017
ALG-ARI-472-39,Alegria ,0,Aug 17 2017
ALG-ARI-472-40,Alegria ,0,Aug 17 2017
ALG-ARI-472-41,Alegria ,0,Aug 17 2017
ALG-ARI-472-42,Alegria ,0,Aug 17 2017
ALG-ARI-472-43,Alegria ,0,Aug 17 2017
ALG-ARI-601-34,Alegria ,0,
ALG-ARI-601-35,Alegria ,7,
ALG-ARI-601-36,Alegria ,0,
ALG-ARI-601-37,Alegria ,0,
ALG-ARI-601-38,Alegria ,0,
ALG-ARI-601-39,Alegria ,0,
ALG-ARI-601-40,Alegria ,0,
ALG-ARI-601-41,Alegria ,0,
ALG-ARI-601-42,Alegria ,0,
ALG-ARI-601-43,Alegria ,0,
ALG-ARI-882-34,Alegria ,0,
ALG-ARI-882-35,Alegria ,12,
ALG-ARI-882-36,Alegria ,7,
ALG-ARI-882-37,Alegria ,30,
ALG-ARI-882-38,Alegria ,38,
ALG-ARI-882-39,Alegria ,27,
ALG-ARI-882-40,Alegria ,0,
ALG-ARI-882-41,Alegria ,0,
ALG-ARI-882-42,Alegria ,0,
ALG-ARI-882-43,Alegria ,0,
ALG-ASH-661-34,Alegria ,0,
ALG-ASH-661-35,Alegria ,0,
ALG-ASH-661-36,Alegria ,0,
ALG-ASH-661-37,Alegria ,0,
ALG-ASH-661-38,Alegria ,0,
ALG-ASH-661-39,Alegria ,0,
ALG-ASH-661-40,Alegria ,0,
ALG-ASH-661-41,Alegria ,0,
ALG-ASH-661-42,Alegria ,0,
ALG-ASH-661-43,Alegria ,0,
ALG-AVA-101-35,Alegria ,0,
ALG-AVA-101-36,Alegria ,0,
ALG-AVA-101-37,Alegria ,0,
ALG-AVA-101-38,Alegria ,0,
ALG-AVA-101-39,Alegria ,0,
ALG-AVA-101-40,Alegria ,0,
ALG-AVA-101-41,Alegria ,0,
ALG-AVA-101-42,Alegria ,0,
ALG-AVA-601-35,Alegria ,0,
ALG-AVA-601-36,Alegria ,0,
ALG-AVA-601-37,Alegria ,0,
ALG-AVA-601-38,Alegria ,0,
ALG-AVA-601-39,Alegria ,0,
ALG-AVA-601-40,Alegria ,0,
ALG-AVA-601-41,Alegria ,0,
ALG-AVA-601-42,Alegria ,0,
ALG-AVR-601-35,Alegria ,7,
ALG-AVR-601-36,Alegria ,16,
ALG-AVR-601-37,Alegria ,0,
ALG-AVR-601-38,Alegria ,0,
ALG-AVR-601-39,Alegria ,0,
ALG-AVR-601-40,Alegria ,0,
ALG-AVR-601-41,Alegria ,0,
ALG-AVR-601-42,Alegria ,0,
ALG-BEL-101-35,Alegria ,48,
ALG-BEL-101-36,Alegria ,172,
ALG-BEL-101-37,Alegria ,237,
ALG-BEL-101-38,Alegria ,326,
ALG-BEL-101-39,Alegria ,288,
ALG-BEL-101-40,Alegria ,156,
ALG-BEL-101-41,Alegria ,97,
ALG-BEL-101-42,Alegria ,107,
