#,Item Number,Code Style,Style,Code Color,Color,Code Size,Size,UPC Code,Inventory Stock,Wholesale Price,Retail Price,Custom Product ID,Discontinuos,ETA
465,ALG-716-35,ALG,Alegria Classic Clog,716,Rainbow Snake,35,35,693016256143,52,19.8,22.28,,1,
466,ALG-716-36,ALG,Alegria Classic Clog,716,Rainbow Snake,36,36,693016256150,96,19.8,22.28,,1,
467,ALG-716-37,ALG,Alegria Classic Clog,716,Rainbow Snake,37,37,693016256167,188,19.8,22.28,,1,
468,ALG-716-38,ALG,Alegria Classic Clog,716,Rainbow Snake,38,38,693016256174,200,19.8,22.28,,1,
469,ALG-716-39,ALG,Alegria Classic Clog,716,Rainbow Snake,39,39,693016256181,214,19.8,22.28,,1,
470,ALG-716-40,ALG,Alegria Classic Clog,716,Rainbow Snake,40,40,693016256198,218,19.8,22.28,,1,
471,ALG-716-41,ALG,Alegria Classic Clog,716,Rainbow Snake,41,41,693016256204,82,19.8,22.28,,1,
472,ALG-716-42,ALG,Alegria Classic Clog,716,Rainbow Snake,42,42,693016256211,60,19.8,22.28,,1,
473,ALG-804-35,ALG,Alegria Classic Clog,804,Red Croco,35,35,693016215270,0,19.8,22.28,,1,1/1/1970
474,ALG-804-36,ALG,Alegria Classic Clog,804,Red Croco,36,36,693016215287,0,19.8,22.28,,1,1/1/1970
475,ALG-804-37,ALG,Alegria Classic Clog,804,Red Croco,37,37,693016215294,0,19.8,22.28,,1,1/1/1970
476,ALG-804-38,ALG,Alegria Classic Clog,804,Red Croco,38,38,693016215300,0,19.8,22.28,,1,1/1/1970
477,ALG-804-39,ALG,Alegria Classic Clog,804,Red Croco,39,39,693016215317,0,19.8,22.28,,1,1/1/1970
478,ALG-804-40,ALG,Alegria Classic Clog,804,Red Croco,40,40,693016215324,0,19.8,22.28,,1,1/1/1970
479,ALG-804-41,ALG,Alegria Classic Clog,804,Red Croco,41,41,693016215331,0,19.8,22.28,,1,1/1/1970
480,ALG-804-42,ALG,Alegria Classic Clog,804,Red Croco,42,42,693016215348,0,19.8,22.28,,1,1/1/1970
481,ALG-534-35,ALG,Alegria Classic Clog,534,Red Embossed Rose,35,35,693016266364,11,19.8,22.28,,1,
482,ALG-534-36,ALG,Alegria Classic Clog,534,Red Embossed Rose,36,36,693016266371,22,19.8,22.28,,1,
483,ALG-534-37,ALG,Alegria Classic Clog,534,Red Embossed Rose,37,37,693016266388,62,19.8,22.28,,1,
484,ALG-534-38,ALG,Alegria Classic Clog,534,Red Embossed Rose,38,38,693016266395,79,19.8,22.28,,1,
485,ALG-534-39,ALG,Alegria Classic Clog,534,Red Embossed Rose,39,39,693016266401,73,19.8,22.28,,1,
486,ALG-534-40,ALG,Alegria Classic Clog,534,Red Embossed Rose,40,40,693016266418,50,19.8,22.28,,1,
487,ALG-534-41,ALG,Alegria Classic Clog,534,Red Embossed Rose,41,41,693016266425,38,19.8,22.28,,1,
488,ALG-534-42,ALG,Alegria Classic Clog,534,Red Embossed Rose,42,42,693016266432,20,19.8,22.28,,1,
489,ALG-124-35,ALG,Alegria Classic Clog,124,Sangria Patent,35,35,693016218257,7,19.8,22.28,,1,
490,ALG-124-36,ALG,Alegria Classic Clog,124,Sangria Patent,36,36,693016218264,0,19.8,22.28,,1,1/1/1970
491,ALG-124-37,ALG,Alegria Classic Clog,124,Sangria Patent,37,37,693016218271,7,19.8,22.28,,1,
492,ALG-124-38,ALG,Alegria Classic Clog,124,Sangria Patent,38,38,693016218288,5,19.8,22.28,,1,
493,ALG-124-39,ALG,Alegria Classic Clog,124,Sangria Patent,39,39,693016218295,12,19.8,22.28,,1,
494,ALG-124-40,ALG,Alegria Classic Clog,124,Sangria Patent,40,40,693016218301,0,19.8,22.28,,1,1/1/1970
495,ALG-124-41,ALG,Alegria Classic Clog,124,Sangria Patent,41,41,693016218318,6,19.8,22.28,,1,
496,ALG-124-42,ALG,Alegria Classic Clog,124,Sangria Patent,42,42,693016218325,0,19.8,22.28,,1,1/1/1970
497,ALG-520-35,ALG,Alegria Classic Clog,520,Sangria Rose,35,35,693016262359,11,19.8,22.28,,1,
498,ALG-520-36,ALG,Alegria Classic Clog,520,Sangria Rose,36,36,693016262366,2,19.8,22.28,,1,
499,ALG-520-37,ALG,Alegria Classic Clog,520,Sangria Rose,37,37,693016262373,2,19.8,22.28,,1,
500,ALG-520-38,ALG,Alegria Classic Clog,520,Sangria Rose,38,38,693016262380,3,19.8,22.28,,1,
501,ALG-520-39,ALG,Alegria Classic Clog,520,Sangria Rose,39,39,693016262397,3,19.8,22.28,,1,
502,ALG-520-40,ALG,Alegria Classic Clog,520,Sangria Rose,40,40,693016262403,3,19.8,22.28,,1,
503,ALG-520-41,ALG,Alegria Classic Clog,520,Sangria Rose,41,41,693016262410,15,19.8,22.28,,1,
504,ALG-520-42,ALG,Alegria Classic Clog,520,Sangria Rose,42,42,693016262427,17,19.8,22.28,,1,
505,ALG-211-35,ALG,Alegria Classic Clog,211,Soft Black Metallic,35,35,693016252305,44,19.8,22.28,,1,
506,ALG-211-36,ALG,Alegria Classic Clog,211,Soft Black Metallic,36,36,693016252312,206,19.8,22.28,,1,
507,ALG-211-37,ALG,Alegria Classic Clog,211,Soft Black Metallic,37,37,693016252329,432,19.8,22.28,,1,
508,ALG-211-38,ALG,Alegria Classic Clog,211,Soft Black Metallic,38,38,693016252336,552,19.8,22.28,,1,
509,ALG-211-39,ALG,Alegria Classic Clog,211,Soft Black Metallic,39,39,693016252343,497,19.8,22.28,,1,
510,ALG-211-40,ALG,Alegria Classic Clog,211,Soft Black Metallic,40,40,693016252350,380,19.8,22.28,,1,
511,ALG-211-41,ALG,Alegria Classic Clog,211,Soft Black Metallic,41,41,693016252367,257,19.8,22.28,,1,
512,ALG-211-42,ALG,Alegria Classic Clog,211,Soft Black Metallic,42,42,693016252374,71,19.8,22.28,,1,
513,ALG-205-35,ALG,Alegria Classic Clog,205,Soft Bronze Metallic,35,35,693016252145,0,19.8,22.28,,1,1/1/1970
514,ALG-205-36,ALG,Alegria Classic Clog,205,Soft Bronze Metallic,36,36,693016252152,0,19.8,22.28,,1,1/1/1970
515,ALG-205-37,ALG,Alegria Classic Clog,205,Soft Bronze Metallic,37,37,693016252169,0,19.8,22.28,,1,1/1/1970
516,ALG-205-38,ALG,Alegria Classic Clog,205,Soft Bronze Metallic,38,38,693016252176,12,19.8,22.28,,1,
517,ALG-205-39,ALG,Alegria Classic Clog,205,Soft Bronze Metallic,39,39,693016252183,2,19.8,22.28,,1,
518,ALG-205-40,ALG,Alegria Classic Clog,205,Soft Bronze Metallic,40,40,693016252190,0,19.8,22.28,,1,1/1/1970
519,ALG-205-41,ALG,Alegria Classic Clog,205,Soft Bronze Metallic,41,41,693016252206,0,19.8,22.28,,1,1/1/1970
520,ALG-205-42,ALG,Alegria Classic Clog,205,Soft Bronze Metallic,42,42,693016252213,0,19.8,22.28,,1,1/1/1970
521,ALG-206-35,ALG,Alegria Classic Clog,206,Soft Pewter Metallic,35,35,693016252220,2,19.8,22.28,,1,
522,ALG-206-36,ALG,Alegria Classic Clog,206,Soft Pewter Metallic,36,36,693016252237,18,19.8,22.28,,1,
523,ALG-206-37,ALG,Alegria Classic Clog,206,Soft Pewter Metallic,37,37,693016252244,15,19.8,22.28,,1,
524,ALG-206-38,ALG,Alegria Classic Clog,206,Soft Pewter Metallic,38,38,693016252251,20,19.8,22.28,,1,
525,ALG-206-39,ALG,Alegria Classic Clog,206,Soft Pewter Metallic,39,39,693016252268,26,19.8,22.28,,1,
526,ALG-206-40,ALG,Alegria Classic Clog,206,Soft Pewter Metallic,40,40,693016252275,31,19.8,22.28,,1,
527,ALG-206-41,ALG,Alegria Classic Clog,206,Soft Pewter Metallic,41,41,693016252282,54,19.8,22.28,,1,
528,ALG-206-42,ALG,Alegria Classic Clog,206,Soft Pewter Metallic,42,42,693016252299,2,19.8,22.28,,1,
529,ALG-407-35,ALG,Alegria Classic Clog,407,Tortoise Patent,35,35,693016214792,105,19.8,22.28,,1,
530,ALG-407-36,ALG,Alegria Classic Clog,407,Tortoise Patent,36,36,693016214808,251,19.8,22.28,,1,
531,ALG-407-37,ALG,Alegria Classic Clog,407,Tortoise Patent,37,37,693016214815,483,19.8,22.28,,1,
532,ALG-407-38,ALG,Alegria Classic Clog,407,Tortoise Patent,38,38,693016214822,643,19.8,22.28,,1,
533,ALG-407-39,ALG,Alegria Classic Clog,407,Tortoise Patent,39,39,693016214839,603,19.8,22.28,,1,
534,ALG-407-40,ALG,Alegria Classic Clog,407,Tortoise Patent,40,40,693016214846,457,19.8,22.28,,1,
535,ALG-407-41,ALG,Alegria Classic Clog,407,Tortoise Patent,41,41,693016214853,285,19.8,22.28,,1,
536,ALG-407-42,ALG,Alegria Classic Clog,407,Tortoise Patent,42,42,693016214860,140,19.8,22.28,,1,
537,ALG-330-35,ALG,Alegria Classic Clog,330,White Peace & Love,35,35,693016256228,78,19.8,22.28,,1,
538,ALG-330-36,ALG,Alegria Classic Clog,330,White Peace & Love,36,36,693016256235,45,19.8,22.28,,1,
539,ALG-330-37,ALG,Alegria Classic Clog,330,White Peace & Love,37,37,693016256242,154,19.8,22.28,,1,
540,ALG-330-38,ALG,Alegria Classic Clog,330,White Peace & Love,38,38,693016256259,205,19.8,22.28,,1,
541,ALG-330-39,ALG,Alegria Classic Clog,330,White Peace & Love,39,39,693016256266,190,19.8,22.28,,1,
542,ALG-330-40,ALG,Alegria Classic Clog,330,White Peace & Love,40,40,693016256273,198,19.8,22.28,,1,
543,ALG-330-41,ALG,Alegria Classic Clog,330,White Peace & Love,41,41,693016256280,164,19.8,22.28,,1,
544,ALG-330-42,ALG,Alegria Classic Clog,330,White Peace & Love,42,42,693016256297,39,19.8,22.28,,1,
545,DAY-417-35,DAY,Alegria Dayna Professional MJ,417,African Leopard Patent,35,35,,0,21.2,23.82,,,1/1/1970
546,DAY-417-36,DAY,Alegria Dayna Professional MJ,417,African Leopard Patent,36,36,,0,21.2,23.82,,,1/1/1970
547,DAY-417-37,DAY,Alegria Dayna Professional MJ,417,African Leopard Patent,37,37,,0,21.2,23.82,,,1/1/1970
548,DAY-417-38,DAY,Alegria Dayna Professional MJ,417,African Leopard Patent,38,38,,0,21.2,23.82,,,1/1/1970
549,DAY-417-39,DAY,Alegria Dayna Professional MJ,417,African Leopard Patent,39,39,,0,21.2,23.82,,,1/1/1970
550,DAY-417-40,DAY,Alegria Dayna Professional MJ,417,African Leopard Patent,40,40,,0,21.2,23.82,,,1/1/1970
551,DAY-417-41,DAY,Alegria Dayna Professional MJ,417,African Leopard Patent,41,41,,0,21.2,23.82,,,1/1/1970
552,DAY-417-42,DAY,Alegria Dayna Professional MJ,417,African Leopard Patent,42,42,,0,21.2,23.82,,,1/1/1970
553,DAY-623-35,DAY,Alegria Dayna Professional MJ,623,Ash Antique Leather,35,35,693016267484,18,21.2,23.82,,,
554,DAY-623-36,DAY,Alegria Dayna Professional MJ,623,Ash Antique Leather,36,36,693016267491,56,21.2,23.82,,,
555,DAY-623-37,DAY,Alegria Dayna Professional MJ,623,Ash Antique Leather,37,37,693016267507,104,21.2,23.82,,,
556,DAY-623-38,DAY,Alegria Dayna Professional MJ,623,Ash Antique Leather,38,38,693016267514,134,21.2,23.82,,,
557,DAY-623-39,DAY,Alegria Dayna Professional MJ,623,Ash Antique Leather,39,39,693016267521,130,21.2,23.82,,,
558,DAY-623-40,DAY,Alegria Dayna Professional MJ,623,Ash Antique Leather,40,40,693016267538,114,21.2,23.82,,,
559,DAY-623-41,DAY,Alegria Dayna Professional MJ,623,Ash Antique Leather,41,41,693016267545,66,21.2,23.82,,,
560,DAY-623-42,DAY,Alegria Dayna Professional MJ,623,Ash Antique Leather,42,42,693016267552,18,21.2,23.82,,,
561,DAY-601-35,DAY,Alegria Dayna Professional MJ,601,Black Napa Leather,35,35,693016267248,28,21.2,23.82,,,
562,DAY-601-36,DAY,Alegria Dayna Professional MJ,601,Black Napa Leather,36,36,693016267255,66,21.2,23.82,,,
563,DAY-601-37,DAY,Alegria Dayna Professional MJ,601,Black Napa Leather,37,37,693016267262,144,21.2,23.82,,,
564,DAY-601-38,DAY,Alegria Dayna Professional MJ,601,Black Napa Leather,38,38,693016267279,184,21.2,23.82,,,
565,DAY-601-39,DAY,Alegria Dayna Professional MJ,601,Black Napa Leather,39,39,693016267286,174,21.2,23.82,,,
566,DAY-601-40,DAY,Alegria Dayna Professional MJ,601,Black Napa Leather,40,40,693016267293,146,21.2,23.82,,,
567,DAY-601-41,DAY,Alegria Dayna Professional MJ,601,Black Napa Leather,41,41,693016267309,94,21.2,23.82,,,
568,DAY-601-42,DAY,Alegria Dayna Professional MJ,601,Black Napa Leather,42,42,693016267316,28,21.2,23.82,,,
569,DAY-101-35,DAY,Alegria Dayna Professional MJ,101,Black Patent,35,35,693016271009,0,21.2,23.82,,,1/1/1970
570,DAY-101-36,DAY,Alegria Dayna Professional MJ,101,Black Patent,36,36,693016271016,0,21.2,23.82,,,1/1/1970
571,DAY-101-37,DAY,Alegria Dayna Professional MJ,101,Black Patent,37,37,693016271023,0,21.2,23.82,,,1/1/1970
572,DAY-101-38,DAY,Alegria Dayna Professional MJ,101,Black Patent,38,38,693016271030,0,21.2,23.82,,,1/1/1970
573,DAY-101-39,DAY,Alegria Dayna Professional MJ,101,Black Patent,39,39,693016271047,0,21.2,23.82,,,1/1/1970
574,DAY-101-40,DAY,Alegria Dayna Professional MJ,101,Black Patent,40,40,693016271054,0,21.2,23.82,,,1/1/1970
575,DAY-101-41,DAY,Alegria Dayna Professional MJ,101,Black Patent,41,41,693016271061,0,21.2,23.82,,,1/1/1970
576,DAY-101-42,DAY,Alegria Dayna Professional MJ,101,Black Patent,42,42,693016271078,0,21.2,23.82,,,1/1/1970
577,DAY-126-35,DAY,Alegria Dayna Professional MJ,126,Bronze Patent,35,35,693016271160,0,21.2,23.82,,,1/1/1970
578,DAY-126-36,DAY,Alegria Dayna Professional MJ,126,Bronze Patent,36,36,693016271177,0,21.2,23.82,,,1/1/1970
579,DAY-126-37,DAY,Alegria Dayna Professional MJ,126,Bronze Patent,37,37,693016271184,0,21.2,23.82,,,1/1/1970
580,DAY-126-38,DAY,Alegria Dayna Professional MJ,126,Bronze Patent,38,38,693016271191,0,21.2,23.82,,,1/1/1970
581,DAY-126-39,DAY,Alegria Dayna Professional MJ,126,Bronze Patent,39,39,693016271207,0,21.2,23.82,,,1/1/1970
582,DAY-126-40,DAY,Alegria Dayna Professional MJ,126,Bronze Patent,40,40,693016271214,0,21.2,23.82,,,1/1/1970
583,DAY-126-41,DAY,Alegria Dayna Professional MJ,126,Bronze Patent,41,41,693016271221,0,21.2,23.82,,,1/1/1970
584,DAY-126-42,DAY,Alegria Dayna Professional MJ,126,Bronze Patent,42,42,693016271238,0,21.2,23.82,,,1/1/1970
585,DAY-602-35,DAY,Alegria Dayna Professional MJ,602,Brown Napa Leather,35,35,693016267323,28,21.2,23.82,,,
586,DAY-602-36,DAY,Alegria Dayna Professional MJ,602,Brown Napa Leather,36,36,693016267330,66,21.2,23.82,,,
587,DAY-602-37,DAY,Alegria Dayna Professional MJ,602,Brown Napa Leather,37,37,693016267347,144,21.2,23.82,,,
588,DAY-602-38,DAY,Alegria Dayna Professional MJ,602,Brown Napa Leather,38,38,693016267354,184,21.2,23.82,,,
589,DAY-602-39,DAY,Alegria Dayna Professional MJ,602,Brown Napa Leather,39,39,693016267361,174,21.2,23.82,,,
590,DAY-602-40,DAY,Alegria Dayna Professional MJ,602,Brown Napa Leather,40,40,693016267378,144,21.2,23.82,,,
591,DAY-602-41,DAY,Alegria Dayna Professional MJ,602,Brown Napa Leather,41,41,693016267385,96,21.2,23.82,,,
592,DAY-602-42,DAY,Alegria Dayna Professional MJ,602,Brown Napa Leather,42,42,693016267392,28,21.2,23.82,,,
593,DAY-123-35,DAY,Alegria Dayna Professional MJ,123,Chrome Patent,35,35,693016271085,0,21.2,23.82,,,1/1/1970
594,DAY-123-36,DAY,Alegria Dayna Professional MJ,123,Chrome Patent,36,36,693016271092,0,21.2,23.82,,,1/1/1970
595,DAY-123-37,DAY,Alegria Dayna Professional MJ,123,Chrome Patent,37,37,693016271108,0,21.2,23.82,,,1/1/1970
596,DAY-123-38,DAY,Alegria Dayna Professional MJ,123,Chrome Patent,38,38,693016271115,0,21.2,23.82,,,1/1/1970
597,DAY-123-39,DAY,Alegria Dayna Professional MJ,123,Chrome Patent,39,39,693016271122,0,21.2,23.82,,,1/1/1970
598,DAY-123-40,DAY,Alegria Dayna Professional MJ,123,Chrome Patent,40,40,693016271139,0,21.2,23.82,,,1/1/1970
599,DAY-123-41,DAY,Alegria Dayna Professional MJ,123,Chrome Patent,41,41,693016271146,0,21.2,23.82,,,1/1/1970
600,DAY-123-42,DAY,Alegria Dayna Professional MJ,123,Chrome Patent,42,42,693016271153,0,21.2,23.82,,,1/1/1970
601,DAY-350-35,DAY,Alegria Dayna Professional MJ,350,Friends White Patent,35,35,693016267569,0,21.2,23.82,,,1/1/1970
602,DAY-350-36,DAY,Alegria Dayna Professional MJ,350,Friends White Patent,36,36,693016267576,0,21.2,23.82,,,1/1/1970
603,DAY-350-37,DAY,Alegria Dayna Professional MJ,350,Friends White Patent,37,37,693016267583,0,21.2,23.82,,,1/1/1970
604,DAY-350-38,DAY,Alegria Dayna Professional MJ,350,Friends White Patent,38,38,693016267590,0,21.2,23.82,,,1/1/1970
605,DAY-350-39,DAY,Alegria Dayna Professional MJ,350,Friends White Patent,39,39,693016267606,0,21.2,23.82,,,1/1/1970
606,DAY-350-40,DAY,Alegria Dayna Professional MJ,350,Friends White Patent,40,40,693016267613,0,21.2,23.82,,,1/1/1970
607,DAY-350-41,DAY,Alegria Dayna Professional MJ,350,Friends White Patent,41,41,693016267620,0,21.2,23.82,,,1/1/1970
608,DAY-350-42,DAY,Alegria Dayna Professional MJ,350,Friends White Patent,42,42,693016267637,0,21.2,23.82,,,1/1/1970
609,DAY-622-35,DAY,Alegria Dayna Professional MJ,622,Ocean Antique Leather,35,35,693016267408,0,21.2,23.82,,,1/1/1970
610,DAY-622-36,DAY,Alegria Dayna Professional MJ,622,Ocean Antique Leather,36,36,693016267415,0,21.2,23.82,,,1/1/1970
611,DAY-622-37,DAY,Alegria Dayna Professional MJ,622,Ocean Antique Leather,37,37,693016267422,0,21.2,23.82,,,1/1/1970
612,DAY-622-38,DAY,Alegria Dayna Professional MJ,622,Ocean Antique Leather,38,38,693016267439,0,21.2,23.82,,,1/1/1970
613,DAY-622-39,DAY,Alegria Dayna Professional MJ,622,Ocean Antique Leather,39,39,693016267446,0,21.2,23.82,,,1/1/1970
614,DAY-622-40,DAY,Alegria Dayna Professional MJ,622,Ocean Antique Leather,40,40,693016267453,0,21.2,23.82,,,1/1/1970
615,DAY-622-41,DAY,Alegria Dayna Professional MJ,622,Ocean Antique Leather,41,41,693016267460,0,21.2,23.82,,,1/1/1970
616,DAY-622-42,DAY,Alegria Dayna Professional MJ,622,Ocean Antique Leather,42,42,693016267477,0,21.2,23.82,,,1/1/1970
617,DAY-100-35,DAY,Alegria Dayna Professional MJ,100,White Patent,35,35,693016267163,0,21.2,23.82,,,1/1/1970
618,DAY-100-36,DAY,Alegria Dayna Professional MJ,100,White Patent,36,36,693016267170,0,21.2,23.82,,,1/1/1970
619,DAY-100-37,DAY,Alegria Dayna Professional MJ,100,White Patent,37,37,693016267187,0,21.2,23.82,,,1/1/1970
620,DAY-100-38,DAY,Alegria Dayna Professional MJ,100,White Patent,38,38,693016267194,0,21.2,23.82,,,1/1/1970
621,DAY-100-39,DAY,Alegria Dayna Professional MJ,100,White Patent,39,39,693016267200,0,21.2,23.82,,,1/1/1970
622,DAY-100-40,DAY,Alegria Dayna Professional MJ,100,White Patent,40,40,693016267217,0,21.2,23.82,,,1/1/1970
623,DAY-100-41,DAY,Alegria Dayna Professional MJ,100,White Patent,41,41,693016267224,0,21.2,23.82,,,1/1/1970
624,DAY-100-42,DAY,Alegria Dayna Professional MJ,100,White Patent,42,42,693016267231,0,21.2,23.82,,,1/1/1970
625,DEB-531-35,DEB,Alegria Debra Professional Shoe,531,Black Embossed Rose,35,35,693016272440,0,21,23.6,,,1/1/1970
626,DEB-531-36,DEB,Alegria Debra Professional Shoe,531,Black Embossed Rose,36,36,693016272457,0,21,23.6,,,1/1/1970
627,DEB-531-37,DEB,Alegria Debra Professional Shoe,531,Black Embossed Rose,37,37,693016272464,0,21,23.6,,,1/1/1970
628,DEB-531-38,DEB,Alegria Debra Professional Shoe,531,Black Embossed Rose,38,38,693016272471,0,21,23.6,,,1/1/1970
629,DEB-531-39,DEB,Alegria Debra Professional Shoe,531,Black Embossed Rose,39,39,693016272488,0,21,23.6,,,1/1/1970
630,DEB-531-40,DEB,Alegria Debra Professional Shoe,531,Black Embossed Rose,40,40,693016272495,0,21,23.6,,,1/1/1970
631,DEB-531-41,DEB,Alegria Debra Professional Shoe,531,Black Embossed Rose,41,41,693016272501,0,21,23.6,,,1/1/1970
632,DEB-531-42,DEB,Alegria Debra Professional Shoe,531,Black Embossed Rose,42,42,693016272518,0,21,23.6,,,1/1/1970
633,DEB-601-35,DEB,Alegria Debra Professional Shoe,601,Black Napa Leather,35,35,693016213962,41,21,23.6,,,
634,DEB-601-36,DEB,Alegria Debra Professional Shoe,601,Black Napa Leather,36,36,693016213979,119,21,23.6,,,
635,DEB-601-37,DEB,Alegria Debra Professional Shoe,601,Black Napa Leather,37,37,693016213986,248,21,23.6,,,
636,DEB-601-38,DEB,Alegria Debra Professional Shoe,601,Black Napa Leather,38,38,693016213993,329,21,23.6,,,
637,DEB-601-39,DEB,Alegria Debra Professional Shoe,601,Black Napa Leather,39,39,693016214006,270,21,23.6,,,
638,DEB-601-40,DEB,Alegria Debra Professional Shoe,601,Black Napa Leather,40,40,693016214013,230,21,23.6,,,
639,DEB-601-41,DEB,Alegria Debra Professional Shoe,601,Black Napa Leather,41,41,693016214020,161,21,23.6,,,
640,DEB-601-42,DEB,Alegria Debra Professional Shoe,601,Black Napa Leather,42,42,693016214037,35,21,23.6,,,
641,DEB-352-35,DEB,Alegria Debra Professional Shoe,352,Copper Beauty Patent,35,35,693016267880,0,21,23.6,,,1/1/1970
642,DEB-352-36,DEB,Alegria Debra Professional Shoe,352,Copper Beauty Patent,36,36,693016267897,0,21,23.6,,,1/1/1970
643,DEB-352-37,DEB,Alegria Debra Professional Shoe,352,Copper Beauty Patent,37,37,693016267903,0,21,23.6,,,1/1/1970
644,DEB-352-38,DEB,Alegria Debra Professional Shoe,352,Copper Beauty Patent,38,38,693016267910,0,21,23.6,,,1/1/1970
645,DEB-352-39,DEB,Alegria Debra Professional Shoe,352,Copper Beauty Patent,39,39,693016267927,0,21,23.6,,,1/1/1970
646,DEB-352-40,DEB,Alegria Debra Professional Shoe,352,Copper Beauty Patent,40,40,693016267934,0,21,23.6,,,1/1/1970
647,DEB-352-41,DEB,Alegria Debra Professional Shoe,352,Copper Beauty Patent,41,41,693016267941,0,21,23.6,,,1/1/1970
648,DEB-352-42,DEB,Alegria Debra Professional Shoe,352,Copper Beauty Patent,42,42,693016267958,0,21,23.6,,,1/1/1970
649,DEB-351-35,DEB,Alegria Debra Professional Shoe,351,Friends Patent,35,35,693016267002,0,21,23.6,,,1/1/1970
650,DEB-351-36,DEB,Alegria Debra Professional Shoe,351,Friends Patent,36,36,693016267019,0,21,23.6,,,1/1/1970
651,DEB-351-37,DEB,Alegria Debra Professional Shoe,351,Friends Patent,37,37,693016267026,0,21,23.6,,,1/1/1970
652,DEB-351-38,DEB,Alegria Debra Professional Shoe,351,Friends Patent,38,38,693016267033,0,21,23.6,,,1/1/1970
653,DEB-351-39,DEB,Alegria Debra Professional Shoe,351,Friends Patent,39,39,693016267040,0,21,23.6,,,1/1/1970
654,DEB-351-40,DEB,Alegria Debra Professional Shoe,351,Friends Patent,40,40,693016267057,0,21,23.6,,,1/1/1970
655,DEB-351-41,DEB,Alegria Debra Professional Shoe,351,Friends Patent,41,41,693016267064,0,21,23.6,,,1/1/1970
656,DEB-351-42,DEB,Alegria Debra Professional Shoe,351,Friends Patent,42,42,693016267071,0,21,23.6,,,1/1/1970
657,DEB-533-35,DEB,Alegria Debra Professional Shoe,533,Navy Embossed Rose,35,35,693016272525,0,21,23.6,,,1/1/1970
658,DEB-533-36,DEB,Alegria Debra Professional Shoe,533,Navy Embossed Rose,36,36,693016272532,0,21,23.6,,,1/1/1970
659,DEB-533-37,DEB,Alegria Debra Professional Shoe,533,Navy Embossed Rose,37,37,693016272549,0,21,23.6,,,1/1/1970
660,DEB-533-38,DEB,Alegria Debra Professional Shoe,533,Navy Embossed Rose,38,38,693016272556,0,21,23.6,,,1/1/1970
661,DEB-533-39,DEB,Alegria Debra Professional Shoe,533,Navy Embossed Rose,39,39,693016272563,0,21,23.6,,,1/1/1970
662,DEB-533-40,DEB,Alegria Debra Professional Shoe,533,Navy Embossed Rose,40,40,693016272570,0,21,23.6,,,1/1/1970
663,DEB-533-41,DEB,Alegria Debra Professional Shoe,533,Navy Embossed Rose,41,41,693016272587,0,21,23.6,,,1/1/1970
664,DEB-533-42,DEB,Alegria Debra Professional Shoe,533,Navy Embossed Rose,42,42,693016272594,0,21,23.6,,,1/1/1970
665,DEB-340-35,DEB,Alegria Debra Professional Shoe,340,Small Dogs White Patent,35,35,693016267088,0,21,23.6,,,1/1/1970
666,DEB-340-36,DEB,Alegria Debra Professional Shoe,340,Small Dogs White Patent,36,36,693016267095,0,21,23.6,,,1/1/1970
667,DEB-340-37,DEB,Alegria Debra Professional Shoe,340,Small Dogs White Patent,37,37,693016267101,0,21,23.6,,,1/1/1970
668,DEB-340-38,DEB,Alegria Debra Professional Shoe,340,Small Dogs White Patent,38,38,693016267118,0,21,23.6,,,1/1/1970
669,DEB-340-39,DEB,Alegria Debra Professional Shoe,340,Small Dogs White Patent,39,39,693016267125,0,21,23.6,,,1/1/1970
670,DEB-340-40,DEB,Alegria Debra Professional Shoe,340,Small Dogs White Patent,40,40,693016267132,0,21,23.6,,,1/1/1970
671,DEB-340-41,DEB,Alegria Debra Professional Shoe,340,Small Dogs White Patent,41,41,693016267149,0,21,23.6,,,1/1/1970
672,DEB-340-42,DEB,Alegria Debra Professional Shoe,340,Small Dogs White Patent,42,42,693016267156,0,21,23.6,,,1/1/1970
673,DEB-600-35,DEB,Alegria Debra Professional Shoe,600,White Napa Leather,35,35,693016213887,18,21,23.6,,,
674,DEB-600-36,DEB,Alegria Debra Professional Shoe,600,White Napa Leather,36,36,693016213894,88,21,23.6,,,
675,DEB-600-37,DEB,Alegria Debra Professional Shoe,600,White Napa Leather,37,37,693016213900,197,21,23.6,,,
676,DEB-600-38,DEB,Alegria Debra Professional Shoe,600,White Napa Leather,38,38,693016213917,268,21,23.6,,,
677,DEB-600-39,DEB,Alegria Debra Professional Shoe,600,White Napa Leather,39,39,693016213924,283,21,23.6,,,
678,DEB-600-40,DEB,Alegria Debra Professional Shoe,600,White Napa Leather,40,40,693016213931,218,21,23.6,,,
679,DEB-600-41,DEB,Alegria Debra Professional Shoe,600,White Napa Leather,41,41,693016213948,143,21,23.6,,,
680,DEB-600-42,DEB,Alegria Debra Professional Shoe,600,White Napa Leather,42,42,693016213955,37,21,23.6,,,
681,DON-601-35,DON,Alegria Donna Professional Clog,601,Black Napa Leather,35,35,693016213641,32,21,23.6,,,
682,DON-601-36,DON,Alegria Donna Professional Clog,601,Black Napa Leather,36,36,693016213658,67,21,23.6,,,
683,DON-601-37,DON,Alegria Donna Professional Clog,601,Black Napa Leather,37,37,693016213665,170,21,23.6,,,
684,DON-601-38,DON,Alegria Donna Professional Clog,601,Black Napa Leather,38,38,693016213672,229,21,23.6,,,
