REC-TYPE,VENDOR SKU NO,HOST SKU NO,UPC,ON HAND QTY,ON HAND DATE,BACKORDER QTY,BACKORDER DATE,EXPECTED QTY,EXPECTED DATE
IR,ALG-KAY-381_35,,693016384013,0,,,,,
IR,ALG-KAY-381_36,,693016384020,0,,,,,
IR,ALG-KAY-381_37,,693016384037,0,,,,,
IR,ALG-KAY-381_38,,693016384044,0,,,,,
IR,ALG-KAY-381_39,,693016384051,0,,,,,
IR,ALG-KAY-381_40,,693016384068,0,,,,,
IR,ALG-KAY-381_41,,693016384075,0,,,,,
IR,ALG-KAY-381_42,,693016384082,0,,,,,
IR,ALG-KAY-381_43,,693016384099,0,,,,,
IR,ALG-KAY-389_34,,693016572809,0,,,,,
IR,ALG-KAY-389_35,,693016572816,18,,,,,
IR,ALG-KAY-389_36,,693016572823,31,,,,,
IR,ALG-KAY-389_37,,693016572830,32,,,,,
IR,ALG-KAY-389_38,,693016572847,116,,,,,
IR,ALG-KAY-389_39,,693016572854,101,,,,,
IR,ALG-KAY-389_40,,693016572861,0,,,,,
IR,ALG-KAY-389_41,,693016572878,0,,,,,
IR,ALG-KAY-389_42,,693016572885,0,,,,,
IR,ALG-KAY-389_43,,693016572892,0,,,,,
IR,ALG-KAY-400_34,,693016507054,0,,,,,
IR,ALG-KAY-400_35,,693016507061,0,,,,,
IR,ALG-KAY-400_36,,693016507078,0,,,,,
IR,ALG-KAY-400_37,,693016507085,0,,,,,
IR,ALG-KAY-400_38,,693016507092,0,,,,,
IR,ALG-KAY-400_39,,693016507108,0,,,,,
IR,ALG-KAY-400_40,,693016507115,0,,,,,
IR,ALG-KAY-400_41,,693016507122,0,,,,,
IR,ALG-KAY-400_42,,693016507139,0,,,,,
IR,ALG-KAY-400_43,,693016507146,0,,,,,
IR,ALG-KAY-415_34,,693016492688,0,,,,,
IR,ALG-KAY-415_35,,693016492695,0,,,,,
IR,ALG-KAY-415_36,,693016492701,0,,,,,
IR,ALG-KAY-415_37,,693016492718,0,,,,,
IR,ALG-KAY-415_38,,693016492725,0,,,,,
IR,ALG-KAY-415_39,,693016492732,0,,,,,
IR,ALG-KAY-415_40,,693016492749,0,,,,,
IR,ALG-KAY-415_41,,693016492756,0,,,,,
IR,ALG-KAY-415_42,,693016492763,0,,,,,
IR,ALG-KAY-415_43,,693016492770,0,,,,,
IR,ALG-KAY-416_34,,693016507252,0,,,,,
IR,ALG-KAY-416_35,,693016507269,0,,,,,
IR,ALG-KAY-416_36,,693016507276,0,,,,,
IR,ALG-KAY-416_37,,693016507283,0,,,,,
IR,ALG-KAY-416_38,,693016507290,0,,,,,
IR,ALG-KAY-416_39,,693016507306,0,,,,,
IR,ALG-KAY-416_40,,693016507313,0,,,,,
IR,ALG-KAY-416_41,,693016507320,0,,,,,
IR,ALG-KAY-416_42,,693016507337,0,,,,,
IR,ALG-KAY-416_43,,693016507344,0,,,,,
IR,ALG-KAY-427_34,,693016572601,0,,,,,
IR,ALG-KAY-427_35,,693016572618,0,,,,,
IR,ALG-KAY-427_36,,693016572625,0,,,,,
IR,ALG-KAY-427_37,,693016572632,0,,,,,
IR,ALG-KAY-427_38,,693016572649,0,,,,,
IR,ALG-KAY-427_39,,693016572656,0,,,,,
IR,ALG-KAY-427_40,,693016572663,0,,,,,
IR,ALG-KAY-427_41,,693016572670,0,,,,,
IR,ALG-KAY-427_42,,693016572687,0,,,,,
IR,ALG-KAY-427_43,,693016572694,0,,,,,
IR,ALG-KAY-435_35,,693016623280,0,,,,,
IR,ALG-KAY-435_36,,693016623297,3,,,,,
IR,ALG-KAY-435_37,,693016623303,25,,,,,
IR,ALG-KAY-435_38,,693016623310,33,,,,,
IR,ALG-KAY-435_39,,693016623327,21,,,,,
IR,ALG-KAY-435_40,,693016623334,0,,,,,
IR,ALG-KAY-435_41,,693016623341,13,,,,,
IR,ALG-KAY-435_42,,693016623358,0,,,,,
IR,ALG-KAY-435_43,,693016623365,0,,,,,
IR,ALG-KAY-454_35,,693016612444,0,,,,,
IR,ALG-KAY-454_36,,693016612451,0,,,,,
IR,ALG-KAY-454_37,,693016612468,0,,,,,
IR,ALG-KAY-454_38,,693016612475,0,,,,,
IR,ALG-KAY-454_39,,693016612482,0,,,,,
IR,ALG-KAY-454_40,,693016612499,0,,,,,
IR,ALG-KAY-454_41,,693016612505,0,,,,,
IR,ALG-KAY-454_42,,693016612512,0,,,,,
IR,ALG-KAY-454_43,,693016612529,0,,,,,
IR,ALG-KAY-541_34,,693016537389,0,,,,,
IR,ALG-KAY-541_35,,693016537396,0,,,,,
IR,ALG-KAY-541_36,,693016537402,0,,,,,
IR,ALG-KAY-541_37,,693016537419,0,,,,,
IR,ALG-KAY-541_38,,693016537426,0,,,,,
IR,ALG-KAY-541_39,,693016537433,0,,,,,
IR,ALG-KAY-541_40,,693016537440,0,,,,,
IR,ALG-KAY-541_41,,693016537457,0,,,,,
IR,ALG-KAY-541_42,,693016537464,0,,,,,
IR,ALG-KAY-541_43,,693016537471,0,,,,,
IR,ALG-KAY-542_34,,693016522989,0,,,,,
IR,ALG-KAY-542_35,,693016522996,0,,,,,
IR,ALG-KAY-542_36,,693016523009,0,,,,,
IR,ALG-KAY-542_37,,693016523016,0,,,,,
IR,ALG-KAY-542_38,,693016523023,0,,,,,
IR,ALG-KAY-542_39,,693016523030,0,,,,,
IR,ALG-KAY-542_40,,693016523047,0,,,,,
IR,ALG-KAY-542_41,,693016523054,0,,,,,
IR,ALG-KAY-542_42,,693016523061,0,,,,,
IR,ALG-KAY-542_43,,693016523078,0,,,,,
IR,ALG-KAY-585_35,,693016612543,8,,,,,
IR,ALG-KAY-585_36,,693016612550,13,,,,,
IR,ALG-KAY-585_37,,693016612567,14,,,,,
IR,ALG-KAY-585_38,,693016612574,25,,,,,
IR,ALG-KAY-585_39,,693016612581,13,,,,,
IR,ALG-KAY-585_40,,693016612598,2,,,,,
IR,ALG-KAY-585_41,,693016612604,10,,,,,
IR,ALG-KAY-585_42,,693016612611,0,,,,,
IR,ALG-KAY-585_43,,693016612628,0,,,,,
IR,ALG-KAY-601_35,,693016305032,7,,,,,
IR,ALG-KAY-601_36,,693016305049,13,,,,,
IR,ALG-KAY-601_37,,693016305056,49,,,,,
IR,ALG-KAY-601_38,,693016305063,31,,,,,
IR,ALG-KAY-601_39,,693016305070,39,,,,,
IR,ALG-KAY-601_40,,693016305087,21,,,,,
IR,ALG-KAY-601_41,,693016305094,10,,,,,
IR,ALG-KAY-601_42,,693016305100,15,,,,,
IR,ALG-KAY-673_35,,693016612642,0,,,,,
IR,ALG-KAY-673_36,,693016612659,28,,,,,
IR,ALG-KAY-673_37,,693016612666,49,,,,,
IR,ALG-KAY-673_38,,693016612673,60,,,,,
IR,ALG-KAY-673_39,,693016612680,52,,,,,
IR,ALG-KAY-673_40,,693016612697,24,,,,,
IR,ALG-KAY-673_41,,693016612703,24,,,,,
IR,ALG-KAY-673_42,,693016612710,0,,,,,
IR,ALG-KAY-673_43,,693016612727,0,,,,,
IR,ALG-KAY-726_35,,693016305278,0,,,,,
IR,ALG-KAY-726_36,,693016305285,0,,,,,
IR,ALG-KAY-726_37,,693016305292,0,,,,,
IR,ALG-KAY-726_38,,693016305308,0,,,,,
IR,ALG-KAY-726_39,,693016305315,0,,,,,
IR,ALG-KAY-726_40,,693016305322,0,,,,,
IR,ALG-KAY-726_41,,693016305339,0,,,,,
IR,ALG-KAY-726_42,,693016305346,0,,,,,
IR,ALG-KAY-921_34,,693016572700,0,,,,,
IR,ALG-KAY-921_35,,693016572717,10,,,,,
IR,ALG-KAY-921_36,,693016572724,69,,,,,
IR,ALG-KAY-921_37,,693016572731,104,,,,,
IR,ALG-KAY-921_38,,693016572748,175,,,,,
IR,ALG-KAY-921_39,,693016572755,153,,,,,
IR,ALG-KAY-921_40,,693016572762,77,,,,,
IR,ALG-KAY-921_41,,693016572779,13,,,,,
IR,ALG-KAY-921_42,,693016572786,7,,,,,
IR,ALG-KAY-921_43,,693016572793,0,,,,,
IR,ALG-KEL-143_34,,693016573301,9,,,,,
IR,ALG-KEL-143_35,,693016573318,27,,,,,
IR,ALG-KEL-143_36,,693016573325,59,,,,,
IR,ALG-KEL-143_37,,693016573332,53,,,,,
IR,ALG-KEL-143_38,,693016573349,99,,,,,
IR,ALG-KEL-143_39,,693016573356,77,,,,,
IR,ALG-KEL-143_40,,693016573363,0,,,,,
IR,ALG-KEL-143_41,,693016573370,0,,,,,
IR,ALG-KEL-143_42,,693016573387,12,,,,,
IR,ALG-KEL-143_43,,693016573394,8,,,,,
IR,ALG-KEL-143W_34,,693016602872,10,,,,,
IR,ALG-KEL-143W_35,,693016602889,29,,,,,
IR,ALG-KEL-143W_36,,693016602896,59,,,,,
IR,ALG-KEL-143W_37,,693016602902,87,,,,,
IR,ALG-KEL-143W_38,,693016602919,87,,,,,
IR,ALG-KEL-143W_39,,693016602926,56,,,,,
IR,ALG-KEL-143W_40,,693016602933,37,,,,,
IR,ALG-KEL-143W_41,,693016602940,28,,,,,
IR,ALG-KEL-143W_42,,693016602957,9,,,,,
IR,ALG-KEL-143W_43,,693016602964,10,,,,,
IR,ALG-KEL-164_34,,693016572908,0,,,,,
IR,ALG-KEL-164_35,,693016572915,0,,,,,
IR,ALG-KEL-164_36,,693016572922,0,,,,,
IR,ALG-KEL-164_37,,693016572939,0,,,,,
IR,ALG-KEL-164_38,,693016572946,0,,,,,
IR,ALG-KEL-164_39,,693016572953,0,,,,,
IR,ALG-KEL-164_40,,693016572960,0,,,,,
IR,ALG-KEL-164_41,,693016572977,0,,,,,
IR,ALG-KEL-164_42,,693016572984,0,,,,,
IR,ALG-KEL-164_43,,693016572991,0,,,,,
IR,ALG-KEL-164W_35,,693016624393,0,,,,,
IR,ALG-KEL-164W_36,,693016624409,0,,,,,
IR,ALG-KEL-164W_37,,693016624416,0,,,,,
IR,ALG-KEL-164W_38,,693016624423,0,,,,,
IR,ALG-KEL-164W_39,,693016624430,0,,,,,
IR,ALG-KEL-164W_40,,693016624447,0,,,,,
IR,ALG-KEL-164W_41,,693016624454,0,,,,,
IR,ALG-KEL-164W_42,,693016624461,0,,,,,
IR,ALG-KEL-164W_43,,693016624478,0,,,,,
IR,ALG-KEL-165_34,,693016573103,0,,,,,
IR,ALG-KEL-165_35,,693016573110,7,,,,,
IR,ALG-KEL-165_36,,693016573127,0,,,,,
IR,ALG-KEL-165_37,,693016573134,0,,,,,
IR,ALG-KEL-165_38,,693016573141,0,,,,,
IR,ALG-KEL-165_39,,693016573158,0,,,,,
IR,ALG-KEL-165_40,,693016573165,0,,,,,
IR,ALG-KEL-165_41,,693016573172,0,,,,,
IR,ALG-KEL-165_42,,693016573189,0,,,,,
IR,ALG-KEL-165_43,,693016573196,0,,,,,
IR,ALG-KEL-165W_34,,693016602278,0,,,,,
IR,ALG-KEL-165W_35,,693016602285,0,,,,,
IR,ALG-KEL-165W_36,,693016602292,0,,,,,
IR,ALG-KEL-165W_37,,693016602308,0,,,,,
IR,ALG-KEL-165W_38,,693016602315,0,,,,,
IR,ALG-KEL-165W_39,,693016602322,0,,,,,
IR,ALG-KEL-165W_40,,693016602339,0,,,,,
IR,ALG-KEL-165W_41,,693016602346,0,,,,,
IR,ALG-KEL-165W_42,,693016602353,0,,,,,
IR,ALG-KEL-165W_43,,693016602360,0,,,,,
IR,ALG-KEL-245_34,,693016548828,0,,,,,
IR,ALG-KEL-245_35,,693016548835,0,,,,,
IR,ALG-KEL-245_36,,693016548842,0,,,,,
IR,ALG-KEL-245_37,,693016548859,0,,,,,
IR,ALG-KEL-245_38,,693016548866,0,,,,,
IR,ALG-KEL-245_39,,693016548873,0,,,,,
IR,ALG-KEL-245_40,,693016548880,0,,,,,
IR,ALG-KEL-245_41,,693016548897,0,,,,,
IR,ALG-KEL-245_42,,693016548903,0,,,,,
IR,ALG-KEL-245_43,,693016548910,0,,,,,
IR,ALG-KEL-302_34,,693016549221,0,,,,,
IR,ALG-KEL-302_35,,693016549238,0,,,,,
IR,ALG-KEL-302_36,,693016549245,0,,,,,
IR,ALG-KEL-302_37,,693016549252,0,,,,,
IR,ALG-KEL-302_38,,693016549269,0,,,,,
IR,ALG-KEL-302_39,,693016549276,0,,,,,
IR,ALG-KEL-302_40,,693016549283,0,,,,,
IR,ALG-KEL-302_41,,693016549290,0,,,,,
IR,ALG-KEL-302_42,,693016549306,0,,,,,
IR,ALG-KEL-302_43,,693016549313,0,,,,,
IR,ALG-KEL-302W_35,,693016624508,0,,,,,
IR,ALG-KEL-302W_36,,693016624515,0,,,,,
IR,ALG-KEL-302W_37,,693016624522,0,,,,,
IR,ALG-KEL-302W_38,,693016624539,0,,,,,
IR,ALG-KEL-302W_39,,693016624546,0,,,,,
IR,ALG-KEL-302W_40,,693016624553,0,,,,,
IR,ALG-KEL-302W_41,,693016624560,0,,,,,
IR,ALG-KEL-302W_42,,693016624577,0,,,,,
IR,ALG-KEL-302W_43,,693016624584,0,,,,,
IR,ALG-KEL-323_34,,693016573004,8,,,,,
IR,ALG-KEL-323_35,,693016573011,49,,,,,
IR,ALG-KEL-323_36,,693016573028,26,,,,,
IR,ALG-KEL-323_37,,693016573035,0,,,,,
IR,ALG-KEL-323_38,,693016573042,0,,,,,
IR,ALG-KEL-323_39,,693016573059,0,,,,,
IR,ALG-KEL-323_40,,693016573066,0,,,,,
IR,ALG-KEL-323_41,,693016573073,0,,,,,
IR,ALG-KEL-323_42,,693016573080,0,,,,,
IR,ALG-KEL-323_43,,693016573097,5,,,,,
IR,ALG-KEL-323W_34,,693016602377,19,,,,,
IR,ALG-KEL-323W_35,,693016602384,94,,,,,
IR,ALG-KEL-323W_36,,693016602391,202,,,,,
IR,ALG-KEL-323W_37,,693016602407,298,,,,,
IR,ALG-KEL-323W_38,,693016602414,322,,,,,
IR,ALG-KEL-323W_39,,693016602421,245,,,,,
IR,ALG-KEL-323W_40,,693016602438,165,,,,,
IR,ALG-KEL-323W_41,,693016602445,86,,,,,
IR,ALG-KEL-323W_42,,693016602452,10,,,,,
IR,ALG-KEL-323W_43,,693016602469,10,,,,,
IR,ALG-KEL-402_34,,693016507856,0,,,,,
IR,ALG-KEL-402_35,,693016507863,0,,,,,
IR,ALG-KEL-402_36,,693016507870,0,,,,,
IR,ALG-KEL-402_37,,693016507887,0,,,,,
IR,ALG-KEL-402_38,,693016507894,0,,,,,
IR,ALG-KEL-402_39,,693016507900,0,,,,,
IR,ALG-KEL-402_40,,693016507917,0,,,,,
IR,ALG-KEL-402_41,,693016507924,0,,,,,
IR,ALG-KEL-402_42,,693016507931,0,,,,,
IR,ALG-KEL-402_43,,693016507948,0,,,,,
IR,ALG-KEL-431_34,,693016493708,10,,,,,
IR,ALG-KEL-431_35,,693016493715,41,,,,,
IR,ALG-KEL-431_36,,693016493722,211,,,,,
IR,ALG-KEL-431_37,,693016493739,362,,,,,
IR,ALG-KEL-431_38,,693016493746,479,,,,,
IR,ALG-KEL-431_39,,693016493753,480,,,,,
IR,ALG-KEL-431_40,,693016493760,366,,,,,
IR,ALG-KEL-431_41,,693016493777,232,,,,,
IR,ALG-KEL-431_42,,693016493784,171,,,,,
IR,ALG-KEL-431_43,,693016493791,65,,,,,
IR,ALG-KEL-431W_34,,693016568000,28,,,,,
IR,ALG-KEL-431W_35,,693016568017,135,,,,,
IR,ALG-KEL-431W_36,,693016568024,250,,,,,
IR,ALG-KEL-431W_37,,693016568031,371,,,,,
IR,ALG-KEL-431W_38,,693016568048,382,,,,,
IR,ALG-KEL-431W_39,,693016568055,285,,,,,
IR,ALG-KEL-431W_40,,693016568062,193,,,,,
IR,ALG-KEL-431W_41,,693016568079,108,,,,,
IR,ALG-KEL-431W_42,,693016568086,14,,,,,
IR,ALG-KEL-431W_43,,693016568093,10,,,,,
IR,ALG-KEL-433_34,,693016493807,6,,,,,
IR,ALG-KEL-433_35,,693016493814,30,,,,,
IR,ALG-KEL-433_36,,693016493821,97,,,,,
IR,ALG-KEL-433_37,,693016493838,137,,,,,
IR,ALG-KEL-433_38,,693016493845,218,,,,,
IR,ALG-KEL-433_39,,693016493852,229,,,,,
IR,ALG-KEL-433_40,,693016493869,178,,,,,
IR,ALG-KEL-433_41,,693016493876,137,,,,,
IR,ALG-KEL-433_42,,693016493883,40,,,,,
IR,ALG-KEL-433_43,,693016493890,18,,,,,
IR,ALG-KEL-433W_34,,693016607341,10,,,,,
IR,ALG-KEL-433W_35,,693016607358,40,,,,,
IR,ALG-KEL-433W_36,,693016607365,98,,,,,
IR,ALG-KEL-433W_37,,693016607372,168,,,,,
IR,ALG-KEL-433W_38,,693016607389,176,,,,,
IR,ALG-KEL-433W_39,,693016607396,136,,,,,
IR,ALG-KEL-433W_40,,693016607402,87,,,,,
IR,ALG-KEL-433W_41,,693016607419,49,,,,,
IR,ALG-KEL-433W_42,,693016607426,20,,,,,
IR,ALG-KEL-433W_43,,693016607433,10,,,,,
IR,ALG-KEL-442_34,,693016587872,9,,,,,
IR,ALG-KEL-442_35,,693016587889,24,,,,,
IR,ALG-KEL-442_36,,693016587896,40,,,,,
IR,ALG-KEL-442_37,,693016587902,78,,,,,
IR,ALG-KEL-442_38,,693016587919,122,,,,,
IR,ALG-KEL-442_39,,693016587926,122,,,,,
IR,ALG-KEL-442_40,,693016587933,63,,,,,
IR,ALG-KEL-442_41,,693016587940,32,,,,,
IR,ALG-KEL-442_42,,693016587957,27,,,,,
IR,ALG-KEL-442_43,,693016587964,11,,,,,
IR,ALG-KEL-442W_35,,693016624638,0,,,,,
IR,ALG-KEL-442W_36,,693016624645,0,,,,,
IR,ALG-KEL-442W_37,,693016624652,0,,,,,
IR,ALG-KEL-442W_38,,693016624669,0,,,,,
IR,ALG-KEL-442W_39,,693016624676,0,,,,,
IR,ALG-KEL-442W_40,,693016624683,0,,,,,
IR,ALG-KEL-442W_41,,693016624690,0,,,,,
IR,ALG-KEL-442W_42,,693016624706,0,,,,,
IR,ALG-KEL-442W_43,,693016624713,0,,,,,
IR,ALG-KEL-454_35,,693016612741,0,,,,,
IR,ALG-KEL-454_36,,693016612758,0,,,,,
IR,ALG-KEL-454_37,,693016612765,0,,,,,
IR,ALG-KEL-454_38,,693016612772,0,,,,,
IR,ALG-KEL-454_39,,693016612789,0,,,,,
IR,ALG-KEL-454_40,,693016612796,0,,,,,
IR,ALG-KEL-454_41,,693016612802,0,,,,,
IR,ALG-KEL-454_42,,693016612819,0,,,,,
IR,ALG-KEL-454_43,,693016612826,5,,,,,
IR,ALG-KEL-454W_35,,693016622269,26,,,,,
IR,ALG-KEL-454W_36,,693016622276,71,,,,,
IR,ALG-KEL-454W_37,,693016622283,116,,,,,
IR,ALG-KEL-454W_38,,693016622290,125,,,,,
IR,ALG-KEL-454W_39,,693016622306,89,,,,,
IR,ALG-KEL-454W_40,,693016622313,59,,,,,
IR,ALG-KEL-454W_41,,693016622320,30,,,,,
IR,ALG-KEL-454W_42,,693016622337,16,,,,,
IR,ALG-KEL-454W_43,,693016622344,8,,,,,
IR,ALG-KEL-484D_34,,693016587476,17,,,,,
IR,ALG-KEL-484D_35,,693016587483,23,,,,,
IR,ALG-KEL-484D_36,,693016587490,122,,,,,
IR,ALG-KEL-484D_37,,693016587506,162,,,,,
IR,ALG-KEL-484D_38,,693016587513,192,,,,,
IR,ALG-KEL-484D_39,,693016587520,173,,,,,
IR,ALG-KEL-484D_40,,693016587537,142,,,,,
IR,ALG-KEL-484D_41,,693016587544,109,,,,,
IR,ALG-KEL-484D_42,,693016587551,27,,,,,
IR,ALG-KEL-484D_43,,693016587568,0,,,,,
IR,ALG-KEL-484DW_34,,693016608041,10,,,,,
IR,ALG-KEL-484DW_35,,693016608058,38,,,,,
IR,ALG-KEL-484DW_36,,693016608065,75,,,,,
IR,ALG-KEL-484DW_37,,693016608072,124,,,,,
IR,ALG-KEL-484DW_38,,693016608089,124,,,,,
IR,ALG-KEL-484DW_39,,693016608096,96,,,,,
IR,ALG-KEL-484DW_40,,693016608102,68,,,,,
IR,ALG-KEL-484DW_41,,693016608119,38,,,,,
IR,ALG-KEL-484DW_42,,693016608126,10,,,,,
IR,ALG-KEL-484DW_43,,693016608133,10,,,,,
IR,ALG-KEL-506_34,,693016549023,6,,,,,
IR,ALG-KEL-506_35,,693016549030,49,,,,,
IR,ALG-KEL-506_36,,693016549047,30,,,,,
IR,ALG-KEL-506_37,,693016549054,78,,,,,
IR,ALG-KEL-506_38,,693016549061,165,,,,,
IR,ALG-KEL-506_39,,693016549078,159,,,,,
IR,ALG-KEL-506_40,,693016549085,116,,,,,
IR,ALG-KEL-506_41,,693016549092,111,,,,,
IR,ALG-KEL-506_42,,693016549108,25,,,,,
IR,ALG-KEL-506_43,,693016549115,22,,,,,
IR,ALG-KEL-506W_34,,693016607440,9,,,,,
IR,ALG-KEL-506W_35,,693016607457,28,,,,,
IR,ALG-KEL-506W_36,,693016607464,68,,,,,
IR,ALG-KEL-506W_37,,693016607471,125,,,,,
IR,ALG-KEL-506W_38,,693016607488,128,,,,,
IR,ALG-KEL-506W_39,,693016607495,106,,,,,
IR,ALG-KEL-506W_40,,693016607501,67,,,,,
IR,ALG-KEL-506W_41,,693016607518,34,,,,,
IR,ALG-KEL-506W_42,,693016607525,8,,,,,
IR,ALG-KEL-506W_43,,693016607532,10,,,,,
IR,ALG-KEL-510_34,,693016549320,0,,,,,
IR,ALG-KEL-510_35,,693016549337,0,,,,,
IR,ALG-KEL-510_36,,693016549344,0,,,,,
IR,ALG-KEL-510_37,,693016549351,0,,,,,
IR,ALG-KEL-510_38,,693016549368,0,,,,,
IR,ALG-KEL-510_39,,693016549375,0,,,,,
IR,ALG-KEL-510_40,,693016549382,0,,,,,
IR,ALG-KEL-510_41,,693016549399,0,,,,,
IR,ALG-KEL-510_42,,693016549405,0,,,,,
IR,ALG-KEL-510_43,,693016549412,0,,,,,
IR,ALG-KEL-510W_34,,693016608843,0,,,,,
IR,ALG-KEL-510W_35,,693016608850,0,,,,,
IR,ALG-KEL-510W_36,,693016608867,0,,,,,
IR,ALG-KEL-510W_37,,693016608874,0,,,,,
IR,ALG-KEL-510W_38,,693016608881,0,,,,,
IR,ALG-KEL-510W_39,,693016608898,0,,,,,
IR,ALG-KEL-510W_40,,693016608904,0,,,,,
IR,ALG-KEL-510W_41,,693016608911,0,,,,,
IR,ALG-KEL-510W_42,,693016608928,0,,,,,
IR,ALG-KEL-510W_43,,693016608935,0,,,,,
IR,ALG-KEL-518_34,,693016587971,4,,,,,
IR,ALG-KEL-518_35,,693016587988,24,,,,,
IR,ALG-KEL-518_36,,693016587995,16,,,,,
IR,ALG-KEL-518_37,,693016588008,25,,,,,
IR,ALG-KEL-518_38,,693016588015,73,,,,,
IR,ALG-KEL-518_39,,693016588022,102,,,,,
IR,ALG-KEL-518_40,,693016588039,32,,,,,
IR,ALG-KEL-518_41,,693016588046,23,,,,,
IR,ALG-KEL-518_42,,693016588053,38,,,,,
IR,ALG-KEL-518_43,,693016588060,0,,,,,
IR,ALG-KEL-518W_35,,693016624768,30,,,,,
IR,ALG-KEL-518W_36,,693016624775,60,,,,,
IR,ALG-KEL-518W_37,,693016624782,90,,,,,
IR,ALG-KEL-518W_38,,693016624799,89,,,,,
IR,ALG-KEL-518W_39,,693016624805,56,,,,,
IR,ALG-KEL-518W_40,,693016624812,37,,,,,
IR,ALG-KEL-518W_41,,693016624829,28,,,,,
IR,ALG-KEL-518W_42,,693016624836,8,,,,,
IR,ALG-KEL-518W_43,,693016624843,10,,,,,
IR,ALG-KEL-519_34,,693016587773,11,,,,,
IR,ALG-KEL-519_35,,693016587780,6,,,,,
IR,ALG-KEL-519_36,,693016587797,42,,,,,
IR,ALG-KEL-519_37,,693016587803,95,,,,,
IR,ALG-KEL-519_38,,693016587810,185,,,,,
IR,ALG-KEL-519_39,,693016587827,197,,,,,
IR,ALG-KEL-519_40,,693016587834,189,,,,,
IR,ALG-KEL-519_41,,693016587841,115,,,,,
IR,ALG-KEL-519_42,,693016587858,53,,,,,
IR,ALG-KEL-519_43,,693016587865,9,,,,,
IR,ALG-KEL-519W_34,,693016608140,10,,,,,
IR,ALG-KEL-519W_35,,693016608157,50,,,,,
IR,ALG-KEL-519W_36,,693016608164,107,,,,,
IR,ALG-KEL-519W_37,,693016608171,165,,,,,
IR,ALG-KEL-519W_38,,693016608188,167,,,,,
IR,ALG-KEL-519W_39,,693016608195,125,,,,,
IR,ALG-KEL-519W_40,,693016608201,89,,,,,
IR,ALG-KEL-519W_41,,693016608218,50,,,,,
IR,ALG-KEL-519W_42,,693016608225,10,,,,,
IR,ALG-KEL-519W_43,,693016608232,10,,,,,
IR,ALG-KEL-520_34,,693016588077,7,,,,,
IR,ALG-KEL-520_35,,693016588084,7,,,,,
IR,ALG-KEL-520_36,,693016588091,74,,,,,
IR,ALG-KEL-520_37,,693016588107,123,,,,,
IR,ALG-KEL-520_38,,693016588114,173,,,,,
IR,ALG-KEL-520_39,,693016588121,197,,,,,
IR,ALG-KEL-520_40,,693016588138,138,,,,,
IR,ALG-KEL-520_41,,693016588145,90,,,,,
IR,ALG-KEL-520_42,,693016588152,24,,,,,
IR,ALG-KEL-520_43,,693016588169,0,,,,,
IR,ALG-KEL-520W_35,,693016624874,0,,,,,
IR,ALG-KEL-520W_36,,693016624881,0,,,,,
IR,ALG-KEL-520W_37,,693016624898,0,,,,,
IR,ALG-KEL-520W_38,,693016624904,0,,,,,
IR,ALG-KEL-520W_39,,693016624911,0,,,,,
IR,ALG-KEL-520W_40,,693016624928,0,,,,,
IR,ALG-KEL-520W_41,,693016624935,0,,,,,
IR,ALG-KEL-520W_42,,693016624942,0,,,,,
IR,ALG-KEL-520W_43,,693016624959,0,,,,,
IR,ALG-KEL-530_34,,693016587674,11,,,,,
IR,ALG-KEL-530_35,,693016587681,24,,,,,
IR,ALG-KEL-530_36,,693016587698,25,,,,,
IR,ALG-KEL-530_37,,693016587704,44,,,,,
IR,ALG-KEL-530_38,,693016587711,9,,,,,
IR,ALG-KEL-530_39,,693016587728,0,,,,,
IR,ALG-KEL-530_40,,693016587735,0,,,,,
IR,ALG-KEL-530_41,,693016587742,0,,,,,
IR,ALG-KEL-530_42,,693016587759,0,,,,,
IR,ALG-KEL-530_43,,693016587766,0,,,,,
IR,ALG-KEL-530W_34,,693016608249,10,,,,,
IR,ALG-KEL-530W_35,,693016608256,29,,,,,
IR,ALG-KEL-530W_36,,693016608263,54,,,,,
IR,ALG-KEL-530W_37,,693016608270,83,,,,,
IR,ALG-KEL-530W_38,,693016608287,80,,,,,
IR,ALG-KEL-530W_39,,693016608294,55,,,,,
IR,ALG-KEL-530W_40,,693016608300,35,,,,,
IR,ALG-KEL-530W_41,,693016608317,27,,,,,
IR,ALG-KEL-530W_42,,693016608324,9,,,,,
IR,ALG-KEL-530W_43,,693016608331,10,,,,,
IR,ALG-KEL-532_34,,693016587575,0,,,,,
IR,ALG-KEL-532_35,,693016587582,0,,,,,
IR,ALG-KEL-532_36,,693016587599,0,,,,,
IR,ALG-KEL-532_37,,693016587605,0,,,,,
IR,ALG-KEL-532_38,,693016587612,0,,,,,
IR,ALG-KEL-532_39,,693016587629,0,,,,,
IR,ALG-KEL-532_40,,693016587636,0,,,,,
IR,ALG-KEL-532_41,,693016587643,0,,,,,
IR,ALG-KEL-532_42,,693016587650,0,,,,,
IR,ALG-KEL-532_43,,693016587667,0,,,,,
IR,ALG-KEL-532W_34,,693016608348,0,,,,,
IR,ALG-KEL-532W_35,,693016608355,0,,,,,
IR,ALG-KEL-532W_36,,693016608362,0,,,,,
IR,ALG-KEL-532W_37,,693016608379,0,,,,,
IR,ALG-KEL-532W_38,,693016608386,0,,,,,
IR,ALG-KEL-532W_39,,693016608393,0,,,,,
