REC-TYPE,VENDOR SKU NO,HOST SKU NO,UPC,ON HAND QTY,ON HAND DATE,BACKORDER QTY,BACKORDER DATE,EXPECTED QTY,EXPECTED DATE
IR,ALG-DYL-601_35,,693016574414,0,,,,,
IR,ALG-DYL-601_36,,693016574421,0,,,,,
IR,ALG-DYL-601_37,,693016574438,0,,,,,
IR,ALG-DYL-601_38,,693016574445,0,,,,,
IR,ALG-DYL-601_39,,693016574452,3,,,,,
IR,ALG-DYL-601_40,,693016574469,0,,,,,
IR,ALG-DYL-601_41,,693016574476,0,,,,,
IR,ALG-DYL-601_42,,693016574483,0,,,,,
IR,ALG-DYL-601_43,,693016574490,0,,,,,
IR,ALG-DYL-882_34,,693016574506,0,,,,,
IR,ALG-DYL-882_35,,693016574513,0,,,,,
IR,ALG-DYL-882_36,,693016574520,0,,,,,
IR,ALG-DYL-882_37,,693016574537,0,,,,,
IR,ALG-DYL-882_38,,693016574544,2,,,,,
IR,ALG-DYL-882_39,,693016574551,5,,,,,
IR,ALG-DYL-882_40,,693016574568,3,,,,,
IR,ALG-DYL-882_41,,693016574575,0,,,,,
IR,ALG-DYL-882_42,,693016574582,0,,,,,
IR,ALG-DYL-882_43,,693016574599,0,,,,,
IR,ALG-ELI-425_34,,693016577620,0,,,,,
IR,ALG-ELI-425_35,,693016577637,0,,,,,
IR,ALG-ELI-425_36,,693016577644,0,,,,,
IR,ALG-ELI-425_37,,693016577651,0,,,,,
IR,ALG-ELI-425_38,,693016577668,0,,,,,
IR,ALG-ELI-425_39,,693016577675,0,,,,,
IR,ALG-ELI-425_40,,693016577682,0,,,,,
IR,ALG-ELI-425_41,,693016577699,0,,,,,
IR,ALG-ELI-425_42,,693016577705,0,,,,,
IR,ALG-ELI-425_43,,693016577712,0,,,,,
IR,ALG-ELI-435_35,,693016620364,0,,,,,
IR,ALG-ELI-435_36,,693016620371,0,,,,,
IR,ALG-ELI-435_37,,693016620388,0,,,,,
IR,ALG-ELI-435_38,,693016620395,9,,,,,
IR,ALG-ELI-435_39,,693016620401,5,,,,,
IR,ALG-ELI-435_40,,693016620418,50,,,,,
IR,ALG-ELI-435_41,,693016620425,3,,,,,
IR,ALG-ELI-435_42,,693016620432,0,,,,,
IR,ALG-ELI-435_43,,693016620449,0,,,,,
IR,ALG-ELI-552_34,,693016577521,0,,,,,
IR,ALG-ELI-552_35,,693016577538,0,,,,,
IR,ALG-ELI-552_36,,693016577545,0,,,,,
IR,ALG-ELI-552_37,,693016577552,0,,,,,
IR,ALG-ELI-552_38,,693016577569,0,,,,,
IR,ALG-ELI-552_39,,693016577576,0,,,,,
IR,ALG-ELI-552_40,,693016577583,0,,,,,
IR,ALG-ELI-552_41,,693016577590,0,,,,,
IR,ALG-ELI-552_42,,693016577606,0,,,,,
IR,ALG-ELI-552_43,,693016577613,0,,,,,
IR,ALG-ELI-579_35,,693016620463,7,,,,,
IR,ALG-ELI-579_36,,693016620470,0,,,,,
IR,ALG-ELI-579_37,,693016620487,10,,,,,
IR,ALG-ELI-579_38,,693016620494,46,,,,,
IR,ALG-ELI-579_39,,693016620500,44,,,,,
IR,ALG-ELI-579_40,,693016620517,52,,,,,
IR,ALG-ELI-579_41,,693016620524,14,,,,,
IR,ALG-ELI-579_42,,693016620531,0,,,,,
IR,ALG-ELI-579_43,,693016620548,0,,,,,
IR,ALG-ELI-660_35,,693016620562,0,,,,,
IR,ALG-ELI-660_36,,693016620579,0,,,,,
IR,ALG-ELI-660_37,,693016620586,23,,,,,
IR,ALG-ELI-660_38,,693016620593,56,,,,,
IR,ALG-ELI-660_39,,693016620609,49,,,,,
IR,ALG-ELI-660_40,,693016620616,58,,,,,
IR,ALG-ELI-660_41,,693016620623,8,,,,,
IR,ALG-ELI-660_42,,693016620630,0,,,,,
IR,ALG-ELI-660_43,,693016620647,0,,,,,
IR,ALG-ELI-747_34,,693016577422,0,,,,,
IR,ALG-ELI-747_35,,693016577439,0,,,,,
IR,ALG-ELI-747_36,,693016577446,0,,,,,
IR,ALG-ELI-747_37,,693016577453,0,,,,,
IR,ALG-ELI-747_38,,693016577460,0,,,,,
IR,ALG-ELI-747_39,,693016577477,0,,,,,
IR,ALG-ELI-747_40,,693016577484,0,,,,,
IR,ALG-ELI-747_41,,693016577491,0,,,,,
IR,ALG-ELI-747_42,,693016577507,0,,,,,
IR,ALG-ELI-747_43,,693016577514,0,,,,,
IR,ALG-ELL-446_35,,693016618255,9,,,,,
IR,ALG-ELL-446_36,,693016618262,39,,,,,
IR,ALG-ELL-446_37,,693016618279,64,,,,,
IR,ALG-ELL-446_38,,693016618286,61,,,,,
IR,ALG-ELL-446_39,,693016618293,38,,,,,
IR,ALG-ELL-446_40,,693016618309,48,,,,,
IR,ALG-ELL-446_41,,693016618316,20,,,,,
IR,ALG-ELL-446_42,,693016618323,0,,,,,
IR,ALG-ELL-446_43,,693016618330,0,,,,,
IR,ALG-ELL-448_35,,693016618354,20,,,,,
IR,ALG-ELL-448_36,,693016618361,52,,,,,
IR,ALG-ELL-448_37,,693016618378,79,,,,,
IR,ALG-ELL-448_38,,693016618385,74,,,,,
IR,ALG-ELL-448_39,,693016618392,39,,,,,
IR,ALG-ELL-448_40,,693016618408,39,,,,,
IR,ALG-ELL-448_41,,693016618415,10,,,,,
IR,ALG-ELL-448_42,,693016618422,0,,,,,
IR,ALG-ELL-448_43,,693016618439,0,,,,,
IR,ALG-ELL-484_34,,693016523887,0,,,,,
IR,ALG-ELL-484_35,,693016523894,0,,,,,
IR,ALG-ELL-484_36,,693016523900,0,,,,,
IR,ALG-ELL-484_37,,693016523917,0,,,,,
IR,ALG-ELL-484_38,,693016523924,0,,,,,
IR,ALG-ELL-484_39,,693016523931,0,,,,,
IR,ALG-ELL-484_40,,693016523948,0,,,,,
IR,ALG-ELL-484_41,,693016523955,0,,,,,
IR,ALG-ELL-484_42,,693016523962,0,,,,,
IR,ALG-ELL-484_43,,693016523979,0,,,,,
IR,ALG-ELL-532_34,,693016577026,0,,,,,
IR,ALG-ELL-532_35,,693016577033,0,,,,,
IR,ALG-ELL-532_36,,693016577040,0,,,,,
IR,ALG-ELL-532_37,,693016577057,0,,,,,
IR,ALG-ELL-532_38,,693016577064,0,,,,,
IR,ALG-ELL-532_39,,693016577071,0,,,,,
IR,ALG-ELL-532_40,,693016577088,0,,,,,
IR,ALG-ELL-532_41,,693016577095,0,,,,,
IR,ALG-ELL-532_42,,693016577101,0,,,,,
IR,ALG-ELL-532_43,,693016577118,0,,,,,
IR,ALG-ELL-541_34,,693016538980,0,,,,,
IR,ALG-ELL-541_35,,693016538997,12,,,,,
IR,ALG-ELL-541_36,,693016539000,46,,,,,
IR,ALG-ELL-541_37,,693016539017,52,,,,,
IR,ALG-ELL-541_38,,693016539024,92,,,,,
IR,ALG-ELL-541_39,,693016539031,50,,,,,
IR,ALG-ELL-541_40,,693016539048,85,,,,,
IR,ALG-ELL-541_41,,693016539055,44,,,,,
IR,ALG-ELL-541_42,,693016539062,33,,,,,
IR,ALG-ELL-541_43,,693016539079,0,,,,,
IR,ALG-ELL-551_34,,693016511051,0,,,,,
IR,ALG-ELL-551_35,,693016511068,31,,,,,
IR,ALG-ELL-551_36,,693016511075,22,,,,,
IR,ALG-ELL-551_37,,693016511082,40,,,,,
IR,ALG-ELL-551_38,,693016511099,68,,,,,
IR,ALG-ELL-551_39,,693016511105,47,,,,,
IR,ALG-ELL-551_40,,693016511112,10,,,,,
IR,ALG-ELL-551_41,,693016511129,32,,,,,
IR,ALG-ELL-551_42,,693016511136,18,,,,,
IR,ALG-ELL-551_43,,693016511143,0,,,,,
IR,ALG-ELL-601_34,,693016386208,0,,,,,
IR,ALG-ELL-601_35,,693016386215,5,,,,,
IR,ALG-ELL-601_36,,693016386222,0,,,,,
IR,ALG-ELL-601_37,,693016386239,0,,,,,
IR,ALG-ELL-601_38,,693016386246,0,,,,,
IR,ALG-ELL-601_39,,693016386253,0,,,,,
IR,ALG-ELL-601_40,,693016386260,0,,,,,
IR,ALG-ELL-601_41,,693016386277,13,,,,,
IR,ALG-ELL-601_42,,693016386284,11,,,,,
IR,ALG-ELL-601_43,,693016386291,0,,,,,
IR,ALG-EMM-011_34,,693016539284,0,,,,,
IR,ALG-EMM-011_35,,693016539291,0,,,,,
IR,ALG-EMM-011_36,,693016539307,0,,,,,
IR,ALG-EMM-011_37,,693016539314,0,,,,,
IR,ALG-EMM-011_38,,693016539321,0,,,,,
IR,ALG-EMM-011_39,,693016539338,0,,,,,
IR,ALG-EMM-011_40,,693016539345,0,,,,,
IR,ALG-EMM-011_41,,693016539352,0,,,,,
IR,ALG-EMM-011_42,,693016539369,0,,,,,
IR,ALG-EMM-011_43,,693016539376,0,,,,,
IR,ALG-EMM-802_34,,693016550128,0,,,,,
IR,ALG-EMM-802_35,,693016550135,0,,,,,
IR,ALG-EMM-802_36,,693016550142,0,,,,,
IR,ALG-EMM-802_37,,693016550159,0,,,,,
IR,ALG-EMM-802_38,,693016550166,0,,,,,
IR,ALG-EMM-802_39,,693016550173,0,,,,,
IR,ALG-EMM-802_40,,693016550180,0,,,,,
IR,ALG-EMM-802_41,,693016550197,0,,,,,
IR,ALG-EMM-802_42,,693016550203,0,,,,,
IR,ALG-EMM-802_43,,693016550210,0,,,,,
IR,ALG-EMM-803_34,,693016550227,0,,,,,
IR,ALG-EMM-803_35,,693016550234,0,,,,,
IR,ALG-EMM-803_36,,693016550241,0,,,,,
IR,ALG-EMM-803_37,,693016550258,0,,,,,
IR,ALG-EMM-803_38,,693016550265,0,,,,,
IR,ALG-EMM-803_39,,693016550272,0,,,,,
IR,ALG-EMM-803_40,,693016550289,0,,,,,
IR,ALG-EMM-803_41,,693016550296,0,,,,,
IR,ALG-EMM-803_42,,693016550302,0,,,,,
IR,ALG-EMM-803_43,,693016550319,0,,,,,
IR,ALG-ERI-566_34,,693016540488,0,,,,,
IR,ALG-ERI-566_35,,693016540495,16,,,,,
IR,ALG-ERI-566_36,,693016540501,40,,,,,
IR,ALG-ERI-566_37,,693016540518,76,,,,,
IR,ALG-ERI-566_38,,693016540525,93,,,,,
IR,ALG-ERI-566_39,,693016540532,123,,,,,
IR,ALG-ERI-566_40,,693016540549,19,,,,,
IR,ALG-ERI-566_41,,693016540556,0,,,,,
IR,ALG-ERI-566_42,,693016540563,0,,,,,
IR,ALG-ERI-566_43,,693016540570,0,,,,,
IR,ALG-ERY-586_35,,693016618453,0,,,,,
IR,ALG-ERY-586_36,,693016618460,0,,,,,
IR,ALG-ERY-586_37,,693016618477,0,,,,,
IR,ALG-ERY-586_38,,693016618484,0,,,,,
IR,ALG-ERY-586_39,,693016618491,0,,,,,
IR,ALG-ERY-586_40,,693016618507,0,,,,,
IR,ALG-ERY-586_41,,693016618514,0,,,,,
IR,ALG-ERY-586_42,,693016618521,0,,,,,
IR,ALG-ERY-586_43,,693016618538,0,,,,,
IR,ALG-ERY-640_35,,693016618552,0,,,,,
IR,ALG-ERY-640_36,,693016618569,0,,,,,
IR,ALG-ERY-640_37,,693016618576,0,,,,,
IR,ALG-ERY-640_38,,693016618583,0,,,,,
IR,ALG-ERY-640_39,,693016618590,0,,,,,
IR,ALG-ERY-640_40,,693016618606,0,,,,,
IR,ALG-ERY-640_41,,693016618613,0,,,,,
IR,ALG-ERY-640_42,,693016618620,0,,,,,
IR,ALG-ERY-640_43,,693016618637,0,,,,,
IR,ALG-ERY-660_35,,693016618651,0,,,,,
IR,ALG-ERY-660_36,,693016618668,0,,,,,
IR,ALG-ERY-660_37,,693016618675,0,,,,,
IR,ALG-ERY-660_38,,693016618682,0,,,,,
IR,ALG-ERY-660_39,,693016618699,0,,,,,
IR,ALG-ERY-660_40,,693016618705,0,,,,,
IR,ALG-ERY-660_41,,693016618712,0,,,,,
IR,ALG-ERY-660_42,,693016618729,0,,,,,
IR,ALG-ERY-660_43,,693016618736,0,,,,,
IR,ALG-ERY-744_35,,693016618750,16,,,,,
IR,ALG-ERY-744_36,,693016618767,28,,,,,
IR,ALG-ERY-744_37,,693016618774,28,,,,,
IR,ALG-ERY-744_38,,693016618781,13,,,,,
IR,ALG-ERY-744_39,,693016618798,0,,,,,
IR,ALG-ERY-744_40,,693016618804,20,,,,,
IR,ALG-ERY-744_41,,693016618811,5,,,,,
IR,ALG-ERY-744_42,,693016618828,0,,,,,
IR,ALG-ERY-744_43,,693016618835,0,,,,,
IR,ALG-ERY-827_35,,693016618859,0,,,,,
IR,ALG-ERY-827_36,,693016618866,0,,,,,
IR,ALG-ERY-827_37,,693016618873,0,,,,,
IR,ALG-ERY-827_38,,693016618880,0,,,,,
IR,ALG-ERY-827_39,,693016618897,0,,,,,
IR,ALG-ERY-827_40,,693016618903,0,,,,,
IR,ALG-ERY-827_41,,693016618910,0,,,,,
IR,ALG-ERY-827_42,,693016618927,0,,,,,
IR,ALG-ERY-827_43,,693016618934,0,,,,,
IR,ALG-ERY-828_35,,693016618958,0,,,,,
IR,ALG-ERY-828_36,,693016618965,0,,,,,
IR,ALG-ERY-828_37,,693016618972,0,,,,,
IR,ALG-ERY-828_38,,693016618989,0,,,,,
IR,ALG-ERY-828_39,,693016618996,0,,,,,
IR,ALG-ERY-828_40,,693016619009,0,,,,,
IR,ALG-ERY-828_41,,693016619016,0,,,,,
IR,ALG-ERY-828_42,,693016619023,0,,,,,
IR,ALG-ERY-828_43,,693016619030,0,,,,,
IR,ALG-ESS-2003_34,,693016530786,0,,,,,
IR,ALG-ESS-2003_35,,693016530793,0,,,,,
IR,ALG-ESS-2003_36,,693016530809,0,,,,,
IR,ALG-ESS-2003_37,,693016530816,0,,,,,
IR,ALG-ESS-2003_38,,693016530823,0,,,,,
IR,ALG-ESS-2003_39,,693016530830,0,,,,,
IR,ALG-ESS-2003_40,,693016530847,0,,,,,
IR,ALG-ESS-2003_41,,693016530854,0,,,,,
IR,ALG-ESS-2003_42,,693016530861,0,,,,,
IR,ALG-ESS-2003_43,,693016530878,0,,,,,
IR,ALG-ESS-212_34,,693016542987,0,,,,,
IR,ALG-ESS-212_35,,693016542994,0,,,,,
IR,ALG-ESS-212_36,,693016543007,0,,,,,
IR,ALG-ESS-212_37,,693016543014,0,,,,,
IR,ALG-ESS-212_38,,693016543021,0,,,,,
IR,ALG-ESS-212_39,,693016543038,0,,,,,
IR,ALG-ESS-212_40,,693016543045,0,,,,,
IR,ALG-ESS-212_41,,693016543052,0,,,,,
IR,ALG-ESS-212_42,,693016543069,0,,,,,
IR,ALG-ESS-212_43,,693016543076,0,,,,,
IR,ALG-ESS-217_34,,693016550920,0,,,,,
IR,ALG-ESS-217_35,,693016550937,0,,,,,
IR,ALG-ESS-217_36,,693016550944,0,,,,,
IR,ALG-ESS-217_37,,693016550951,0,,,,,
IR,ALG-ESS-217_38,,693016550968,0,,,,,
IR,ALG-ESS-217_39,,693016550975,0,,,,,
IR,ALG-ESS-217_40,,693016550982,0,,,,,
IR,ALG-ESS-217_41,,693016550999,0,,,,,
IR,ALG-ESS-217_42,,693016551002,0,,,,,
IR,ALG-ESS-217_43,,693016551019,0,,,,,
IR,ALG-ESS-219_34,,693016550623,0,,,,,
IR,ALG-ESS-219_35,,693016550630,0,,,,,
IR,ALG-ESS-219_36,,693016550647,0,,,,,
IR,ALG-ESS-219_37,,693016550654,0,,,,,
IR,ALG-ESS-219_38,,693016550661,0,,,,,
IR,ALG-ESS-219_39,,693016550678,0,,,,,
IR,ALG-ESS-219_40,,693016550685,0,,,,,
IR,ALG-ESS-219_41,,693016550692,0,,,,,
IR,ALG-ESS-219_42,,693016550708,0,,,,,
IR,ALG-ESS-219_43,,693016550715,0,,,,,
IR,ALG-ESS-302_34,,693016551026,0,,,,,
IR,ALG-ESS-302_35,,693016551033,0,,,,,
IR,ALG-ESS-302_36,,693016551040,0,,,,,
IR,ALG-ESS-302_37,,693016551057,0,,,,,
IR,ALG-ESS-302_38,,693016551064,0,,,,,
IR,ALG-ESS-302_39,,693016551071,0,,,,,
IR,ALG-ESS-302_40,,693016551088,0,,,,,
IR,ALG-ESS-302_41,,693016551095,0,,,,,
IR,ALG-ESS-302_42,,693016551101,0,,,,,
IR,ALG-ESS-302_43,,693016551118,0,,,,,
IR,ALG-ESS-314_34,,693016581269,0,,,,,
IR,ALG-ESS-314_35,,693016581276,15,,,,,
IR,ALG-ESS-314_36,,693016581283,39,,,,,
IR,ALG-ESS-314_37,,693016581290,0,,,,,
IR,ALG-ESS-314_38,,693016581306,0,,,,,
IR,ALG-ESS-314_39,,693016581313,0,,,,,
IR,ALG-ESS-314_40,,693016581320,0,,,,,
IR,ALG-ESS-314_41,,693016581337,0,,,,,
IR,ALG-ESS-314_42,,693016581344,0,,,,,
IR,ALG-ESS-314_43,,693016581351,0,,,,,
IR,ALG-ESS-389_34,,693016576029,0,,,,,
IR,ALG-ESS-389_35,,693016576036,0,,,,,
IR,ALG-ESS-389_36,,693016576043,14,,,,,
IR,ALG-ESS-389_37,,693016576050,0,,,,,
IR,ALG-ESS-389_38,,693016576067,0,,,,,
IR,ALG-ESS-389_39,,693016576074,0,,,,,
IR,ALG-ESS-389_40,,693016576081,0,,,,,
IR,ALG-ESS-389_41,,693016576098,0,,,,,
IR,ALG-ESS-389_42,,693016576104,0,,,,,
IR,ALG-ESS-389_43,,693016576111,0,,,,,
IR,ALG-ESS-424_34,,693016589876,0,,,,,
IR,ALG-ESS-424_35,,693016589883,16,,,,,
IR,ALG-ESS-424_36,,693016589890,68,,,,,
IR,ALG-ESS-424_37,,693016589906,146,,,,,
IR,ALG-ESS-424_38,,693016589913,195,,,,,
IR,ALG-ESS-424_39,,693016589920,179,,,,,
IR,ALG-ESS-424_40,,693016589937,127,,,,,
IR,ALG-ESS-424_41,,693016589944,70,,,,,
IR,ALG-ESS-424_42,,693016589951,49,,,,,
IR,ALG-ESS-424_43,,693016589968,0,,,,,
IR,ALG-ESS-557_34,,693016530588,0,,,,,
IR,ALG-ESS-557_35,,693016530595,35,,,,,
IR,ALG-ESS-557_36,,693016530601,44,,,,,
IR,ALG-ESS-557_37,,693016530618,0,,,,,
IR,ALG-ESS-557_38,,693016530625,0,,,,,
IR,ALG-ESS-557_39,,693016530632,0,,,,,
IR,ALG-ESS-557_40,,693016530649,0,,,,,
IR,ALG-ESS-557_41,,693016530656,0,,,,,
IR,ALG-ESS-557_42,,693016530663,0,,,,,
IR,ALG-ESS-557_43,,693016530670,0,,,,,
IR,ALG-ESS-561_34,,693016543380,0,,,,,
IR,ALG-ESS-561_35,,693016543397,0,,,,,
IR,ALG-ESS-561_36,,693016543403,0,,,,,
IR,ALG-ESS-561_37,,693016543410,0,,,,,
IR,ALG-ESS-561_38,,693016543427,0,,,,,
IR,ALG-ESS-561_39,,693016543434,0,,,,,
IR,ALG-ESS-561_40,,693016543441,0,,,,,
IR,ALG-ESS-561_41,,693016543458,0,,,,,
IR,ALG-ESS-561_42,,693016543465,0,,,,,
IR,ALG-ESS-561_43,,693016543472,0,,,,,
IR,ALG-ESS-579_35,,693016616459,36,,,,,
IR,ALG-ESS-579_36,,693016616466,72,,,,,
IR,ALG-ESS-579_37,,693016616473,114,,,,,
IR,ALG-ESS-579_38,,693016616480,123,,,,,
IR,ALG-ESS-579_39,,693016616497,103,,,,,
IR,ALG-ESS-579_40,,693016616503,60,,,,,
IR,ALG-ESS-579_41,,693016616510,38,,,,,
IR,ALG-ESS-579_42,,693016616527,0,,,,,
IR,ALG-ESS-579_43,,693016616534,0,,,,,
IR,ALG-ESS-580_35,,693016616350,36,,,,,
IR,ALG-ESS-580_36,,693016616367,83,,,,,
IR,ALG-ESS-580_37,,693016616374,123,,,,,
IR,ALG-ESS-580_38,,693016616381,140,,,,,
IR,ALG-ESS-580_39,,693016616398,108,,,,,
IR,ALG-ESS-580_40,,693016616404,67,,,,,
IR,ALG-ESS-580_41,,693016616411,41,,,,,
IR,ALG-ESS-580_42,,693016616428,0,,,,,
IR,ALG-ESS-580_43,,693016616435,0,,,,,
IR,ALG-ESS-586_35,,693016616657,23,,,,,
IR,ALG-ESS-586_36,,693016616664,54,,,,,
IR,ALG-ESS-586_37,,693016616671,73,,,,,
IR,ALG-ESS-586_38,,693016616688,79,,,,,
IR,ALG-ESS-586_39,,693016616695,73,,,,,
IR,ALG-ESS-586_40,,693016616701,28,,,,,
IR,ALG-ESS-586_41,,693016616718,28,,,,,
IR,ALG-ESS-586_42,,693016616725,0,,,,,
IR,ALG-ESS-586_43,,693016616732,0,,,,,
IR,ALG-ESS-601_34,,693016589975,0,,,,,
IR,ALG-ESS-601_35,,693016589982,19,,,,,
IR,ALG-ESS-601_36,,693016589999,36,,,,,
IR,ALG-ESS-601_37,,693016590001,78,,,,,
IR,ALG-ESS-601_38,,693016590018,98,,,,,
IR,ALG-ESS-601_39,,693016590025,103,,,,,
IR,ALG-ESS-601_40,,693016590032,69,,,,,
IR,ALG-ESS-601_41,,693016590049,47,,,,,
IR,ALG-ESS-601_42,,693016590056,15,,,,,
IR,ALG-ESS-601_43,,693016590063,0,,,,,
IR,ALG-ESS-747_34,,693016575824,0,,,,,
IR,ALG-ESS-747_35,,693016575831,14,,,,,
IR,ALG-ESS-747_36,,693016575848,72,,,,,
IR,ALG-ESS-747_37,,693016575855,0,,,,,
IR,ALG-ESS-747_38,,693016575862,0,,,,,
IR,ALG-ESS-747_39,,693016575879,0,,,,,
IR,ALG-ESS-747_40,,693016575886,0,,,,,
IR,ALG-ESS-747_41,,693016575893,0,,,,,
IR,ALG-ESS-747_42,,693016575909,0,,,,,
IR,ALG-ESS-747_43,,693016575916,0,,,,,
IR,ALG-ESS-754_34,,693016550821,0,,,,,
IR,ALG-ESS-754_35,,693016550838,0,,,,,
IR,ALG-ESS-754_36,,693016550845,0,,,,,
IR,ALG-ESS-754_37,,693016550852,0,,,,,
IR,ALG-ESS-754_38,,693016550869,0,,,,,
IR,ALG-ESS-754_39,,693016550876,0,,,,,
IR,ALG-ESS-754_40,,693016550883,0,,,,,
IR,ALG-ESS-754_41,,693016550890,0,,,,,
IR,ALG-ESS-754_42,,693016550906,0,,,,,
IR,ALG-ESS-754_43,,693016550913,0,,,,,
IR,ALG-ESS-759_34,,693016576128,0,,,,,
IR,ALG-ESS-759_35,,693016576135,12,,,,,
IR,ALG-ESS-759_36,,693016576142,29,,,,,
IR,ALG-ESS-759_37,,693016576159,0,,,,,
IR,ALG-ESS-759_38,,693016576166,0,,,,,
IR,ALG-ESS-759_39,,693016576173,0,,,,,
IR,ALG-ESS-759_40,,693016576180,0,,,,,
IR,ALG-ESS-759_41,,693016576197,0,,,,,
IR,ALG-ESS-759_42,,693016576203,0,,,,,
IR,ALG-ESS-759_43,,693016576210,0,,,,,
IR,ALG-ESS-822_34,,693016589678,0,,,,,
IR,ALG-ESS-822_35,,693016589685,13,,,,,
IR,ALG-ESS-822_36,,693016589692,40,,,,,
IR,ALG-ESS-822_37,,693016589708,77,,,,,
IR,ALG-ESS-822_38,,693016589715,103,,,,,
IR,ALG-ESS-822_39,,693016589722,108,,,,,
IR,ALG-ESS-822_40,,693016589739,70,,,,,
IR,ALG-ESS-822_41,,693016589746,49,,,,,
IR,ALG-ESS-822_42,,693016589753,36,,,,,
IR,ALG-ESS-822_43,,693016589760,0,,,,,
IR,ALG-ESS-824_35,,693016616756,35,,,,,
IR,ALG-ESS-824_36,,693016616763,59,,,,,
IR,ALG-ESS-824_37,,693016616770,104,,,,,
IR,ALG-ESS-824_38,,693016616787,112,,,,,
IR,ALG-ESS-824_39,,693016616794,79,,,,,
IR,ALG-ESS-824_40,,693016616800,55,,,,,
IR,ALG-ESS-824_41,,693016616817,29,,,,,
IR,ALG-ESS-824_42,,693016616824,0,,,,,
IR,ALG-ESS-824_43,,693016616831,0,,,,,
IR,ALG-ESS-826_35,,693016616558,38,,,,,
IR,ALG-ESS-826_36,,693016616565,82,,,,,
IR,ALG-ESS-826_37,,693016616572,126,,,,,
IR,ALG-ESS-826_38,,693016616589,134,,,,,
IR,ALG-ESS-826_39,,693016616596,105,,,,,
IR,ALG-ESS-826_40,,693016616602,67,,,,,
IR,ALG-ESS-826_41,,693016616619,39,,,,,
IR,ALG-ESS-826_42,,693016616626,0,,,,,
IR,ALG-ESS-826_43,,693016616633,0,,,,,
IR,ALG-ESS-921_34,,693016575923,0,,,,,
IR,ALG-ESS-921_35,,693016575930,22,,,,,
IR,ALG-ESS-921_36,,693016575947,75,,,,,
IR,ALG-ESS-921_37,,693016575954,88,,,,,
IR,ALG-ESS-921_38,,693016575961,181,,,,,
IR,ALG-ESS-921_39,,693016575978,206,,,,,
IR,ALG-ESS-921_40,,693016575985,152,,,,,
IR,ALG-ESS-921_41,,693016575992,126,,,,,
IR,ALG-ESS-921_42,,693016576005,63,,,,,
IR,ALG-ESS-921_43,,693016576012,0,,,,,
IR,ALG-ESS-924_34,,693016589777,0,,,,,
IR,ALG-ESS-924_35,,693016589784,22,,,,,
IR,ALG-ESS-924_36,,693016589791,76,,,,,
IR,ALG-ESS-924_37,,693016589807,148,,,,,
IR,ALG-ESS-924_38,,693016589814,235,,,,,
IR,ALG-ESS-924_39,,693016589821,231,,,,,
IR,ALG-ESS-924_40,,693016589838,169,,,,,
IR,ALG-ESS-924_41,,693016589845,110,,,,,
IR,ALG-ESS-924_42,,693016589852,65,,,,,
IR,ALG-ESS-924_43,,693016589869,0,,,,,
IR,ALG-ETT-601_34,,693016386901,0,,,,,
IR,ALG-ETT-601_35,,693016386918,0,,,,,
IR,ALG-ETT-601_36,,693016386925,0,,,,,
IR,ALG-ETT-601_37,,693016386932,0,,,,,
IR,ALG-ETT-601_38,,693016386949,0,,,,,
IR,ALG-ETT-601_39,,693016386956,0,,,,,
IR,ALG-ETT-601_40,,693016386963,0,,,,,
IR,ALG-ETT-601_41,,693016386970,0,,,,,
IR,ALG-ETT-601_42,,693016386987,0,,,,,
IR,ALG-ETT-601_43,,693016386994,0,,,,,
IR,ALG-EVA-601_34,,693016539789,0,,,,,
IR,ALG-EVA-601_35,,693016539796,29,,,,,
IR,ALG-EVA-601_36,,693016539802,61,,,,,
IR,ALG-EVA-601_37,,693016539819,0,,,,,
IR,ALG-EVA-601_38,,693016539826,0,,,,,
IR,ALG-EVA-601_39,,693016539833,0,,,,,
IR,ALG-EVA-601_40,,693016539840,0,,,,,
IR,ALG-EVA-601_41,,693016539857,0,,,,,
IR,ALG-EVA-601_42,,693016539864,0,,,,,
IR,ALG-EVA-601_43,,693016539871,0,,,,,
IR,ALG-EVA-643_34,,693016539888,0,,,,,
IR,ALG-EVA-643_35,,693016539895,18,,,,,
IR,ALG-EVA-643_36,,693016539901,41,,,,,
IR,ALG-EVA-643_37,,693016539918,0,,,,,
IR,ALG-EVA-643_38,,693016539925,0,,,,,
IR,ALG-EVA-643_39,,693016539932,0,,,,,
IR,ALG-EVA-643_40,,693016539949,0,,,,,
IR,ALG-EVA-643_41,,693016539956,0,,,,,
IR,ALG-EVA-643_42,,693016539963,0,,,,,
IR,ALG-EVA-643_43,,693016539970,0,,,,,
IR,ALG-EVA-644_34,,693016539987,0,,,,,
IR,ALG-EVA-644_35,,693016539994,0,,,,,
IR,ALG-EVA-644_36,,693016540006,10,,,,,
IR,ALG-EVA-644_37,,693016540013,0,,,,,
IR,ALG-EVA-644_38,,693016540020,0,,,,,
IR,ALG-EVA-644_39,,693016540037,0,,,,,
IR,ALG-EVA-644_40,,693016540044,0,,,,,
IR,ALG-EVA-644_41,,693016540051,0,,,,,
IR,ALG-EVA-644_42,,693016540068,0,,,,,
IR,ALG-EVA-644_43,,693016540075,0,,,,,
IR,ALG-EVA-646_34,,693016540082,0,,,,,
IR,ALG-EVA-646_35,,693016540099,15,,,,,
IR,ALG-EVA-646_36,,693016540105,43,,,,,
