itemNo,color,size,upc,inStock,wholesalePrice,retailPrice,eta
ALG-DEB-148,Debra Vortex,43,693016610228,8,59.50,129.95,Jul 21 2017
ALG-DEB-345,Debra Wild West Ash,34,693016547623,0,59.50,129.95,
ALG-DEB-345,Debra Wild West Ash,35,693016547630,0,59.50,129.95,
ALG-DEB-345,Debra Wild West Ash,36,693016547647,0,59.50,129.95,
ALG-DEB-345,Debra Wild West Ash,37,693016547654,0,59.50,129.95,
ALG-DEB-345,Debra Wild West Ash,38,693016547661,0,59.50,129.95,
ALG-DEB-345,Debra Wild West Ash,39,693016547678,0,59.50,129.95,
ALG-DEB-345,Debra Wild West Ash,40,693016547685,0,59.50,129.95,
ALG-DEB-345,Debra Wild West Ash,41,693016547692,0,59.50,129.95,
ALG-DEB-345,Debra Wild West Ash,42,693016547708,0,59.50,129.95,
ALG-DEB-345,Debra Wild West Ash,43,693016547715,0,59.50,129.95,
ALG-DEB-386,Debra Rome Patent,35,693016303274,0,37.50,69.00,
ALG-DEB-386,Debra Rome Patent,36,693016303281,0,37.50,69.00,
ALG-DEB-386,Debra Rome Patent,37,693016303298,0,37.50,69.00,
ALG-DEB-386,Debra Rome Patent,38,693016303304,0,37.50,69.00,
ALG-DEB-386,Debra Rome Patent,39,693016303311,0,37.50,69.00,
ALG-DEB-386,Debra Rome Patent,40,693016303328,0,37.50,69.00,
ALG-DEB-386,Debra Rome Patent,41,693016303335,0,37.50,69.00,
ALG-DEB-386,Debra Rome Patent,42,693016303342,0,37.50,69.00,
ALG-DEB-386,Debra Rome Patent,43,693016313396,0,37.50,69.00,
ALG-DEB-413,Debra Starlit,35,693016610242,0,59.50,129.95,Aug 17 2017
ALG-DEB-413,Debra Starlit,36,693016610259,0,59.50,129.95,Aug 17 2017
ALG-DEB-413,Debra Starlit,37,693016610266,9,59.50,129.95,Aug 17 2017
ALG-DEB-413,Debra Starlit,38,693016610273,46,59.50,129.95,Aug 17 2017
ALG-DEB-413,Debra Starlit,39,693016610280,52,59.50,129.95,Aug 17 2017
ALG-DEB-413,Debra Starlit,40,693016610297,22,59.50,129.95,Aug 17 2017
ALG-DEB-413,Debra Starlit,41,693016610303,15,59.50,129.95,Aug 17 2017
ALG-DEB-413,Debra Starlit,42,693016610310,2,59.50,129.95,Aug 17 2017
ALG-DEB-413,Debra Starlit,43,693016610327,6,59.50,129.95,Aug 17 2017
ALG-DEB-435,Debra Delicut,35,693016610549,0,59.50,129.95,Jul 21 2017
ALG-DEB-435,Debra Delicut,36,693016610556,0,59.50,129.95,Jul 21 2017
ALG-DEB-435,Debra Delicut,37,693016610563,0,59.50,129.95,Jul 21 2017
ALG-DEB-435,Debra Delicut,38,693016610570,0,59.50,129.95,Jul 21 2017
ALG-DEB-435,Debra Delicut,39,693016610587,0,59.50,129.95,Jul 21 2017
ALG-DEB-435,Debra Delicut,40,693016610594,0,59.50,129.95,Jul 21 2017
ALG-DEB-435,Debra Delicut,41,693016610600,0,59.50,129.95,Jul 21 2017
ALG-DEB-435,Debra Delicut,42,693016610617,4,59.50,129.95,Jul 21 2017
ALG-DEB-435,Debra Delicut,43,693016610624,0,59.50,129.95,Jul 21 2017
ALG-DEB-447,Debra Blissful,34,693016587070,5,59.50,129.95,
ALG-DEB-447,Debra Blissful,35,693016587087,10,59.50,129.95,
ALG-DEB-447,Debra Blissful,36,693016587094,20,59.50,129.95,
ALG-DEB-447,Debra Blissful,37,693016587100,4,59.50,129.95,
ALG-DEB-447,Debra Blissful,38,693016587117,45,59.50,129.95,
ALG-DEB-447,Debra Blissful,39,693016587124,58,59.50,129.95,
ALG-DEB-447,Debra Blissful,40,693016587131,40,59.50,129.95,
ALG-DEB-447,Debra Blissful,41,693016587148,20,59.50,129.95,
ALG-DEB-447,Debra Blissful,42,693016587155,11,59.50,129.95,
ALG-DEB-447,Debra Blissful,43,693016587162,0,59.50,129.95,
ALG-DEB-480,Debra Paisley Party,34,693016506057,0,59.50,129.95,
ALG-DEB-480,Debra Paisley Party,35,693016506064,10,59.50,129.95,
ALG-DEB-480,Debra Paisley Party,36,693016506071,0,59.50,129.95,
ALG-DEB-480,Debra Paisley Party,37,693016506088,0,59.50,129.95,
ALG-DEB-480,Debra Paisley Party,38,693016506095,0,59.50,129.95,
ALG-DEB-480,Debra Paisley Party,39,693016506101,0,59.50,129.95,
ALG-DEB-480,Debra Paisley Party,40,693016506118,0,59.50,129.95,
ALG-DEB-480,Debra Paisley Party,41,693016506125,0,59.50,129.95,
ALG-DEB-480,Debra Paisley Party,42,693016506132,0,59.50,129.95,
ALG-DEB-480,Debra Paisley Party,43,693016506149,0,59.50,129.95,
ALG-DEB-484,Debra Sugar Skulls,34,693016534784,7,59.50,129.95,
ALG-DEB-484,Debra Sugar Skulls,35,693016534791,21,59.50,129.95,
ALG-DEB-484,Debra Sugar Skulls,36,693016534807,79,59.50,129.95,
ALG-DEB-484,Debra Sugar Skulls,37,693016534814,78,59.50,129.95,
ALG-DEB-484,Debra Sugar Skulls,38,693016534821,113,59.50,129.95,
ALG-DEB-484,Debra Sugar Skulls,39,693016534838,193,59.50,129.95,
ALG-DEB-484,Debra Sugar Skulls,40,693016534845,133,59.50,129.95,
ALG-DEB-484,Debra Sugar Skulls,41,693016534852,61,59.50,129.95,
ALG-DEB-484,Debra Sugar Skulls,42,693016534869,60,59.50,129.95,
ALG-DEB-484,Debra Sugar Skulls,43,693016534876,25,59.50,129.95,
ALG-DEB-531,Debra Black Emboss,35,693016272440,32,59.50,129.95,Jul 15 2017
ALG-DEB-531,Debra Black Emboss,36,693016272457,190,59.50,129.95,Jul 15 2017
ALG-DEB-531,Debra Black Emboss,37,693016272464,303,59.50,129.95,Jul 15 2017
ALG-DEB-531,Debra Black Emboss,38,693016272471,528,59.50,129.95,Jul 15 2017
ALG-DEB-531,Debra Black Emboss,39,693016272488,465,59.50,129.95,Jul 15 2017
ALG-DEB-531,Debra Black Emboss,40,693016272495,316,59.50,129.95,Jul 15 2017
ALG-DEB-531,Debra Black Emboss,41,693016272501,249,59.50,129.95,Jul 15 2017
ALG-DEB-531,Debra Black Emboss,42,693016272518,50,59.50,129.95,Jul 15 2017
ALG-DEB-531,Debra Black Emboss,34,693016313402,25,59.50,129.95,Jul 15 2017
ALG-DEB-531,Debra Black Emboss,43,693016313419,6,59.50,129.95,Jul 15 2017
ALG-DEB-551,Debra Black Sprigs,34,693016534982,0,37.50,69.00,
ALG-DEB-551,Debra Black Sprigs,35,693016534999,0,37.50,69.00,
ALG-DEB-551,Debra Black Sprigs,36,693016535002,0,37.50,69.00,
ALG-DEB-551,Debra Black Sprigs,37,693016535019,0,37.50,69.00,
ALG-DEB-551,Debra Black Sprigs,38,693016535026,0,37.50,69.00,
ALG-DEB-551,Debra Black Sprigs,39,693016535033,0,37.50,69.00,
ALG-DEB-551,Debra Black Sprigs,40,693016535040,0,37.50,69.00,
ALG-DEB-551,Debra Black Sprigs,41,693016535057,0,37.50,69.00,
ALG-DEB-551,Debra Black Sprigs,42,693016535064,0,37.50,69.00,
ALG-DEB-551,Debra Black Sprigs,43,693016535071,0,37.50,69.00,
ALG-DEB-560,Debra Chef Black,34,693016490189,0,37.50,69.00,
ALG-DEB-560,Debra Chef Black,35,693016490196,0,37.50,69.00,
ALG-DEB-560,Debra Chef Black,36,693016490202,0,37.50,69.00,
ALG-DEB-560,Debra Chef Black,37,693016490219,0,37.50,69.00,
ALG-DEB-560,Debra Chef Black,38,693016490226,0,37.50,69.00,
ALG-DEB-560,Debra Chef Black,39,693016490233,0,37.50,69.00,
ALG-DEB-560,Debra Chef Black,40,693016490240,0,37.50,69.00,
ALG-DEB-560,Debra Chef Black,41,693016490257,0,37.50,69.00,
ALG-DEB-560,Debra Chef Black,42,693016490264,0,37.50,69.00,
ALG-DEB-560,Debra Chef Black,43,693016490271,0,37.50,69.00,
ALG-DEB-600,Debra White Leather,35,693016213887,0,59.50,129.95,Jul 15 2017
ALG-DEB-600,Debra White Leather,36,693016213894,3,59.50,129.95,Jul 15 2017
ALG-DEB-600,Debra White Leather,37,693016213900,0,59.50,129.95,Jul 15 2017
ALG-DEB-600,Debra White Leather,38,693016213917,52,59.50,129.95,Jul 15 2017
ALG-DEB-600,Debra White Leather,39,693016213924,78,59.50,129.95,Jul 15 2017
ALG-DEB-600,Debra White Leather,40,693016213931,73,59.50,129.95,Jul 15 2017
ALG-DEB-600,Debra White Leather,41,693016213948,50,59.50,129.95,Jul 15 2017
ALG-DEB-600,Debra White Leather,42,693016213955,26,59.50,129.95,Jul 15 2017
ALG-DEB-600,Debra White Leather,34,693016277353,9,59.50,129.95,Jul 15 2017
ALG-DEB-600,Debra White Leather,43,693016313426,20,59.50,129.95,Jul 15 2017
ALG-DEB-601,Debra Black Leather,35,693016213962,57,59.50,129.95,Aug 20 2017
ALG-DEB-601,Debra Black Leather,36,693016213979,148,59.50,129.95,Aug 20 2017
ALG-DEB-601,Debra Black Leather,37,693016213986,356,59.50,129.95,Aug 20 2017
ALG-DEB-601,Debra Black Leather,38,693016213993,482,59.50,129.95,Aug 20 2017
ALG-DEB-601,Debra Black Leather,39,693016214006,562,59.50,129.95,Aug 20 2017
ALG-DEB-601,Debra Black Leather,40,693016214013,234,59.50,129.95,Aug 20 2017
ALG-DEB-601,Debra Black Leather,41,693016214020,154,59.50,129.95,Aug 20 2017
ALG-DEB-601,Debra Black Leather,42,693016214037,56,59.50,129.95,Aug 20 2017
ALG-DEB-601,Debra Black Leather,34,693016277360,20,59.50,129.95,Aug 20 2017
ALG-DEB-601,Debra Black Leather,43,693016313433,42,59.50,129.95,Aug 20 2017
ALG-DEB-654,Debra I Heart U Red,34,693016570904,0,59.50,129.95,
ALG-DEB-654,Debra I Heart U Red,35,693016570911,0,59.50,129.95,
ALG-DEB-654,Debra I Heart U Red,36,693016570928,0,59.50,129.95,
ALG-DEB-654,Debra I Heart U Red,37,693016570935,0,59.50,129.95,
ALG-DEB-654,Debra I Heart U Red,38,693016570942,0,59.50,129.95,
ALG-DEB-654,Debra I Heart U Red,39,693016570959,0,59.50,129.95,
ALG-DEB-654,Debra I Heart U Red,40,693016570966,0,59.50,129.95,
ALG-DEB-654,Debra I Heart U Red,41,693016570973,0,59.50,129.95,
ALG-DEB-654,Debra I Heart U Red,42,693016570980,0,59.50,129.95,
ALG-DEB-654,Debra I Heart U Red,43,693016570997,0,59.50,129.95,
ALG-DEB-656,Debra Hazelnut,35,693016610440,8,59.50,129.95,Aug 17 2017
ALG-DEB-656,Debra Hazelnut,36,693016610457,20,59.50,129.95,Aug 17 2017
ALG-DEB-656,Debra Hazelnut,37,693016610464,35,59.50,129.95,Aug 17 2017
ALG-DEB-656,Debra Hazelnut,38,693016610471,76,59.50,129.95,Aug 17 2017
ALG-DEB-656,Debra Hazelnut,39,693016610488,81,59.50,129.95,Aug 17 2017
ALG-DEB-656,Debra Hazelnut,40,693016610495,43,59.50,129.95,Aug 17 2017
ALG-DEB-656,Debra Hazelnut,41,693016610501,19,59.50,129.95,Aug 17 2017
ALG-DEB-656,Debra Hazelnut,42,693016610518,3,59.50,129.95,Aug 17 2017
ALG-DEB-656,Debra Hazelnut,43,693016610525,9,59.50,129.95,Aug 17 2017
ALG-DEB-725,Debra Happy Snake,35,693016303359,0,34.50,69.95,
ALG-DEB-725,Debra Happy Snake,36,693016303366,0,34.50,69.95,
ALG-DEB-725,Debra Happy Snake,37,693016303373,0,34.50,69.95,
ALG-DEB-725,Debra Happy Snake,38,693016303380,0,34.50,69.95,
ALG-DEB-725,Debra Happy Snake,39,693016303397,0,34.50,69.95,
ALG-DEB-725,Debra Happy Snake,40,693016303403,0,34.50,69.95,
ALG-DEB-725,Debra Happy Snake,41,693016303410,0,34.50,69.95,
ALG-DEB-725,Debra Happy Snake,42,693016303427,0,34.50,69.95,
ALG-DEB-725,Debra Happy Snake,43,693016313457,0,34.50,69.95,
ALG-DEB-777,Debra Viewmaster,34,693016570706,15,59.50,129.95,
ALG-DEB-777,Debra Viewmaster,35,693016570713,76,59.50,129.95,
ALG-DEB-777,Debra Viewmaster,36,693016570720,185,59.50,129.95,
ALG-DEB-777,Debra Viewmaster,37,693016570737,294,59.50,129.95,
ALG-DEB-777,Debra Viewmaster,38,693016570744,430,59.50,129.95,
ALG-DEB-777,Debra Viewmaster,39,693016570751,381,59.50,129.95,
ALG-DEB-777,Debra Viewmaster,40,693016570768,300,59.50,129.95,
ALG-DEB-777,Debra Viewmaster,41,693016570775,267,59.50,129.95,
ALG-DEB-777,Debra Viewmaster,42,693016570782,141,59.50,129.95,
ALG-DEB-777,Debra Viewmaster,43,693016570799,13,59.50,129.95,
ALG-DEB-783,Debra Navy Python,34,693016570805,0,37.50,129.95,
ALG-DEB-783,Debra Navy Python,35,693016570812,0,37.50,129.95,
ALG-DEB-783,Debra Navy Python,36,693016570829,0,37.50,129.95,
ALG-DEB-783,Debra Navy Python,37,693016570836,0,37.50,129.95,
ALG-DEB-783,Debra Navy Python,38,693016570843,0,37.50,129.95,
ALG-DEB-783,Debra Navy Python,39,693016570850,0,37.50,129.95,
ALG-DEB-783,Debra Navy Python,40,693016570867,0,37.50,129.95,
ALG-DEB-783,Debra Navy Python,41,693016570874,0,37.50,129.95,
ALG-DEB-783,Debra Navy Python,42,693016570881,0,37.50,129.95,
ALG-DEB-783,Debra Navy Python,43,693016570898,0,37.50,129.95,
ALG-DEB-810,Debra Aloha,35,693016303434,2,59.50,129.95,
ALG-DEB-810,Debra Aloha,36,693016303441,0,59.50,129.95,
ALG-DEB-810,Debra Aloha,37,693016303458,0,59.50,129.95,
ALG-DEB-810,Debra Aloha,38,693016303465,0,59.50,129.95,
ALG-DEB-810,Debra Aloha,39,693016303472,0,59.50,129.95,
ALG-DEB-810,Debra Aloha,40,693016303489,0,59.50,129.95,
ALG-DEB-810,Debra Aloha,41,693016303496,0,59.50,129.95,
ALG-DEB-810,Debra Aloha,42,693016303502,0,59.50,129.95,
ALG-DEB-824,Debra Spin Dr.,35,693016610341,0,59.50,129.95,Jul 15 2017
ALG-DEB-824,Debra Spin Dr.,36,693016610358,0,59.50,129.95,Jul 15 2017
ALG-DEB-824,Debra Spin Dr.,37,693016610365,0,59.50,129.95,Jul 15 2017
ALG-DEB-824,Debra Spin Dr.,38,693016610372,0,59.50,129.95,Jul 15 2017
ALG-DEB-824,Debra Spin Dr.,39,693016610389,0,59.50,129.95,Jul 15 2017
ALG-DEB-824,Debra Spin Dr.,40,693016610396,0,59.50,129.95,Jul 15 2017
ALG-DEB-824,Debra Spin Dr.,41,693016610402,0,59.50,129.95,Jul 15 2017
ALG-DEB-824,Debra Spin Dr.,42,693016610419,0,59.50,129.95,Jul 15 2017
ALG-DEB-824,Debra Spin Dr.,43,693016610426,3,59.50,129.95,Jul 15 2017
ALG-DON-301,Donna Electro Native,34,693016381906,0,34.50,69.00,
ALG-DON-301,Donna Electro Native,35,693016381913,0,34.50,69.00,
ALG-DON-301,Donna Electro Native,36,693016381920,0,34.50,69.00,
ALG-DON-301,Donna Electro Native,37,693016381937,0,34.50,69.00,
ALG-DON-301,Donna Electro Native,38,693016381944,0,34.50,69.00,
ALG-DON-301,Donna Electro Native,39,693016381951,0,34.50,69.00,
ALG-DON-301,Donna Electro Native,40,693016381968,0,34.50,69.00,
ALG-DON-301,Donna Electro Native,41,693016381975,0,34.50,69.00,
ALG-DON-301,Donna Electro Native,42,693016381982,0,34.50,69.00,
ALG-DON-301,Donna Electro Native,43,693016381999,0,34.50,69.00,
ALG-DON-323S,Scrubwear Donna Midnight Garden,35,693016294534,0,52.50,129.95,
ALG-DON-323S,Scrubwear Donna Midnight Garden,36,693016294541,0,52.50,129.95,
ALG-DON-323S,Scrubwear Donna Midnight Garden,37,693016294558,0,52.50,129.95,
ALG-DON-323S,Scrubwear Donna Midnight Garden,38,693016294565,0,52.50,129.95,
ALG-DON-323S,Scrubwear Donna Midnight Garden,39,693016294572,0,52.50,129.95,
ALG-DON-323S,Scrubwear Donna Midnight Garden,40,693016294589,0,52.50,129.95,
ALG-DON-323S,Scrubwear Donna Midnight Garden,41,693016294596,0,52.50,129.95,
ALG-DON-323S,Scrubwear Donna Midnight Garden,42,693016294602,0,52.50,129.95,
ALG-DON-543,Donna Sweetish Black,34,693016489886,0,34.50,69.00,
ALG-DON-543,Donna Sweetish Black,35,693016489893,0,34.50,69.00,
ALG-DON-543,Donna Sweetish Black,36,693016489909,0,34.50,69.00,
ALG-DON-543,Donna Sweetish Black,37,693016489916,0,34.50,69.00,
ALG-DON-543,Donna Sweetish Black,38,693016489923,0,34.50,69.00,
ALG-DON-543,Donna Sweetish Black,39,693016489930,0,34.50,69.00,
ALG-DON-543,Donna Sweetish Black,40,693016489947,0,34.50,69.00,
ALG-DON-543,Donna Sweetish Black,41,693016489954,0,34.50,69.00,
ALG-DON-543,Donna Sweetish Black,42,693016489961,0,34.50,69.00,
ALG-DON-543,Donna Sweetish Black,43,693016489978,0,34.50,69.00,
ALG-DYL-422,Dylan Molasses Tooled Waterproof,34,693016574605,0,74.50,159.95,
ALG-DYL-422,Dylan Molasses Tooled Waterproof,35,693016574612,0,74.50,159.95,
ALG-DYL-422,Dylan Molasses Tooled Waterproof,36,693016574629,0,74.50,159.95,
ALG-DYL-422,Dylan Molasses Tooled Waterproof,37,693016574636,0,74.50,159.95,
ALG-DYL-422,Dylan Molasses Tooled Waterproof,38,693016574643,0,74.50,159.95,
ALG-DYL-422,Dylan Molasses Tooled Waterproof,39,693016574650,2,74.50,159.95,
ALG-DYL-422,Dylan Molasses Tooled Waterproof,40,693016574667,0,74.50,159.95,
ALG-DYL-422,Dylan Molasses Tooled Waterproof,41,693016574674,0,74.50,159.95,
ALG-DYL-422,Dylan Molasses Tooled Waterproof,42,693016574681,0,74.50,159.95,
ALG-DYL-422,Dylan Molasses Tooled Waterproof,43,693016574698,0,74.50,159.95,
ALG-DYL-601,Dylan Black Nappa Waterproof,34,693016574407,0,74.50,159.95,
ALG-DYL-601,Dylan Black Nappa Waterproof,35,693016574414,0,74.50,159.95,
ALG-DYL-601,Dylan Black Nappa Waterproof,36,693016574421,0,74.50,159.95,
ALG-DYL-601,Dylan Black Nappa Waterproof,37,693016574438,0,74.50,159.95,
ALG-DYL-601,Dylan Black Nappa Waterproof,38,693016574445,0,74.50,159.95,
ALG-DYL-601,Dylan Black Nappa Waterproof,39,693016574452,3,74.50,159.95,
ALG-DYL-601,Dylan Black Nappa Waterproof,40,693016574469,0,74.50,159.95,
ALG-DYL-601,Dylan Black Nappa Waterproof,41,693016574476,0,74.50,159.95,
ALG-DYL-601,Dylan Black Nappa Waterproof,42,693016574483,0,74.50,159.95,
ALG-DYL-601,Dylan Black Nappa Waterproof,43,693016574490,0,74.50,159.95,
ALG-DYL-882,Dylan Hickory Waterproof,34,693016574506,0,74.50,159.95,
ALG-DYL-882,Dylan Hickory Waterproof,35,693016574513,0,74.50,159.95,
ALG-DYL-882,Dylan Hickory Waterproof,36,693016574520,0,74.50,159.95,
ALG-DYL-882,Dylan Hickory Waterproof,37,693016574537,0,74.50,159.95,
ALG-DYL-882,Dylan Hickory Waterproof,38,693016574544,2,74.50,159.95,
ALG-DYL-882,Dylan Hickory Waterproof,39,693016574551,5,74.50,159.95,
ALG-DYL-882,Dylan Hickory Waterproof,40,693016574568,3,74.50,159.95,
ALG-DYL-882,Dylan Hickory Waterproof,41,693016574575,0,74.50,159.95,
ALG-DYL-882,Dylan Hickory Waterproof,42,693016574582,0,74.50,159.95,
ALG-DYL-882,Dylan Hickory Waterproof,43,693016574599,0,74.50,159.95,
ALG-ELI-425,Eliza Teal Tooled,34,693016577620,0,69.50,149.95,
ALG-ELI-425,Eliza Teal Tooled,35,693016577637,0,69.50,149.95,
ALG-ELI-425,Eliza Teal Tooled,36,693016577644,0,69.50,149.95,
ALG-ELI-425,Eliza Teal Tooled,37,693016577651,0,69.50,149.95,
ALG-ELI-425,Eliza Teal Tooled,38,693016577668,0,69.50,149.95,
ALG-ELI-425,Eliza Teal Tooled,39,693016577675,0,69.50,149.95,
ALG-ELI-425,Eliza Teal Tooled,40,693016577682,0,69.50,149.95,
ALG-ELI-425,Eliza Teal Tooled,41,693016577699,0,69.50,149.95,
ALG-ELI-425,Eliza Teal Tooled,42,693016577705,0,69.50,149.95,
ALG-ELI-425,Eliza Teal Tooled,43,693016577712,0,69.50,149.95,
ALG-ELI-435,Eliza Delicut,35,693016620364,0,74.50,159.95,Sep  8 2017
ALG-ELI-435,Eliza Delicut,36,693016620371,0,74.50,159.95,Sep  8 2017
ALG-ELI-435,Eliza Delicut,37,693016620388,0,74.50,159.95,Sep  8 2017
ALG-ELI-435,Eliza Delicut,38,693016620395,9,74.50,159.95,Sep  8 2017
ALG-ELI-435,Eliza Delicut,39,693016620401,5,74.50,159.95,Sep  8 2017
ALG-ELI-435,Eliza Delicut,40,693016620418,50,74.50,159.95,Sep  8 2017
ALG-ELI-435,Eliza Delicut,41,693016620425,3,74.50,159.95,Sep  8 2017
ALG-ELI-435,Eliza Delicut,42,693016620432,0,74.50,159.95,Sep  8 2017
ALG-ELI-435,Eliza Delicut,43,693016620449,0,74.50,159.95,Sep  8 2017
ALG-ELI-552,Eliza Black Bloom,34,693016577521,0,69.50,149.95,
ALG-ELI-552,Eliza Black Bloom,35,693016577538,0,69.50,149.95,
ALG-ELI-552,Eliza Black Bloom,36,693016577545,0,69.50,149.95,
ALG-ELI-552,Eliza Black Bloom,37,693016577552,0,69.50,149.95,
ALG-ELI-552,Eliza Black Bloom,38,693016577569,0,69.50,149.95,
ALG-ELI-552,Eliza Black Bloom,39,693016577576,0,69.50,149.95,
ALG-ELI-552,Eliza Black Bloom,40,693016577583,0,69.50,149.95,
ALG-ELI-552,Eliza Black Bloom,41,693016577590,0,69.50,149.95,
ALG-ELI-552,Eliza Black Bloom,42,693016577606,0,69.50,149.95,
ALG-ELI-552,Eliza Black Bloom,43,693016577613,0,69.50,149.95,
ALG-ELI-579,Eliza Dame,35,693016620463,7,74.50,159.95,Sep  8 2017
ALG-ELI-579,Eliza Dame,36,693016620470,0,74.50,159.95,Sep  8 2017
ALG-ELI-579,Eliza Dame,37,693016620487,10,74.50,159.95,Sep  8 2017
ALG-ELI-579,Eliza Dame,38,693016620494,46,74.50,159.95,Sep  8 2017
ALG-ELI-579,Eliza Dame,39,693016620500,44,74.50,159.95,Sep  8 2017
ALG-ELI-579,Eliza Dame,40,693016620517,52,74.50,159.95,Sep  8 2017
ALG-ELI-579,Eliza Dame,41,693016620524,14,74.50,159.95,Sep  8 2017
ALG-ELI-579,Eliza Dame,42,693016620531,0,74.50,159.95,Sep  8 2017
ALG-ELI-579,Eliza Dame,43,693016620548,0,74.50,159.95,Sep  8 2017
ALG-ELI-660,Eliza Chestnut Luster,35,693016620562,0,74.50,159.95,Sep  8 2017
ALG-ELI-660,Eliza Chestnut Luster,36,693016620579,0,74.50,159.95,Sep  8 2017
ALG-ELI-660,Eliza Chestnut Luster,37,693016620586,23,74.50,159.95,Sep  8 2017
ALG-ELI-660,Eliza Chestnut Luster,38,693016620593,56,74.50,159.95,Sep  8 2017
ALG-ELI-660,Eliza Chestnut Luster,39,693016620609,49,74.50,159.95,Sep  8 2017
ALG-ELI-660,Eliza Chestnut Luster,40,693016620616,58,74.50,159.95,Sep  8 2017
ALG-ELI-660,Eliza Chestnut Luster,41,693016620623,8,74.50,159.95,Sep  8 2017
ALG-ELI-660,Eliza Chestnut Luster,42,693016620630,0,74.50,159.95,Sep  8 2017
ALG-ELI-660,Eliza Chestnut Luster,43,693016620647,0,74.50,159.95,Sep  8 2017
ALG-ELI-747,Eliza Elegance,34,693016577422,0,69.50,149.95,
ALG-ELI-747,Eliza Elegance,35,693016577439,0,69.50,149.95,
ALG-ELI-747,Eliza Elegance,36,693016577446,0,69.50,149.95,
ALG-ELI-747,Eliza Elegance,37,693016577453,0,69.50,149.95,
ALG-ELI-747,Eliza Elegance,38,693016577460,0,69.50,149.95,
ALG-ELI-747,Eliza Elegance,39,693016577477,0,69.50,149.95,
ALG-ELI-747,Eliza Elegance,40,693016577484,0,69.50,149.95,
ALG-ELI-747,Eliza Elegance,41,693016577491,0,69.50,149.95,
ALG-ELI-747,Eliza Elegance,42,693016577507,0,69.50,149.95,
ALG-ELI-747,Eliza Elegance,43,693016577514,0,69.50,149.95,
ALG-ELL-446,Ella Dearest,35,693016618255,9,59.50,129.95,
ALG-ELL-446,Ella Dearest,36,693016618262,39,59.50,129.95,
ALG-ELL-446,Ella Dearest,37,693016618279,64,59.50,129.95,
ALG-ELL-446,Ella Dearest,38,693016618286,61,59.50,129.95,
ALG-ELL-446,Ella Dearest,39,693016618293,38,59.50,129.95,
ALG-ELL-446,Ella Dearest,40,693016618309,48,59.50,129.95,
ALG-ELL-446,Ella Dearest,41,693016618316,20,59.50,129.95,
ALG-ELL-446,Ella Dearest,42,693016618323,0,59.50,129.95,
ALG-ELL-446,Ella Dearest,43,693016618330,0,59.50,129.95,
ALG-ELL-448,Ella Dainty,35,693016618354,20,59.50,129.95,
ALG-ELL-448,Ella Dainty,36,693016618361,52,59.50,129.95,
ALG-ELL-448,Ella Dainty,37,693016618378,79,59.50,129.95,
ALG-ELL-448,Ella Dainty,38,693016618385,74,59.50,129.95,
ALG-ELL-448,Ella Dainty,39,693016618392,39,59.50,129.95,
ALG-ELL-448,Ella Dainty,40,693016618408,39,59.50,129.95,
ALG-ELL-448,Ella Dainty,41,693016618415,10,59.50,129.95,
ALG-ELL-448,Ella Dainty,42,693016618422,0,59.50,129.95,
ALG-ELL-448,Ella Dainty,43,693016618439,0,59.50,129.95,
ALG-ELL-484,Ella Jacinta,34,693016523887,0,37.50,69.00,
ALG-ELL-484,Ella Jacinta,35,693016523894,0,37.50,69.00,
ALG-ELL-484,Ella Jacinta,36,693016523900,0,37.50,69.00,
ALG-ELL-484,Ella Jacinta,37,693016523917,0,37.50,69.00,
ALG-ELL-484,Ella Jacinta,38,693016523924,0,37.50,69.00,
ALG-ELL-484,Ella Jacinta,39,693016523931,0,37.50,69.00,
ALG-ELL-484,Ella Jacinta,40,693016523948,0,37.50,69.00,
ALG-ELL-484,Ella Jacinta,41,693016523955,0,37.50,69.00,
ALG-ELL-484,Ella Jacinta,42,693016523962,0,37.50,69.00,
ALG-ELL-484,Ella Jacinta,43,693016523979,0,37.50,69.00,
ALG-ELL-532,Ella Pewter Dazzler,34,693016577026,0,37.50,129.95,
ALG-ELL-532,Ella Pewter Dazzler,35,693016577033,0,37.50,129.95,
ALG-ELL-532,Ella Pewter Dazzler,36,693016577040,0,37.50,129.95,
ALG-ELL-532,Ella Pewter Dazzler,37,693016577057,0,37.50,129.95,
ALG-ELL-532,Ella Pewter Dazzler,38,693016577064,0,37.50,129.95,
ALG-ELL-532,Ella Pewter Dazzler,39,693016577071,0,37.50,129.95,
ALG-ELL-532,Ella Pewter Dazzler,40,693016577088,0,37.50,129.95,
ALG-ELL-532,Ella Pewter Dazzler,41,693016577095,0,37.50,129.95,
ALG-ELL-532,Ella Pewter Dazzler,42,693016577101,0,37.50,129.95,
ALG-ELL-532,Ella Pewter Dazzler,43,693016577118,0,37.50,129.95,
ALG-ELL-541,Ella Night Rosette,34,693016538980,0,59.50,129.95,
ALG-ELL-541,Ella Night Rosette,35,693016538997,12,59.50,129.95,
ALG-ELL-541,Ella Night Rosette,36,693016539000,46,59.50,129.95,
ALG-ELL-541,Ella Night Rosette,37,693016539017,52,59.50,129.95,
ALG-ELL-541,Ella Night Rosette,38,693016539024,92,59.50,129.95,
ALG-ELL-541,Ella Night Rosette,39,693016539031,50,59.50,129.95,
ALG-ELL-541,Ella Night Rosette,40,693016539048,85,59.50,129.95,
