itemNo,color,size,upc,inStock,wholesalePrice,retailPrice,eta
ALG-KHL-632,Khloe Burnish Brown,37,693016384839,0,37.50,69.00,
ALG-KHL-632,Khloe Burnish Brown,38,693016384846,0,37.50,69.00,
ALG-KHL-632,Khloe Burnish Brown,39,693016384853,0,37.50,69.00,
ALG-KHL-632,Khloe Burnish Brown,40,693016384860,0,37.50,69.00,
ALG-KHL-632,Khloe Burnish Brown,41,693016384877,0,37.50,69.00,
ALG-KHL-632,Khloe Burnish Brown,42,693016384884,0,37.50,69.00,
ALG-KHL-632,Khloe Burnish Brown,43,693016384891,0,37.50,69.00,
ALG-KHL-643,Khloe Pro Drifted,34,693016538881,0,59.50,129.95,Jul 20 2017
ALG-KHL-643,Khloe Pro Drifted,35,693016538898,40,59.50,129.95,Jul 20 2017
ALG-KHL-643,Khloe Pro Drifted,36,693016538904,31,59.50,129.95,Jul 20 2017
ALG-KHL-643,Khloe Pro Drifted,37,693016538911,130,59.50,129.95,Jul 20 2017
ALG-KHL-643,Khloe Pro Drifted,38,693016538928,159,59.50,129.95,Jul 20 2017
ALG-KHL-643,Khloe Pro Drifted,39,693016538935,100,59.50,129.95,Jul 20 2017
ALG-KHL-643,Khloe Pro Drifted,40,693016538942,83,59.50,129.95,Jul 20 2017
ALG-KHL-643,Khloe Pro Drifted,41,693016538959,28,59.50,129.95,Jul 20 2017
ALG-KHL-643,Khloe Pro Drifted,42,693016538966,20,59.50,129.95,Jul 20 2017
ALG-KHL-643,Khloe Pro Drifted,43,693016538973,0,59.50,129.95,Jul 20 2017
ALG-KHL-882,Khloe Pro Hickory,34,693016574209,0,34.50,129.95,
ALG-KHL-882,Khloe Pro Hickory,35,693016574216,0,34.50,129.95,
ALG-KHL-882,Khloe Pro Hickory,36,693016574223,0,34.50,129.95,
ALG-KHL-882,Khloe Pro Hickory,37,693016574230,0,34.50,129.95,
ALG-KHL-882,Khloe Pro Hickory,38,693016574247,0,34.50,129.95,
ALG-KHL-882,Khloe Pro Hickory,39,693016574254,0,34.50,129.95,
ALG-KHL-882,Khloe Pro Hickory,40,693016574261,0,34.50,129.95,
ALG-KHL-882,Khloe Pro Hickory,41,693016574278,0,34.50,129.95,
ALG-KHL-882,Khloe Pro Hickory,42,693016574285,0,34.50,129.95,
ALG-KHL-882,Khloe Pro Hickory,43,693016574292,0,34.50,129.95,
ALG-KIM-139,Kimi Pro Perennial,34,693016588879,0,59.50,129.95,
ALG-KIM-139,Kimi Pro Perennial,35,693016588886,0,59.50,129.95,
ALG-KIM-139,Kimi Pro Perennial,36,693016588893,17,59.50,129.95,
ALG-KIM-139,Kimi Pro Perennial,37,693016588909,41,59.50,129.95,
ALG-KIM-139,Kimi Pro Perennial,38,693016588916,60,59.50,129.95,
ALG-KIM-139,Kimi Pro Perennial,39,693016588923,38,59.50,129.95,
ALG-KIM-139,Kimi Pro Perennial,40,693016588930,29,59.50,129.95,
ALG-KIM-139,Kimi Pro Perennial,41,693016588947,18,59.50,129.95,
ALG-KIM-139,Kimi Pro Perennial,42,693016588954,13,59.50,129.95,
ALG-KIM-139,Kimi Pro Perennial,43,693016588961,0,59.50,129.95,
ALG-KIM-147,Kimi Pro Retro,35,693016613557,20,59.50,129.95,
ALG-KIM-147,Kimi Pro Retro,36,693016613564,41,59.50,129.95,
ALG-KIM-147,Kimi Pro Retro,37,693016613571,75,59.50,129.95,
ALG-KIM-147,Kimi Pro Retro,38,693016613588,71,59.50,129.95,
ALG-KIM-147,Kimi Pro Retro,39,693016613595,64,59.50,129.95,
ALG-KIM-147,Kimi Pro Retro,40,693016613601,34,59.50,129.95,
ALG-KIM-147,Kimi Pro Retro,41,693016613618,10,59.50,129.95,
ALG-KIM-147,Kimi Pro Retro,42,693016613625,0,59.50,129.95,
ALG-KIM-147,Kimi Pro Retro,43,693016613632,0,59.50,129.95,
ALG-KIM-148,Kimi Pro Vortex,35,693016613656,22,59.50,129.95,
ALG-KIM-148,Kimi Pro Vortex,36,693016613663,49,59.50,129.95,
ALG-KIM-148,Kimi Pro Vortex,37,693016613670,76,59.50,129.95,
ALG-KIM-148,Kimi Pro Vortex,38,693016613687,72,59.50,129.95,
ALG-KIM-148,Kimi Pro Vortex,39,693016613694,59,59.50,129.95,
ALG-KIM-148,Kimi Pro Vortex,40,693016613700,36,59.50,129.95,
ALG-KIM-148,Kimi Pro Vortex,41,693016613717,8,59.50,129.95,
ALG-KIM-148,Kimi Pro Vortex,42,693016613724,0,59.50,129.95,
ALG-KIM-148,Kimi Pro Vortex,43,693016613731,0,59.50,129.95,
ALG-KIM-420,Kimi Pro Stone Roses,34,693016588770,0,59.50,129.95,
ALG-KIM-420,Kimi Pro Stone Roses,35,693016588787,16,59.50,129.95,
ALG-KIM-420,Kimi Pro Stone Roses,36,693016588794,61,59.50,129.95,
ALG-KIM-420,Kimi Pro Stone Roses,37,693016588800,119,59.50,129.95,
ALG-KIM-420,Kimi Pro Stone Roses,38,693016588817,153,59.50,129.95,
ALG-KIM-420,Kimi Pro Stone Roses,39,693016588824,146,59.50,129.95,
ALG-KIM-420,Kimi Pro Stone Roses,40,693016588831,78,59.50,129.95,
ALG-KIM-420,Kimi Pro Stone Roses,41,693016588848,36,59.50,129.95,
ALG-KIM-420,Kimi Pro Stone Roses,42,693016588855,4,59.50,129.95,
ALG-KIM-420,Kimi Pro Stone Roses,43,693016588862,0,59.50,129.95,
ALG-KIM-601,Kimi Pro Black Nappa,34,693016588572,0,59.50,129.95,
ALG-KIM-601,Kimi Pro Black Nappa,35,693016588589,9,59.50,129.95,
ALG-KIM-601,Kimi Pro Black Nappa,36,693016588596,33,59.50,129.95,
ALG-KIM-601,Kimi Pro Black Nappa,37,693016588602,48,59.50,129.95,
ALG-KIM-601,Kimi Pro Black Nappa,38,693016588619,69,59.50,129.95,
ALG-KIM-601,Kimi Pro Black Nappa,39,693016588626,45,59.50,129.95,
ALG-KIM-601,Kimi Pro Black Nappa,40,693016588633,2,59.50,129.95,
ALG-KIM-601,Kimi Pro Black Nappa,41,693016588640,0,59.50,129.95,
ALG-KIM-601,Kimi Pro Black Nappa,42,693016588657,0,59.50,129.95,
ALG-KIM-601,Kimi Pro Black Nappa,43,693016588664,0,59.50,129.95,
ALG-KIM-640,Kimi Pro Jet Luster,35,693016613755,30,59.50,129.95,Jul 29 2017
ALG-KIM-640,Kimi Pro Jet Luster,36,693016613762,61,59.50,129.95,Jul 29 2017
ALG-KIM-640,Kimi Pro Jet Luster,37,693016613779,113,59.50,129.95,Jul 29 2017
ALG-KIM-640,Kimi Pro Jet Luster,38,693016613786,101,59.50,129.95,Jul 29 2017
ALG-KIM-640,Kimi Pro Jet Luster,39,693016613793,76,59.50,129.95,Jul 29 2017
ALG-KIM-640,Kimi Pro Jet Luster,40,693016613809,36,59.50,129.95,Jul 29 2017
ALG-KIM-640,Kimi Pro Jet Luster,41,693016613816,12,59.50,129.95,Jul 29 2017
ALG-KIM-640,Kimi Pro Jet Luster,42,693016613823,0,59.50,129.95,Jul 29 2017
ALG-KIM-640,Kimi Pro Jet Luster,43,693016613830,0,59.50,129.95,Jul 29 2017
ALG-KIM-676,Kimi Pro Black Leaf,34,693016588671,0,59.50,129.95,Jul 29 2017
ALG-KIM-676,Kimi Pro Black Leaf,35,693016588688,27,59.50,129.95,Jul 29 2017
ALG-KIM-676,Kimi Pro Black Leaf,36,693016588695,64,59.50,129.95,Jul 29 2017
ALG-KIM-676,Kimi Pro Black Leaf,37,693016588701,90,59.50,129.95,Jul 29 2017
ALG-KIM-676,Kimi Pro Black Leaf,38,693016588718,101,59.50,129.95,Jul 29 2017
ALG-KIM-676,Kimi Pro Black Leaf,39,693016588725,111,59.50,129.95,Jul 29 2017
ALG-KIM-676,Kimi Pro Black Leaf,40,693016588732,6,59.50,129.95,Jul 29 2017
ALG-KIM-676,Kimi Pro Black Leaf,41,693016588749,0,59.50,129.95,Jul 29 2017
ALG-KIM-676,Kimi Pro Black Leaf,42,693016588756,0,59.50,129.95,Jul 29 2017
ALG-KIM-676,Kimi Pro Black Leaf,43,693016588763,0,59.50,129.95,Jul 29 2017
ALG-KIM-721,Kimi Pro Ditzy Doo,34,693016588473,0,59.50,129.95,
ALG-KIM-721,Kimi Pro Ditzy Doo,35,693016588480,15,59.50,129.95,
ALG-KIM-721,Kimi Pro Ditzy Doo,36,693016588497,52,59.50,129.95,
ALG-KIM-721,Kimi Pro Ditzy Doo,37,693016588503,86,59.50,129.95,
ALG-KIM-721,Kimi Pro Ditzy Doo,38,693016588510,112,59.50,129.95,
ALG-KIM-721,Kimi Pro Ditzy Doo,39,693016588527,111,59.50,129.95,
ALG-KIM-721,Kimi Pro Ditzy Doo,40,693016588534,92,59.50,129.95,
ALG-KIM-721,Kimi Pro Ditzy Doo,41,693016588541,69,59.50,129.95,
ALG-KIM-721,Kimi Pro Ditzy Doo,42,693016588558,30,59.50,129.95,
ALG-KIM-721,Kimi Pro Ditzy Doo,43,693016588565,0,59.50,129.95,
ALG-KLE-150,Kleo Red Buds,34,693016594771,0,49.50,109.95,
ALG-KLE-150,Kleo Red Buds,35,693016594788,0,49.50,109.95,
ALG-KLE-150,Kleo Red Buds,36,693016594795,0,49.50,109.95,
ALG-KLE-150,Kleo Red Buds,37,693016594801,0,49.50,109.95,
ALG-KLE-150,Kleo Red Buds,38,693016594818,0,49.50,109.95,
ALG-KLE-150,Kleo Red Buds,39,693016594825,0,49.50,109.95,
ALG-KLE-150,Kleo Red Buds,40,693016594832,0,49.50,109.95,
ALG-KLE-150,Kleo Red Buds,41,693016594849,0,49.50,109.95,
ALG-KLE-150,Kleo Red Buds,42,693016594856,0,49.50,109.95,
ALG-KLE-150,Kleo Red Buds,43,693016594863,0,49.50,109.95,
ALG-KLE-304,Kleo Pleasant Garden,34,693016553426,0,34.50,69.00,
ALG-KLE-304,Kleo Pleasant Garden,35,693016553433,0,34.50,69.00,
ALG-KLE-304,Kleo Pleasant Garden,36,693016553440,0,34.50,69.00,
ALG-KLE-304,Kleo Pleasant Garden,37,693016553457,0,34.50,69.00,
ALG-KLE-304,Kleo Pleasant Garden,38,693016553464,0,34.50,69.00,
ALG-KLE-304,Kleo Pleasant Garden,39,693016553471,0,34.50,69.00,
ALG-KLE-304,Kleo Pleasant Garden,40,693016553488,0,34.50,69.00,
ALG-KLE-304,Kleo Pleasant Garden,41,693016553495,0,34.50,69.00,
ALG-KLE-304,Kleo Pleasant Garden,42,693016553501,0,34.50,69.00,
ALG-KLE-304,Kleo Pleasant Garden,43,693016553518,0,34.50,69.00,
ALG-KLE-447,Kleo Blissful,34,693016594672,0,49.50,109.95,
ALG-KLE-447,Kleo Blissful,35,693016594689,0,49.50,109.95,
ALG-KLE-447,Kleo Blissful,36,693016594696,0,49.50,109.95,
ALG-KLE-447,Kleo Blissful,37,693016594702,0,49.50,109.95,
ALG-KLE-447,Kleo Blissful,38,693016594719,0,49.50,109.95,
ALG-KLE-447,Kleo Blissful,39,693016594726,0,49.50,109.95,
ALG-KLE-447,Kleo Blissful,40,693016594733,0,49.50,109.95,
ALG-KLE-447,Kleo Blissful,41,693016594740,0,49.50,109.95,
ALG-KLE-447,Kleo Blissful,42,693016594757,0,49.50,109.95,
ALG-KLE-447,Kleo Blissful,43,693016594764,0,49.50,109.95,
ALG-KLE-670,Kleo Pearl Rose,34,693016594870,0,49.50,109.95,
ALG-KLE-670,Kleo Pearl Rose,35,693016594887,4,49.50,109.95,
ALG-KLE-670,Kleo Pearl Rose,36,693016594894,3,49.50,109.95,
ALG-KLE-670,Kleo Pearl Rose,37,693016594900,0,49.50,109.95,
ALG-KLE-670,Kleo Pearl Rose,38,693016594917,0,49.50,109.95,
ALG-KLE-670,Kleo Pearl Rose,39,693016594924,0,49.50,109.95,
ALG-KLE-670,Kleo Pearl Rose,40,693016594931,0,49.50,109.95,
ALG-KLE-670,Kleo Pearl Rose,41,693016594948,0,49.50,109.95,
ALG-KLE-670,Kleo Pearl Rose,42,693016594955,0,49.50,109.95,
ALG-KLE-670,Kleo Pearl Rose,43,693016594962,0,49.50,109.95,
ALG-KLE-676,Kleo Black Leaf,34,693016594979,0,49.50,109.95,
ALG-KLE-676,Kleo Black Leaf,35,693016594986,20,49.50,109.95,
ALG-KLE-676,Kleo Black Leaf,36,693016594993,96,49.50,109.95,
ALG-KLE-676,Kleo Black Leaf,37,693016595006,196,49.50,109.95,
ALG-KLE-676,Kleo Black Leaf,38,693016595013,234,49.50,109.95,
ALG-KLE-676,Kleo Black Leaf,39,693016595020,238,49.50,109.95,
ALG-KLE-676,Kleo Black Leaf,40,693016595037,130,49.50,109.95,
ALG-KLE-676,Kleo Black Leaf,41,693016595044,68,49.50,109.95,
ALG-KLE-676,Kleo Black Leaf,42,693016595051,12,49.50,109.95,
ALG-KLE-676,Kleo Black Leaf,43,693016595068,0,49.50,109.95,
ALG-KLE-679,Kleo Abalone Rose,34,693016595075,0,49.50,109.95,
ALG-KLE-679,Kleo Abalone Rose,35,693016595082,11,49.50,109.95,
ALG-KLE-679,Kleo Abalone Rose,36,693016595099,15,49.50,109.95,
ALG-KLE-679,Kleo Abalone Rose,37,693016595105,0,49.50,109.95,
ALG-KLE-679,Kleo Abalone Rose,38,693016595112,0,49.50,109.95,
ALG-KLE-679,Kleo Abalone Rose,39,693016595129,0,49.50,109.95,
ALG-KLE-679,Kleo Abalone Rose,40,693016595136,0,49.50,109.95,
ALG-KLE-679,Kleo Abalone Rose,41,693016595143,0,49.50,109.95,
ALG-KLE-679,Kleo Abalone Rose,42,693016595150,0,49.50,109.95,
ALG-KLE-679,Kleo Abalone Rose,43,693016595167,0,49.50,109.95,
ALG-KLE-728,Kleo Opal Snake,34,693016497676,0,49.50,109.95,
ALG-KLE-728,Kleo Opal Snake,35,693016497683,0,49.50,109.95,
ALG-KLE-728,Kleo Opal Snake,36,693016497690,0,49.50,109.95,
ALG-KLE-728,Kleo Opal Snake,37,693016497706,0,49.50,109.95,
ALG-KLE-728,Kleo Opal Snake,38,693016497713,0,49.50,109.95,
ALG-KLE-728,Kleo Opal Snake,39,693016497720,0,49.50,109.95,
ALG-KLE-728,Kleo Opal Snake,40,693016497737,0,49.50,109.95,
ALG-KLE-728,Kleo Opal Snake,41,693016497744,0,49.50,109.95,
ALG-KLE-728,Kleo Opal Snake,42,693016497751,0,49.50,109.95,
ALG-KLE-728,Kleo Opal Snake,43,693016497768,0,49.50,109.95,
ALG-KLE-729,Kleo Zesty,34,693016553525,0,34.50,69.00,
ALG-KLE-729,Kleo Zesty,35,693016553532,0,34.50,69.00,
ALG-KLE-729,Kleo Zesty,36,693016553549,0,34.50,69.00,
ALG-KLE-729,Kleo Zesty,37,693016553556,0,34.50,69.00,
ALG-KLE-729,Kleo Zesty,38,693016553563,0,34.50,69.00,
ALG-KLE-729,Kleo Zesty,39,693016553570,0,34.50,69.00,
ALG-KLE-729,Kleo Zesty,40,693016553587,0,34.50,69.00,
ALG-KLE-729,Kleo Zesty,41,693016553594,0,34.50,69.00,
ALG-KLE-729,Kleo Zesty,42,693016553600,0,34.50,69.00,
ALG-KLE-729,Kleo Zesty,43,693016553617,0,34.50,69.00,
ALG-KLE-801,Kleo Masonry Black,34,693016553228,0,34.50,69.00,
ALG-KLE-801,Kleo Masonry Black,35,693016553235,0,34.50,69.00,
ALG-KLE-801,Kleo Masonry Black,36,693016553242,0,34.50,69.00,
ALG-KLE-801,Kleo Masonry Black,37,693016553259,0,34.50,69.00,
ALG-KLE-801,Kleo Masonry Black,38,693016553266,0,34.50,69.00,
ALG-KLE-801,Kleo Masonry Black,39,693016553273,0,34.50,69.00,
ALG-KLE-801,Kleo Masonry Black,40,693016553280,0,34.50,69.00,
ALG-KLE-801,Kleo Masonry Black,41,693016553297,0,34.50,69.00,
ALG-KLE-801,Kleo Masonry Black,42,693016553303,0,34.50,69.00,
ALG-KLE-801,Kleo Masonry Black,43,693016553310,0,34.50,69.00,
ALG-KLE-802,Kleo Masonry Choco,34,693016553327,0,34.50,69.00,
ALG-KLE-802,Kleo Masonry Choco,35,693016553334,0,34.50,69.00,
ALG-KLE-802,Kleo Masonry Choco,36,693016553341,0,34.50,69.00,
ALG-KLE-802,Kleo Masonry Choco,37,693016553358,0,34.50,69.00,
ALG-KLE-802,Kleo Masonry Choco,38,693016553365,0,34.50,69.00,
ALG-KLE-802,Kleo Masonry Choco,39,693016553372,0,34.50,69.00,
ALG-KLE-802,Kleo Masonry Choco,40,693016553389,0,34.50,69.00,
ALG-KLE-802,Kleo Masonry Choco,41,693016553396,0,34.50,69.00,
ALG-KLE-802,Kleo Masonry Choco,42,693016553402,0,34.50,69.00,
ALG-KLE-802,Kleo Masonry Choco,43,693016553419,0,34.50,69.00,
ALG-KOR-601,Kory Black Nappa,34,693016394791,0,37.50,69.95,
ALG-KOR-601,Kory Black Nappa,35,693016394807,0,37.50,69.95,
ALG-KOR-601,Kory Black Nappa,36,693016394814,0,37.50,69.95,
ALG-KOR-601,Kory Black Nappa,37,693016394821,0,37.50,69.95,
ALG-KOR-601,Kory Black Nappa,38,693016394838,0,37.50,69.95,
ALG-KOR-601,Kory Black Nappa,39,693016394845,0,37.50,69.95,
ALG-KOR-601,Kory Black Nappa,40,693016394852,0,37.50,69.95,
ALG-KOR-601,Kory Black Nappa,41,693016394869,0,37.50,69.95,
ALG-KOR-601,Kory Black Nappa,42,693016394876,0,37.50,69.95,
ALG-KOR-601,Kory Black Nappa,43,693016394883,0,37.50,69.95,
ALG-KOR-611,Kory Black Shiny,34,693016384907,0,37.50,69.95,
ALG-KOR-611,Kory Black Shiny,35,693016384914,0,37.50,69.95,
ALG-KOR-611,Kory Black Shiny,36,693016384921,0,37.50,69.95,
ALG-KOR-611,Kory Black Shiny,37,693016384938,0,37.50,69.95,
ALG-KOR-611,Kory Black Shiny,38,693016384945,0,37.50,69.95,
ALG-KOR-611,Kory Black Shiny,39,693016384952,0,37.50,69.95,
ALG-KOR-611,Kory Black Shiny,40,693016384969,0,37.50,69.95,
ALG-KOR-611,Kory Black Shiny,41,693016384976,0,37.50,69.95,
ALG-KOR-611,Kory Black Shiny,42,693016384983,0,37.50,69.95,
ALG-KOR-611,Kory Black Shiny,43,693016384990,0,37.50,69.95,
ALG-KOU-148,Kourtney Vortex,35,693016614455,0,54.50,119.95,Aug 10 2017
ALG-KOU-148,Kourtney Vortex,36,693016614462,0,54.50,119.95,Aug 10 2017
ALG-KOU-148,Kourtney Vortex,37,693016614479,4,54.50,119.95,Aug 10 2017
ALG-KOU-148,Kourtney Vortex,38,693016614486,9,54.50,119.95,Aug 10 2017
ALG-KOU-148,Kourtney Vortex,39,693016614493,5,54.50,119.95,Aug 10 2017
ALG-KOU-148,Kourtney Vortex,40,693016614509,3,54.50,119.95,Aug 10 2017
ALG-KOU-148,Kourtney Vortex,41,693016614516,21,54.50,119.95,Aug 10 2017
ALG-KOU-148,Kourtney Vortex,42,693016614523,0,54.50,119.95,Aug 10 2017
ALG-KOU-148,Kourtney Vortex,43,693016614530,0,54.50,119.95,Aug 10 2017
ALG-KOU-413,Kourtney Starlit,35,693016614554,0,54.50,119.95,Aug 10 2017
ALG-KOU-413,Kourtney Starlit,36,693016614561,0,54.50,119.95,Aug 10 2017
ALG-KOU-413,Kourtney Starlit,37,693016614578,0,54.50,119.95,Aug 10 2017
ALG-KOU-413,Kourtney Starlit,38,693016614585,0,54.50,119.95,Aug 10 2017
ALG-KOU-413,Kourtney Starlit,39,693016614592,0,54.50,119.95,Aug 10 2017
ALG-KOU-413,Kourtney Starlit,40,693016614608,0,54.50,119.95,Aug 10 2017
ALG-KOU-413,Kourtney Starlit,41,693016614615,13,54.50,119.95,Aug 10 2017
ALG-KOU-413,Kourtney Starlit,42,693016614622,0,54.50,119.95,Aug 10 2017
ALG-KOU-413,Kourtney Starlit,43,693016614639,0,54.50,119.95,Aug 10 2017
ALG-KOU-435,Kourtney Delicut,35,693016614653,62,54.50,119.95,Aug 10 2017
ALG-KOU-435,Kourtney Delicut,36,693016614660,101,54.50,119.95,Aug 10 2017
ALG-KOU-435,Kourtney Delicut,37,693016614677,161,54.50,119.95,Aug 10 2017
ALG-KOU-435,Kourtney Delicut,38,693016614684,189,54.50,119.95,Aug 10 2017
ALG-KOU-435,Kourtney Delicut,39,693016614691,135,54.50,119.95,Aug 10 2017
ALG-KOU-435,Kourtney Delicut,40,693016614707,95,54.50,119.95,Aug 10 2017
ALG-KOU-435,Kourtney Delicut,41,693016614714,35,54.50,119.95,Aug 10 2017
ALG-KOU-435,Kourtney Delicut,42,693016614721,0,54.50,119.95,Aug 10 2017
ALG-KOU-435,Kourtney Delicut,43,693016614738,0,54.50,119.95,Aug 10 2017
ALG-KOU-601,Kourtney Black Nappa,35,693016614752,0,54.50,119.95,Aug 10 2017
ALG-KOU-601,Kourtney Black Nappa,36,693016614769,0,54.50,119.95,Aug 10 2017
ALG-KOU-601,Kourtney Black Nappa,37,693016614776,0,54.50,119.95,Aug 10 2017
ALG-KOU-601,Kourtney Black Nappa,38,693016614783,0,54.50,119.95,Aug 10 2017
ALG-KOU-601,Kourtney Black Nappa,39,693016614790,0,54.50,119.95,Aug 10 2017
ALG-KOU-601,Kourtney Black Nappa,40,693016614806,0,54.50,119.95,Aug 10 2017
ALG-KOU-601,Kourtney Black Nappa,41,693016614813,0,54.50,119.95,Aug 10 2017
ALG-KOU-601,Kourtney Black Nappa,42,693016614820,0,54.50,119.95,Aug 10 2017
ALG-KOU-601,Kourtney Black Nappa,43,693016614837,0,54.50,119.95,Aug 10 2017
ALG-KOU-656,Kourtney Hazelnut,35,693016614851,0,54.50,119.95,Aug 10 2017
ALG-KOU-656,Kourtney Hazelnut,36,693016614868,0,54.50,119.95,Aug 10 2017
ALG-KOU-656,Kourtney Hazelnut,37,693016614875,0,54.50,119.95,Aug 10 2017
ALG-KOU-656,Kourtney Hazelnut,38,693016614882,0,54.50,119.95,Aug 10 2017
ALG-KOU-656,Kourtney Hazelnut,39,693016614899,0,54.50,119.95,Aug 10 2017
ALG-KOU-656,Kourtney Hazelnut,40,693016614905,0,54.50,119.95,Aug 10 2017
ALG-KOU-656,Kourtney Hazelnut,41,693016614912,2,54.50,119.95,Aug 10 2017
ALG-KOU-656,Kourtney Hazelnut,42,693016614929,0,54.50,119.95,Aug 10 2017
ALG-KOU-656,Kourtney Hazelnut,43,693016614936,0,54.50,119.95,Aug 10 2017
ALG-KRI-604,Kris Cacao,34,693016542284,0,59.50,119.00,
ALG-KRI-604,Kris Cacao,35,693016542291,0,59.50,119.00,
ALG-KRI-604,Kris Cacao,36,693016542307,0,59.50,119.00,
ALG-KRI-604,Kris Cacao,37,693016542314,0,59.50,119.00,
ALG-KRI-604,Kris Cacao,38,693016542321,0,59.50,119.00,
ALG-KRI-604,Kris Cacao,39,693016542338,0,59.50,119.00,
ALG-KRI-604,Kris Cacao,40,693016542345,0,59.50,119.00,
ALG-KRI-604,Kris Cacao,41,693016542352,0,59.50,119.00,
ALG-KRI-604,Kris Cacao,42,693016542369,0,59.50,119.00,
ALG-KRI-604,Kris Cacao,43,693016542376,0,59.50,119.00,
ALG-KYL-601,Kylie Night Nappa,34,693016542581,0,49.50,99.00,
ALG-KYL-601,Kylie Night Nappa,35,693016542598,15,49.50,99.00,
ALG-KYL-601,Kylie Night Nappa,36,693016542604,40,49.50,99.00,
ALG-KYL-601,Kylie Night Nappa,37,693016542611,87,49.50,99.00,
ALG-KYL-601,Kylie Night Nappa,38,693016542628,109,49.50,99.00,
ALG-KYL-601,Kylie Night Nappa,39,693016542635,91,49.50,99.00,
ALG-KYL-601,Kylie Night Nappa,40,693016542642,0,49.50,99.00,
ALG-KYL-601,Kylie Night Nappa,41,693016542659,0,49.50,99.00,
ALG-KYL-601,Kylie Night Nappa,42,693016542666,0,49.50,99.00,
ALG-KYL-601,Kylie Night Nappa,43,693016542673,0,49.50,99.00,
ALG-KYL-602,Kylie Pumpkin Nappa,34,693016542680,0,49.50,99.00,
ALG-KYL-602,Kylie Pumpkin Nappa,35,693016542697,7,49.50,99.00,
ALG-KYL-602,Kylie Pumpkin Nappa,36,693016542703,49,49.50,99.00,
ALG-KYL-602,Kylie Pumpkin Nappa,37,693016542710,157,49.50,99.00,
ALG-KYL-602,Kylie Pumpkin Nappa,38,693016542727,178,49.50,99.00,
ALG-KYL-602,Kylie Pumpkin Nappa,39,693016542734,198,49.50,99.00,
ALG-KYL-602,Kylie Pumpkin Nappa,40,693016542741,34,49.50,99.00,
ALG-KYL-602,Kylie Pumpkin Nappa,41,693016542758,0,49.50,99.00,
ALG-KYL-602,Kylie Pumpkin Nappa,42,693016542765,0,49.50,99.00,
ALG-KYL-602,Kylie Pumpkin Nappa,43,693016542772,0,49.50,99.00,
ALG-KYL-651,Kylie Tendril,34,693016580262,0,69.50,149.95,
ALG-KYL-651,Kylie Tendril,35,693016580279,18,69.50,149.95,
ALG-KYL-651,Kylie Tendril,36,693016580286,71,69.50,149.95,
ALG-KYL-651,Kylie Tendril,37,693016580293,142,69.50,149.95,
ALG-KYL-651,Kylie Tendril,38,693016580309,199,69.50,149.95,
ALG-KYL-651,Kylie Tendril,39,693016580316,171,69.50,149.95,
ALG-KYL-651,Kylie Tendril,40,693016580323,104,69.50,149.95,
ALG-KYL-651,Kylie Tendril,41,693016580330,61,69.50,149.95,
ALG-KYL-651,Kylie Tendril,42,693016580347,32,69.50,149.95,
ALG-KYL-651,Kylie Tendril,43,693016580354,0,69.50,149.95,
ALG-KYL-653,Kylie Snuggy Grey,34,693016580361,0,69.50,149.95,
ALG-KYL-653,Kylie Snuggy Grey,35,693016580378,17,69.50,149.95,
ALG-KYL-653,Kylie Snuggy Grey,36,693016580385,71,69.50,149.95,
ALG-KYL-653,Kylie Snuggy Grey,37,693016580392,163,69.50,149.95,
ALG-KYL-653,Kylie Snuggy Grey,38,693016580408,211,69.50,149.95,
ALG-KYL-653,Kylie Snuggy Grey,39,693016580415,188,69.50,149.95,
ALG-KYL-653,Kylie Snuggy Grey,40,693016580422,127,69.50,149.95,
ALG-KYL-653,Kylie Snuggy Grey,41,693016580439,76,69.50,149.95,
ALG-KYL-653,Kylie Snuggy Grey,42,693016580446,57,69.50,149.95,
ALG-KYL-653,Kylie Snuggy Grey,43,693016580453,0,69.50,149.95,
ALG-LAN-138,Lana - Flora Fiesta,34,693016599875,0,49.50,109.95,
ALG-LAN-138,Lana - Flora Fiesta,35,693016599882,0,49.50,109.95,
ALG-LAN-138,Lana - Flora Fiesta,36,693016599899,0,49.50,109.95,
ALG-LAN-138,Lana - Flora Fiesta,37,693016599905,0,49.50,109.95,
ALG-LAN-138,Lana - Flora Fiesta,38,693016599912,0,49.50,109.95,
ALG-LAN-138,Lana - Flora Fiesta,39,693016599929,24,49.50,109.95,
ALG-LAN-138,Lana - Flora Fiesta,40,693016599936,14,49.50,109.95,
ALG-LAN-138,Lana - Flora Fiesta,41,693016599943,10,49.50,109.95,
ALG-LAN-138,Lana - Flora Fiesta,42,693016599950,4,49.50,109.95,
ALG-LAN-138,Lana - Flora Fiesta,43,693016599967,0,49.50,109.95,
ALG-LAN-670,Lana - Pearl Rose,34,693016600175,0,49.50,109.95,
ALG-LAN-670,Lana - Pearl Rose,35,693016600182,0,49.50,109.95,
ALG-LAN-670,Lana - Pearl Rose,36,693016600199,5,49.50,109.95,
ALG-LAN-670,Lana - Pearl Rose,37,693016600205,0,49.50,109.95,
ALG-LAN-670,Lana - Pearl Rose,38,693016600212,0,49.50,109.95,
ALG-LAN-670,Lana - Pearl Rose,39,693016600229,3,49.50,109.95,
ALG-LAN-670,Lana - Pearl Rose,40,693016600236,19,49.50,109.95,
ALG-LAN-670,Lana - Pearl Rose,41,693016600243,9,49.50,109.95,
