CATALOG,SELECTION CODE,SELECTION CODE DESCRIPTION,PRODUCT ID,PRODUCT [ID] DESCRIPTION,UPC,VENDOR PART NUMBER,VENDOR PART DESCRIPTION,NRF COLOR CODE,PRODUCT COLOR DESCRIPTION,NRF SIZE CODE,PRODUCT SIZE DESCRIPTION,PRODUCT FABRIC DESCRIPTION,AVAILABLE DATE,DISCONTINUE DATE,MINIMIUM ORDER QTY,MAXIMUM ORDER QTY,REORDERABLE PRODUCT,SEASONAL AVAILABILITY,COUNTRY OF ORIGIN,INNER PACK QTY,OUTER PACK QTY,ORDER LEAD TIME,ORDER LEAD TIME CODE,ITEM EXTENDED DESCRIPTION,IMAGE URL,PRICE QUALIFIER 1,PRICE AMOUNT 1
CATALOG,ALG,Alegria Shoes,ALG-DEB-536_42,Debra Navy Fleur,693016534968,,,,Debra Navy Fleur,52152,42,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-536_43,Debra Navy Fleur,693016534975,,,,Debra Navy Fleur,52153,43,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551_34,Debra Black Sprigs,693016534982,,,,Debra Black Sprigs,52144,34,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551_35,Debra Black Sprigs,693016534999,,,,Debra Black Sprigs,52145,35,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551_36,Debra Black Sprigs,693016535002,,,,Debra Black Sprigs,52146,36,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551_37,Debra Black Sprigs,693016535019,,,,Debra Black Sprigs,52147,37,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551_38,Debra Black Sprigs,693016535026,,,,Debra Black Sprigs,52148,38,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551_39,Debra Black Sprigs,693016535033,,,,Debra Black Sprigs,52149,39,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551_40,Debra Black Sprigs,693016535040,,,,Debra Black Sprigs,52150,40,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551_41,Debra Black Sprigs,693016535057,,,,Debra Black Sprigs,52151,41,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551_42,Debra Black Sprigs,693016535064,,,,Debra Black Sprigs,52152,42,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551_43,Debra Black Sprigs,693016535071,,,,Debra Black Sprigs,52153,43,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551X_34,Exclusive - Debra Sprigs,693016518999,,,,Exclusive - Debra Sprigs,52144,34,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551X_35,Exclusive - Debra Sprigs,693016519002,,,,Exclusive - Debra Sprigs,52145,35,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551X_36,Exclusive - Debra Sprigs,693016519019,,,,Exclusive - Debra Sprigs,52146,36,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551X_37,Exclusive - Debra Sprigs,693016519026,,,,Exclusive - Debra Sprigs,52147,37,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551X_38,Exclusive - Debra Sprigs,693016519033,,,,Exclusive - Debra Sprigs,52148,38,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551X_39,Exclusive - Debra Sprigs,693016519040,,,,Exclusive - Debra Sprigs,52149,39,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551X_40,Exclusive - Debra Sprigs,693016519057,,,,Exclusive - Debra Sprigs,52150,40,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551X_41,Exclusive - Debra Sprigs,693016519064,,,,Exclusive - Debra Sprigs,52151,41,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551X_42,Exclusive - Debra Sprigs,693016519071,,,,Exclusive - Debra Sprigs,52152,42,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-551X_43,Exclusive - Debra Sprigs,693016519088,,,,Exclusive - Debra Sprigs,52153,43,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-560_34,Debra Chef Black,693016490189,,,,Debra Chef Black,52144,34,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-560_35,Debra Chef Black,693016490196,,,,Debra Chef Black,52145,35,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-560_36,Debra Chef Black,693016490202,,,,Debra Chef Black,52146,36,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-560_37,Debra Chef Black,693016490219,,,,Debra Chef Black,52147,37,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-560_38,Debra Chef Black,693016490226,,,,Debra Chef Black,52148,38,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-560_39,Debra Chef Black,693016490233,,,,Debra Chef Black,52149,39,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-560_40,Debra Chef Black,693016490240,,,,Debra Chef Black,52150,40,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-560_41,Debra Chef Black,693016490257,,,,Debra Chef Black,52151,41,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-560_42,Debra Chef Black,693016490264,,,,Debra Chef Black,52152,42,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-560_43,Debra Chef Black,693016490271,,,,Debra Chef Black,52153,43,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-569_34,Debra BlotDeeDa,693016520985,,,,Debra BlotDeeDa,52144,34,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-569_35,Debra BlotDeeDa,693016520992,,,,Debra BlotDeeDa,52145,35,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-569_36,Debra BlotDeeDa,693016521005,,,,Debra BlotDeeDa,52146,36,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-569_37,Debra BlotDeeDa,693016521012,,,,Debra BlotDeeDa,52147,37,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-569_38,Debra BlotDeeDa,693016521029,,,,Debra BlotDeeDa,52148,38,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-569_39,Debra BlotDeeDa,693016521036,,,,Debra BlotDeeDa,52149,39,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-569_40,Debra BlotDeeDa,693016521043,,,,Debra BlotDeeDa,52150,40,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-569_41,Debra BlotDeeDa,693016521050,,,,Debra BlotDeeDa,52151,41,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-569_42,Debra BlotDeeDa,693016521067,,,,Debra BlotDeeDa,52152,42,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-569_43,Debra BlotDeeDa,693016521074,,,,Debra BlotDeeDa,52153,43,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-573_34,Debra Sweetish,693016491483,,,,Debra Sweetish,52144,34,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-573_35,Debra Sweetish,693016491490,,,,Debra Sweetish,52145,35,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-573_36,Debra Sweetish,693016491506,,,,Debra Sweetish,52146,36,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-573_37,Debra Sweetish,693016491513,,,,Debra Sweetish,52147,37,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-573_38,Debra Sweetish,693016491520,,,,Debra Sweetish,52148,38,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-573_39,Debra Sweetish,693016491537,,,,Debra Sweetish,52149,39,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-573_40,Debra Sweetish,693016491544,,,,Debra Sweetish,52150,40,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-573_41,Debra Sweetish,693016491551,,,,Debra Sweetish,52151,41,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-573_42,Debra Sweetish,693016491568,,,,Debra Sweetish,52152,42,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-573_43,Debra Sweetish,693016491575,,,,Debra Sweetish,52153,43,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-600_35,Debra White Leather,693016213887,,,,Debra White Leather,52145,35,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-600_36,Debra White Leather,693016213894,,,,Debra White Leather,52146,36,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-600_37,Debra White Leather,693016213900,,,,Debra White Leather,52147,37,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-600_38,Debra White Leather,693016213917,,,,Debra White Leather,52148,38,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-600_39,Debra White Leather,693016213924,,,,Debra White Leather,52149,39,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-600_40,Debra White Leather,693016213931,,,,Debra White Leather,52150,40,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-600_41,Debra White Leather,693016213948,,,,Debra White Leather,52151,41,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-600_42,Debra White Leather,693016213955,,,,Debra White Leather,52152,42,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-600_34,Debra White Leather,693016277353,,,,Debra White Leather,52144,34,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-601_35,Debra Black Leather,693016213962,,,,Debra Black Leather,52145,35,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-601_36,Debra Black Leather,693016213979,,,,Debra Black Leather,52146,36,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-601_37,Debra Black Leather,693016213986,,,,Debra Black Leather,52147,37,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-601_38,Debra Black Leather,693016213993,,,,Debra Black Leather,52148,38,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-601_39,Debra Black Leather,693016214006,,,,Debra Black Leather,52149,39,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-601_40,Debra Black Leather,693016214013,,,,Debra Black Leather,52150,40,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-601_41,Debra Black Leather,693016214020,,,,Debra Black Leather,52151,41,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-601_42,Debra Black Leather,693016214037,,,,Debra Black Leather,52152,42,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-601_34,Debra Black Leather,693016277360,,,,Debra Black Leather,52144,34,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-601_43,Debra Black Leather,693016313433,,,,Debra Black Leather,52153,43,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-604_35,Debra Brown Leather,693016214129,,,,Debra Brown Leather,52145,35,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-604_36,Debra Brown Leather,693016214136,,,,Debra Brown Leather,52146,36,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-604_37,Debra Brown Leather,693016214143,,,,Debra Brown Leather,52147,37,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-604_38,Debra Brown Leather,693016214150,,,,Debra Brown Leather,52148,38,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-604_39,Debra Brown Leather,693016214167,,,,Debra Brown Leather,52149,39,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-604_40,Debra Brown Leather,693016214174,,,,Debra Brown Leather,52150,40,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-604_41,Debra Brown Leather,693016214181,,,,Debra Brown Leather,52151,41,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-604_42,Debra Brown Leather,693016214198,,,,Debra Brown Leather,52152,42,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-605_35,Debra Blueberry Leather,693016214204,,,,Debra Blueberry Leather,52145,35,Leather,,,1,,Y,,China,,,,,,,69.95,29.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-605_36,Debra Blueberry Leather,693016214211,,,,Debra Blueberry Leather,52146,36,Leather,,,1,,Y,,China,,,,,,,69.95,29.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-605_37,Debra Blueberry Leather,693016214228,,,,Debra Blueberry Leather,52147,37,Leather,,,1,,Y,,China,,,,,,,69.95,29.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-605_38,Debra Blueberry Leather,693016214235,,,,Debra Blueberry Leather,52148,38,Leather,,,1,,Y,,China,,,,,,,69.95,29.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-605_39,Debra Blueberry Leather,693016214242,,,,Debra Blueberry Leather,52149,39,Leather,,,1,,Y,,China,,,,,,,69.95,29.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-605_40,Debra Blueberry Leather,693016214259,,,,Debra Blueberry Leather,52150,40,Leather,,,1,,Y,,China,,,,,,,69.95,29.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-605_41,Debra Blueberry Leather,693016214266,,,,Debra Blueberry Leather,52151,41,Leather,,,1,,Y,,China,,,,,,,69.95,29.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-605_42,Debra Blueberry Leather,693016214273,,,,Debra Blueberry Leather,52152,42,Leather,,,1,,Y,,China,,,,,,,69.95,29.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-688_34,Debra Black Magic,693016382606,,,,Debra Black Magic,52144,34,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-688_35,Debra Black Magic,693016382613,,,,Debra Black Magic,52145,35,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-688_36,Debra Black Magic,693016382620,,,,Debra Black Magic,52146,36,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-688_37,Debra Black Magic,693016382637,,,,Debra Black Magic,52147,37,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-688_38,Debra Black Magic,693016382644,,,,Debra Black Magic,52148,38,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-688_39,Debra Black Magic,693016382651,,,,Debra Black Magic,52149,39,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-688_40,Debra Black Magic,693016382668,,,,Debra Black Magic,52150,40,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-688_41,Debra Black Magic,693016382675,,,,Debra Black Magic,52151,41,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-688_42,Debra Black Magic,693016382682,,,,Debra Black Magic,52152,42,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-688_43,Debra Black Magic,693016382699,,,,Debra Black Magic,52153,43,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-725_35,Debra Happy Snake,693016303359,,,,Debra Happy Snake,52145,35,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-725_36,Debra Happy Snake,693016303366,,,,Debra Happy Snake,52146,36,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-725_37,Debra Happy Snake,693016303373,,,,Debra Happy Snake,52147,37,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-725_38,Debra Happy Snake,693016303380,,,,Debra Happy Snake,52148,38,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-725_39,Debra Happy Snake,693016303397,,,,Debra Happy Snake,52149,39,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-725_40,Debra Happy Snake,693016303403,,,,Debra Happy Snake,52150,40,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-725_41,Debra Happy Snake,693016303410,,,,Debra Happy Snake,52151,41,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-725_42,Debra Happy Snake,693016303427,,,,Debra Happy Snake,52152,42,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-725_43,Debra Happy Snake,693016313457,,,,Debra Happy Snake,52153,43,Leather,,,1,,Y,,China,,,,,,,69.95,34.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-730_34,Debra Primary Impression,693016535088,,,,Debra Primary Impression,52144,34,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-730_35,Debra Primary Impression,693016535095,,,,Debra Primary Impression,52145,35,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-730_36,Debra Primary Impression,693016535101,,,,Debra Primary Impression,52146,36,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-730_37,Debra Primary Impression,693016535118,,,,Debra Primary Impression,52147,37,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-730_38,Debra Primary Impression,693016535125,,,,Debra Primary Impression,52148,38,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-730_39,Debra Primary Impression,693016535132,,,,Debra Primary Impression,52149,39,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-730_40,Debra Primary Impression,693016535149,,,,Debra Primary Impression,52150,40,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-730_41,Debra Primary Impression,693016535156,,,,Debra Primary Impression,52151,41,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-730_42,Debra Primary Impression,693016535163,,,,Debra Primary Impression,52152,42,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-730_43,Debra Primary Impression,693016535170,,,,Debra Primary Impression,52153,43,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-733_34,Debra Lizard Sheen,693016520787,,,,Debra Lizard Sheen,52144,34,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-733_35,Debra Lizard Sheen,693016520794,,,,Debra Lizard Sheen,52145,35,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-733_36,Debra Lizard Sheen,693016520800,,,,Debra Lizard Sheen,52146,36,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-733_37,Debra Lizard Sheen,693016520817,,,,Debra Lizard Sheen,52147,37,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-733_38,Debra Lizard Sheen,693016520824,,,,Debra Lizard Sheen,52148,38,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-733_39,Debra Lizard Sheen,693016520831,,,,Debra Lizard Sheen,52149,39,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-733_40,Debra Lizard Sheen,693016520848,,,,Debra Lizard Sheen,52150,40,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-733_41,Debra Lizard Sheen,693016520855,,,,Debra Lizard Sheen,52151,41,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-733_42,Debra Lizard Sheen,693016520862,,,,Debra Lizard Sheen,52152,42,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-733_43,Debra Lizard Sheen,693016520879,,,,Debra Lizard Sheen,52153,43,Leather,,,1,,Y,,China,,,,,,,69.00,37.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-810_35,Debra Aloha,693016303434,,,,Debra Aloha,52145,35,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-810_36,Debra Aloha,693016303441,,,,Debra Aloha,52146,36,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-810_37,Debra Aloha,693016303458,,,,Debra Aloha,52147,37,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-810_38,Debra Aloha,693016303465,,,,Debra Aloha,52148,38,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-810_39,Debra Aloha,693016303472,,,,Debra Aloha,52149,39,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-810_40,Debra Aloha,693016303489,,,,Debra Aloha,52150,40,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-810_41,Debra Aloha,693016303496,,,,Debra Aloha,52151,41,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DEB-810_42,Debra Aloha,693016303502,,,,Debra Aloha,52152,42,Leather,,,1,,Y,,China,,,,,,,129.95,59.50
CATALOG,ALG,Alegria Shoes,ALG-DIA-101_35,Diana Black Shimmer,693016298778,,,,Diana Black Shimmer,52145,35,Leather,,,1,,Y,,China,,,,,,,59.00,24.50
CATALOG,ALG,Alegria Shoes,ALG-DIA-101_36,Diana Black Shimmer,693016298785,,,,Diana Black Shimmer,52146,36,Leather,,,1,,Y,,China,,,,,,,59.00,24.50
CATALOG,ALG,Alegria Shoes,ALG-DIA-101_37,Diana Black Shimmer,693016298792,,,,Diana Black Shimmer,52147,37,Leather,,,1,,Y,,China,,,,,,,59.00,24.50
CATALOG,ALG,Alegria Shoes,ALG-DIA-101_38,Diana Black Shimmer,693016298808,,,,Diana Black Shimmer,52148,38,Leather,,,1,,Y,,China,,,,,,,59.00,24.50
CATALOG,ALG,Alegria Shoes,ALG-DIA-101_39,Diana Black Shimmer,693016298815,,,,Diana Black Shimmer,52149,39,Leather,,,1,,Y,,China,,,,,,,59.00,24.50
CATALOG,ALG,Alegria Shoes,ALG-DIA-101_40,Diana Black Shimmer,693016298822,,,,Diana Black Shimmer,52150,40,Leather,,,1,,Y,,China,,,,,,,59.00,24.50
CATALOG,ALG,Alegria Shoes,ALG-DIA-101_41,Diana Black Shimmer,693016298839,,,,Diana Black Shimmer,52151,41,Leather,,,1,,Y,,China,,,,,,,59.00,24.50
CATALOG,ALG,Alegria Shoes,ALG-DIA-101_42,Diana Black Shimmer,693016298846,,,,Diana Black Shimmer,52152,42,Leather,,,1,,Y,,China,,,,,,,59.00,24.50
CATALOG,ALG,Alegria Shoes,ALG-DON-129_35,Donna Rain Dance Patent,693016274369,,,,Donna Rain Dance Patent,52145,35,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-DON-129_36,Donna Rain Dance Patent,693016274376,,,,Donna Rain Dance Patent,52146,36,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
CATALOG,ALG,Alegria Shoes,ALG-DON-129_37,Donna Rain Dance Patent,693016274383,,,,Donna Rain Dance Patent,52147,37,Leather,,,1,,Y,,China,,,,,,,69.00,34.50
