productcode,stockstatus,upc_code
ALG-KAY-921-40,77,693016572762
ALG-KAY-921-41,13,693016572779
ALG-KAY-921-42,7,693016572786
ALG-KAY-921-43,0,693016572793
ALG-KEL-143-34,9,693016573301
ALG-KEL-143-35,27,693016573318
ALG-KEL-143-36,59,693016573325
ALG-KEL-143-37,53,693016573332
ALG-KEL-143-38,99,693016573349
ALG-KEL-143-39,77,693016573356
ALG-KEL-143-40,0,693016573363
ALG-KEL-143-41,0,693016573370
ALG-KEL-143-42,12,693016573387
ALG-KEL-143-43,8,693016573394
ALG-KEL-143W-34,10,693016602872
ALG-KEL-143W-35,29,693016602889
ALG-KEL-143W-36,59,693016602896
ALG-KEL-143W-37,87,693016602902
ALG-KEL-143W-38,87,693016602919
ALG-KEL-143W-39,56,693016602926
ALG-KEL-143W-40,37,693016602933
ALG-KEL-143W-41,28,693016602940
ALG-KEL-143W-42,9,693016602957
ALG-KEL-143W-43,10,693016602964
ALG-KEL-164-34,0,693016572908
ALG-KEL-164-35,0,693016572915
ALG-KEL-164-36,0,693016572922
ALG-KEL-164-37,0,693016572939
ALG-KEL-164-38,0,693016572946
ALG-KEL-164-39,0,693016572953
ALG-KEL-164-40,0,693016572960
ALG-KEL-164-41,0,693016572977
ALG-KEL-164-42,0,693016572984
ALG-KEL-164-43,0,693016572991
ALG-KEL-164W-35,0,693016624393
ALG-KEL-164W-36,0,693016624409
ALG-KEL-164W-37,0,693016624416
ALG-KEL-164W-38,0,693016624423
ALG-KEL-164W-39,0,693016624430
ALG-KEL-164W-40,0,693016624447
ALG-KEL-164W-41,0,693016624454
ALG-KEL-164W-42,0,693016624461
ALG-KEL-164W-43,0,693016624478
ALG-KEL-165-34,0,693016573103
ALG-KEL-165-35,7,693016573110
ALG-KEL-165-36,0,693016573127
ALG-KEL-165-37,0,693016573134
ALG-KEL-165-38,0,693016573141
ALG-KEL-165-39,0,693016573158
ALG-KEL-165-40,0,693016573165
ALG-KEL-165-41,0,693016573172
ALG-KEL-165-42,0,693016573189
ALG-KEL-165-43,0,693016573196
ALG-KEL-165W-34,0,693016602278
ALG-KEL-165W-35,0,693016602285
ALG-KEL-165W-36,0,693016602292
ALG-KEL-165W-37,0,693016602308
ALG-KEL-165W-38,0,693016602315
ALG-KEL-165W-39,0,693016602322
ALG-KEL-165W-40,0,693016602339
ALG-KEL-165W-41,0,693016602346
ALG-KEL-165W-42,0,693016602353
ALG-KEL-165W-43,0,693016602360
ALG-KEL-245-34,0,693016548828
ALG-KEL-245-35,0,693016548835
ALG-KEL-245-36,0,693016548842
ALG-KEL-245-37,0,693016548859
ALG-KEL-245-38,0,693016548866
ALG-KEL-245-39,0,693016548873
ALG-KEL-245-40,0,693016548880
ALG-KEL-245-41,0,693016548897
ALG-KEL-245-42,0,693016548903
ALG-KEL-245-43,0,693016548910
ALG-KEL-302-34,0,693016549221
ALG-KEL-302-35,0,693016549238
ALG-KEL-302-36,0,693016549245
ALG-KEL-302-37,0,693016549252
ALG-KEL-302-38,0,693016549269
ALG-KEL-302-39,0,693016549276
ALG-KEL-302-40,0,693016549283
ALG-KEL-302-41,0,693016549290
ALG-KEL-302-42,0,693016549306
ALG-KEL-302-43,0,693016549313
ALG-KEL-302W-35,0,693016624508
ALG-KEL-302W-36,0,693016624515
ALG-KEL-302W-37,0,693016624522
ALG-KEL-302W-38,0,693016624539
ALG-KEL-302W-39,0,693016624546
ALG-KEL-302W-40,0,693016624553
ALG-KEL-302W-41,0,693016624560
ALG-KEL-302W-42,0,693016624577
ALG-KEL-302W-43,0,693016624584
ALG-KEL-323-34,8,693016573004
ALG-KEL-323-35,49,693016573011
ALG-KEL-323-36,26,693016573028
ALG-KEL-323-37,0,693016573035
ALG-KEL-323-38,0,693016573042
ALG-KEL-323-39,0,693016573059
ALG-KEL-323-40,0,693016573066
ALG-KEL-323-41,0,693016573073
ALG-KEL-323-42,0,693016573080
ALG-KEL-323-43,5,693016573097
ALG-KEL-323W-34,19,693016602377
ALG-KEL-323W-35,94,693016602384
ALG-KEL-323W-36,202,693016602391
ALG-KEL-323W-37,298,693016602407
ALG-KEL-323W-38,322,693016602414
ALG-KEL-323W-39,245,693016602421
ALG-KEL-323W-40,165,693016602438
ALG-KEL-323W-41,86,693016602445
ALG-KEL-323W-42,10,693016602452
ALG-KEL-323W-43,10,693016602469
ALG-KEL-402-34,0,693016507856
ALG-KEL-402-35,0,693016507863
ALG-KEL-402-36,0,693016507870
ALG-KEL-402-37,0,693016507887
ALG-KEL-402-38,0,693016507894
ALG-KEL-402-39,0,693016507900
ALG-KEL-402-40,0,693016507917
ALG-KEL-402-41,0,693016507924
ALG-KEL-402-42,0,693016507931
ALG-KEL-402-43,0,693016507948
ALG-KEL-431-34,10,693016493708
ALG-KEL-431-35,41,693016493715
ALG-KEL-431-36,211,693016493722
ALG-KEL-431-37,362,693016493739
ALG-KEL-431-38,479,693016493746
ALG-KEL-431-39,480,693016493753
ALG-KEL-431-40,366,693016493760
ALG-KEL-431-41,232,693016493777
ALG-KEL-431-42,171,693016493784
ALG-KEL-431-43,65,693016493791
ALG-KEL-431W-34,28,693016568000
ALG-KEL-431W-35,135,693016568017
ALG-KEL-431W-36,250,693016568024
ALG-KEL-431W-37,371,693016568031
ALG-KEL-431W-38,382,693016568048
ALG-KEL-431W-39,285,693016568055
ALG-KEL-431W-40,193,693016568062
ALG-KEL-431W-41,108,693016568079
ALG-KEL-431W-42,14,693016568086
ALG-KEL-431W-43,10,693016568093
ALG-KEL-433-34,6,693016493807
ALG-KEL-433-35,30,693016493814
ALG-KEL-433-36,97,693016493821
ALG-KEL-433-37,137,693016493838
ALG-KEL-433-38,218,693016493845
ALG-KEL-433-39,229,693016493852
ALG-KEL-433-40,178,693016493869
ALG-KEL-433-41,137,693016493876
ALG-KEL-433-42,40,693016493883
ALG-KEL-433-43,18,693016493890
ALG-KEL-433W-34,10,693016607341
ALG-KEL-433W-35,40,693016607358
ALG-KEL-433W-36,98,693016607365
ALG-KEL-433W-37,168,693016607372
ALG-KEL-433W-38,176,693016607389
ALG-KEL-433W-39,136,693016607396
ALG-KEL-433W-40,87,693016607402
ALG-KEL-433W-41,49,693016607419
ALG-KEL-433W-42,20,693016607426
ALG-KEL-433W-43,10,693016607433
ALG-KEL-442-34,9,693016587872
ALG-KEL-442-35,24,693016587889
ALG-KEL-442-36,40,693016587896
ALG-KEL-442-37,78,693016587902
ALG-KEL-442-38,122,693016587919
ALG-KEL-442-39,122,693016587926
ALG-KEL-442-40,63,693016587933
ALG-KEL-442-41,32,693016587940
ALG-KEL-442-42,27,693016587957
ALG-KEL-442-43,11,693016587964
ALG-KEL-442W-35,0,693016624638
ALG-KEL-442W-36,0,693016624645
ALG-KEL-442W-37,0,693016624652
ALG-KEL-442W-38,0,693016624669
ALG-KEL-442W-39,0,693016624676
ALG-KEL-442W-40,0,693016624683
ALG-KEL-442W-41,0,693016624690
ALG-KEL-442W-42,0,693016624706
ALG-KEL-442W-43,0,693016624713
ALG-KEL-454-35,0,693016612741
ALG-KEL-454-36,0,693016612758
ALG-KEL-454-37,0,693016612765
ALG-KEL-454-38,0,693016612772
ALG-KEL-454-39,0,693016612789
ALG-KEL-454-40,0,693016612796
ALG-KEL-454-41,0,693016612802
ALG-KEL-454-42,0,693016612819
ALG-KEL-454-43,5,693016612826
ALG-KEL-454W-35,26,693016622269
ALG-KEL-454W-36,71,693016622276
ALG-KEL-454W-37,116,693016622283
ALG-KEL-454W-38,125,693016622290
ALG-KEL-454W-39,89,693016622306
ALG-KEL-454W-40,59,693016622313
ALG-KEL-454W-41,30,693016622320
ALG-KEL-454W-42,16,693016622337
ALG-KEL-454W-43,8,693016622344
ALG-KEL-484D-34,17,693016587476
ALG-KEL-484D-35,23,693016587483
ALG-KEL-484D-36,122,693016587490
ALG-KEL-484D-37,162,693016587506
ALG-KEL-484D-38,192,693016587513
ALG-KEL-484D-39,173,693016587520
ALG-KEL-484D-40,142,693016587537
ALG-KEL-484D-41,109,693016587544
ALG-KEL-484D-42,27,693016587551
ALG-KEL-484D-43,0,693016587568
ALG-KEL-484DW-34,10,693016608041
ALG-KEL-484DW-35,38,693016608058
ALG-KEL-484DW-36,75,693016608065
ALG-KEL-484DW-37,124,693016608072
ALG-KEL-484DW-38,124,693016608089
ALG-KEL-484DW-39,96,693016608096
ALG-KEL-484DW-40,68,693016608102
ALG-KEL-484DW-41,38,693016608119
ALG-KEL-484DW-42,10,693016608126
ALG-KEL-484DW-43,10,693016608133
ALG-KEL-506-34,6,693016549023
ALG-KEL-506-35,49,693016549030
ALG-KEL-506-36,30,693016549047
ALG-KEL-506-37,78,693016549054
ALG-KEL-506-38,165,693016549061
ALG-KEL-506-39,159,693016549078
ALG-KEL-506-40,116,693016549085
ALG-KEL-506-41,111,693016549092
ALG-KEL-506-42,25,693016549108
ALG-KEL-506-43,22,693016549115
ALG-KEL-506W-34,9,693016607440
ALG-KEL-506W-35,28,693016607457
ALG-KEL-506W-36,68,693016607464
ALG-KEL-506W-37,125,693016607471
ALG-KEL-506W-38,128,693016607488
ALG-KEL-506W-39,106,693016607495
ALG-KEL-506W-40,67,693016607501
ALG-KEL-506W-41,34,693016607518
ALG-KEL-506W-42,8,693016607525
ALG-KEL-506W-43,10,693016607532
ALG-KEL-510-34,0,693016549320
ALG-KEL-510-35,0,693016549337
ALG-KEL-510-36,0,693016549344
ALG-KEL-510-37,0,693016549351
ALG-KEL-510-38,0,693016549368
ALG-KEL-510-39,0,693016549375
ALG-KEL-510-40,0,693016549382
ALG-KEL-510-41,0,693016549399
ALG-KEL-510-42,0,693016549405
ALG-KEL-510-43,0,693016549412
ALG-KEL-510W-34,0,693016608843
ALG-KEL-510W-35,0,693016608850
ALG-KEL-510W-36,0,693016608867
ALG-KEL-510W-37,0,693016608874
ALG-KEL-510W-38,0,693016608881
ALG-KEL-510W-39,0,693016608898
ALG-KEL-510W-40,0,693016608904
ALG-KEL-510W-41,0,693016608911
ALG-KEL-510W-42,0,693016608928
ALG-KEL-510W-43,0,693016608935
ALG-KEL-518-34,4,693016587971
ALG-KEL-518-35,24,693016587988
ALG-KEL-518-36,16,693016587995
ALG-KEL-518-37,25,693016588008
ALG-KEL-518-38,73,693016588015
ALG-KEL-518-39,102,693016588022
ALG-KEL-518-40,32,693016588039
ALG-KEL-518-41,23,693016588046
ALG-KEL-518-42,38,693016588053
ALG-KEL-518-43,0,693016588060
ALG-KEL-518W-35,30,693016624768
ALG-KEL-518W-36,60,693016624775
ALG-KEL-518W-37,90,693016624782
ALG-KEL-518W-38,89,693016624799
ALG-KEL-518W-39,56,693016624805
ALG-KEL-518W-40,37,693016624812
ALG-KEL-518W-41,28,693016624829
ALG-KEL-518W-42,8,693016624836
ALG-KEL-518W-43,10,693016624843
ALG-KEL-519-34,11,693016587773
ALG-KEL-519-35,6,693016587780
ALG-KEL-519-36,42,693016587797
ALG-KEL-519-37,95,693016587803
ALG-KEL-519-38,185,693016587810
ALG-KEL-519-39,197,693016587827
ALG-KEL-519-40,189,693016587834
ALG-KEL-519-41,115,693016587841
ALG-KEL-519-42,53,693016587858
ALG-KEL-519-43,9,693016587865
ALG-KEL-519W-34,10,693016608140
ALG-KEL-519W-35,50,693016608157
ALG-KEL-519W-36,107,693016608164
ALG-KEL-519W-37,165,693016608171
ALG-KEL-519W-38,167,693016608188
ALG-KEL-519W-39,125,693016608195
ALG-KEL-519W-40,89,693016608201
ALG-KEL-519W-41,50,693016608218
ALG-KEL-519W-42,10,693016608225
ALG-KEL-519W-43,10,693016608232
ALG-KEL-520-34,7,693016588077
ALG-KEL-520-35,7,693016588084
ALG-KEL-520-36,74,693016588091
ALG-KEL-520-37,123,693016588107
ALG-KEL-520-38,173,693016588114
ALG-KEL-520-39,197,693016588121
ALG-KEL-520-40,138,693016588138
ALG-KEL-520-41,90,693016588145
ALG-KEL-520-42,24,693016588152
ALG-KEL-520-43,0,693016588169
ALG-KEL-520W-35,0,693016624874
ALG-KEL-520W-36,0,693016624881
ALG-KEL-520W-37,0,693016624898
ALG-KEL-520W-38,0,693016624904
ALG-KEL-520W-39,0,693016624911
ALG-KEL-520W-40,0,693016624928
ALG-KEL-520W-41,0,693016624935
ALG-KEL-520W-42,0,693016624942
ALG-KEL-520W-43,0,693016624959
ALG-KEL-530-34,11,693016587674
ALG-KEL-530-35,24,693016587681
ALG-KEL-530-36,25,693016587698
ALG-KEL-530-37,44,693016587704
ALG-KEL-530-38,9,693016587711
ALG-KEL-530-39,0,693016587728
ALG-KEL-530-40,0,693016587735
ALG-KEL-530-41,0,693016587742
ALG-KEL-530-42,0,693016587759
ALG-KEL-530-43,0,693016587766
ALG-KEL-530W-34,10,693016608249
ALG-KEL-530W-35,29,693016608256
ALG-KEL-530W-36,54,693016608263
ALG-KEL-530W-37,83,693016608270
ALG-KEL-530W-38,80,693016608287
ALG-KEL-530W-39,55,693016608294
ALG-KEL-530W-40,35,693016608300
ALG-KEL-530W-41,27,693016608317
ALG-KEL-530W-42,9,693016608324
ALG-KEL-530W-43,10,693016608331
ALG-KEL-532-34,0,693016587575
ALG-KEL-532-35,0,693016587582
ALG-KEL-532-36,0,693016587599
ALG-KEL-532-37,0,693016587605
ALG-KEL-532-38,0,693016587612
ALG-KEL-532-39,0,693016587629
ALG-KEL-532-40,0,693016587636
ALG-KEL-532-41,0,693016587643
ALG-KEL-532-42,0,693016587650
ALG-KEL-532-43,0,693016587667
ALG-KEL-532W-34,0,693016608348
ALG-KEL-532W-35,0,693016608355
ALG-KEL-532W-36,0,693016608362
ALG-KEL-532W-37,0,693016608379
ALG-KEL-532W-38,0,693016608386
ALG-KEL-532W-39,0,693016608393
ALG-KEL-532W-40,0,693016608409
ALG-KEL-532W-41,0,693016608416
ALG-KEL-532W-42,0,693016608423
ALG-KEL-532W-43,0,693016608430
ALG-KEL-538-34,9,693016549122
ALG-KEL-538-35,33,693016549139
ALG-KEL-538-36,0,693016549146
ALG-KEL-538-37,0,693016549153
ALG-KEL-538-38,0,693016549160
ALG-KEL-538-39,0,693016549177
ALG-KEL-538-40,0,693016549184
ALG-KEL-538-41,0,693016549191
ALG-KEL-538-42,0,693016549207
ALG-KEL-538-43,0,693016549214
ALG-KEL-541-34,21,693016537686
ALG-KEL-541-35,34,693016537693
ALG-KEL-541-36,32,693016537709
ALG-KEL-541-37,17,693016537716
ALG-KEL-541-38,22,693016537723
ALG-KEL-541-39,2,693016537730
ALG-KEL-541-40,0,693016537747
ALG-KEL-541-41,0,693016537754
ALG-KEL-541-42,0,693016537761
ALG-KEL-541-43,10,693016537778
ALG-KEL-541W-34,9,693016607549
ALG-KEL-541W-35,35,693016607556
ALG-KEL-541W-36,90,693016607563
ALG-KEL-541W-37,146,693016607570
ALG-KEL-541W-38,152,693016607587
ALG-KEL-541W-39,123,693016607594
ALG-KEL-541W-40,80,693016607600
ALG-KEL-541W-41,43,693016607617
ALG-KEL-541W-42,15,693016607624
ALG-KEL-541W-43,10,693016607631
ALG-KEL-548-34,0,693016537983
ALG-KEL-548-35,0,693016537990
ALG-KEL-548-36,0,693016538003
ALG-KEL-548-37,0,693016538010
ALG-KEL-548-38,0,693016538027
ALG-KEL-548-39,0,693016538034
ALG-KEL-548-40,0,693016538041
ALG-KEL-548-41,0,693016538058
ALG-KEL-548-42,0,693016538065
ALG-KEL-548-43,0,693016538072
ALG-KEL-565-34,0,693016493906
ALG-KEL-565-35,0,693016493913
ALG-KEL-565-36,0,693016493920
ALG-KEL-565-37,0,693016493937
ALG-KEL-565-38,0,693016493944
ALG-KEL-565-39,0,693016493951
ALG-KEL-565-40,0,693016493968
ALG-KEL-565-41,0,693016493975
ALG-KEL-565-42,0,693016493982
ALG-KEL-565-43,0,693016493999
ALG-KEL-570-35,2,693016612840
ALG-KEL-570-36,33,693016612857
ALG-KEL-570-37,92,693016612864
ALG-KEL-570-38,93,693016612871
ALG-KEL-570-39,75,693016612888
ALG-KEL-570-40,43,693016612895
ALG-KEL-570-41,23,693016612901
ALG-KEL-570-42,14,693016612918
ALG-KEL-570-43,15,693016612925
ALG-KEL-570W-35,32,693016622368
ALG-KEL-570W-36,77,693016622375
ALG-KEL-570W-37,131,693016622382
ALG-KEL-570W-38,139,693016622399
ALG-KEL-570W-39,103,693016622405
ALG-KEL-570W-40,68,693016622412
ALG-KEL-570W-41,38,693016622429
ALG-KEL-570W-42,14,693016622436
ALG-KEL-570W-43,9,693016622443
ALG-KEL-579X-35,0,693016628353
ALG-KEL-579X-36,0,693016628360
ALG-KEL-579X-37,0,693016628377
ALG-KEL-579X-38,0,693016628384
ALG-KEL-579X-39,0,693016628391
ALG-KEL-579X-40,0,693016628407
ALG-KEL-579X-41,0,693016628414
ALG-KEL-579X-42,0,693016628421
ALG-KEL-579X-43,0,693016628438
ALG-KEL-579XW-35,0,693016628452
ALG-KEL-579XW-36,0,693016628469
ALG-KEL-579XW-37,0,693016628476
ALG-KEL-579XW-38,0,693016628483
ALG-KEL-579XW-39,0,693016628490
ALG-KEL-579XW-40,0,693016628506
ALG-KEL-579XW-41,0,693016628513
ALG-KEL-579XW-42,0,693016628520
ALG-KEL-579XW-43,0,693016628537
ALG-KEL-601-34,0,693016494101
ALG-KEL-601-35,3,693016494118
ALG-KEL-601-36,0,693016494125
ALG-KEL-601-37,0,693016494132
ALG-KEL-601-38,0,693016494149
ALG-KEL-601-39,0,693016494156
ALG-KEL-601-40,0,693016494163
ALG-KEL-601-41,0,693016494170
ALG-KEL-601-42,0,693016494187
ALG-KEL-601-43,0,693016494194
ALG-KEL-601W-35,44,693016623068
ALG-KEL-601W-36,98,693016623075
ALG-KEL-601W-37,152,693016623082
ALG-KEL-601W-38,142,693016623099
ALG-KEL-601W-39,106,693016623105
ALG-KEL-601W-40,75,693016623112
ALG-KEL-601W-41,41,693016623129
ALG-KEL-601W-42,7,693016623136
ALG-KEL-601W-43,10,693016623143
ALG-KEL-620-34,0,693016549528
ALG-KEL-620-35,0,693016549535
ALG-KEL-620-36,0,693016549542
ALG-KEL-620-37,0,693016549559
ALG-KEL-620-38,0,693016549566
ALG-KEL-620-39,0,693016549573
ALG-KEL-620-40,0,693016549580
ALG-KEL-620-41,0,693016549597
ALG-KEL-620-42,0,693016549603
ALG-KEL-620-43,0,693016549610
ALG-KEL-640-35,35,693016613151
ALG-KEL-640-36,50,693016613168
ALG-KEL-640-37,85,693016613175
ALG-KEL-640-38,108,693016613182
ALG-KEL-640-39,69,693016613199
ALG-KEL-640-40,41,693016613205
ALG-KEL-640-41,10,693016613212
ALG-KEL-640-42,8,693016613229
ALG-KEL-640-43,13,693016613236
ALG-KEL-640W-35,16,693016622665
ALG-KEL-640W-36,41,693016622672
ALG-KEL-640W-37,89,693016622689
ALG-KEL-640W-38,85,693016622696
ALG-KEL-640W-39,71,693016622702
ALG-KEL-640W-40,40,693016622719
ALG-KEL-640W-41,21,693016622726
ALG-KEL-640W-42,4,693016622733
ALG-KEL-640W-43,8,693016622740
ALG-KEL-660-35,35,693016613250
ALG-KEL-660-36,60,693016613267
ALG-KEL-660-37,97,693016613274
ALG-KEL-660-38,127,693016613281
ALG-KEL-660-39,93,693016613298
ALG-KEL-660-40,58,693016613304
ALG-KEL-660-41,43,693016613311
ALG-KEL-660-42,13,693016613328
ALG-KEL-660-43,9,693016613335
ALG-KEL-660W-35,26,693016622764
ALG-KEL-660W-36,62,693016622771
ALG-KEL-660W-37,117,693016622788
ALG-KEL-660W-38,117,693016622795
ALG-KEL-660W-39,98,693016622801
ALG-KEL-660W-40,62,693016622818
ALG-KEL-660W-41,38,693016622825
ALG-KEL-660W-42,9,693016622832
ALG-KEL-660W-43,9,693016622849
ALG-KEL-671-35,34,693016612949
ALG-KEL-671-36,16,693016612956
ALG-KEL-671-37,76,693016612963
ALG-KEL-671-38,99,693016612970
ALG-KEL-671-39,54,693016612987
ALG-KEL-671-40,38,693016612994
ALG-KEL-671-41,33,693016613007
ALG-KEL-671-42,8,693016613014
ALG-KEL-671-43,2,693016613021
ALG-KEL-671W-35,45,693016622467
ALG-KEL-671W-36,96,693016622474
ALG-KEL-671W-37,169,693016622481
ALG-KEL-671W-38,179,693016622498
ALG-KEL-671W-39,140,693016622504
ALG-KEL-671W-40,95,693016622511
ALG-KEL-671W-41,49,693016622528
ALG-KEL-671W-42,15,693016622535
ALG-KEL-671W-43,8,693016622542
ALG-KEL-674-35,0,693016613359
ALG-KEL-674-36,0,693016613366
ALG-KEL-674-37,0,693016613373
ALG-KEL-674-38,0,693016613380
ALG-KEL-674-39,0,693016613397
ALG-KEL-674-40,0,693016613403
ALG-KEL-674-41,0,693016613410
ALG-KEL-674-42,11,693016613427
ALG-KEL-674-43,17,693016613434
ALG-KEL-674W-35,24,693016622863
ALG-KEL-674W-36,49,693016622870
ALG-KEL-674W-37,92,693016622887
ALG-KEL-674W-38,90,693016622894
ALG-KEL-674W-39,73,693016622900
ALG-KEL-674W-40,51,693016622917
ALG-KEL-674W-41,27,693016622924
ALG-KEL-674W-42,9,693016622931
ALG-KEL-674W-43,10,693016622948
ALG-KEL-675-35,0,693016613458
ALG-KEL-675-36,0,693016613465
ALG-KEL-675-37,0,693016613472
ALG-KEL-675-38,0,693016613489
ALG-KEL-675-39,0,693016613496
ALG-KEL-675-40,0,693016613502
ALG-KEL-675-41,0,693016613519
ALG-KEL-675-42,7,693016613526
ALG-KEL-675-43,7,693016613533
ALG-KEL-675W-35,22,693016622962
ALG-KEL-675W-36,55,693016622979
ALG-KEL-675W-37,92,693016622986
ALG-KEL-675W-38,91,693016622993
ALG-KEL-675W-39,73,693016623006
ALG-KEL-675W-40,45,693016623013
ALG-KEL-675W-41,19,693016623020
ALG-KEL-675W-42,9,693016623037
ALG-KEL-675W-43,9,693016623044
ALG-KEL-676-34,0,693016613045
ALG-KEL-676-35,0,693016613052
ALG-KEL-676-36,27,693016613069
ALG-KEL-676-37,77,693016613076
ALG-KEL-676-38,101,693016613083
ALG-KEL-676-39,63,693016613090
ALG-KEL-676-40,37,693016613106
ALG-KEL-676-41,20,693016613113
ALG-KEL-676-42,10,693016613120
ALG-KEL-676-43,9,693016613137
ALG-KEL-676W-35,23,693016622566
ALG-KEL-676W-36,59,693016622573
ALG-KEL-676W-37,114,693016622580
ALG-KEL-676W-38,113,693016622597
ALG-KEL-676W-39,94,693016622603
ALG-KEL-676W-40,60,693016622610
ALG-KEL-676W-41,31,693016622627
ALG-KEL-676W-42,6,693016622634
ALG-KEL-676W-43,9,693016622641
ALG-KEL-686-34,15,693016538584
ALG-KEL-686-35,19,693016538591
ALG-KEL-686-36,3,693016538607
ALG-KEL-686-37,0,693016538614
ALG-KEL-686-38,0,693016538621
ALG-KEL-686-39,0,693016538638
ALG-KEL-686-40,0,693016538645
ALG-KEL-686-41,0,693016538652
ALG-KEL-686-42,0,693016538669
ALG-KEL-686-43,0,693016538676
ALG-KEL-686W-35,30,693016625000
ALG-KEL-686W-36,58,693016625017
ALG-KEL-686W-37,89,693016625024
ALG-KEL-686W-38,86,693016625031
ALG-KEL-686W-39,57,693016625048
ALG-KEL-686W-40,38,693016625055
ALG-KEL-686W-41,28,693016625062
ALG-KEL-686W-42,5,693016625079
ALG-KEL-686W-43,10,693016625086
ALG-KEL-742-34,0,693016548927
ALG-KEL-742-35,0,693016548934
ALG-KEL-742-36,0,693016548941
ALG-KEL-742-37,0,693016548958
ALG-KEL-742-38,0,693016548965
ALG-KEL-742-39,0,693016548972
ALG-KEL-742-40,0,693016548989
ALG-KEL-742-41,0,693016548996
ALG-KEL-742-42,0,693016549009
ALG-KEL-742-43,0,693016549016
ALG-KEL-752-34,0,693016573202
ALG-KEL-752-35,24,693016573219
ALG-KEL-752-36,82,693016573226
ALG-KEL-752-37,103,693016573233
ALG-KEL-752-38,104,693016573240
ALG-KEL-752-39,147,693016573257
ALG-KEL-752-40,143,693016573264
ALG-KEL-752-41,140,693016573271
ALG-KEL-752-42,62,693016573288
ALG-KEL-752-43,7,693016573295
ALG-KEL-752W-34,10,693016603374
ALG-KEL-752W-35,48,693016603381
ALG-KEL-752W-36,98,693016603398
ALG-KEL-752W-37,153,693016603404
ALG-KEL-752W-38,151,693016603411
ALG-KEL-752W-39,114,693016603428
ALG-KEL-752W-40,80,693016603435
ALG-KEL-752W-41,45,693016603442
ALG-KEL-752W-42,6,693016603459
ALG-KEL-752W-43,10,693016603466
ALG-KEL-753-34,0,693016538386
ALG-KEL-753-35,4,693016538393
ALG-KEL-753-36,0,693016538409
ALG-KEL-753-37,0,693016538416
ALG-KEL-753-38,0,693016538423
ALG-KEL-753-39,0,693016538430
ALG-KEL-753-40,0,693016538447
ALG-KEL-753-41,0,693016538454
ALG-KEL-753-42,0,693016538461
ALG-KEL-753-43,0,693016538478
ALG-KEL-753W-35,0,693016625116
ALG-KEL-753W-36,0,693016625123
ALG-KEL-753W-37,0,693016625130
ALG-KEL-753W-38,0,693016625147
ALG-KEL-753W-39,0,693016625154
ALG-KEL-753W-40,0,693016625161
ALG-KEL-753W-41,0,693016625178
ALG-KEL-753W-42,0,693016625185
ALG-KEL-753W-43,0,693016625192
ALG-KEL-755-34,6,693016537884
ALG-KEL-755-35,10,693016537891
ALG-KEL-755-36,14,693016537907
ALG-KEL-755-37,15,693016537914
ALG-KEL-755-38,31,693016537921
ALG-KEL-755-39,43,693016537938
ALG-KEL-755-40,25,693016537945
ALG-KEL-755-41,25,693016537952
ALG-KEL-755-42,22,693016537969
ALG-KEL-755-43,22,693016537976
ALG-KEL-755W-34,10,693016608645
ALG-KEL-755W-35,30,693016608652
ALG-KEL-755W-36,59,693016608669
ALG-KEL-755W-37,88,693016608676
ALG-KEL-755W-38,89,693016608683
ALG-KEL-755W-39,57,693016608690
ALG-KEL-755W-40,40,693016608706
ALG-KEL-755W-41,27,693016608713
ALG-KEL-755W-42,8,693016608720
ALG-KEL-755W-43,10,693016608737
ALG-KEL-882-34,14,693016573509
ALG-KEL-882-35,41,693016573516
ALG-KEL-882-36,29,693016573523
ALG-KEL-882-37,42,693016573530
ALG-KEL-882-38,79,693016573547
ALG-KEL-882-39,82,693016573554
ALG-KEL-882-40,7,693016573561
ALG-KEL-882-41,16,693016573578
ALG-KEL-882-42,22,693016573585
ALG-KEL-882-43,0,693016573592
ALG-KEL-882W-34,10,693016608744
ALG-KEL-882W-35,29,693016608751
ALG-KEL-882W-36,57,693016608768
ALG-KEL-882W-37,85,693016608775
ALG-KEL-882W-38,82,693016608782
ALG-KEL-882W-39,54,693016608799
ALG-KEL-882W-40,33,693016608805
ALG-KEL-882W-41,27,693016608812
ALG-KEL-882W-42,9,693016608829
ALG-KEL-882W-43,10,693016608836
ALG-KEL-929-34,0,693016573400
ALG-KEL-929-35,11,693016573417
ALG-KEL-929-36,0,693016573424
ALG-KEL-929-37,0,693016573431
ALG-KEL-929-38,0,693016573448
ALG-KEL-929-39,0,693016573455
ALG-KEL-929-40,0,693016573462
ALG-KEL-929-41,0,693016573479
ALG-KEL-929-42,0,693016573486
ALG-KEL-929-43,0,693016573493
ALG-KEL-929W-35,0,693016625239
ALG-KEL-929W-36,0,693016625246
ALG-KEL-929W-37,0,693016625253
ALG-KEL-929W-38,0,693016625260
ALG-KEL-929W-39,0,693016625277
ALG-KEL-929W-40,0,693016625284
ALG-KEL-929W-41,0,693016625291
ALG-KEL-929W-42,0,693016625307
ALG-KEL-929W-43,0,693016625314
ALG-KHL-104-34,0,693016384501
ALG-KHL-104-35,0,693016384518
ALG-KHL-104-36,0,693016384525
ALG-KHL-104-37,0,693016384532
ALG-KHL-104-38,0,693016384549
ALG-KHL-104-39,0,693016384556
ALG-KHL-104-40,0,693016384563
ALG-KHL-104-41,0,693016384570
ALG-KHL-104-42,0,693016384587
