productcode,stockstatus,upc_code
ALG-DEB-824-35,0,693016610341
ALG-DEB-824-36,0,693016610358
ALG-DEB-824-37,0,693016610365
ALG-DEB-824-38,0,693016610372
ALG-DEB-824-39,0,693016610389
ALG-DEB-824-40,0,693016610396
ALG-DEB-824-41,0,693016610402
ALG-DEB-824-42,0,693016610419
ALG-DEB-824-43,3,693016610426
ALG-DON-301-34,0,693016381906
ALG-DON-301-35,0,693016381913
ALG-DON-301-36,0,693016381920
ALG-DON-301-37,0,693016381937
ALG-DON-301-38,0,693016381944
ALG-DON-301-39,0,693016381951
ALG-DON-301-40,0,693016381968
ALG-DON-301-41,0,693016381975
ALG-DON-301-42,0,693016381982
ALG-DON-301-43,0,693016381999
ALG-DON-543-34,0,693016489886
ALG-DON-543-35,0,693016489893
ALG-DON-543-36,0,693016489909
ALG-DON-543-37,0,693016489916
ALG-DON-543-38,0,693016489923
ALG-DON-543-39,0,693016489930
ALG-DON-543-40,0,693016489947
ALG-DON-543-41,0,693016489954
ALG-DON-543-42,0,693016489961
ALG-DON-543-43,0,693016489978
ALG-DYL-422-34,0,693016574605
ALG-DYL-422-35,0,693016574612
ALG-DYL-422-36,0,693016574629
ALG-DYL-422-37,0,693016574636
ALG-DYL-422-38,0,693016574643
ALG-DYL-422-39,2,693016574650
ALG-DYL-422-40,0,693016574667
ALG-DYL-422-41,0,693016574674
ALG-DYL-422-42,0,693016574681
ALG-DYL-422-43,0,693016574698
ALG-DYL-601-34,0,693016574407
ALG-DYL-601-35,0,693016574414
ALG-DYL-601-36,0,693016574421
ALG-DYL-601-37,0,693016574438
ALG-DYL-601-38,0,693016574445
ALG-DYL-601-39,3,693016574452
ALG-DYL-601-40,0,693016574469
ALG-DYL-601-41,0,693016574476
ALG-DYL-601-42,0,693016574483
ALG-DYL-601-43,0,693016574490
ALG-DYL-882-34,0,693016574506
ALG-DYL-882-35,0,693016574513
ALG-DYL-882-36,0,693016574520
ALG-DYL-882-37,0,693016574537
ALG-DYL-882-38,2,693016574544
ALG-DYL-882-39,5,693016574551
ALG-DYL-882-40,3,693016574568
ALG-DYL-882-41,0,693016574575
ALG-DYL-882-42,0,693016574582
ALG-DYL-882-43,0,693016574599
ALG-ELI-425-34,0,693016577620
ALG-ELI-425-35,0,693016577637
ALG-ELI-425-36,0,693016577644
ALG-ELI-425-37,0,693016577651
ALG-ELI-425-38,0,693016577668
ALG-ELI-425-39,0,693016577675
ALG-ELI-425-40,0,693016577682
ALG-ELI-425-41,0,693016577699
ALG-ELI-425-42,0,693016577705
ALG-ELI-425-43,0,693016577712
ALG-ELI-435-35,0,693016620364
ALG-ELI-435-36,0,693016620371
ALG-ELI-435-37,0,693016620388
ALG-ELI-435-38,9,693016620395
ALG-ELI-435-39,5,693016620401
ALG-ELI-435-40,50,693016620418
ALG-ELI-435-41,3,693016620425
ALG-ELI-435-42,0,693016620432
ALG-ELI-435-43,0,693016620449
ALG-ELI-552-34,0,693016577521
ALG-ELI-552-35,0,693016577538
ALG-ELI-552-36,0,693016577545
ALG-ELI-552-37,0,693016577552
ALG-ELI-552-38,0,693016577569
ALG-ELI-552-39,0,693016577576
ALG-ELI-552-40,0,693016577583
ALG-ELI-552-41,0,693016577590
ALG-ELI-552-42,0,693016577606
ALG-ELI-552-43,0,693016577613
ALG-ELI-579-35,7,693016620463
ALG-ELI-579-36,0,693016620470
ALG-ELI-579-37,10,693016620487
ALG-ELI-579-38,46,693016620494
ALG-ELI-579-39,44,693016620500
ALG-ELI-579-40,52,693016620517
ALG-ELI-579-41,14,693016620524
ALG-ELI-579-42,0,693016620531
ALG-ELI-579-43,0,693016620548
ALG-ELI-660-35,0,693016620562
ALG-ELI-660-36,0,693016620579
ALG-ELI-660-37,23,693016620586
ALG-ELI-660-38,56,693016620593
ALG-ELI-660-39,49,693016620609
ALG-ELI-660-40,58,693016620616
ALG-ELI-660-41,8,693016620623
ALG-ELI-660-42,0,693016620630
ALG-ELI-660-43,0,693016620647
ALG-ELI-747-34,0,693016577422
ALG-ELI-747-35,0,693016577439
ALG-ELI-747-36,0,693016577446
ALG-ELI-747-37,0,693016577453
ALG-ELI-747-38,0,693016577460
ALG-ELI-747-39,0,693016577477
ALG-ELI-747-40,0,693016577484
ALG-ELI-747-41,0,693016577491
ALG-ELI-747-42,0,693016577507
ALG-ELI-747-43,0,693016577514
ALG-ELL-446-35,9,693016618255
ALG-ELL-446-36,39,693016618262
ALG-ELL-446-37,64,693016618279
ALG-ELL-446-38,61,693016618286
ALG-ELL-446-39,38,693016618293
ALG-ELL-446-40,48,693016618309
ALG-ELL-446-41,20,693016618316
ALG-ELL-446-42,0,693016618323
ALG-ELL-446-43,0,693016618330
ALG-ELL-448-35,20,693016618354
ALG-ELL-448-36,52,693016618361
ALG-ELL-448-37,79,693016618378
ALG-ELL-448-38,74,693016618385
ALG-ELL-448-39,39,693016618392
ALG-ELL-448-40,39,693016618408
ALG-ELL-448-41,10,693016618415
ALG-ELL-448-42,0,693016618422
ALG-ELL-448-43,0,693016618439
ALG-ELL-484-34,0,693016523887
ALG-ELL-484-35,0,693016523894
ALG-ELL-484-36,0,693016523900
ALG-ELL-484-37,0,693016523917
ALG-ELL-484-38,0,693016523924
ALG-ELL-484-39,0,693016523931
ALG-ELL-484-40,0,693016523948
ALG-ELL-484-41,0,693016523955
ALG-ELL-484-42,0,693016523962
ALG-ELL-484-43,0,693016523979
ALG-ELL-532-34,0,693016577026
ALG-ELL-532-35,0,693016577033
ALG-ELL-532-36,0,693016577040
ALG-ELL-532-37,0,693016577057
ALG-ELL-532-38,0,693016577064
ALG-ELL-532-39,0,693016577071
ALG-ELL-532-40,0,693016577088
ALG-ELL-532-41,0,693016577095
ALG-ELL-532-42,0,693016577101
ALG-ELL-532-43,0,693016577118
ALG-ELL-541-34,0,693016538980
ALG-ELL-541-35,12,693016538997
ALG-ELL-541-36,46,693016539000
ALG-ELL-541-37,52,693016539017
ALG-ELL-541-38,92,693016539024
ALG-ELL-541-39,50,693016539031
ALG-ELL-541-40,85,693016539048
ALG-ELL-541-41,44,693016539055
ALG-ELL-541-42,33,693016539062
ALG-ELL-541-43,0,693016539079
ALG-ELL-551-34,0,693016511051
ALG-ELL-551-35,31,693016511068
ALG-ELL-551-36,22,693016511075
ALG-ELL-551-37,40,693016511082
ALG-ELL-551-38,68,693016511099
ALG-ELL-551-39,47,693016511105
ALG-ELL-551-40,10,693016511112
ALG-ELL-551-41,32,693016511129
ALG-ELL-551-42,18,693016511136
ALG-ELL-551-43,0,693016511143
ALG-ELL-601-34,0,693016386208
ALG-ELL-601-35,5,693016386215
ALG-ELL-601-36,0,693016386222
ALG-ELL-601-37,0,693016386239
ALG-ELL-601-38,0,693016386246
ALG-ELL-601-39,0,693016386253
ALG-ELL-601-40,0,693016386260
ALG-ELL-601-41,13,693016386277
ALG-ELL-601-42,11,693016386284
ALG-ELL-601-43,0,693016386291
ALG-EMM-011-34,0,693016539284
ALG-EMM-011-35,0,693016539291
ALG-EMM-011-36,0,693016539307
ALG-EMM-011-37,0,693016539314
ALG-EMM-011-38,0,693016539321
ALG-EMM-011-39,0,693016539338
ALG-EMM-011-40,0,693016539345
ALG-EMM-011-41,0,693016539352
ALG-EMM-011-42,0,693016539369
ALG-EMM-011-43,0,693016539376
ALG-EMM-802-34,0,693016550128
ALG-EMM-802-35,0,693016550135
ALG-EMM-802-36,0,693016550142
ALG-EMM-802-37,0,693016550159
ALG-EMM-802-38,0,693016550166
ALG-EMM-802-39,0,693016550173
ALG-EMM-802-40,0,693016550180
ALG-EMM-802-41,0,693016550197
ALG-EMM-802-42,0,693016550203
ALG-EMM-802-43,0,693016550210
ALG-EMM-803-34,0,693016550227
ALG-EMM-803-35,0,693016550234
ALG-EMM-803-36,0,693016550241
ALG-EMM-803-37,0,693016550258
ALG-EMM-803-38,0,693016550265
ALG-EMM-803-39,0,693016550272
ALG-EMM-803-40,0,693016550289
ALG-EMM-803-41,0,693016550296
ALG-EMM-803-42,0,693016550302
ALG-EMM-803-43,0,693016550319
ALG-ERI-566-34,0,693016540488
ALG-ERI-566-35,16,693016540495
ALG-ERI-566-36,40,693016540501
ALG-ERI-566-37,76,693016540518
ALG-ERI-566-38,93,693016540525
ALG-ERI-566-39,123,693016540532
ALG-ERI-566-40,19,693016540549
ALG-ERI-566-41,0,693016540556
ALG-ERI-566-42,0,693016540563
ALG-ERI-566-43,0,693016540570
ALG-ERY-586-35,0,693016618453
ALG-ERY-586-36,0,693016618460
ALG-ERY-586-37,0,693016618477
ALG-ERY-586-38,0,693016618484
ALG-ERY-586-39,0,693016618491
ALG-ERY-586-40,0,693016618507
ALG-ERY-586-41,0,693016618514
ALG-ERY-586-42,0,693016618521
ALG-ERY-586-43,0,693016618538
ALG-ERY-640-35,0,693016618552
ALG-ERY-640-36,0,693016618569
ALG-ERY-640-37,0,693016618576
ALG-ERY-640-38,0,693016618583
ALG-ERY-640-39,0,693016618590
ALG-ERY-640-40,0,693016618606
ALG-ERY-640-41,0,693016618613
ALG-ERY-640-42,0,693016618620
ALG-ERY-640-43,0,693016618637
ALG-ERY-660-35,0,693016618651
ALG-ERY-660-36,0,693016618668
ALG-ERY-660-37,0,693016618675
ALG-ERY-660-38,0,693016618682
ALG-ERY-660-39,0,693016618699
ALG-ERY-660-40,0,693016618705
ALG-ERY-660-41,0,693016618712
ALG-ERY-660-42,0,693016618729
ALG-ERY-660-43,0,693016618736
ALG-ERY-744-35,16,693016618750
ALG-ERY-744-36,28,693016618767
ALG-ERY-744-37,28,693016618774
ALG-ERY-744-38,13,693016618781
ALG-ERY-744-39,0,693016618798
ALG-ERY-744-40,20,693016618804
ALG-ERY-744-41,5,693016618811
ALG-ERY-744-42,0,693016618828
ALG-ERY-744-43,0,693016618835
ALG-ERY-827-35,0,693016618859
ALG-ERY-827-36,0,693016618866
ALG-ERY-827-37,0,693016618873
ALG-ERY-827-38,0,693016618880
ALG-ERY-827-39,0,693016618897
ALG-ERY-827-40,0,693016618903
ALG-ERY-827-41,0,693016618910
ALG-ERY-827-42,0,693016618927
ALG-ERY-827-43,0,693016618934
ALG-ERY-828-35,0,693016618958
ALG-ERY-828-36,0,693016618965
ALG-ERY-828-37,0,693016618972
ALG-ERY-828-38,0,693016618989
ALG-ERY-828-39,0,693016618996
ALG-ERY-828-40,0,693016619009
ALG-ERY-828-41,0,693016619016
ALG-ERY-828-42,0,693016619023
ALG-ERY-828-43,0,693016619030
ALG-ESS-2003-34,0,693016530786
ALG-ESS-2003-35,0,693016530793
ALG-ESS-2003-36,0,693016530809
ALG-ESS-2003-37,0,693016530816
ALG-ESS-2003-38,0,693016530823
ALG-ESS-2003-39,0,693016530830
ALG-ESS-2003-40,0,693016530847
ALG-ESS-2003-41,0,693016530854
ALG-ESS-2003-42,0,693016530861
ALG-ESS-2003-43,0,693016530878
ALG-ESS-212-34,0,693016542987
ALG-ESS-212-35,0,693016542994
ALG-ESS-212-36,0,693016543007
ALG-ESS-212-37,0,693016543014
ALG-ESS-212-38,0,693016543021
ALG-ESS-212-39,0,693016543038
ALG-ESS-212-40,0,693016543045
ALG-ESS-212-41,0,693016543052
ALG-ESS-212-42,0,693016543069
ALG-ESS-212-43,0,693016543076
ALG-ESS-217-34,0,693016550920
ALG-ESS-217-35,0,693016550937
ALG-ESS-217-36,0,693016550944
ALG-ESS-217-37,0,693016550951
ALG-ESS-217-38,0,693016550968
ALG-ESS-217-39,0,693016550975
ALG-ESS-217-40,0,693016550982
ALG-ESS-217-41,0,693016550999
ALG-ESS-217-42,0,693016551002
ALG-ESS-217-43,0,693016551019
ALG-ESS-219-34,0,693016550623
ALG-ESS-219-35,0,693016550630
ALG-ESS-219-36,0,693016550647
ALG-ESS-219-37,0,693016550654
ALG-ESS-219-38,0,693016550661
ALG-ESS-219-39,0,693016550678
ALG-ESS-219-40,0,693016550685
ALG-ESS-219-41,0,693016550692
ALG-ESS-219-42,0,693016550708
ALG-ESS-219-43,0,693016550715
ALG-ESS-302-34,0,693016551026
ALG-ESS-302-35,0,693016551033
ALG-ESS-302-36,0,693016551040
ALG-ESS-302-37,0,693016551057
ALG-ESS-302-38,0,693016551064
ALG-ESS-302-39,0,693016551071
ALG-ESS-302-40,0,693016551088
ALG-ESS-302-41,0,693016551095
ALG-ESS-302-42,0,693016551101
ALG-ESS-302-43,0,693016551118
ALG-ESS-314-34,0,693016581269
ALG-ESS-314-35,15,693016581276
ALG-ESS-314-36,39,693016581283
ALG-ESS-314-37,0,693016581290
ALG-ESS-314-38,0,693016581306
ALG-ESS-314-39,0,693016581313
ALG-ESS-314-40,0,693016581320
ALG-ESS-314-41,0,693016581337
ALG-ESS-314-42,0,693016581344
ALG-ESS-314-43,0,693016581351
ALG-ESS-389-34,0,693016576029
ALG-ESS-389-35,0,693016576036
ALG-ESS-389-36,14,693016576043
ALG-ESS-389-37,0,693016576050
ALG-ESS-389-38,0,693016576067
ALG-ESS-389-39,0,693016576074
ALG-ESS-389-40,0,693016576081
ALG-ESS-389-41,0,693016576098
ALG-ESS-389-42,0,693016576104
ALG-ESS-389-43,0,693016576111
ALG-ESS-424-34,0,693016589876
ALG-ESS-424-35,16,693016589883
ALG-ESS-424-36,68,693016589890
ALG-ESS-424-37,146,693016589906
ALG-ESS-424-38,195,693016589913
ALG-ESS-424-39,179,693016589920
ALG-ESS-424-40,127,693016589937
ALG-ESS-424-41,70,693016589944
ALG-ESS-424-42,49,693016589951
ALG-ESS-424-43,0,693016589968
ALG-ESS-557-34,0,693016530588
ALG-ESS-557-35,35,693016530595
ALG-ESS-557-36,44,693016530601
ALG-ESS-557-37,0,693016530618
ALG-ESS-557-38,0,693016530625
ALG-ESS-557-39,0,693016530632
ALG-ESS-557-40,0,693016530649
ALG-ESS-557-41,0,693016530656
ALG-ESS-557-42,0,693016530663
ALG-ESS-557-43,0,693016530670
ALG-ESS-561-34,0,693016543380
ALG-ESS-561-35,0,693016543397
ALG-ESS-561-36,0,693016543403
ALG-ESS-561-37,0,693016543410
ALG-ESS-561-38,0,693016543427
ALG-ESS-561-39,0,693016543434
ALG-ESS-561-40,0,693016543441
ALG-ESS-561-41,0,693016543458
ALG-ESS-561-42,0,693016543465
ALG-ESS-561-43,0,693016543472
ALG-ESS-579-35,36,693016616459
ALG-ESS-579-36,72,693016616466
ALG-ESS-579-37,114,693016616473
ALG-ESS-579-38,123,693016616480
ALG-ESS-579-39,103,693016616497
ALG-ESS-579-40,60,693016616503
ALG-ESS-579-41,38,693016616510
ALG-ESS-579-42,0,693016616527
ALG-ESS-579-43,0,693016616534
ALG-ESS-580-35,36,693016616350
ALG-ESS-580-36,83,693016616367
ALG-ESS-580-37,123,693016616374
ALG-ESS-580-38,140,693016616381
ALG-ESS-580-39,108,693016616398
ALG-ESS-580-40,67,693016616404
ALG-ESS-580-41,41,693016616411
ALG-ESS-580-42,0,693016616428
ALG-ESS-580-43,0,693016616435
ALG-ESS-586-35,23,693016616657
ALG-ESS-586-36,54,693016616664
ALG-ESS-586-37,73,693016616671
ALG-ESS-586-38,79,693016616688
ALG-ESS-586-39,73,693016616695
ALG-ESS-586-40,28,693016616701
ALG-ESS-586-41,28,693016616718
ALG-ESS-586-42,0,693016616725
ALG-ESS-586-43,0,693016616732
ALG-ESS-601-34,0,693016589975
ALG-ESS-601-35,19,693016589982
ALG-ESS-601-36,36,693016589999
ALG-ESS-601-37,78,693016590001
ALG-ESS-601-38,98,693016590018
ALG-ESS-601-39,103,693016590025
ALG-ESS-601-40,69,693016590032
ALG-ESS-601-41,47,693016590049
ALG-ESS-601-42,15,693016590056
ALG-ESS-601-43,0,693016590063
ALG-ESS-747-34,0,693016575824
ALG-ESS-747-35,14,693016575831
ALG-ESS-747-36,72,693016575848
ALG-ESS-747-37,0,693016575855
ALG-ESS-747-38,0,693016575862
ALG-ESS-747-39,0,693016575879
ALG-ESS-747-40,0,693016575886
ALG-ESS-747-41,0,693016575893
ALG-ESS-747-42,0,693016575909
ALG-ESS-747-43,0,693016575916
ALG-ESS-754-34,0,693016550821
ALG-ESS-754-35,0,693016550838
ALG-ESS-754-36,0,693016550845
ALG-ESS-754-37,0,693016550852
ALG-ESS-754-38,0,693016550869
ALG-ESS-754-39,0,693016550876
ALG-ESS-754-40,0,693016550883
ALG-ESS-754-41,0,693016550890
ALG-ESS-754-42,0,693016550906
ALG-ESS-754-43,0,693016550913
ALG-ESS-759-34,0,693016576128
ALG-ESS-759-35,12,693016576135
ALG-ESS-759-36,29,693016576142
ALG-ESS-759-37,0,693016576159
ALG-ESS-759-38,0,693016576166
ALG-ESS-759-39,0,693016576173
ALG-ESS-759-40,0,693016576180
ALG-ESS-759-41,0,693016576197
ALG-ESS-759-42,0,693016576203
ALG-ESS-759-43,0,693016576210
ALG-ESS-822-34,0,693016589678
ALG-ESS-822-35,13,693016589685
ALG-ESS-822-36,40,693016589692
ALG-ESS-822-37,77,693016589708
ALG-ESS-822-38,103,693016589715
ALG-ESS-822-39,108,693016589722
ALG-ESS-822-40,70,693016589739
ALG-ESS-822-41,49,693016589746
ALG-ESS-822-42,36,693016589753
ALG-ESS-822-43,0,693016589760
ALG-ESS-824-35,35,693016616756
ALG-ESS-824-36,59,693016616763
ALG-ESS-824-37,104,693016616770
ALG-ESS-824-38,112,693016616787
ALG-ESS-824-39,79,693016616794
ALG-ESS-824-40,55,693016616800
ALG-ESS-824-41,29,693016616817
ALG-ESS-824-42,0,693016616824
ALG-ESS-824-43,0,693016616831
ALG-ESS-826-35,38,693016616558
ALG-ESS-826-36,82,693016616565
ALG-ESS-826-37,126,693016616572
ALG-ESS-826-38,134,693016616589
ALG-ESS-826-39,105,693016616596
ALG-ESS-826-40,67,693016616602
ALG-ESS-826-41,39,693016616619
ALG-ESS-826-42,0,693016616626
ALG-ESS-826-43,0,693016616633
ALG-ESS-921-34,0,693016575923
ALG-ESS-921-35,22,693016575930
ALG-ESS-921-36,75,693016575947
ALG-ESS-921-37,88,693016575954
ALG-ESS-921-38,181,693016575961
ALG-ESS-921-39,206,693016575978
ALG-ESS-921-40,152,693016575985
ALG-ESS-921-41,126,693016575992
ALG-ESS-921-42,63,693016576005
ALG-ESS-921-43,0,693016576012
ALG-ESS-924-34,0,693016589777
ALG-ESS-924-35,22,693016589784
ALG-ESS-924-36,76,693016589791
ALG-ESS-924-37,148,693016589807
ALG-ESS-924-38,235,693016589814
ALG-ESS-924-39,231,693016589821
ALG-ESS-924-40,169,693016589838
ALG-ESS-924-41,110,693016589845
ALG-ESS-924-42,65,693016589852
ALG-ESS-924-43,0,693016589869
ALG-ETT-601-34,0,693016386901
ALG-ETT-601-35,0,693016386918
ALG-ETT-601-36,0,693016386925
ALG-ETT-601-37,0,693016386932
ALG-ETT-601-38,0,693016386949
ALG-ETT-601-39,0,693016386956
ALG-ETT-601-40,0,693016386963
ALG-ETT-601-41,0,693016386970
ALG-ETT-601-42,0,693016386987
ALG-ETT-601-43,0,693016386994
ALG-EVA-601-34,0,693016539789
ALG-EVA-601-35,29,693016539796
ALG-EVA-601-36,61,693016539802
ALG-EVA-601-37,0,693016539819
ALG-EVA-601-38,0,693016539826
ALG-EVA-601-39,0,693016539833
ALG-EVA-601-40,0,693016539840
ALG-EVA-601-41,0,693016539857
ALG-EVA-601-42,0,693016539864
ALG-EVA-601-43,0,693016539871
ALG-EVA-643-34,0,693016539888
ALG-EVA-643-35,18,693016539895
ALG-EVA-643-36,41,693016539901
ALG-EVA-643-37,0,693016539918
ALG-EVA-643-38,0,693016539925
ALG-EVA-643-39,0,693016539932
ALG-EVA-643-40,0,693016539949
ALG-EVA-643-41,0,693016539956
ALG-EVA-643-42,0,693016539963
ALG-EVA-643-43,0,693016539970
ALG-EVA-644-34,0,693016539987
ALG-EVA-644-35,0,693016539994
ALG-EVA-644-36,10,693016540006
ALG-EVA-644-37,0,693016540013
ALG-EVA-644-38,0,693016540020
ALG-EVA-644-39,0,693016540037
ALG-EVA-644-40,0,693016540044
ALG-EVA-644-41,0,693016540051
ALG-EVA-644-42,0,693016540068
ALG-EVA-644-43,0,693016540075
ALG-EVA-646-34,0,693016540082
ALG-EVA-646-35,15,693016540099
ALG-EVA-646-36,43,693016540105
ALG-EVA-646-37,58,693016540112
ALG-EVA-646-38,52,693016540129
ALG-EVA-646-39,25,693016540136
ALG-EVA-646-40,0,693016540143
ALG-EVA-646-41,0,693016540150
ALG-EVA-646-42,0,693016540167
ALG-EVA-646-43,0,693016540174
ALG-EVA-648-34,0,693016540181
ALG-EVA-648-35,8,693016540198
ALG-EVA-648-36,44,693016540204
ALG-EVA-648-37,57,693016540211
ALG-EVA-648-38,0,693016540228
ALG-EVA-648-39,9,693016540235
ALG-EVA-648-40,0,693016540242
ALG-EVA-648-41,0,693016540259
ALG-EVA-648-42,0,693016540266
ALG-EVA-648-43,0,693016540273
ALG-EVE-601-34,0,693016512157
ALG-EVE-601-35,0,693016512164
ALG-EVE-601-36,30,693016512171
ALG-EVE-601-37,0,693016512188
ALG-EVE-601-38,0,693016512195
ALG-EVE-601-39,0,693016512201
ALG-EVE-601-40,0,693016512218
ALG-EVE-601-41,0,693016512225
ALG-EVE-601-42,0,693016512232
ALG-EVE-601-43,0,693016512249
ALG-EVE-603-34,0,693016512256
ALG-EVE-603-35,0,693016512263
ALG-EVE-603-36,0,693016512270
ALG-EVE-603-37,0,693016512287
ALG-EVE-603-38,0,693016512294
ALG-EVE-603-39,0,693016512300
ALG-EVE-603-40,0,693016512317
ALG-EVE-603-41,0,693016512324
ALG-EVE-603-42,0,693016512331
ALG-EVE-603-43,0,693016512348
ALG-FLA-119-6,0,693016589210
ALG-FLA-119-6-,0,693016589227
ALG-FLA-119-7,0,693016589234
ALG-FLA-119-7-,0,693016589241
ALG-FLA-119-8,0,693016589258
ALG-FLA-119-8-,0,693016589265
ALG-FLA-119-9,0,693016589272
ALG-FLA-119-9-,0,693016589289
ALG-FLA-119-10,0,693016589296
ALG-FLA-119-10-,0,693016589302
ALG-FLA-119-11,0,693016589319
ALG-FLA-119-12,0,693016589326
ALG-FLA-238-6,0,693016578641
ALG-FLA-238-6-,7,693016578658
ALG-FLA-238-7,0,693016578665
ALG-FLA-238-7-,11,693016578672
ALG-FLA-238-8,16,693016578689
ALG-FLA-238-8-,38,693016578696
ALG-FLA-238-9,17,693016578702
ALG-FLA-238-9-,36,693016578719
ALG-FLA-238-10,33,693016578726
ALG-FLA-238-10-,32,693016578733
ALG-FLA-238-11,21,693016578740
ALG-FLA-238-12,17,693016578757
ALG-FLA-315-6,0,693016578764
ALG-FLA-315-6-,14,693016578771
ALG-FLA-315-7,0,693016578788
ALG-FLA-315-7-,22,693016578795
ALG-FLA-315-8,53,693016578801
ALG-FLA-315-8-,97,693016578818
ALG-FLA-315-9,73,693016578825
ALG-FLA-315-9-,115,693016578832
ALG-FLA-315-10,71,693016578849
ALG-FLA-315-10-,89,693016578856
ALG-FLA-315-11,65,693016578863
ALG-FLA-315-12,57,693016578870
ALG-FLA-518D-6,0,693016588978
ALG-FLA-518D-6-,0,693016588985
ALG-FLA-518D-7,0,693016588992
ALG-FLA-518D-7-,0,693016589005
ALG-FLA-518D-8,0,693016589012
ALG-FLA-518D-8-,0,693016589029
ALG-FLA-518D-9,0,693016589036
ALG-FLA-518D-9-,0,693016589043
ALG-FLA-518D-10,0,693016589050
ALG-FLA-518D-10-,0,693016589067
ALG-FLA-518D-11,0,693016589074
ALG-FLA-518D-12,0,693016589081
ALG-FLA-553-6,0,693016578528
ALG-FLA-553-6-,0,693016578535
ALG-FLA-553-7,0,693016578542
ALG-FLA-553-7-,12,693016578559
ALG-FLA-553-8,10,693016578566
ALG-FLA-553-8-,90,693016578573
ALG-FLA-553-9,34,693016578580
ALG-FLA-553-9-,117,693016578597
ALG-FLA-553-10,72,693016578603
ALG-FLA-553-10-,123,693016578610
ALG-FLA-553-11,64,693016578627
ALG-FLA-553-12,81,693016578634
ALG-FLA-601-6,0,693016578887
ALG-FLA-601-6-,0,693016578894
ALG-FLA-601-7,0,693016578900
ALG-FLA-601-7-,3,693016578917
ALG-FLA-601-8,0,693016578924
ALG-FLA-601-8-,0,693016578931
ALG-FLA-601-9,0,693016578948
ALG-FLA-601-9-,29,693016578955
ALG-FLA-601-10,0,693016578962
ALG-FLA-601-10-,64,693016578979
ALG-FLA-601-11,11,693016578986
ALG-FLA-601-12,16,693016578993
ALG-FLA-823-6,0,693016589098
ALG-FLA-823-6-,0,693016589104
ALG-FLA-823-7,0,693016589111
ALG-FLA-823-7-,0,693016589128
ALG-FLA-823-8,0,693016589135
ALG-FLA-823-8-,0,693016589142
ALG-FLA-823-9,0,693016589159
ALG-FLA-823-9-,0,693016589166
ALG-FLA-823-10,0,693016589173
ALG-FLA-823-10-,0,693016589180
ALG-FLA-823-11,0,693016589197
ALG-FLA-823-12,0,693016589203
ALG-FLI-104-6,0,693016589456
ALG-FLI-104-6-,0,693016589463
ALG-FLI-104-7,0,693016589470
ALG-FLI-104-7-,0,693016589487
ALG-FLI-104-8,0,693016589494
ALG-FLI-104-8-,0,693016589500
ALG-FLI-104-9,0,693016589517
ALG-FLI-104-9-,0,693016589524
ALG-FLI-104-10,0,693016589531
ALG-FLI-104-10-,0,693016589548
ALG-FLI-104-11,0,693016589555
ALG-FLI-104-12,0,693016589562
ALG-FLI-117-6,0,693016589333
ALG-FLI-117-6-,0,693016589340
ALG-FLI-117-7,0,693016589357
ALG-FLI-117-7-,0,693016589364
ALG-FLI-117-8,0,693016589371
ALG-FLI-117-8-,0,693016589388
ALG-FLI-117-9,0,693016589395
ALG-FLI-117-9-,0,693016589401
ALG-FLI-117-10,0,693016589418
ALG-FLI-117-10-,0,693016589425
ALG-FLI-117-11,0,693016589432
ALG-FLI-117-12,0,693016589449
ALG-FLI-214-34,0,693016552320
ALG-FLI-214-35,0,693016552337
ALG-FLI-214-36,0,693016552344
ALG-FLI-214-37,0,693016552351
ALG-FLI-214-38,0,693016552368
ALG-FLI-214-39,0,693016552375
ALG-FLI-214-40,0,693016552382
ALG-FLI-214-41,0,693016552399
ALG-FLI-214-42,0,693016552405
ALG-FLI-214-43,0,693016552412
ALG-FLI-530-6,0,693016579600
ALG-FLI-530-6-,0,693016579617
ALG-FLI-530-7,0,693016579624
ALG-FLI-530-7-,0,693016579631
ALG-FLI-530-8,0,693016579648
ALG-FLI-530-8-,3,693016579655
ALG-FLI-530-9,0,693016579662
ALG-FLI-530-9-,20,693016579679
ALG-FLI-530-10,0,693016579686
ALG-FLI-530-10-,38,693016579693
ALG-FLI-530-11,5,693016579709
ALG-FLI-530-12,22,693016579716
ALG-FLI-532-6,0,693016579488
ALG-FLI-532-6-,0,693016579495
ALG-FLI-532-7,0,693016579501
ALG-FLI-532-7-,0,693016579518
ALG-FLI-532-8,0,693016579525
ALG-FLI-532-8-,0,693016579532
ALG-FLI-532-9,0,693016579549
ALG-FLI-532-9-,0,693016579556
ALG-FLI-532-10,0,693016579563
ALG-FLI-532-10-,0,693016579570
ALG-FLI-532-11,0,693016579587
ALG-FLI-532-12,0,693016579594
ALG-FLI-601-6,0,693016579365
ALG-FLI-601-6-,0,693016579372
ALG-FLI-601-7,0,693016579389
ALG-FLI-601-7-,0,693016579396
ALG-FLI-601-8,0,693016579402
ALG-FLI-601-8-,0,693016579419
ALG-FLI-601-9,0,693016579426
ALG-FLI-601-9-,0,693016579433
ALG-FLI-601-10,0,693016579440
ALG-FLI-601-10-,27,693016579457
ALG-FLI-601-11,0,693016579464
ALG-FLI-601-12,16,693016579471
ALG-FRA-601-6,0,693016579129
ALG-FRA-601-6-,0,693016579136
ALG-FRA-601-7,0,693016579143
ALG-FRA-601-7-,0,693016579150
ALG-FRA-601-8,0,693016579167
