Shoebuy,Peppergate F,20170714,0,ALG-137_34,693016585175,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,4,ALG-137_35,693016585182,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,16,ALG-137_36,693016585199,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,39,ALG-137_37,693016585205,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,71,ALG-137_38,693016585212,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,87,ALG-137_39,693016585229,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,70,ALG-137_40,693016585236,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,46,ALG-137_41,693016585243,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,4,ALG-137_42,693016585250,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-137_43,693016585267,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-139_34,693016585472,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-139_35,693016585489,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-139_36,693016585496,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-139_37,693016585502,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-139_38,693016585519,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-139_39,693016585526,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-139_40,693016585533,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-139_41,693016585540,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-139_42,693016585557,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-139_43,693016585564,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-147_35,693016608942,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-147_36,693016608959,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,25,ALG-147_37,693016608966,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,26,ALG-147_38,693016608973,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,16,ALG-147_39,693016608980,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,2,ALG-147_40,693016608997,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,7,ALG-147_41,693016609000,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-147_42,693016609017,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-147_43,693016609024,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170714,0,ALG-148_35,693016609147,N,,54.50,,,,,,,
