Shoebuy,Peppergate F,20170323,0,ALG-137_34,693016585175,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,12,ALG-137_35,693016585182,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,5,ALG-137_36,693016585199,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,38,ALG-137_37,693016585205,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,62,ALG-137_38,693016585212,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,74,ALG-137_39,693016585229,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,55,ALG-137_40,693016585236,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,30,ALG-137_41,693016585243,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,12,ALG-137_42,693016585250,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,0,ALG-137_43,693016585267,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,0,ALG-138_34,693016585373,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,11,ALG-138_35,693016585380,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,19,ALG-138_36,693016585397,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,73,ALG-138_37,693016585403,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,120,ALG-138_38,693016585410,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,108,ALG-138_39,693016585427,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,89,ALG-138_40,693016585434,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,42,ALG-138_41,693016585441,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,25,ALG-138_42,693016585458,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,0,ALG-138_43,693016585465,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,0,ALG-139_34,693016585472,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,8,ALG-139_35,693016585489,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,22,ALG-139_36,693016585496,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,40,ALG-139_37,693016585502,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,71,ALG-139_38,693016585519,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,94,ALG-139_39,693016585526,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,44,ALG-139_40,693016585533,N,,54.50,,,,,,,
Shoebuy,Peppergate F,20170323,41,ALG-139_41,693016585540,N,,54.50,,,,,,,
