FULFILLMENT,SKU,QUANTITY
US,ALG-CAR-582 43,0
US,ALG-CAR-601 34,0
US,ALG-CAR-601 35,0
US,ALG-CAR-601 36,0
US,ALG-CAR-601 37,0
US,ALG-CAR-601 38,0
US,ALG-CAR-601 39,0
US,ALG-CAR-601 40,0
US,ALG-CAR-601 41,0
US,ALG-CAR-601 42,0
US,ALG-CAR-601 43,0
US,ALG-CAR-655 34,0
US,ALG-CAR-655 35,0
US,ALG-CAR-655 36,0
US,ALG-CAR-655 37,0
US,ALG-CAR-655 38,0
US,ALG-CAR-655 39,0
US,ALG-CAR-655 40,0
US,ALG-CAR-655 41,0
US,ALG-CAR-655 42,0
US,ALG-CAR-655 43,0
US,ALG-CAR-713 34,0
US,ALG-CAR-713 35,7
US,ALG-CAR-713 36,2
US,ALG-CAR-713 37,0
US,ALG-CAR-713 38,0
US,ALG-CAR-713 39,0
US,ALG-CAR-713 40,0
US,ALG-CAR-713 41,4
US,ALG-CAR-713 42,0
US,ALG-CAR-713 43,0
US,ALG-CAR-781 34,0
US,ALG-CAR-781 35,2
US,ALG-CAR-781 36,0
US,ALG-CAR-781 37,0
US,ALG-CAR-781 38,0
US,ALG-CAR-781 39,0
US,ALG-CAR-781 40,0
US,ALG-CAR-781 41,0
US,ALG-CAR-781 42,0
US,ALG-CAR-781 43,0
US,ALG-CAR-820 34,0
US,ALG-CAR-820 35,0
US,ALG-CAR-820 36,0
US,ALG-CAR-820 37,0
US,ALG-CAR-820 38,0
US,ALG-CAR-820 39,0
US,ALG-CAR-820 40,0
US,ALG-CAR-820 41,0
US,ALG-CAR-820 42,0
US,ALG-CAR-820 43,0
US,ALG-CAR-851 34,0
US,ALG-CAR-851 35,7
US,ALG-CAR-851 36,0
US,ALG-CAR-851 37,0
US,ALG-CAR-851 38,5
US,ALG-CAR-851 39,2
US,ALG-CAR-851 40,0
US,ALG-CAR-851 41,0
US,ALG-CAR-851 42,0
US,ALG-CAR-851 43,0
US,ALG-CAR-852 34,0
US,ALG-CAR-852 35,0
US,ALG-CAR-852 36,0
US,ALG-CAR-852 37,0
US,ALG-CAR-852 38,0
US,ALG-CAR-852 39,0
US,ALG-CAR-852 40,0
US,ALG-CAR-852 41,0
US,ALG-CAR-852 42,0
US,ALG-CAR-852 43,0
US,ALG-CAR-882 34,0
US,ALG-CAR-882 35,12
US,ALG-CAR-882 36,72
US,ALG-CAR-882 37,137
US,ALG-CAR-882 38,234
US,ALG-CAR-882 39,176
US,ALG-CAR-882 40,101
US,ALG-CAR-882 41,59
US,ALG-CAR-882 42,19
US,ALG-CAR-882 43,0
US,ALG-CAT-521 34,0
US,ALG-CAT-521 35,0
US,ALG-CAT-521 36,0
US,ALG-CAT-521 37,0
US,ALG-CAT-521 38,0
US,ALG-CAT-521 39,0
US,ALG-CAT-521 40,0
US,ALG-CAT-521 41,0
US,ALG-CAT-521 42,0
US,ALG-CAT-521 43,0
US,ALG-CAT-577 35,0
US,ALG-CAT-577 36,0
US,ALG-CAT-577 37,0
US,ALG-CAT-577 38,0
US,ALG-CAT-577 39,0
US,ALG-CAT-577 40,0
US,ALG-CAT-577 41,0
US,ALG-CAT-577 42,0
US,ALG-CAT-577 43,0
US,ALG-CAT-586 35,0
US,ALG-CAT-586 36,0
US,ALG-CAT-586 37,0
US,ALG-CAT-586 38,0
US,ALG-CAT-586 39,0
US,ALG-CAT-586 40,0
US,ALG-CAT-586 41,0
US,ALG-CAT-586 42,0
US,ALG-CAT-586 43,0
US,ALG-CAT-691 34,0
US,ALG-CAT-691 35,0
US,ALG-CAT-691 36,0
US,ALG-CAT-691 37,0
US,ALG-CAT-691 38,0
US,ALG-CAT-691 39,0
US,ALG-CAT-691 40,0
US,ALG-CAT-691 41,0
US,ALG-CAT-691 42,0
US,ALG-CAT-691 43,0
US,ALG-CAT-739 35,0
US,ALG-CAT-739 36,0
US,ALG-CAT-739 37,0
US,ALG-CAT-739 38,0
US,ALG-CAT-739 39,0
US,ALG-CAT-739 40,0
US,ALG-CAT-739 41,0
US,ALG-CAT-739 42,0
US,ALG-CAT-739 43,0
US,ALG-CAT-882 34,0
US,ALG-CAT-882 35,0
US,ALG-CAT-882 36,0
US,ALG-CAT-882 37,0
US,ALG-CAT-882 38,0
US,ALG-CAT-882 39,8
US,ALG-CAT-882 40,0
US,ALG-CAT-882 41,0
US,ALG-CAT-882 42,0
US,ALG-CAT-882 43,0
US,ALG-CAT-917 34,0
US,ALG-CAT-917 35,0
US,ALG-CAT-917 36,0
US,ALG-CAT-917 37,0
US,ALG-CAT-917 38,0
US,ALG-CAT-917 39,0
US,ALG-CAT-917 40,0
US,ALG-CAT-917 41,0
US,ALG-CAT-917 42,0
US,ALG-CAT-917 43,0
US,ALG-CHA-101 35,0
US,ALG-CHA-101 36,0
US,ALG-CHA-101 37,0
US,ALG-CHA-101 38,0
US,ALG-CHA-101 39,0
US,ALG-CHA-101 40,0
US,ALG-CHA-101 41,0
US,ALG-CHA-101 42,0
US,ALG-CHA-702 35,0
US,ALG-CHA-702 36,0
US,ALG-CHA-702 37,0
US,ALG-CHA-702 38,0
US,ALG-CHA-702 39,0
US,ALG-CHA-702 40,0
US,ALG-CHA-702 41,0
US,ALG-CHA-702 42,0
US,ALG-CIC-435 35,0
US,ALG-CIC-435 36,0
US,ALG-CIC-435 37,0
US,ALG-CIC-435 38,0
US,ALG-CIC-435 39,0
US,ALG-CIC-435 40,0
US,ALG-CIC-435 41,0
US,ALG-CIC-435 42,0
US,ALG-CIC-435 43,0
US,ALG-CIC-489 35,0
US,ALG-CIC-489 36,0
US,ALG-CIC-489 37,0
US,ALG-CIC-489 38,0
US,ALG-CIC-489 39,0
US,ALG-CIC-489 40,0
US,ALG-CIC-489 41,0
US,ALG-CIC-489 42,0
US,ALG-CIC-489 43,0
US,ALG-CIC-660 35,0
US,ALG-CIC-660 36,0
US,ALG-CIC-660 37,0
US,ALG-CIC-660 38,0
US,ALG-CIC-660 39,0
US,ALG-CIC-660 40,0
US,ALG-CIC-660 41,0
US,ALG-CIC-660 42,0
US,ALG-CIC-660 43,0
US,ALG-CIC-743 35,0
US,ALG-CIC-743 36,0
US,ALG-CIC-743 37,0
US,ALG-CIC-743 38,0
US,ALG-CIC-743 39,0
US,ALG-CIC-743 40,0
US,ALG-CIC-743 41,0
US,ALG-CIC-743 42,0
US,ALG-CIC-743 43,0
US,ALG-CIN-634 34,0
US,ALG-CIN-634 35,0
US,ALG-CIN-634 36,0
US,ALG-CIN-634 37,0
US,ALG-CIN-634 38,0
US,ALG-CIN-634 39,0
US,ALG-CIN-634 40,0
US,ALG-CIN-634 41,0
US,ALG-CIN-634 42,0
US,ALG-CIN-634 43,0
US,ALG-CIN-825 34,0
US,ALG-CIN-825 35,0
US,ALG-CIN-825 36,0
US,ALG-CIN-825 37,0
US,ALG-CIN-825 38,0
US,ALG-CIN-825 39,0
US,ALG-CIN-825 40,0
US,ALG-CIN-825 41,0
US,ALG-CIN-825 42,0
US,ALG-CIN-825 43,0
US,ALG-COL-139 34,0
US,ALG-COL-139 35,0
US,ALG-COL-139 36,0
US,ALG-COL-139 37,0
US,ALG-COL-139 38,0
US,ALG-COL-139 39,0
US,ALG-COL-139 40,0
US,ALG-COL-139 41,0
US,ALG-COL-139 42,0
US,ALG-COL-139 43,0
US,ALG-COL-215 34,0
US,ALG-COL-215 35,0
US,ALG-COL-215 36,0
US,ALG-COL-215 37,0
US,ALG-COL-215 38,0
US,ALG-COL-215 39,0
US,ALG-COL-215 40,0
US,ALG-COL-215 41,0
US,ALG-COL-215 42,0
US,ALG-COL-215 43,0
US,ALG-COL-638 34,0
US,ALG-COL-638 35,0
US,ALG-COL-638 36,0
US,ALG-COL-638 37,0
US,ALG-COL-638 38,0
US,ALG-COL-638 39,0
US,ALG-COL-638 40,0
US,ALG-COL-638 41,0
US,ALG-COL-638 42,0
US,ALG-COL-638 43,0
US,ALG-COL-665 34,0
US,ALG-COL-665 35,0
US,ALG-COL-665 36,0
US,ALG-COL-665 37,0
US,ALG-COL-665 38,0
US,ALG-COL-665 39,0
US,ALG-COL-665 40,0
US,ALG-COL-665 41,0
US,ALG-COL-665 42,0
US,ALG-COL-665 43,0
US,ALG-COL-667 34,0
US,ALG-COL-667 35,0
US,ALG-COL-667 36,0
US,ALG-COL-667 37,0
US,ALG-COL-667 38,0
US,ALG-COL-667 39,0
US,ALG-COL-667 40,0
US,ALG-COL-667 41,0
US,ALG-COL-667 42,0
US,ALG-COL-667 43,0
US,ALG-COL-758 34,0
US,ALG-COL-758 35,0
US,ALG-COL-758 36,0
US,ALG-COL-758 37,0
US,ALG-COL-758 38,0
US,ALG-COL-758 39,0
US,ALG-COL-758 40,0
US,ALG-COL-758 41,0
US,ALG-COL-758 42,0
US,ALG-COL-758 43,0
US,ALG-COL-781 34,0
US,ALG-COL-781 35,0
US,ALG-COL-781 36,0
US,ALG-COL-781 37,0
US,ALG-COL-781 38,0
US,ALG-COL-781 39,0
US,ALG-COL-781 40,0
US,ALG-COL-781 41,0
US,ALG-COL-781 42,0
US,ALG-COL-781 43,0
US,ALG-DAN-413 35,25
US,ALG-DAN-413 36,55
US,ALG-DAN-413 37,90
US,ALG-DAN-413 38,89
US,ALG-DAN-413 39,82
US,ALG-DAN-413 40,50
US,ALG-DAN-413 41,17
US,ALG-DAN-413 42,0
US,ALG-DAN-413 43,0
US,ALG-DAN-435 35,23
US,ALG-DAN-435 36,61
US,ALG-DAN-435 37,101
US,ALG-DAN-435 38,107
US,ALG-DAN-435 39,87
US,ALG-DAN-435 40,41
US,ALG-DAN-435 41,27
US,ALG-DAN-435 42,0
US,ALG-DAN-435 43,0
US,ALG-DAN-528 35,10
US,ALG-DAN-528 36,28
US,ALG-DAN-528 37,47
US,ALG-DAN-528 38,56
US,ALG-DAN-528 39,62
US,ALG-DAN-528 40,31
US,ALG-DAN-528 41,10
US,ALG-DAN-528 42,0
US,ALG-DAN-528 43,0
US,ALG-DAN-601 35,35
US,ALG-DAN-601 36,70
US,ALG-DAN-601 37,104
US,ALG-DAN-601 38,112
US,ALG-DAN-601 39,110
US,ALG-DAN-601 40,55
US,ALG-DAN-601 41,24
US,ALG-DAN-601 42,0
US,ALG-DAN-601 43,0
US,ALG-DAN-656 35,6
US,ALG-DAN-656 36,23
US,ALG-DAN-656 37,44
US,ALG-DAN-656 38,43
US,ALG-DAN-656 39,60
US,ALG-DAN-656 40,28
US,ALG-DAN-656 41,9
US,ALG-DAN-656 42,0
US,ALG-DAN-656 43,0
US,ALG-DAY-238 34,0
US,ALG-DAY-238 35,0
US,ALG-DAY-238 36,2
US,ALG-DAY-238 37,0
US,ALG-DAY-238 38,0
US,ALG-DAY-238 39,0
US,ALG-DAY-238 40,0
US,ALG-DAY-238 41,0
US,ALG-DAY-238 42,0
US,ALG-DAY-238 43,0
US,ALG-DAY-248 35,0
US,ALG-DAY-248 36,0
US,ALG-DAY-248 37,0
US,ALG-DAY-248 38,0
US,ALG-DAY-248 39,0
US,ALG-DAY-248 40,0
US,ALG-DAY-248 41,0
US,ALG-DAY-248 42,0
US,ALG-DAY-249 34,0
US,ALG-DAY-249 35,0
US,ALG-DAY-249 36,0
US,ALG-DAY-249 37,0
US,ALG-DAY-249 38,0
US,ALG-DAY-249 39,0
US,ALG-DAY-249 40,0
US,ALG-DAY-249 41,0
US,ALG-DAY-249 42,0
US,ALG-DAY-249 43,0
US,ALG-DAY-327 34,0
US,ALG-DAY-327 35,5
US,ALG-DAY-327 36,0
US,ALG-DAY-327 37,0
US,ALG-DAY-327 38,0
US,ALG-DAY-327 39,0
US,ALG-DAY-327 40,0
US,ALG-DAY-327 41,0
US,ALG-DAY-327 42,0
US,ALG-DAY-327 43,0
US,ALG-DAY-403 34,0
US,ALG-DAY-403 35,0
US,ALG-DAY-403 36,0
US,ALG-DAY-403 37,0
US,ALG-DAY-403 38,0
US,ALG-DAY-403 39,0
US,ALG-DAY-403 40,0
US,ALG-DAY-403 41,0
US,ALG-DAY-403 42,0
US,ALG-DAY-403 43,0
US,ALG-DAY-447 34,0
US,ALG-DAY-447 35,19
US,ALG-DAY-447 36,53
US,ALG-DAY-447 37,108
US,ALG-DAY-447 38,166
US,ALG-DAY-447 39,175
US,ALG-DAY-447 40,136
US,ALG-DAY-447 41,78
US,ALG-DAY-447 42,48
US,ALG-DAY-447 43,0
US,ALG-DAY-553 34,0
US,ALG-DAY-553 35,12
US,ALG-DAY-553 36,53
US,ALG-DAY-553 37,92
US,ALG-DAY-553 38,172
US,ALG-DAY-553 39,156
US,ALG-DAY-553 40,98
US,ALG-DAY-553 41,64
US,ALG-DAY-553 42,30
US,ALG-DAY-553 43,0
US,ALG-DAY-601 35,43
US,ALG-DAY-601 36,118
US,ALG-DAY-601 37,216
US,ALG-DAY-601 38,310
US,ALG-DAY-601 39,334
US,ALG-DAY-601 40,213
US,ALG-DAY-601 41,142
US,ALG-DAY-601 42,46
US,ALG-DAY-640 35,37
US,ALG-DAY-640 36,91
US,ALG-DAY-640 37,157
US,ALG-DAY-640 38,163
US,ALG-DAY-640 39,129
US,ALG-DAY-640 40,80
US,ALG-DAY-640 41,34
US,ALG-DAY-640 42,0
US,ALG-DAY-640 43,0
US,ALG-DAY-735 35,28
US,ALG-DAY-735 36,49
US,ALG-DAY-735 37,97
US,ALG-DAY-735 38,93
US,ALG-DAY-735 39,69
US,ALG-DAY-735 40,44
US,ALG-DAY-735 41,20
US,ALG-DAY-735 42,0
US,ALG-DAY-735 43,0
US,ALG-DEB-140 34,5
US,ALG-DEB-140 35,29
US,ALG-DEB-140 36,47
US,ALG-DEB-140 37,137
US,ALG-DEB-140 38,214
US,ALG-DEB-140 39,247
US,ALG-DEB-140 40,155
US,ALG-DEB-140 41,58
US,ALG-DEB-140 42,62
US,ALG-DEB-140 43,2
US,ALG-DEB-141 34,3
US,ALG-DEB-141 35,18
US,ALG-DEB-141 36,29
US,ALG-DEB-141 37,61
US,ALG-DEB-141 38,117
US,ALG-DEB-141 39,139
US,ALG-DEB-141 40,91
US,ALG-DEB-141 41,54
US,ALG-DEB-141 42,34
US,ALG-DEB-141 43,0
US,ALG-DEB-148 35,0
US,ALG-DEB-148 36,0
US,ALG-DEB-148 37,0
US,ALG-DEB-148 38,0
US,ALG-DEB-148 39,0
US,ALG-DEB-148 40,0
US,ALG-DEB-148 41,0
US,ALG-DEB-148 42,0
US,ALG-DEB-148 43,8
US,ALG-DEB-345 34,0
US,ALG-DEB-345 35,0
US,ALG-DEB-345 36,0
US,ALG-DEB-345 37,0
US,ALG-DEB-345 38,0
US,ALG-DEB-345 39,0
US,ALG-DEB-345 40,0
US,ALG-DEB-345 41,0
US,ALG-DEB-345 42,0
US,ALG-DEB-345 43,0
US,ALG-DEB-386 35,0
US,ALG-DEB-386 36,0
US,ALG-DEB-386 37,0
US,ALG-DEB-386 38,0
US,ALG-DEB-386 39,0
US,ALG-DEB-386 40,0
US,ALG-DEB-386 41,0
US,ALG-DEB-386 42,0
US,ALG-DEB-386 43,0
US,ALG-DEB-413 35,0
US,ALG-DEB-413 36,0
US,ALG-DEB-413 37,9
US,ALG-DEB-413 38,46
US,ALG-DEB-413 39,52
US,ALG-DEB-413 40,22
US,ALG-DEB-413 41,15
US,ALG-DEB-413 42,2
US,ALG-DEB-413 43,6
US,ALG-DEB-435 35,0
US,ALG-DEB-435 36,0
US,ALG-DEB-435 37,0
US,ALG-DEB-435 38,0
US,ALG-DEB-435 39,0
US,ALG-DEB-435 40,0
US,ALG-DEB-435 41,0
US,ALG-DEB-435 42,4
US,ALG-DEB-435 43,0
US,ALG-DEB-447 34,5
US,ALG-DEB-447 35,10
US,ALG-DEB-447 36,20
US,ALG-DEB-447 37,4
US,ALG-DEB-447 38,45
US,ALG-DEB-447 39,58
US,ALG-DEB-447 40,40
US,ALG-DEB-447 41,20
US,ALG-DEB-447 42,11
US,ALG-DEB-447 43,0
US,ALG-DEB-480 34,0
US,ALG-DEB-480 35,10
US,ALG-DEB-480 36,0
US,ALG-DEB-480 37,0
US,ALG-DEB-480 38,0
US,ALG-DEB-480 39,0
US,ALG-DEB-480 40,0
US,ALG-DEB-480 41,0
US,ALG-DEB-480 42,0
US,ALG-DEB-480 43,0
US,ALG-DEB-484 34,7
US,ALG-DEB-484 35,21
US,ALG-DEB-484 36,79
US,ALG-DEB-484 37,78
US,ALG-DEB-484 38,113
US,ALG-DEB-484 39,193
US,ALG-DEB-484 40,133
US,ALG-DEB-484 41,61
US,ALG-DEB-484 42,60
US,ALG-DEB-484 43,25
US,ALG-DEB-531 35,32
US,ALG-DEB-531 36,190
US,ALG-DEB-531 37,303
US,ALG-DEB-531 38,528
US,ALG-DEB-531 39,465
US,ALG-DEB-531 40,316
US,ALG-DEB-531 41,249
US,ALG-DEB-531 42,50
US,ALG-DEB-531 34,25
US,ALG-DEB-531 43,6
US,ALG-DEB-551 34,0
US,ALG-DEB-551 35,0
US,ALG-DEB-551 36,0
US,ALG-DEB-551 37,0
US,ALG-DEB-551 38,0
US,ALG-DEB-551 39,0
US,ALG-DEB-551 40,0
US,ALG-DEB-551 41,0
US,ALG-DEB-551 42,0
US,ALG-DEB-551 43,0
US,ALG-DEB-560 34,0
US,ALG-DEB-560 35,0
US,ALG-DEB-560 36,0
US,ALG-DEB-560 37,0
US,ALG-DEB-560 38,0
US,ALG-DEB-560 39,0
US,ALG-DEB-560 40,0
US,ALG-DEB-560 41,0
US,ALG-DEB-560 42,0
US,ALG-DEB-560 43,0
US,ALG-DEB-600 35,0
US,ALG-DEB-600 36,3
US,ALG-DEB-600 37,0
US,ALG-DEB-600 38,52
US,ALG-DEB-600 39,78
US,ALG-DEB-600 40,73
US,ALG-DEB-600 41,50
US,ALG-DEB-600 42,26
US,ALG-DEB-600 34,9
US,ALG-DEB-600 43,20
US,ALG-DEB-601 35,57
US,ALG-DEB-601 36,148
US,ALG-DEB-601 37,356
US,ALG-DEB-601 38,482
US,ALG-DEB-601 39,562
US,ALG-DEB-601 40,234
US,ALG-DEB-601 41,154
US,ALG-DEB-601 42,56
US,ALG-DEB-601 34,20
US,ALG-DEB-601 43,42
US,ALG-DEB-654 34,0
US,ALG-DEB-654 35,0
US,ALG-DEB-654 36,0
US,ALG-DEB-654 37,0
US,ALG-DEB-654 38,0
US,ALG-DEB-654 39,0
US,ALG-DEB-654 40,0
US,ALG-DEB-654 41,0
US,ALG-DEB-654 42,0
US,ALG-DEB-654 43,0
US,ALG-DEB-656 35,8
US,ALG-DEB-656 36,20
US,ALG-DEB-656 37,35
US,ALG-DEB-656 38,76
US,ALG-DEB-656 39,81
US,ALG-DEB-656 40,43
US,ALG-DEB-656 41,19
US,ALG-DEB-656 42,3
US,ALG-DEB-656 43,9
US,ALG-DEB-725 35,0
US,ALG-DEB-725 36,0
US,ALG-DEB-725 37,0
US,ALG-DEB-725 38,0
US,ALG-DEB-725 39,0
US,ALG-DEB-725 40,0
US,ALG-DEB-725 41,0
US,ALG-DEB-725 42,0
US,ALG-DEB-725 43,0
US,ALG-DEB-777 34,15
US,ALG-DEB-777 35,76
US,ALG-DEB-777 36,185
US,ALG-DEB-777 37,294
US,ALG-DEB-777 38,430
US,ALG-DEB-777 39,381
US,ALG-DEB-777 40,300
US,ALG-DEB-777 41,267
US,ALG-DEB-777 42,141
US,ALG-DEB-777 43,13
US,ALG-DEB-783 34,0
US,ALG-DEB-783 35,0
US,ALG-DEB-783 36,0
US,ALG-DEB-783 37,0
US,ALG-DEB-783 38,0
US,ALG-DEB-783 39,0
US,ALG-DEB-783 40,0
US,ALG-DEB-783 41,0
US,ALG-DEB-783 42,0
US,ALG-DEB-783 43,0
US,ALG-DEB-810 35,2
US,ALG-DEB-810 36,0
US,ALG-DEB-810 37,0
US,ALG-DEB-810 38,0
US,ALG-DEB-810 39,0
US,ALG-DEB-810 40,0
US,ALG-DEB-810 41,0
US,ALG-DEB-810 42,0
US,ALG-DEB-824 35,0
US,ALG-DEB-824 36,0
US,ALG-DEB-824 37,0
US,ALG-DEB-824 38,0
US,ALG-DEB-824 39,0
US,ALG-DEB-824 40,0
US,ALG-DEB-824 41,0
US,ALG-DEB-824 42,0
US,ALG-DEB-824 43,3
US,ALG-DON-301 34,0
US,ALG-DON-301 35,0
US,ALG-DON-301 36,0
US,ALG-DON-301 37,0
US,ALG-DON-301 38,0
US,ALG-DON-301 39,0
US,ALG-DON-301 40,0
US,ALG-DON-301 41,0
US,ALG-DON-301 42,0
US,ALG-DON-301 43,0
US,ALG-DON-323S 35,0
US,ALG-DON-323S 36,0
US,ALG-DON-323S 37,0
US,ALG-DON-323S 38,0
US,ALG-DON-323S 39,0
US,ALG-DON-323S 40,0
US,ALG-DON-323S 41,0
US,ALG-DON-323S 42,0
US,ALG-DON-543 34,0
US,ALG-DON-543 35,0
US,ALG-DON-543 36,0
US,ALG-DON-543 37,0
US,ALG-DON-543 38,0
US,ALG-DON-543 39,0
US,ALG-DON-543 40,0
US,ALG-DON-543 41,0
US,ALG-DON-543 42,0
US,ALG-DON-543 43,0
US,ALG-DYL-422 34,0
US,ALG-DYL-422 35,0
US,ALG-DYL-422 36,0
US,ALG-DYL-422 37,0
US,ALG-DYL-422 38,0
US,ALG-DYL-422 39,2
US,ALG-DYL-422 40,0
US,ALG-DYL-422 41,0
US,ALG-DYL-422 42,0
US,ALG-DYL-422 43,0
US,ALG-DYL-601 34,0
US,ALG-DYL-601 35,0
US,ALG-DYL-601 36,0
US,ALG-DYL-601 37,0
US,ALG-DYL-601 38,0
US,ALG-DYL-601 39,3
US,ALG-DYL-601 40,0
US,ALG-DYL-601 41,0
US,ALG-DYL-601 42,0
US,ALG-DYL-601 43,0
US,ALG-DYL-882 34,0
US,ALG-DYL-882 35,0
US,ALG-DYL-882 36,0
US,ALG-DYL-882 37,0
US,ALG-DYL-882 38,2
US,ALG-DYL-882 39,5
US,ALG-DYL-882 40,3
US,ALG-DYL-882 41,0
US,ALG-DYL-882 42,0
US,ALG-DYL-882 43,0
US,ALG-ELI-425 34,0
US,ALG-ELI-425 35,0
US,ALG-ELI-425 36,0
US,ALG-ELI-425 37,0
US,ALG-ELI-425 38,0
US,ALG-ELI-425 39,0
US,ALG-ELI-425 40,0
US,ALG-ELI-425 41,0
US,ALG-ELI-425 42,0
US,ALG-ELI-425 43,0
US,ALG-ELI-435 35,0
US,ALG-ELI-435 36,0
US,ALG-ELI-435 37,0
US,ALG-ELI-435 38,9
US,ALG-ELI-435 39,5
US,ALG-ELI-435 40,50
US,ALG-ELI-435 41,3
US,ALG-ELI-435 42,0
US,ALG-ELI-435 43,0
US,ALG-ELI-552 34,0
US,ALG-ELI-552 35,0
US,ALG-ELI-552 36,0
US,ALG-ELI-552 37,0
US,ALG-ELI-552 38,0
US,ALG-ELI-552 39,0
US,ALG-ELI-552 40,0
US,ALG-ELI-552 41,0
US,ALG-ELI-552 42,0
US,ALG-ELI-552 43,0
US,ALG-ELI-579 35,7
US,ALG-ELI-579 36,0
US,ALG-ELI-579 37,10
US,ALG-ELI-579 38,46
US,ALG-ELI-579 39,44
US,ALG-ELI-579 40,52
US,ALG-ELI-579 41,14
US,ALG-ELI-579 42,0
US,ALG-ELI-579 43,0
US,ALG-ELI-660 35,0
US,ALG-ELI-660 36,0
US,ALG-ELI-660 37,23
US,ALG-ELI-660 38,56
US,ALG-ELI-660 39,49
US,ALG-ELI-660 40,58
US,ALG-ELI-660 41,8
US,ALG-ELI-660 42,0
US,ALG-ELI-660 43,0
US,ALG-ELI-747 34,0
US,ALG-ELI-747 35,0
US,ALG-ELI-747 36,0
US,ALG-ELI-747 37,0
US,ALG-ELI-747 38,0
US,ALG-ELI-747 39,0
US,ALG-ELI-747 40,0
US,ALG-ELI-747 41,0
US,ALG-ELI-747 42,0
US,ALG-ELI-747 43,0
US,ALG-ELL-446 35,9
US,ALG-ELL-446 36,39
US,ALG-ELL-446 37,64
US,ALG-ELL-446 38,61
US,ALG-ELL-446 39,38
US,ALG-ELL-446 40,48
US,ALG-ELL-446 41,20
US,ALG-ELL-446 42,0
US,ALG-ELL-446 43,0
US,ALG-ELL-448 35,20
US,ALG-ELL-448 36,52
US,ALG-ELL-448 37,79
US,ALG-ELL-448 38,74
US,ALG-ELL-448 39,39
US,ALG-ELL-448 40,39
US,ALG-ELL-448 41,10
US,ALG-ELL-448 42,0
US,ALG-ELL-448 43,0
US,ALG-ELL-484 34,0
US,ALG-ELL-484 35,0
US,ALG-ELL-484 36,0
US,ALG-ELL-484 37,0
US,ALG-ELL-484 38,0
US,ALG-ELL-484 39,0
US,ALG-ELL-484 40,0
US,ALG-ELL-484 41,0
US,ALG-ELL-484 42,0
US,ALG-ELL-484 43,0
US,ALG-ELL-532 34,0
US,ALG-ELL-532 35,0
US,ALG-ELL-532 36,0
US,ALG-ELL-532 37,0
US,ALG-ELL-532 38,0
US,ALG-ELL-532 39,0
US,ALG-ELL-532 40,0
US,ALG-ELL-532 41,0
US,ALG-ELL-532 42,0
US,ALG-ELL-532 43,0
US,ALG-ELL-541 34,0
US,ALG-ELL-541 35,12
US,ALG-ELL-541 36,46
US,ALG-ELL-541 37,52
US,ALG-ELL-541 38,92
US,ALG-ELL-541 39,50
US,ALG-ELL-541 40,85
US,ALG-ELL-541 41,44
US,ALG-ELL-541 42,33
US,ALG-ELL-541 43,0
US,ALG-ELL-551 34,0
US,ALG-ELL-551 35,31
US,ALG-ELL-551 36,22
US,ALG-ELL-551 37,40
US,ALG-ELL-551 38,68
US,ALG-ELL-551 39,47
US,ALG-ELL-551 40,10
US,ALG-ELL-551 41,32
US,ALG-ELL-551 42,18
US,ALG-ELL-551 43,0
US,ALG-ELL-601 34,0
US,ALG-ELL-601 35,5
US,ALG-ELL-601 36,0
US,ALG-ELL-601 37,0
US,ALG-ELL-601 38,0
US,ALG-ELL-601 39,0
US,ALG-ELL-601 40,0
US,ALG-ELL-601 41,13
US,ALG-ELL-601 42,11
US,ALG-ELL-601 43,0
US,ALG-EMM-011 34,0
US,ALG-EMM-011 35,0
US,ALG-EMM-011 36,0
US,ALG-EMM-011 37,0
US,ALG-EMM-011 38,0
US,ALG-EMM-011 39,0
US,ALG-EMM-011 40,0
US,ALG-EMM-011 41,0
US,ALG-EMM-011 42,0
US,ALG-EMM-011 43,0
US,ALG-EMM-802 34,0
US,ALG-EMM-802 35,0
US,ALG-EMM-802 36,0
US,ALG-EMM-802 37,0
US,ALG-EMM-802 38,0
US,ALG-EMM-802 39,0
US,ALG-EMM-802 40,0
US,ALG-EMM-802 41,0
US,ALG-EMM-802 42,0
US,ALG-EMM-802 43,0
US,ALG-EMM-803 34,0
US,ALG-EMM-803 35,0
US,ALG-EMM-803 36,0
US,ALG-EMM-803 37,0
US,ALG-EMM-803 38,0
US,ALG-EMM-803 39,0
US,ALG-EMM-803 40,0
US,ALG-EMM-803 41,0
US,ALG-EMM-803 42,0
US,ALG-EMM-803 43,0
US,ALG-ERI-566 34,0
US,ALG-ERI-566 35,16
US,ALG-ERI-566 36,40
US,ALG-ERI-566 37,76
US,ALG-ERI-566 38,93
US,ALG-ERI-566 39,123
US,ALG-ERI-566 40,19
US,ALG-ERI-566 41,0
US,ALG-ERI-566 42,0
US,ALG-ERI-566 43,0
US,ALG-ERY-586 35,0
US,ALG-ERY-586 36,0
US,ALG-ERY-586 37,0
US,ALG-ERY-586 38,0
US,ALG-ERY-586 39,0
US,ALG-ERY-586 40,0
US,ALG-ERY-586 41,0
US,ALG-ERY-586 42,0
US,ALG-ERY-586 43,0
US,ALG-ERY-640 35,0
US,ALG-ERY-640 36,0
US,ALG-ERY-640 37,0
US,ALG-ERY-640 38,0
US,ALG-ERY-640 39,0
US,ALG-ERY-640 40,0
US,ALG-ERY-640 41,0
