Inventory Reference,Inventory Date,Vendor Number,Buyer Part Number,UPC,Product Description,Qty
170714,20170714,1936304,ALG-DAY-403,693016547326,Dayna Leopard Stripes,0,
170714,20170714,1936304,ALG-DAY-403,693016547333,Dayna Leopard Stripes,0,
170714,20170714,1936304,ALG-DAY-403,693016547340,Dayna Leopard Stripes,0,
170714,20170714,1936304,ALG-DAY-403,693016547357,Dayna Leopard Stripes,0,
170714,20170714,1936304,ALG-DAY-403,693016547364,Dayna Leopard Stripes,0,
170714,20170714,1936304,ALG-DAY-403,693016547371,Dayna Leopard Stripes,0,
170714,20170714,1936304,ALG-DAY-403,693016547388,Dayna Leopard Stripes,0,
170714,20170714,1936304,ALG-DAY-403,693016547395,Dayna Leopard Stripes,0,
170714,20170714,1936304,ALG-DAY-403,693016547401,Dayna Leopard Stripes,0,
170714,20170714,1936304,ALG-DAY-403,693016547418,Dayna Leopard Stripes,0,
170714,20170714,1936304,ALG-DAY-447,693016587179,Dayna Blissful,0,
170714,20170714,1936304,ALG-DAY-447,693016587186,Dayna Blissful,19,
170714,20170714,1936304,ALG-DAY-447,693016587193,Dayna Blissful,53,
170714,20170714,1936304,ALG-DAY-447,693016587209,Dayna Blissful,108,
170714,20170714,1936304,ALG-DAY-447,693016587216,Dayna Blissful,166,
170714,20170714,1936304,ALG-DAY-447,693016587223,Dayna Blissful,175,
170714,20170714,1936304,ALG-DAY-447,693016587230,Dayna Blissful,136,
170714,20170714,1936304,ALG-DAY-447,693016587247,Dayna Blissful,78,
170714,20170714,1936304,ALG-DAY-447,693016587254,Dayna Blissful,48,
170714,20170714,1936304,ALG-DAY-447,693016587261,Dayna Blissful,0,
170714,20170714,1936304,ALG-DAY-553,693016571505,Dayna Pewter Florette,0,
170714,20170714,1936304,ALG-DAY-553,693016571512,Dayna Pewter Florette,12,
170714,20170714,1936304,ALG-DAY-553,693016571529,Dayna Pewter Florette,53,
170714,20170714,1936304,ALG-DAY-553,693016571536,Dayna Pewter Florette,92,
170714,20170714,1936304,ALG-DAY-553,693016571543,Dayna Pewter Florette,172,
170714,20170714,1936304,ALG-DAY-553,693016571550,Dayna Pewter Florette,156,
170714,20170714,1936304,ALG-DAY-553,693016571567,Dayna Pewter Florette,98,
170714,20170714,1936304,ALG-DAY-553,693016571574,Dayna Pewter Florette,64,
170714,20170714,1936304,ALG-DAY-553,693016571581,Dayna Pewter Florette,30,
170714,20170714,1936304,ALG-DAY-553,693016571598,Dayna Pewter Florette,0,
170714,20170714,1936304,ALG-DAY-601,693016267248,Dayna Black Napa Leather,43,
170714,20170714,1936304,ALG-DAY-601,693016267255,Dayna Black Napa Leather,118,
170714,20170714,1936304,ALG-DAY-601,693016267262,Dayna Black Napa Leather,216,
170714,20170714,1936304,ALG-DAY-601,693016267279,Dayna Black Napa Leather,310,
170714,20170714,1936304,ALG-DAY-601,693016267286,Dayna Black Napa Leather,334,
170714,20170714,1936304,ALG-DAY-601,693016267293,Dayna Black Napa Leather,213,
170714,20170714,1936304,ALG-DAY-601,693016267309,Dayna Black Napa Leather,142,
170714,20170714,1936304,ALG-DAY-601,693016267316,Dayna Black Napa Leather,46,
170714,20170714,1936304,ALG-DAY-640,693016610747,Dayna Jet Luster,37,
170714,20170714,1936304,ALG-DAY-640,693016610754,Dayna Jet Luster,91,
170714,20170714,1936304,ALG-DAY-640,693016610761,Dayna Jet Luster,157,
170714,20170714,1936304,ALG-DAY-640,693016610778,Dayna Jet Luster,163,
170714,20170714,1936304,ALG-DAY-640,693016610785,Dayna Jet Luster,129,
170714,20170714,1936304,ALG-DAY-640,693016610792,Dayna Jet Luster,80,
170714,20170714,1936304,ALG-DAY-640,693016610808,Dayna Jet Luster,34,
170714,20170714,1936304,ALG-DAY-640,693016610815,Dayna Jet Luster,0,
170714,20170714,1936304,ALG-DAY-640,693016610822,Dayna Jet Luster,0,
170714,20170714,1936304,ALG-DAY-735,693016610648,Dayna Ice Ice Baby,28,
170714,20170714,1936304,ALG-DAY-735,693016610655,Dayna Ice Ice Baby,49,
170714,20170714,1936304,ALG-DAY-735,693016610662,Dayna Ice Ice Baby,97,
170714,20170714,1936304,ALG-DAY-735,693016610679,Dayna Ice Ice Baby,93,
170714,20170714,1936304,ALG-DAY-735,693016610686,Dayna Ice Ice Baby,69,
170714,20170714,1936304,ALG-DAY-735,693016610693,Dayna Ice Ice Baby,44,
170714,20170714,1936304,ALG-DAY-735,693016610709,Dayna Ice Ice Baby,20,
170714,20170714,1936304,ALG-DAY-735,693016610716,Dayna Ice Ice Baby,0,
170714,20170714,1936304,ALG-DAY-735,693016610723,Dayna Ice Ice Baby,0,
170714,20170714,1936304,ALG-DEB-140,693016586974,Debra Wavy Navy,5,
170714,20170714,1936304,ALG-DEB-140,693016586981,Debra Wavy Navy,29,
170714,20170714,1936304,ALG-DEB-140,693016586998,Debra Wavy Navy,47,
170714,20170714,1936304,ALG-DEB-140,693016587001,Debra Wavy Navy,137,
170714,20170714,1936304,ALG-DEB-140,693016587018,Debra Wavy Navy,214,
170714,20170714,1936304,ALG-DEB-140,693016587025,Debra Wavy Navy,247,
170714,20170714,1936304,ALG-DEB-140,693016587032,Debra Wavy Navy,155,
170714,20170714,1936304,ALG-DEB-140,693016587049,Debra Wavy Navy,58,
170714,20170714,1936304,ALG-DEB-140,693016587056,Debra Wavy Navy,62,
170714,20170714,1936304,ALG-DEB-140,693016587063,Debra Wavy Navy,2,
170714,20170714,1936304,ALG-DEB-141,693016586875,Debra Psych Fest,3,
170714,20170714,1936304,ALG-DEB-141,693016586882,Debra Psych Fest,18,
170714,20170714,1936304,ALG-DEB-141,693016586899,Debra Psych Fest,29,
170714,20170714,1936304,ALG-DEB-141,693016586905,Debra Psych Fest,61,
170714,20170714,1936304,ALG-DEB-141,693016586912,Debra Psych Fest,117,
170714,20170714,1936304,ALG-DEB-141,693016586929,Debra Psych Fest,139,
170714,20170714,1936304,ALG-DEB-141,693016586936,Debra Psych Fest,91,
170714,20170714,1936304,ALG-DEB-141,693016586943,Debra Psych Fest,54,
170714,20170714,1936304,ALG-DEB-141,693016586950,Debra Psych Fest,34,
170714,20170714,1936304,ALG-DEB-141,693016586967,Debra Psych Fest,0,
170714,20170714,1936304,ALG-DEB-148,693016610143,Debra Vortex,0,
170714,20170714,1936304,ALG-DEB-148,693016610150,Debra Vortex,0,
170714,20170714,1936304,ALG-DEB-148,693016610167,Debra Vortex,0,
170714,20170714,1936304,ALG-DEB-148,693016610174,Debra Vortex,0,
170714,20170714,1936304,ALG-DEB-148,693016610181,Debra Vortex,0,
170714,20170714,1936304,ALG-DEB-148,693016610198,Debra Vortex,0,
170714,20170714,1936304,ALG-DEB-148,693016610204,Debra Vortex,0,
170714,20170714,1936304,ALG-DEB-148,693016610211,Debra Vortex,0,
170714,20170714,1936304,ALG-DEB-148,693016610228,Debra Vortex,8,
170714,20170714,1936304,ALG-DEB-345,693016547623,Debra Wild West Ash,0,
170714,20170714,1936304,ALG-DEB-345,693016547630,Debra Wild West Ash,0,
170714,20170714,1936304,ALG-DEB-345,693016547647,Debra Wild West Ash,0,
170714,20170714,1936304,ALG-DEB-345,693016547654,Debra Wild West Ash,0,
170714,20170714,1936304,ALG-DEB-345,693016547661,Debra Wild West Ash,0,
170714,20170714,1936304,ALG-DEB-345,693016547678,Debra Wild West Ash,0,
170714,20170714,1936304,ALG-DEB-345,693016547685,Debra Wild West Ash,0,
170714,20170714,1936304,ALG-DEB-345,693016547692,Debra Wild West Ash,0,
170714,20170714,1936304,ALG-DEB-345,693016547708,Debra Wild West Ash,0,
170714,20170714,1936304,ALG-DEB-345,693016547715,Debra Wild West Ash,0,
170714,20170714,1936304,ALG-DEB-386,693016303274,Debra Rome Patent,0,
170714,20170714,1936304,ALG-DEB-386,693016303281,Debra Rome Patent,0,
170714,20170714,1936304,ALG-DEB-386,693016303298,Debra Rome Patent,0,
170714,20170714,1936304,ALG-DEB-386,693016303304,Debra Rome Patent,0,
170714,20170714,1936304,ALG-DEB-386,693016303311,Debra Rome Patent,0,
170714,20170714,1936304,ALG-DEB-386,693016303328,Debra Rome Patent,0,
170714,20170714,1936304,ALG-DEB-386,693016303335,Debra Rome Patent,0,
170714,20170714,1936304,ALG-DEB-386,693016303342,Debra Rome Patent,0,
170714,20170714,1936304,ALG-DEB-386,693016313396,Debra Rome Patent,0,
170714,20170714,1936304,ALG-DEB-413,693016610242,Debra Starlit,0,
170714,20170714,1936304,ALG-DEB-413,693016610259,Debra Starlit,0,
170714,20170714,1936304,ALG-DEB-413,693016610266,Debra Starlit,9,
170714,20170714,1936304,ALG-DEB-413,693016610273,Debra Starlit,46,
170714,20170714,1936304,ALG-DEB-413,693016610280,Debra Starlit,52,
170714,20170714,1936304,ALG-DEB-413,693016610297,Debra Starlit,22,
170714,20170714,1936304,ALG-DEB-413,693016610303,Debra Starlit,15,
170714,20170714,1936304,ALG-DEB-413,693016610310,Debra Starlit,2,
170714,20170714,1936304,ALG-DEB-413,693016610327,Debra Starlit,6,
170714,20170714,1936304,ALG-DEB-435,693016610549,Debra Delicut,0,
170714,20170714,1936304,ALG-DEB-435,693016610556,Debra Delicut,0,
170714,20170714,1936304,ALG-DEB-435,693016610563,Debra Delicut,0,
170714,20170714,1936304,ALG-DEB-435,693016610570,Debra Delicut,0,
170714,20170714,1936304,ALG-DEB-435,693016610587,Debra Delicut,0,
170714,20170714,1936304,ALG-DEB-435,693016610594,Debra Delicut,0,
170714,20170714,1936304,ALG-DEB-435,693016610600,Debra Delicut,0,
170714,20170714,1936304,ALG-DEB-435,693016610617,Debra Delicut,4,
170714,20170714,1936304,ALG-DEB-435,693016610624,Debra Delicut,0,
170714,20170714,1936304,ALG-DEB-447,693016587070,Debra Blissful,5,
170714,20170714,1936304,ALG-DEB-447,693016587087,Debra Blissful,10,
170714,20170714,1936304,ALG-DEB-447,693016587094,Debra Blissful,20,
170714,20170714,1936304,ALG-DEB-447,693016587100,Debra Blissful,4,
170714,20170714,1936304,ALG-DEB-447,693016587117,Debra Blissful,45,
170714,20170714,1936304,ALG-DEB-447,693016587124,Debra Blissful,58,
170714,20170714,1936304,ALG-DEB-447,693016587131,Debra Blissful,40,
170714,20170714,1936304,ALG-DEB-447,693016587148,Debra Blissful,20,
170714,20170714,1936304,ALG-DEB-447,693016587155,Debra Blissful,11,
170714,20170714,1936304,ALG-DEB-447,693016587162,Debra Blissful,0,
170714,20170714,1936304,ALG-DEB-480,693016506057,Debra Paisley Party,0,
170714,20170714,1936304,ALG-DEB-480,693016506064,Debra Paisley Party,10,
170714,20170714,1936304,ALG-DEB-480,693016506071,Debra Paisley Party,0,
170714,20170714,1936304,ALG-DEB-480,693016506088,Debra Paisley Party,0,
170714,20170714,1936304,ALG-DEB-480,693016506095,Debra Paisley Party,0,
170714,20170714,1936304,ALG-DEB-480,693016506101,Debra Paisley Party,0,
170714,20170714,1936304,ALG-DEB-480,693016506118,Debra Paisley Party,0,
170714,20170714,1936304,ALG-DEB-480,693016506125,Debra Paisley Party,0,
170714,20170714,1936304,ALG-DEB-480,693016506132,Debra Paisley Party,0,
170714,20170714,1936304,ALG-DEB-480,693016506149,Debra Paisley Party,0,
170714,20170714,1936304,ALG-DEB-484,693016534784,Debra Sugar Skulls,7,
170714,20170714,1936304,ALG-DEB-484,693016534791,Debra Sugar Skulls,21,
170714,20170714,1936304,ALG-DEB-484,693016534807,Debra Sugar Skulls,79,
170714,20170714,1936304,ALG-DEB-484,693016534814,Debra Sugar Skulls,78,
170714,20170714,1936304,ALG-DEB-484,693016534821,Debra Sugar Skulls,113,
170714,20170714,1936304,ALG-DEB-484,693016534838,Debra Sugar Skulls,193,
170714,20170714,1936304,ALG-DEB-484,693016534845,Debra Sugar Skulls,133,
170714,20170714,1936304,ALG-DEB-484,693016534852,Debra Sugar Skulls,61,
170714,20170714,1936304,ALG-DEB-484,693016534869,Debra Sugar Skulls,60,
170714,20170714,1936304,ALG-DEB-484,693016534876,Debra Sugar Skulls,25,
170714,20170714,1936304,ALG-DEB-531,693016272440,Debra Black Emboss,32,
170714,20170714,1936304,ALG-DEB-531,693016272457,Debra Black Emboss,190,
170714,20170714,1936304,ALG-DEB-531,693016272464,Debra Black Emboss,303,
170714,20170714,1936304,ALG-DEB-531,693016272471,Debra Black Emboss,528,
170714,20170714,1936304,ALG-DEB-531,693016272488,Debra Black Emboss,465,
170714,20170714,1936304,ALG-DEB-531,693016272495,Debra Black Emboss,316,
170714,20170714,1936304,ALG-DEB-531,693016272501,Debra Black Emboss,249,
170714,20170714,1936304,ALG-DEB-531,693016272518,Debra Black Emboss,50,
170714,20170714,1936304,ALG-DEB-531,693016313402,Debra Black Emboss,25,
170714,20170714,1936304,ALG-DEB-531,693016313419,Debra Black Emboss,6,
170714,20170714,1936304,ALG-DEB-551,693016534982,Debra Black Sprigs,0,
170714,20170714,1936304,ALG-DEB-551,693016534999,Debra Black Sprigs,0,
170714,20170714,1936304,ALG-DEB-551,693016535002,Debra Black Sprigs,0,
170714,20170714,1936304,ALG-DEB-551,693016535019,Debra Black Sprigs,0,
170714,20170714,1936304,ALG-DEB-551,693016535026,Debra Black Sprigs,0,
170714,20170714,1936304,ALG-DEB-551,693016535033,Debra Black Sprigs,0,
170714,20170714,1936304,ALG-DEB-551,693016535040,Debra Black Sprigs,0,
170714,20170714,1936304,ALG-DEB-551,693016535057,Debra Black Sprigs,0,
170714,20170714,1936304,ALG-DEB-551,693016535064,Debra Black Sprigs,0,
170714,20170714,1936304,ALG-DEB-551,693016535071,Debra Black Sprigs,0,
170714,20170714,1936304,ALG-DEB-560,693016490189,Debra Chef Black,0,
170714,20170714,1936304,ALG-DEB-560,693016490196,Debra Chef Black,0,
170714,20170714,1936304,ALG-DEB-560,693016490202,Debra Chef Black,0,
170714,20170714,1936304,ALG-DEB-560,693016490219,Debra Chef Black,0,
170714,20170714,1936304,ALG-DEB-560,693016490226,Debra Chef Black,0,
170714,20170714,1936304,ALG-DEB-560,693016490233,Debra Chef Black,0,
170714,20170714,1936304,ALG-DEB-560,693016490240,Debra Chef Black,0,
170714,20170714,1936304,ALG-DEB-560,693016490257,Debra Chef Black,0,
170714,20170714,1936304,ALG-DEB-560,693016490264,Debra Chef Black,0,
170714,20170714,1936304,ALG-DEB-560,693016490271,Debra Chef Black,0,
170714,20170714,1936304,ALG-DEB-600,693016213887,Debra White Leather,0,
170714,20170714,1936304,ALG-DEB-600,693016213894,Debra White Leather,3,
170714,20170714,1936304,ALG-DEB-600,693016213900,Debra White Leather,0,
170714,20170714,1936304,ALG-DEB-600,693016213917,Debra White Leather,52,
170714,20170714,1936304,ALG-DEB-600,693016213924,Debra White Leather,78,
170714,20170714,1936304,ALG-DEB-600,693016213931,Debra White Leather,73,
170714,20170714,1936304,ALG-DEB-600,693016213948,Debra White Leather,50,
170714,20170714,1936304,ALG-DEB-600,693016213955,Debra White Leather,26,
170714,20170714,1936304,ALG-DEB-600,693016277353,Debra White Leather,9,
170714,20170714,1936304,ALG-DEB-600,693016313426,Debra White Leather,20,
170714,20170714,1936304,ALG-DEB-601,693016213962,Debra Black Leather,57,
170714,20170714,1936304,ALG-DEB-601,693016213979,Debra Black Leather,148,
170714,20170714,1936304,ALG-DEB-601,693016213986,Debra Black Leather,356,
170714,20170714,1936304,ALG-DEB-601,693016213993,Debra Black Leather,482,
170714,20170714,1936304,ALG-DEB-601,693016214006,Debra Black Leather,562,
170714,20170714,1936304,ALG-DEB-601,693016214013,Debra Black Leather,234,
170714,20170714,1936304,ALG-DEB-601,693016214020,Debra Black Leather,154,
170714,20170714,1936304,ALG-DEB-601,693016214037,Debra Black Leather,56,
170714,20170714,1936304,ALG-DEB-601,693016277360,Debra Black Leather,20,
170714,20170714,1936304,ALG-DEB-601,693016313433,Debra Black Leather,42,
170714,20170714,1936304,ALG-DEB-654,693016570904,Debra I Heart U Red,0,
170714,20170714,1936304,ALG-DEB-654,693016570911,Debra I Heart U Red,0,
170714,20170714,1936304,ALG-DEB-654,693016570928,Debra I Heart U Red,0,
170714,20170714,1936304,ALG-DEB-654,693016570935,Debra I Heart U Red,0,
170714,20170714,1936304,ALG-DEB-654,693016570942,Debra I Heart U Red,0,
170714,20170714,1936304,ALG-DEB-654,693016570959,Debra I Heart U Red,0,
170714,20170714,1936304,ALG-DEB-654,693016570966,Debra I Heart U Red,0,
170714,20170714,1936304,ALG-DEB-654,693016570973,Debra I Heart U Red,0,
170714,20170714,1936304,ALG-DEB-654,693016570980,Debra I Heart U Red,0,
170714,20170714,1936304,ALG-DEB-654,693016570997,Debra I Heart U Red,0,
170714,20170714,1936304,ALG-DEB-656,693016610440,Debra Hazelnut,8,
170714,20170714,1936304,ALG-DEB-656,693016610457,Debra Hazelnut,20,
170714,20170714,1936304,ALG-DEB-656,693016610464,Debra Hazelnut,35,
170714,20170714,1936304,ALG-DEB-656,693016610471,Debra Hazelnut,76,
170714,20170714,1936304,ALG-DEB-656,693016610488,Debra Hazelnut,81,
170714,20170714,1936304,ALG-DEB-656,693016610495,Debra Hazelnut,43,
170714,20170714,1936304,ALG-DEB-656,693016610501,Debra Hazelnut,19,
170714,20170714,1936304,ALG-DEB-656,693016610518,Debra Hazelnut,3,
170714,20170714,1936304,ALG-DEB-656,693016610525,Debra Hazelnut,9,
170714,20170714,1936304,ALG-DEB-725,693016303359,Debra Happy Snake,0,
170714,20170714,1936304,ALG-DEB-725,693016303366,Debra Happy Snake,0,
170714,20170714,1936304,ALG-DEB-725,693016303373,Debra Happy Snake,0,
170714,20170714,1936304,ALG-DEB-725,693016303380,Debra Happy Snake,0,
170714,20170714,1936304,ALG-DEB-725,693016303397,Debra Happy Snake,0,
170714,20170714,1936304,ALG-DEB-725,693016303403,Debra Happy Snake,0,
170714,20170714,1936304,ALG-DEB-725,693016303410,Debra Happy Snake,0,
170714,20170714,1936304,ALG-DEB-725,693016303427,Debra Happy Snake,0,
170714,20170714,1936304,ALG-DEB-725,693016313457,Debra Happy Snake,0,
170714,20170714,1936304,ALG-DEB-777,693016570706,Debra Viewmaster,15,
170714,20170714,1936304,ALG-DEB-777,693016570713,Debra Viewmaster,76,
170714,20170714,1936304,ALG-DEB-777,693016570720,Debra Viewmaster,185,
170714,20170714,1936304,ALG-DEB-777,693016570737,Debra Viewmaster,294,
170714,20170714,1936304,ALG-DEB-777,693016570744,Debra Viewmaster,430,
170714,20170714,1936304,ALG-DEB-777,693016570751,Debra Viewmaster,381,
170714,20170714,1936304,ALG-DEB-777,693016570768,Debra Viewmaster,300,
170714,20170714,1936304,ALG-DEB-777,693016570775,Debra Viewmaster,267,
170714,20170714,1936304,ALG-DEB-777,693016570782,Debra Viewmaster,141,
170714,20170714,1936304,ALG-DEB-777,693016570799,Debra Viewmaster,13,
170714,20170714,1936304,ALG-DEB-783,693016570805,Debra Navy Python,0,
170714,20170714,1936304,ALG-DEB-783,693016570812,Debra Navy Python,0,
170714,20170714,1936304,ALG-DEB-783,693016570829,Debra Navy Python,0,
170714,20170714,1936304,ALG-DEB-783,693016570836,Debra Navy Python,0,
170714,20170714,1936304,ALG-DEB-783,693016570843,Debra Navy Python,0,
170714,20170714,1936304,ALG-DEB-783,693016570850,Debra Navy Python,0,
170714,20170714,1936304,ALG-DEB-783,693016570867,Debra Navy Python,0,
170714,20170714,1936304,ALG-DEB-783,693016570874,Debra Navy Python,0,
170714,20170714,1936304,ALG-DEB-783,693016570881,Debra Navy Python,0,
170714,20170714,1936304,ALG-DEB-783,693016570898,Debra Navy Python,0,
170714,20170714,1936304,ALG-DEB-810,693016303434,Debra Aloha,2,
170714,20170714,1936304,ALG-DEB-810,693016303441,Debra Aloha,0,
170714,20170714,1936304,ALG-DEB-810,693016303458,Debra Aloha,0,
170714,20170714,1936304,ALG-DEB-810,693016303465,Debra Aloha,0,
170714,20170714,1936304,ALG-DEB-810,693016303472,Debra Aloha,0,
170714,20170714,1936304,ALG-DEB-810,693016303489,Debra Aloha,0,
170714,20170714,1936304,ALG-DEB-810,693016303496,Debra Aloha,0,
170714,20170714,1936304,ALG-DEB-810,693016303502,Debra Aloha,0,
170714,20170714,1936304,ALG-DEB-824,693016610341,Debra Spin Dr.,0,
170714,20170714,1936304,ALG-DEB-824,693016610358,Debra Spin Dr.,0,
170714,20170714,1936304,ALG-DEB-824,693016610365,Debra Spin Dr.,0,
170714,20170714,1936304,ALG-DEB-824,693016610372,Debra Spin Dr.,0,
170714,20170714,1936304,ALG-DEB-824,693016610389,Debra Spin Dr.,0,
170714,20170714,1936304,ALG-DEB-824,693016610396,Debra Spin Dr.,0,
170714,20170714,1936304,ALG-DEB-824,693016610402,Debra Spin Dr.,0,
170714,20170714,1936304,ALG-DEB-824,693016610419,Debra Spin Dr.,0,
170714,20170714,1936304,ALG-DEB-824,693016610426,Debra Spin Dr.,3,
170714,20170714,1936304,ALG-DON-301,693016381906,Donna Electro Native,0,
170714,20170714,1936304,ALG-DON-301,693016381913,Donna Electro Native,0,
170714,20170714,1936304,ALG-DON-301,693016381920,Donna Electro Native,0,
170714,20170714,1936304,ALG-DON-301,693016381937,Donna Electro Native,0,
170714,20170714,1936304,ALG-DON-301,693016381944,Donna Electro Native,0,
170714,20170714,1936304,ALG-DON-301,693016381951,Donna Electro Native,0,
170714,20170714,1936304,ALG-DON-301,693016381968,Donna Electro Native,0,
170714,20170714,1936304,ALG-DON-301,693016381975,Donna Electro Native,0,
170714,20170714,1936304,ALG-DON-301,693016381982,Donna Electro Native,0,
170714,20170714,1936304,ALG-DON-301,693016381999,Donna Electro Native,0,
170714,20170714,1936304,ALG-DON-323S,693016294534,Scrubwear Donna Midnight Garden,0,
170714,20170714,1936304,ALG-DON-323S,693016294541,Scrubwear Donna Midnight Garden,0,
170714,20170714,1936304,ALG-DON-323S,693016294558,Scrubwear Donna Midnight Garden,0,
170714,20170714,1936304,ALG-DON-323S,693016294565,Scrubwear Donna Midnight Garden,0,
170714,20170714,1936304,ALG-DON-323S,693016294572,Scrubwear Donna Midnight Garden,0,
170714,20170714,1936304,ALG-DON-323S,693016294589,Scrubwear Donna Midnight Garden,0,
170714,20170714,1936304,ALG-DON-323S,693016294596,Scrubwear Donna Midnight Garden,0,
170714,20170714,1936304,ALG-DON-323S,693016294602,Scrubwear Donna Midnight Garden,0,
170714,20170714,1936304,ALG-DON-543,693016489886,Donna Sweetish Black,0,
170714,20170714,1936304,ALG-DON-543,693016489893,Donna Sweetish Black,0,
170714,20170714,1936304,ALG-DON-543,693016489909,Donna Sweetish Black,0,
170714,20170714,1936304,ALG-DON-543,693016489916,Donna Sweetish Black,0,
170714,20170714,1936304,ALG-DON-543,693016489923,Donna Sweetish Black,0,
170714,20170714,1936304,ALG-DON-543,693016489930,Donna Sweetish Black,0,
170714,20170714,1936304,ALG-DON-543,693016489947,Donna Sweetish Black,0,
170714,20170714,1936304,ALG-DON-543,693016489954,Donna Sweetish Black,0,
170714,20170714,1936304,ALG-DON-543,693016489961,Donna Sweetish Black,0,
170714,20170714,1936304,ALG-DON-543,693016489978,Donna Sweetish Black,0,
170714,20170714,1936304,ALG-DYL-422,693016574605,Dylan Molasses Tooled Waterproof,0,
170714,20170714,1936304,ALG-DYL-422,693016574612,Dylan Molasses Tooled Waterproof,0,
170714,20170714,1936304,ALG-DYL-422,693016574629,Dylan Molasses Tooled Waterproof,0,
170714,20170714,1936304,ALG-DYL-422,693016574636,Dylan Molasses Tooled Waterproof,0,
170714,20170714,1936304,ALG-DYL-422,693016574643,Dylan Molasses Tooled Waterproof,0,
170714,20170714,1936304,ALG-DYL-422,693016574650,Dylan Molasses Tooled Waterproof,2,
170714,20170714,1936304,ALG-DYL-422,693016574667,Dylan Molasses Tooled Waterproof,0,
170714,20170714,1936304,ALG-DYL-422,693016574674,Dylan Molasses Tooled Waterproof,0,
170714,20170714,1936304,ALG-DYL-422,693016574681,Dylan Molasses Tooled Waterproof,0,
170714,20170714,1936304,ALG-DYL-422,693016574698,Dylan Molasses Tooled Waterproof,0,
170714,20170714,1936304,ALG-DYL-601,693016574407,Dylan Black Nappa Waterproof,0,
170714,20170714,1936304,ALG-DYL-601,693016574414,Dylan Black Nappa Waterproof,0,
170714,20170714,1936304,ALG-DYL-601,693016574421,Dylan Black Nappa Waterproof,0,
170714,20170714,1936304,ALG-DYL-601,693016574438,Dylan Black Nappa Waterproof,0,
170714,20170714,1936304,ALG-DYL-601,693016574445,Dylan Black Nappa Waterproof,0,
170714,20170714,1936304,ALG-DYL-601,693016574452,Dylan Black Nappa Waterproof,3,
170714,20170714,1936304,ALG-DYL-601,693016574469,Dylan Black Nappa Waterproof,0,
170714,20170714,1936304,ALG-DYL-601,693016574476,Dylan Black Nappa Waterproof,0,
170714,20170714,1936304,ALG-DYL-601,693016574483,Dylan Black Nappa Waterproof,0,
170714,20170714,1936304,ALG-DYL-601,693016574490,Dylan Black Nappa Waterproof,0,
170714,20170714,1936304,ALG-DYL-882,693016574506,Dylan Hickory Waterproof,0,
170714,20170714,1936304,ALG-DYL-882,693016574513,Dylan Hickory Waterproof,0,
170714,20170714,1936304,ALG-DYL-882,693016574520,Dylan Hickory Waterproof,0,
170714,20170714,1936304,ALG-DYL-882,693016574537,Dylan Hickory Waterproof,0,
170714,20170714,1936304,ALG-DYL-882,693016574544,Dylan Hickory Waterproof,2,
170714,20170714,1936304,ALG-DYL-882,693016574551,Dylan Hickory Waterproof,5,
170714,20170714,1936304,ALG-DYL-882,693016574568,Dylan Hickory Waterproof,3,
170714,20170714,1936304,ALG-DYL-882,693016574575,Dylan Hickory Waterproof,0,
170714,20170714,1936304,ALG-DYL-882,693016574582,Dylan Hickory Waterproof,0,
170714,20170714,1936304,ALG-DYL-882,693016574599,Dylan Hickory Waterproof,0,
170714,20170714,1936304,ALG-ELI-425,693016577620,Eliza Teal Tooled,0,
170714,20170714,1936304,ALG-ELI-425,693016577637,Eliza Teal Tooled,0,
170714,20170714,1936304,ALG-ELI-425,693016577644,Eliza Teal Tooled,0,
170714,20170714,1936304,ALG-ELI-425,693016577651,Eliza Teal Tooled,0,
170714,20170714,1936304,ALG-ELI-425,693016577668,Eliza Teal Tooled,0,
170714,20170714,1936304,ALG-ELI-425,693016577675,Eliza Teal Tooled,0,
170714,20170714,1936304,ALG-ELI-425,693016577682,Eliza Teal Tooled,0,
170714,20170714,1936304,ALG-ELI-425,693016577699,Eliza Teal Tooled,0,
170714,20170714,1936304,ALG-ELI-425,693016577705,Eliza Teal Tooled,0,
170714,20170714,1936304,ALG-ELI-425,693016577712,Eliza Teal Tooled,0,
170714,20170714,1936304,ALG-ELI-435,693016620364,Eliza Delicut,0,
170714,20170714,1936304,ALG-ELI-435,693016620371,Eliza Delicut,0,
170714,20170714,1936304,ALG-ELI-435,693016620388,Eliza Delicut,0,
170714,20170714,1936304,ALG-ELI-435,693016620395,Eliza Delicut,9,
170714,20170714,1936304,ALG-ELI-435,693016620401,Eliza Delicut,5,
170714,20170714,1936304,ALG-ELI-435,693016620418,Eliza Delicut,50,
170714,20170714,1936304,ALG-ELI-435,693016620425,Eliza Delicut,3,
170714,20170714,1936304,ALG-ELI-435,693016620432,Eliza Delicut,0,
170714,20170714,1936304,ALG-ELI-435,693016620449,Eliza Delicut,0,
170714,20170714,1936304,ALG-ELI-552,693016577521,Eliza Black Bloom,0,
170714,20170714,1936304,ALG-ELI-552,693016577538,Eliza Black Bloom,0,
170714,20170714,1936304,ALG-ELI-552,693016577545,Eliza Black Bloom,0,
170714,20170714,1936304,ALG-ELI-552,693016577552,Eliza Black Bloom,0,
170714,20170714,1936304,ALG-ELI-552,693016577569,Eliza Black Bloom,0,
170714,20170714,1936304,ALG-ELI-552,693016577576,Eliza Black Bloom,0,
