Inventory Reference,Inventory Date,Vendor Number,Buyer Part Number,UPC,Product Description,Qty
170714,20170714,1936304,ALG-KAY-264,693016552078,Kayla Pro Frond Of You,148,
170714,20170714,1936304,ALG-KAY-264,693016552085,Kayla Pro Frond Of You,55,
170714,20170714,1936304,ALG-KAY-264,693016552092,Kayla Pro Frond Of You,9,
170714,20170714,1936304,ALG-KAY-264,693016552108,Kayla Pro Frond Of You,0,
170714,20170714,1936304,ALG-KAY-264,693016552115,Kayla Pro Frond Of You,0,
170714,20170714,1936304,ALG-KAY-381,693016384006,Kayla Doily,0,
170714,20170714,1936304,ALG-KAY-381,693016384013,Kayla Doily,0,
170714,20170714,1936304,ALG-KAY-381,693016384020,Kayla Doily,0,
170714,20170714,1936304,ALG-KAY-381,693016384037,Kayla Doily,0,
170714,20170714,1936304,ALG-KAY-381,693016384044,Kayla Doily,0,
170714,20170714,1936304,ALG-KAY-381,693016384051,Kayla Doily,0,
170714,20170714,1936304,ALG-KAY-381,693016384068,Kayla Doily,0,
170714,20170714,1936304,ALG-KAY-381,693016384075,Kayla Doily,0,
170714,20170714,1936304,ALG-KAY-381,693016384082,Kayla Doily,0,
170714,20170714,1936304,ALG-KAY-381,693016384099,Kayla Doily,0,
170714,20170714,1936304,ALG-KAY-389,693016572809,Kayla Pro Monarch,0,
170714,20170714,1936304,ALG-KAY-389,693016572816,Kayla Pro Monarch,18,
170714,20170714,1936304,ALG-KAY-389,693016572823,Kayla Pro Monarch,31,
170714,20170714,1936304,ALG-KAY-389,693016572830,Kayla Pro Monarch,32,
170714,20170714,1936304,ALG-KAY-389,693016572847,Kayla Pro Monarch,116,
170714,20170714,1936304,ALG-KAY-389,693016572854,Kayla Pro Monarch,101,
170714,20170714,1936304,ALG-KAY-389,693016572861,Kayla Pro Monarch,0,
170714,20170714,1936304,ALG-KAY-389,693016572878,Kayla Pro Monarch,0,
170714,20170714,1936304,ALG-KAY-389,693016572885,Kayla Pro Monarch,0,
170714,20170714,1936304,ALG-KAY-389,693016572892,Kayla Pro Monarch,0,
170714,20170714,1936304,ALG-KAY-400,693016507054,Kayla Pro Love,0,
170714,20170714,1936304,ALG-KAY-400,693016507061,Kayla Pro Love,0,
170714,20170714,1936304,ALG-KAY-400,693016507078,Kayla Pro Love,0,
170714,20170714,1936304,ALG-KAY-400,693016507085,Kayla Pro Love,0,
170714,20170714,1936304,ALG-KAY-400,693016507092,Kayla Pro Love,0,
170714,20170714,1936304,ALG-KAY-400,693016507108,Kayla Pro Love,0,
170714,20170714,1936304,ALG-KAY-400,693016507115,Kayla Pro Love,0,
170714,20170714,1936304,ALG-KAY-400,693016507122,Kayla Pro Love,0,
170714,20170714,1936304,ALG-KAY-400,693016507139,Kayla Pro Love,0,
170714,20170714,1936304,ALG-KAY-400,693016507146,Kayla Pro Love,0,
170714,20170714,1936304,ALG-KAY-415,693016492688,Kayla Gold Skulls,0,
170714,20170714,1936304,ALG-KAY-415,693016492695,Kayla Gold Skulls,0,
170714,20170714,1936304,ALG-KAY-415,693016492701,Kayla Gold Skulls,0,
170714,20170714,1936304,ALG-KAY-415,693016492718,Kayla Gold Skulls,0,
170714,20170714,1936304,ALG-KAY-415,693016492725,Kayla Gold Skulls,0,
170714,20170714,1936304,ALG-KAY-415,693016492732,Kayla Gold Skulls,0,
170714,20170714,1936304,ALG-KAY-415,693016492749,Kayla Gold Skulls,0,
170714,20170714,1936304,ALG-KAY-415,693016492756,Kayla Gold Skulls,0,
170714,20170714,1936304,ALG-KAY-415,693016492763,Kayla Gold Skulls,0,
170714,20170714,1936304,ALG-KAY-415,693016492770,Kayla Gold Skulls,0,
170714,20170714,1936304,ALG-KAY-416,693016507252,Kayla Pro Blue Valentine,0,
170714,20170714,1936304,ALG-KAY-416,693016507269,Kayla Pro Blue Valentine,0,
170714,20170714,1936304,ALG-KAY-416,693016507276,Kayla Pro Blue Valentine,0,
170714,20170714,1936304,ALG-KAY-416,693016507283,Kayla Pro Blue Valentine,0,
170714,20170714,1936304,ALG-KAY-416,693016507290,Kayla Pro Blue Valentine,0,
170714,20170714,1936304,ALG-KAY-416,693016507306,Kayla Pro Blue Valentine,0,
170714,20170714,1936304,ALG-KAY-416,693016507313,Kayla Pro Blue Valentine,0,
170714,20170714,1936304,ALG-KAY-416,693016507320,Kayla Pro Blue Valentine,0,
170714,20170714,1936304,ALG-KAY-416,693016507337,Kayla Pro Blue Valentine,0,
170714,20170714,1936304,ALG-KAY-416,693016507344,Kayla Pro Blue Valentine,0,
170714,20170714,1936304,ALG-KAY-427,693016572601,Kayla Pro Icey,0,
170714,20170714,1936304,ALG-KAY-427,693016572618,Kayla Pro Icey,0,
170714,20170714,1936304,ALG-KAY-427,693016572625,Kayla Pro Icey,0,
170714,20170714,1936304,ALG-KAY-427,693016572632,Kayla Pro Icey,0,
170714,20170714,1936304,ALG-KAY-427,693016572649,Kayla Pro Icey,0,
170714,20170714,1936304,ALG-KAY-427,693016572656,Kayla Pro Icey,0,
170714,20170714,1936304,ALG-KAY-427,693016572663,Kayla Pro Icey,0,
170714,20170714,1936304,ALG-KAY-427,693016572670,Kayla Pro Icey,0,
170714,20170714,1936304,ALG-KAY-427,693016572687,Kayla Pro Icey,0,
170714,20170714,1936304,ALG-KAY-427,693016572694,Kayla Pro Icey,0,
170714,20170714,1936304,ALG-KAY-435,693016623280,Kayla Pro Delicut,0,
170714,20170714,1936304,ALG-KAY-435,693016623297,Kayla Pro Delicut,3,
170714,20170714,1936304,ALG-KAY-435,693016623303,Kayla Pro Delicut,25,
170714,20170714,1936304,ALG-KAY-435,693016623310,Kayla Pro Delicut,33,
170714,20170714,1936304,ALG-KAY-435,693016623327,Kayla Pro Delicut,21,
170714,20170714,1936304,ALG-KAY-435,693016623334,Kayla Pro Delicut,0,
170714,20170714,1936304,ALG-KAY-435,693016623341,Kayla Pro Delicut,13,
170714,20170714,1936304,ALG-KAY-435,693016623358,Kayla Pro Delicut,0,
170714,20170714,1936304,ALG-KAY-435,693016623365,Kayla Pro Delicut,0,
170714,20170714,1936304,ALG-KAY-454,693016612444,Kayla Pro Ric Rack,0,
170714,20170714,1936304,ALG-KAY-454,693016612451,Kayla Pro Ric Rack,0,
170714,20170714,1936304,ALG-KAY-454,693016612468,Kayla Pro Ric Rack,0,
170714,20170714,1936304,ALG-KAY-454,693016612475,Kayla Pro Ric Rack,0,
170714,20170714,1936304,ALG-KAY-454,693016612482,Kayla Pro Ric Rack,0,
170714,20170714,1936304,ALG-KAY-454,693016612499,Kayla Pro Ric Rack,0,
170714,20170714,1936304,ALG-KAY-454,693016612505,Kayla Pro Ric Rack,0,
170714,20170714,1936304,ALG-KAY-454,693016612512,Kayla Pro Ric Rack,0,
170714,20170714,1936304,ALG-KAY-454,693016612529,Kayla Pro Ric Rack,0,
170714,20170714,1936304,ALG-KAY-541,693016537389,Kayla Pro Night Rosette,0,
170714,20170714,1936304,ALG-KAY-541,693016537396,Kayla Pro Night Rosette,0,
170714,20170714,1936304,ALG-KAY-541,693016537402,Kayla Pro Night Rosette,0,
170714,20170714,1936304,ALG-KAY-541,693016537419,Kayla Pro Night Rosette,0,
170714,20170714,1936304,ALG-KAY-541,693016537426,Kayla Pro Night Rosette,0,
170714,20170714,1936304,ALG-KAY-541,693016537433,Kayla Pro Night Rosette,0,
170714,20170714,1936304,ALG-KAY-541,693016537440,Kayla Pro Night Rosette,0,
170714,20170714,1936304,ALG-KAY-541,693016537457,Kayla Pro Night Rosette,0,
170714,20170714,1936304,ALG-KAY-541,693016537464,Kayla Pro Night Rosette,0,
170714,20170714,1936304,ALG-KAY-541,693016537471,Kayla Pro Night Rosette,0,
170714,20170714,1936304,ALG-KAY-542,693016522989,Kayla Pro Golden Jungle,0,
170714,20170714,1936304,ALG-KAY-542,693016522996,Kayla Pro Golden Jungle,0,
170714,20170714,1936304,ALG-KAY-542,693016523009,Kayla Pro Golden Jungle,0,
170714,20170714,1936304,ALG-KAY-542,693016523016,Kayla Pro Golden Jungle,0,
170714,20170714,1936304,ALG-KAY-542,693016523023,Kayla Pro Golden Jungle,0,
170714,20170714,1936304,ALG-KAY-542,693016523030,Kayla Pro Golden Jungle,0,
170714,20170714,1936304,ALG-KAY-542,693016523047,Kayla Pro Golden Jungle,0,
170714,20170714,1936304,ALG-KAY-542,693016523054,Kayla Pro Golden Jungle,0,
170714,20170714,1936304,ALG-KAY-542,693016523061,Kayla Pro Golden Jungle,0,
170714,20170714,1936304,ALG-KAY-542,693016523078,Kayla Pro Golden Jungle,0,
170714,20170714,1936304,ALG-KAY-585,693016612543,Kayla Pro Block Party,8,
170714,20170714,1936304,ALG-KAY-585,693016612550,Kayla Pro Block Party,13,
170714,20170714,1936304,ALG-KAY-585,693016612567,Kayla Pro Block Party,14,
170714,20170714,1936304,ALG-KAY-585,693016612574,Kayla Pro Block Party,25,
170714,20170714,1936304,ALG-KAY-585,693016612581,Kayla Pro Block Party,13,
170714,20170714,1936304,ALG-KAY-585,693016612598,Kayla Pro Block Party,2,
170714,20170714,1936304,ALG-KAY-585,693016612604,Kayla Pro Block Party,10,
170714,20170714,1936304,ALG-KAY-585,693016612611,Kayla Pro Block Party,0,
170714,20170714,1936304,ALG-KAY-585,693016612628,Kayla Pro Block Party,0,
170714,20170714,1936304,ALG-KAY-601,693016305032,Kayla Black Leather,7,
170714,20170714,1936304,ALG-KAY-601,693016305049,Kayla Black Leather,13,
170714,20170714,1936304,ALG-KAY-601,693016305056,Kayla Black Leather,49,
170714,20170714,1936304,ALG-KAY-601,693016305063,Kayla Black Leather,31,
170714,20170714,1936304,ALG-KAY-601,693016305070,Kayla Black Leather,39,
170714,20170714,1936304,ALG-KAY-601,693016305087,Kayla Black Leather,21,
170714,20170714,1936304,ALG-KAY-601,693016305094,Kayla Black Leather,10,
170714,20170714,1936304,ALG-KAY-601,693016305100,Kayla Black Leather,15,
170714,20170714,1936304,ALG-KAY-673,693016612642,Kayla Pro Satellite,0,
170714,20170714,1936304,ALG-KAY-673,693016612659,Kayla Pro Satellite,28,
170714,20170714,1936304,ALG-KAY-673,693016612666,Kayla Pro Satellite,49,
170714,20170714,1936304,ALG-KAY-673,693016612673,Kayla Pro Satellite,60,
170714,20170714,1936304,ALG-KAY-673,693016612680,Kayla Pro Satellite,52,
170714,20170714,1936304,ALG-KAY-673,693016612697,Kayla Pro Satellite,24,
170714,20170714,1936304,ALG-KAY-673,693016612703,Kayla Pro Satellite,24,
170714,20170714,1936304,ALG-KAY-673,693016612710,Kayla Pro Satellite,0,
170714,20170714,1936304,ALG-KAY-673,693016612727,Kayla Pro Satellite,0,
170714,20170714,1936304,ALG-KAY-726,693016305278,Kayla Special Serpent,0,
170714,20170714,1936304,ALG-KAY-726,693016305285,Kayla Special Serpent,0,
170714,20170714,1936304,ALG-KAY-726,693016305292,Kayla Special Serpent,0,
170714,20170714,1936304,ALG-KAY-726,693016305308,Kayla Special Serpent,0,
170714,20170714,1936304,ALG-KAY-726,693016305315,Kayla Special Serpent,0,
170714,20170714,1936304,ALG-KAY-726,693016305322,Kayla Special Serpent,0,
170714,20170714,1936304,ALG-KAY-726,693016305339,Kayla Special Serpent,0,
170714,20170714,1936304,ALG-KAY-726,693016305346,Kayla Special Serpent,0,
170714,20170714,1936304,ALG-KAY-921,693016572700,Kayla Pro Licorice Soft Serve,0,
170714,20170714,1936304,ALG-KAY-921,693016572717,Kayla Pro Licorice Soft Serve,10,
170714,20170714,1936304,ALG-KAY-921,693016572724,Kayla Pro Licorice Soft Serve,69,
170714,20170714,1936304,ALG-KAY-921,693016572731,Kayla Pro Licorice Soft Serve,104,
170714,20170714,1936304,ALG-KAY-921,693016572748,Kayla Pro Licorice Soft Serve,175,
170714,20170714,1936304,ALG-KAY-921,693016572755,Kayla Pro Licorice Soft Serve,153,
170714,20170714,1936304,ALG-KAY-921,693016572762,Kayla Pro Licorice Soft Serve,77,
170714,20170714,1936304,ALG-KAY-921,693016572779,Kayla Pro Licorice Soft Serve,13,
170714,20170714,1936304,ALG-KAY-921,693016572786,Kayla Pro Licorice Soft Serve,7,
170714,20170714,1936304,ALG-KAY-921,693016572793,Kayla Pro Licorice Soft Serve,0,
170714,20170714,1936304,ALG-KEL-143,693016573301,Keli Pro Chrome Cube,9,
170714,20170714,1936304,ALG-KEL-143,693016573318,Keli Pro Chrome Cube,27,
170714,20170714,1936304,ALG-KEL-143,693016573325,Keli Pro Chrome Cube,59,
170714,20170714,1936304,ALG-KEL-143,693016573332,Keli Pro Chrome Cube,53,
170714,20170714,1936304,ALG-KEL-143,693016573349,Keli Pro Chrome Cube,99,
170714,20170714,1936304,ALG-KEL-143,693016573356,Keli Pro Chrome Cube,77,
170714,20170714,1936304,ALG-KEL-143,693016573363,Keli Pro Chrome Cube,0,
170714,20170714,1936304,ALG-KEL-143,693016573370,Keli Pro Chrome Cube,0,
170714,20170714,1936304,ALG-KEL-143,693016573387,Keli Pro Chrome Cube,12,
170714,20170714,1936304,ALG-KEL-143,693016573394,Keli Pro Chrome Cube,8,
170714,20170714,1936304,ALG-KEL-143W,693016602872,Keli Pro Chrome Cube Wide,10,
170714,20170714,1936304,ALG-KEL-143W,693016602889,Keli Pro Chrome Cube Wide,29,
170714,20170714,1936304,ALG-KEL-143W,693016602896,Keli Pro Chrome Cube Wide,59,
170714,20170714,1936304,ALG-KEL-143W,693016602902,Keli Pro Chrome Cube Wide,87,
170714,20170714,1936304,ALG-KEL-143W,693016602919,Keli Pro Chrome Cube Wide,87,
170714,20170714,1936304,ALG-KEL-143W,693016602926,Keli Pro Chrome Cube Wide,56,
170714,20170714,1936304,ALG-KEL-143W,693016602933,Keli Pro Chrome Cube Wide,37,
170714,20170714,1936304,ALG-KEL-143W,693016602940,Keli Pro Chrome Cube Wide,28,
170714,20170714,1936304,ALG-KEL-143W,693016602957,Keli Pro Chrome Cube Wide,9,
170714,20170714,1936304,ALG-KEL-143W,693016602964,Keli Pro Chrome Cube Wide,10,
170714,20170714,1936304,ALG-KEL-164,693016572908,Keli Pro Garnet Snake,0,
170714,20170714,1936304,ALG-KEL-164,693016572915,Keli Pro Garnet Snake,0,
170714,20170714,1936304,ALG-KEL-164,693016572922,Keli Pro Garnet Snake,0,
170714,20170714,1936304,ALG-KEL-164,693016572939,Keli Pro Garnet Snake,0,
170714,20170714,1936304,ALG-KEL-164,693016572946,Keli Pro Garnet Snake,0,
170714,20170714,1936304,ALG-KEL-164,693016572953,Keli Pro Garnet Snake,0,
170714,20170714,1936304,ALG-KEL-164,693016572960,Keli Pro Garnet Snake,0,
170714,20170714,1936304,ALG-KEL-164,693016572977,Keli Pro Garnet Snake,0,
170714,20170714,1936304,ALG-KEL-164,693016572984,Keli Pro Garnet Snake,0,
170714,20170714,1936304,ALG-KEL-164,693016572991,Keli Pro Garnet Snake,0,
170714,20170714,1936304,ALG-KEL-164W,693016624393,Keli Pro Garnet Snake Wide,0,
170714,20170714,1936304,ALG-KEL-164W,693016624409,Keli Pro Garnet Snake Wide,0,
170714,20170714,1936304,ALG-KEL-164W,693016624416,Keli Pro Garnet Snake Wide,0,
170714,20170714,1936304,ALG-KEL-164W,693016624423,Keli Pro Garnet Snake Wide,0,
170714,20170714,1936304,ALG-KEL-164W,693016624430,Keli Pro Garnet Snake Wide,0,
170714,20170714,1936304,ALG-KEL-164W,693016624447,Keli Pro Garnet Snake Wide,0,
170714,20170714,1936304,ALG-KEL-164W,693016624454,Keli Pro Garnet Snake Wide,0,
170714,20170714,1936304,ALG-KEL-164W,693016624461,Keli Pro Garnet Snake Wide,0,
170714,20170714,1936304,ALG-KEL-164W,693016624478,Keli Pro Garnet Snake Wide,0,
170714,20170714,1936304,ALG-KEL-165,693016573103,Keli Pro Sapphire Snake,0,
170714,20170714,1936304,ALG-KEL-165,693016573110,Keli Pro Sapphire Snake,7,
170714,20170714,1936304,ALG-KEL-165,693016573127,Keli Pro Sapphire Snake,0,
170714,20170714,1936304,ALG-KEL-165,693016573134,Keli Pro Sapphire Snake,0,
170714,20170714,1936304,ALG-KEL-165,693016573141,Keli Pro Sapphire Snake,0,
170714,20170714,1936304,ALG-KEL-165,693016573158,Keli Pro Sapphire Snake,0,
170714,20170714,1936304,ALG-KEL-165,693016573165,Keli Pro Sapphire Snake,0,
170714,20170714,1936304,ALG-KEL-165,693016573172,Keli Pro Sapphire Snake,0,
170714,20170714,1936304,ALG-KEL-165,693016573189,Keli Pro Sapphire Snake,0,
170714,20170714,1936304,ALG-KEL-165,693016573196,Keli Pro Sapphire Snake,0,
170714,20170714,1936304,ALG-KEL-165W,693016602278,Keli Pro Sapphire Snake Wide,0,
170714,20170714,1936304,ALG-KEL-165W,693016602285,Keli Pro Sapphire Snake Wide,0,
170714,20170714,1936304,ALG-KEL-165W,693016602292,Keli Pro Sapphire Snake Wide,0,
170714,20170714,1936304,ALG-KEL-165W,693016602308,Keli Pro Sapphire Snake Wide,0,
170714,20170714,1936304,ALG-KEL-165W,693016602315,Keli Pro Sapphire Snake Wide,0,
170714,20170714,1936304,ALG-KEL-165W,693016602322,Keli Pro Sapphire Snake Wide,0,
170714,20170714,1936304,ALG-KEL-165W,693016602339,Keli Pro Sapphire Snake Wide,0,
170714,20170714,1936304,ALG-KEL-165W,693016602346,Keli Pro Sapphire Snake Wide,0,
170714,20170714,1936304,ALG-KEL-165W,693016602353,Keli Pro Sapphire Snake Wide,0,
170714,20170714,1936304,ALG-KEL-165W,693016602360,Keli Pro Sapphire Snake Wide,0,
170714,20170714,1936304,ALG-KEL-245,693016548828,Keli Pro Intergalactic,0,
170714,20170714,1936304,ALG-KEL-245,693016548835,Keli Pro Intergalactic,0,
170714,20170714,1936304,ALG-KEL-245,693016548842,Keli Pro Intergalactic,0,
170714,20170714,1936304,ALG-KEL-245,693016548859,Keli Pro Intergalactic,0,
170714,20170714,1936304,ALG-KEL-245,693016548866,Keli Pro Intergalactic,0,
170714,20170714,1936304,ALG-KEL-245,693016548873,Keli Pro Intergalactic,0,
170714,20170714,1936304,ALG-KEL-245,693016548880,Keli Pro Intergalactic,0,
170714,20170714,1936304,ALG-KEL-245,693016548897,Keli Pro Intergalactic,0,
170714,20170714,1936304,ALG-KEL-245,693016548903,Keli Pro Intergalactic,0,
170714,20170714,1936304,ALG-KEL-245,693016548910,Keli Pro Intergalactic,0,
170714,20170714,1936304,ALG-KEL-302,693016549221,Keli Pro All Together,0,
170714,20170714,1936304,ALG-KEL-302,693016549238,Keli Pro All Together,0,
170714,20170714,1936304,ALG-KEL-302,693016549245,Keli Pro All Together,0,
170714,20170714,1936304,ALG-KEL-302,693016549252,Keli Pro All Together,0,
170714,20170714,1936304,ALG-KEL-302,693016549269,Keli Pro All Together,0,
170714,20170714,1936304,ALG-KEL-302,693016549276,Keli Pro All Together,0,
170714,20170714,1936304,ALG-KEL-302,693016549283,Keli Pro All Together,0,
170714,20170714,1936304,ALG-KEL-302,693016549290,Keli Pro All Together,0,
170714,20170714,1936304,ALG-KEL-302,693016549306,Keli Pro All Together,0,
170714,20170714,1936304,ALG-KEL-302,693016549313,Keli Pro All Together,0,
170714,20170714,1936304,ALG-KEL-302W,693016624508,Keli Pro All Together Wide,0,
170714,20170714,1936304,ALG-KEL-302W,693016624515,Keli Pro All Together Wide,0,
170714,20170714,1936304,ALG-KEL-302W,693016624522,Keli Pro All Together Wide,0,
170714,20170714,1936304,ALG-KEL-302W,693016624539,Keli Pro All Together Wide,0,
170714,20170714,1936304,ALG-KEL-302W,693016624546,Keli Pro All Together Wide,0,
170714,20170714,1936304,ALG-KEL-302W,693016624553,Keli Pro All Together Wide,0,
170714,20170714,1936304,ALG-KEL-302W,693016624560,Keli Pro All Together Wide,0,
170714,20170714,1936304,ALG-KEL-302W,693016624577,Keli Pro All Together Wide,0,
170714,20170714,1936304,ALG-KEL-302W,693016624584,Keli Pro All Together Wide,0,
170714,20170714,1936304,ALG-KEL-323,693016573004,Keli Pro Midnight Garden,8,
170714,20170714,1936304,ALG-KEL-323,693016573011,Keli Pro Midnight Garden,49,
170714,20170714,1936304,ALG-KEL-323,693016573028,Keli Pro Midnight Garden,26,
170714,20170714,1936304,ALG-KEL-323,693016573035,Keli Pro Midnight Garden,0,
170714,20170714,1936304,ALG-KEL-323,693016573042,Keli Pro Midnight Garden,0,
170714,20170714,1936304,ALG-KEL-323,693016573059,Keli Pro Midnight Garden,0,
170714,20170714,1936304,ALG-KEL-323,693016573066,Keli Pro Midnight Garden,0,
170714,20170714,1936304,ALG-KEL-323,693016573073,Keli Pro Midnight Garden,0,
170714,20170714,1936304,ALG-KEL-323,693016573080,Keli Pro Midnight Garden,0,
170714,20170714,1936304,ALG-KEL-323,693016573097,Keli Pro Midnight Garden,5,
170714,20170714,1936304,ALG-KEL-323W,693016602377,Keli Pro Midnight Garden Wide,19,
170714,20170714,1936304,ALG-KEL-323W,693016602384,Keli Pro Midnight Garden Wide,94,
170714,20170714,1936304,ALG-KEL-323W,693016602391,Keli Pro Midnight Garden Wide,202,
170714,20170714,1936304,ALG-KEL-323W,693016602407,Keli Pro Midnight Garden Wide,298,
170714,20170714,1936304,ALG-KEL-323W,693016602414,Keli Pro Midnight Garden Wide,322,
170714,20170714,1936304,ALG-KEL-323W,693016602421,Keli Pro Midnight Garden Wide,245,
170714,20170714,1936304,ALG-KEL-323W,693016602438,Keli Pro Midnight Garden Wide,165,
170714,20170714,1936304,ALG-KEL-323W,693016602445,Keli Pro Midnight Garden Wide,86,
170714,20170714,1936304,ALG-KEL-323W,693016602452,Keli Pro Midnight Garden Wide,10,
170714,20170714,1936304,ALG-KEL-323W,693016602469,Keli Pro Midnight Garden Wide,10,
170714,20170714,1936304,ALG-KEL-402,693016507856,Keli Pro Roar,0,
170714,20170714,1936304,ALG-KEL-402,693016507863,Keli Pro Roar,0,
170714,20170714,1936304,ALG-KEL-402,693016507870,Keli Pro Roar,0,
170714,20170714,1936304,ALG-KEL-402,693016507887,Keli Pro Roar,0,
170714,20170714,1936304,ALG-KEL-402,693016507894,Keli Pro Roar,0,
170714,20170714,1936304,ALG-KEL-402,693016507900,Keli Pro Roar,0,
170714,20170714,1936304,ALG-KEL-402,693016507917,Keli Pro Roar,0,
170714,20170714,1936304,ALG-KEL-402,693016507924,Keli Pro Roar,0,
170714,20170714,1936304,ALG-KEL-402,693016507931,Keli Pro Roar,0,
170714,20170714,1936304,ALG-KEL-402,693016507948,Keli Pro Roar,0,
170714,20170714,1936304,ALG-KEL-431,693016493708,Keli Black Embossed Paisley,10,
170714,20170714,1936304,ALG-KEL-431,693016493715,Keli Black Embossed Paisley,41,
170714,20170714,1936304,ALG-KEL-431,693016493722,Keli Black Embossed Paisley,211,
170714,20170714,1936304,ALG-KEL-431,693016493739,Keli Black Embossed Paisley,362,
170714,20170714,1936304,ALG-KEL-431,693016493746,Keli Black Embossed Paisley,479,
170714,20170714,1936304,ALG-KEL-431,693016493753,Keli Black Embossed Paisley,480,
170714,20170714,1936304,ALG-KEL-431,693016493760,Keli Black Embossed Paisley,366,
170714,20170714,1936304,ALG-KEL-431,693016493777,Keli Black Embossed Paisley,232,
170714,20170714,1936304,ALG-KEL-431,693016493784,Keli Black Embossed Paisley,171,
170714,20170714,1936304,ALG-KEL-431,693016493791,Keli Black Embossed Paisley,65,
170714,20170714,1936304,ALG-KEL-431W,693016568000,Keli Pro Black Embossed Paisley - Wide,28,
170714,20170714,1936304,ALG-KEL-431W,693016568017,Keli Pro Black Embossed Paisley - Wide,135,
170714,20170714,1936304,ALG-KEL-431W,693016568024,Keli Pro Black Embossed Paisley - Wide,250,
170714,20170714,1936304,ALG-KEL-431W,693016568031,Keli Pro Black Embossed Paisley - Wide,371,
170714,20170714,1936304,ALG-KEL-431W,693016568048,Keli Pro Black Embossed Paisley - Wide,382,
170714,20170714,1936304,ALG-KEL-431W,693016568055,Keli Pro Black Embossed Paisley - Wide,285,
170714,20170714,1936304,ALG-KEL-431W,693016568062,Keli Pro Black Embossed Paisley - Wide,193,
170714,20170714,1936304,ALG-KEL-431W,693016568079,Keli Pro Black Embossed Paisley - Wide,108,
170714,20170714,1936304,ALG-KEL-431W,693016568086,Keli Pro Black Embossed Paisley - Wide,14,
170714,20170714,1936304,ALG-KEL-431W,693016568093,Keli Pro Black Embossed Paisley - Wide,10,
170714,20170714,1936304,ALG-KEL-433,693016493807,Keli Choco Embossed Paisley,6,
170714,20170714,1936304,ALG-KEL-433,693016493814,Keli Choco Embossed Paisley,30,
170714,20170714,1936304,ALG-KEL-433,693016493821,Keli Choco Embossed Paisley,97,
170714,20170714,1936304,ALG-KEL-433,693016493838,Keli Choco Embossed Paisley,137,
170714,20170714,1936304,ALG-KEL-433,693016493845,Keli Choco Embossed Paisley,218,
170714,20170714,1936304,ALG-KEL-433,693016493852,Keli Choco Embossed Paisley,229,
170714,20170714,1936304,ALG-KEL-433,693016493869,Keli Choco Embossed Paisley,178,
170714,20170714,1936304,ALG-KEL-433,693016493876,Keli Choco Embossed Paisley,137,
170714,20170714,1936304,ALG-KEL-433,693016493883,Keli Choco Embossed Paisley,40,
170714,20170714,1936304,ALG-KEL-433,693016493890,Keli Choco Embossed Paisley,18,
170714,20170714,1936304,ALG-KEL-433W,693016607341,Keli Choco Embossed Paisley Wide,10,
170714,20170714,1936304,ALG-KEL-433W,693016607358,Keli Choco Embossed Paisley Wide,40,
170714,20170714,1936304,ALG-KEL-433W,693016607365,Keli Choco Embossed Paisley Wide,98,
170714,20170714,1936304,ALG-KEL-433W,693016607372,Keli Choco Embossed Paisley Wide,168,
170714,20170714,1936304,ALG-KEL-433W,693016607389,Keli Choco Embossed Paisley Wide,176,
170714,20170714,1936304,ALG-KEL-433W,693016607396,Keli Choco Embossed Paisley Wide,136,
170714,20170714,1936304,ALG-KEL-433W,693016607402,Keli Choco Embossed Paisley Wide,87,
170714,20170714,1936304,ALG-KEL-433W,693016607419,Keli Choco Embossed Paisley Wide,49,
170714,20170714,1936304,ALG-KEL-433W,693016607426,Keli Choco Embossed Paisley Wide,20,
170714,20170714,1936304,ALG-KEL-433W,693016607433,Keli Choco Embossed Paisley Wide,10,
170714,20170714,1936304,ALG-KEL-442,693016587872,Keli Pro Totem,9,
170714,20170714,1936304,ALG-KEL-442,693016587889,Keli Pro Totem,24,
170714,20170714,1936304,ALG-KEL-442,693016587896,Keli Pro Totem,40,
170714,20170714,1936304,ALG-KEL-442,693016587902,Keli Pro Totem,78,
170714,20170714,1936304,ALG-KEL-442,693016587919,Keli Pro Totem,122,
170714,20170714,1936304,ALG-KEL-442,693016587926,Keli Pro Totem,122,
170714,20170714,1936304,ALG-KEL-442,693016587933,Keli Pro Totem,63,
170714,20170714,1936304,ALG-KEL-442,693016587940,Keli Pro Totem,32,
170714,20170714,1936304,ALG-KEL-442,693016587957,Keli Pro Totem,27,
170714,20170714,1936304,ALG-KEL-442,693016587964,Keli Pro Totem,11,
170714,20170714,1936304,ALG-KEL-442W,693016624638,Keli Pro Totem Wide,0,
170714,20170714,1936304,ALG-KEL-442W,693016624645,Keli Pro Totem Wide,0,
170714,20170714,1936304,ALG-KEL-442W,693016624652,Keli Pro Totem Wide,0,
170714,20170714,1936304,ALG-KEL-442W,693016624669,Keli Pro Totem Wide,0,
170714,20170714,1936304,ALG-KEL-442W,693016624676,Keli Pro Totem Wide,0,
170714,20170714,1936304,ALG-KEL-442W,693016624683,Keli Pro Totem Wide,0,
170714,20170714,1936304,ALG-KEL-442W,693016624690,Keli Pro Totem Wide,0,
170714,20170714,1936304,ALG-KEL-442W,693016624706,Keli Pro Totem Wide,0,
170714,20170714,1936304,ALG-KEL-442W,693016624713,Keli Pro Totem Wide,0,
170714,20170714,1936304,ALG-KEL-454,693016612741,Keli Pro Ric Rack,0,
