Product SKU,Product UPC,Stock Level,Wholesale Price,MSRP
ALG-DEB-560-36,693016490202,0,37.50,69.00
ALG-DEB-560-37,693016490219,0,37.50,69.00
ALG-DEB-560-38,693016490226,0,37.50,69.00
ALG-DEB-560-39,693016490233,0,37.50,69.00
ALG-DEB-560-40,693016490240,0,37.50,69.00
ALG-DEB-560-41,693016490257,0,37.50,69.00
ALG-DEB-560-42,693016490264,0,37.50,69.00
ALG-DEB-560-43,693016490271,0,37.50,69.00
ALG-DEB-600-35,693016213887,0,59.50,129.95
ALG-DEB-600-36,693016213894,3,59.50,129.95
ALG-DEB-600-37,693016213900,0,59.50,129.95
ALG-DEB-600-38,693016213917,52,59.50,129.95
ALG-DEB-600-39,693016213924,78,59.50,129.95
ALG-DEB-600-40,693016213931,73,59.50,129.95
ALG-DEB-600-41,693016213948,50,59.50,129.95
ALG-DEB-600-42,693016213955,26,59.50,129.95
ALG-DEB-600-34,693016277353,9,59.50,129.95
ALG-DEB-600-43,693016313426,20,59.50,129.95
ALG-DEB-601-35,693016213962,57,59.50,129.95
ALG-DEB-601-36,693016213979,148,59.50,129.95
ALG-DEB-601-37,693016213986,356,59.50,129.95
ALG-DEB-601-38,693016213993,482,59.50,129.95
ALG-DEB-601-39,693016214006,562,59.50,129.95
ALG-DEB-601-40,693016214013,234,59.50,129.95
ALG-DEB-601-41,693016214020,154,59.50,129.95
ALG-DEB-601-42,693016214037,56,59.50,129.95
ALG-DEB-601-34,693016277360,20,59.50,129.95
ALG-DEB-601-43,693016313433,42,59.50,129.95
ALG-DEB-654-34,693016570904,0,59.50,129.95
ALG-DEB-654-35,693016570911,0,59.50,129.95
ALG-DEB-654-36,693016570928,0,59.50,129.95
ALG-DEB-654-37,693016570935,0,59.50,129.95
ALG-DEB-654-38,693016570942,0,59.50,129.95
ALG-DEB-654-39,693016570959,0,59.50,129.95
ALG-DEB-654-40,693016570966,0,59.50,129.95
ALG-DEB-654-41,693016570973,0,59.50,129.95
ALG-DEB-654-42,693016570980,0,59.50,129.95
ALG-DEB-654-43,693016570997,0,59.50,129.95
ALG-DEB-656-35,693016610440,8,59.50,129.95
ALG-DEB-656-36,693016610457,20,59.50,129.95
ALG-DEB-656-37,693016610464,35,59.50,129.95
ALG-DEB-656-38,693016610471,76,59.50,129.95
ALG-DEB-656-39,693016610488,81,59.50,129.95
ALG-DEB-656-40,693016610495,43,59.50,129.95
ALG-DEB-656-41,693016610501,19,59.50,129.95
ALG-DEB-656-42,693016610518,3,59.50,129.95
ALG-DEB-656-43,693016610525,9,59.50,129.95
ALG-DEB-725-35,693016303359,0,34.50,69.95
ALG-DEB-725-36,693016303366,0,34.50,69.95
ALG-DEB-725-37,693016303373,0,34.50,69.95
ALG-DEB-725-38,693016303380,0,34.50,69.95
ALG-DEB-725-39,693016303397,0,34.50,69.95
ALG-DEB-725-40,693016303403,0,34.50,69.95
ALG-DEB-725-41,693016303410,0,34.50,69.95
ALG-DEB-725-42,693016303427,0,34.50,69.95
ALG-DEB-725-43,693016313457,0,34.50,69.95
ALG-DEB-777-34,693016570706,15,59.50,129.95
ALG-DEB-777-35,693016570713,76,59.50,129.95
ALG-DEB-777-36,693016570720,185,59.50,129.95
ALG-DEB-777-37,693016570737,294,59.50,129.95
ALG-DEB-777-38,693016570744,430,59.50,129.95
ALG-DEB-777-39,693016570751,381,59.50,129.95
ALG-DEB-777-40,693016570768,300,59.50,129.95
ALG-DEB-777-41,693016570775,267,59.50,129.95
ALG-DEB-777-42,693016570782,141,59.50,129.95
ALG-DEB-777-43,693016570799,13,59.50,129.95
ALG-DEB-783-34,693016570805,0,37.50,129.95
ALG-DEB-783-35,693016570812,0,37.50,129.95
ALG-DEB-783-36,693016570829,0,37.50,129.95
ALG-DEB-783-37,693016570836,0,37.50,129.95
ALG-DEB-783-38,693016570843,0,37.50,129.95
ALG-DEB-783-39,693016570850,0,37.50,129.95
ALG-DEB-783-40,693016570867,0,37.50,129.95
ALG-DEB-783-41,693016570874,0,37.50,129.95
ALG-DEB-783-42,693016570881,0,37.50,129.95
ALG-DEB-783-43,693016570898,0,37.50,129.95
ALG-DEB-810-35,693016303434,2,59.50,129.95
ALG-DEB-810-36,693016303441,0,59.50,129.95
ALG-DEB-810-37,693016303458,0,59.50,129.95
ALG-DEB-810-38,693016303465,0,59.50,129.95
ALG-DEB-810-39,693016303472,0,59.50,129.95
ALG-DEB-810-40,693016303489,0,59.50,129.95
ALG-DEB-810-41,693016303496,0,59.50,129.95
ALG-DEB-810-42,693016303502,0,59.50,129.95
ALG-DEB-824-35,693016610341,0,59.50,129.95
ALG-DEB-824-36,693016610358,0,59.50,129.95
ALG-DEB-824-37,693016610365,0,59.50,129.95
ALG-DEB-824-38,693016610372,0,59.50,129.95
ALG-DEB-824-39,693016610389,0,59.50,129.95
ALG-DEB-824-40,693016610396,0,59.50,129.95
ALG-DEB-824-41,693016610402,0,59.50,129.95
ALG-DEB-824-42,693016610419,0,59.50,129.95
ALG-DEB-824-43,693016610426,3,59.50,129.95
ALG-DON-301-34,693016381906,0,34.50,69.00
ALG-DON-301-35,693016381913,0,34.50,69.00
ALG-DON-301-36,693016381920,0,34.50,69.00
ALG-DON-301-37,693016381937,0,34.50,69.00
ALG-DON-301-38,693016381944,0,34.50,69.00
ALG-DON-301-39,693016381951,0,34.50,69.00
ALG-DON-301-40,693016381968,0,34.50,69.00
ALG-DON-301-41,693016381975,0,34.50,69.00
ALG-DON-301-42,693016381982,0,34.50,69.00
ALG-DON-301-43,693016381999,0,34.50,69.00
ALG-DON-323S-35,693016294534,0,52.50,129.95
ALG-DON-323S-36,693016294541,0,52.50,129.95
ALG-DON-323S-37,693016294558,0,52.50,129.95
ALG-DON-323S-38,693016294565,0,52.50,129.95
ALG-DON-323S-39,693016294572,0,52.50,129.95
ALG-DON-323S-40,693016294589,0,52.50,129.95
ALG-DON-323S-41,693016294596,0,52.50,129.95
ALG-DON-323S-42,693016294602,0,52.50,129.95
ALG-DON-543-34,693016489886,0,34.50,69.00
ALG-DON-543-35,693016489893,0,34.50,69.00
ALG-DON-543-36,693016489909,0,34.50,69.00
ALG-DON-543-37,693016489916,0,34.50,69.00
ALG-DON-543-38,693016489923,0,34.50,69.00
ALG-DON-543-39,693016489930,0,34.50,69.00
ALG-DON-543-40,693016489947,0,34.50,69.00
ALG-DON-543-41,693016489954,0,34.50,69.00
ALG-DON-543-42,693016489961,0,34.50,69.00
ALG-DON-543-43,693016489978,0,34.50,69.00
ALG-DYL-422-34,693016574605,0,74.50,159.95
ALG-DYL-422-35,693016574612,0,74.50,159.95
ALG-DYL-422-36,693016574629,0,74.50,159.95
ALG-DYL-422-37,693016574636,0,74.50,159.95
ALG-DYL-422-38,693016574643,0,74.50,159.95
ALG-DYL-422-39,693016574650,2,74.50,159.95
ALG-DYL-422-40,693016574667,0,74.50,159.95
ALG-DYL-422-41,693016574674,0,74.50,159.95
ALG-DYL-422-42,693016574681,0,74.50,159.95
ALG-DYL-422-43,693016574698,0,74.50,159.95
ALG-DYL-601-34,693016574407,0,74.50,159.95
ALG-DYL-601-35,693016574414,0,74.50,159.95
ALG-DYL-601-36,693016574421,0,74.50,159.95
ALG-DYL-601-37,693016574438,0,74.50,159.95
ALG-DYL-601-38,693016574445,0,74.50,159.95
ALG-DYL-601-39,693016574452,3,74.50,159.95
ALG-DYL-601-40,693016574469,0,74.50,159.95
ALG-DYL-601-41,693016574476,0,74.50,159.95
ALG-DYL-601-42,693016574483,0,74.50,159.95
ALG-DYL-601-43,693016574490,0,74.50,159.95
ALG-DYL-882-34,693016574506,0,74.50,159.95
ALG-DYL-882-35,693016574513,0,74.50,159.95
ALG-DYL-882-36,693016574520,0,74.50,159.95
ALG-DYL-882-37,693016574537,0,74.50,159.95
ALG-DYL-882-38,693016574544,2,74.50,159.95
ALG-DYL-882-39,693016574551,5,74.50,159.95
ALG-DYL-882-40,693016574568,3,74.50,159.95
ALG-DYL-882-41,693016574575,0,74.50,159.95
ALG-DYL-882-42,693016574582,0,74.50,159.95
ALG-DYL-882-43,693016574599,0,74.50,159.95
ALG-ELI-425-34,693016577620,0,69.50,149.95
ALG-ELI-425-35,693016577637,0,69.50,149.95
ALG-ELI-425-36,693016577644,0,69.50,149.95
ALG-ELI-425-37,693016577651,0,69.50,149.95
ALG-ELI-425-38,693016577668,0,69.50,149.95
ALG-ELI-425-39,693016577675,0,69.50,149.95
ALG-ELI-425-40,693016577682,0,69.50,149.95
ALG-ELI-425-41,693016577699,0,69.50,149.95
ALG-ELI-425-42,693016577705,0,69.50,149.95
ALG-ELI-425-43,693016577712,0,69.50,149.95
ALG-ELI-435-35,693016620364,0,74.50,159.95
ALG-ELI-435-36,693016620371,0,74.50,159.95
ALG-ELI-435-37,693016620388,0,74.50,159.95
ALG-ELI-435-38,693016620395,9,74.50,159.95
ALG-ELI-435-39,693016620401,5,74.50,159.95
ALG-ELI-435-40,693016620418,50,74.50,159.95
ALG-ELI-435-41,693016620425,3,74.50,159.95
ALG-ELI-435-42,693016620432,0,74.50,159.95
ALG-ELI-435-43,693016620449,0,74.50,159.95
ALG-ELI-552-34,693016577521,0,69.50,149.95
ALG-ELI-552-35,693016577538,0,69.50,149.95
ALG-ELI-552-36,693016577545,0,69.50,149.95
ALG-ELI-552-37,693016577552,0,69.50,149.95
ALG-ELI-552-38,693016577569,0,69.50,149.95
ALG-ELI-552-39,693016577576,0,69.50,149.95
ALG-ELI-552-40,693016577583,0,69.50,149.95
ALG-ELI-552-41,693016577590,0,69.50,149.95
ALG-ELI-552-42,693016577606,0,69.50,149.95
ALG-ELI-552-43,693016577613,0,69.50,149.95
ALG-ELI-579-35,693016620463,7,74.50,159.95
ALG-ELI-579-36,693016620470,0,74.50,159.95
ALG-ELI-579-37,693016620487,10,74.50,159.95
ALG-ELI-579-38,693016620494,46,74.50,159.95
ALG-ELI-579-39,693016620500,44,74.50,159.95
ALG-ELI-579-40,693016620517,52,74.50,159.95
ALG-ELI-579-41,693016620524,14,74.50,159.95
ALG-ELI-579-42,693016620531,0,74.50,159.95
ALG-ELI-579-43,693016620548,0,74.50,159.95
ALG-ELI-660-35,693016620562,0,74.50,159.95
ALG-ELI-660-36,693016620579,0,74.50,159.95
ALG-ELI-660-37,693016620586,23,74.50,159.95
ALG-ELI-660-38,693016620593,56,74.50,159.95
ALG-ELI-660-39,693016620609,49,74.50,159.95
ALG-ELI-660-40,693016620616,58,74.50,159.95
ALG-ELI-660-41,693016620623,8,74.50,159.95
ALG-ELI-660-42,693016620630,0,74.50,159.95
ALG-ELI-660-43,693016620647,0,74.50,159.95
ALG-ELI-747-34,693016577422,0,69.50,149.95
ALG-ELI-747-35,693016577439,0,69.50,149.95
ALG-ELI-747-36,693016577446,0,69.50,149.95
ALG-ELI-747-37,693016577453,0,69.50,149.95
ALG-ELI-747-38,693016577460,0,69.50,149.95
ALG-ELI-747-39,693016577477,0,69.50,149.95
ALG-ELI-747-40,693016577484,0,69.50,149.95
ALG-ELI-747-41,693016577491,0,69.50,149.95
ALG-ELI-747-42,693016577507,0,69.50,149.95
ALG-ELI-747-43,693016577514,0,69.50,149.95
ALG-ELL-446-35,693016618255,9,59.50,129.95
ALG-ELL-446-36,693016618262,39,59.50,129.95
ALG-ELL-446-37,693016618279,64,59.50,129.95
ALG-ELL-446-38,693016618286,61,59.50,129.95
ALG-ELL-446-39,693016618293,38,59.50,129.95
ALG-ELL-446-40,693016618309,48,59.50,129.95
ALG-ELL-446-41,693016618316,20,59.50,129.95
ALG-ELL-446-42,693016618323,0,59.50,129.95
ALG-ELL-446-43,693016618330,0,59.50,129.95
ALG-ELL-448-35,693016618354,20,59.50,129.95
ALG-ELL-448-36,693016618361,52,59.50,129.95
ALG-ELL-448-37,693016618378,79,59.50,129.95
ALG-ELL-448-38,693016618385,74,59.50,129.95
ALG-ELL-448-39,693016618392,39,59.50,129.95
ALG-ELL-448-40,693016618408,39,59.50,129.95
ALG-ELL-448-41,693016618415,10,59.50,129.95
ALG-ELL-448-42,693016618422,0,59.50,129.95
ALG-ELL-448-43,693016618439,0,59.50,129.95
ALG-ELL-484-34,693016523887,0,37.50,69.00
ALG-ELL-484-35,693016523894,0,37.50,69.00
ALG-ELL-484-36,693016523900,0,37.50,69.00
ALG-ELL-484-37,693016523917,0,37.50,69.00
ALG-ELL-484-38,693016523924,0,37.50,69.00
ALG-ELL-484-39,693016523931,0,37.50,69.00
ALG-ELL-484-40,693016523948,0,37.50,69.00
ALG-ELL-484-41,693016523955,0,37.50,69.00
ALG-ELL-484-42,693016523962,0,37.50,69.00
ALG-ELL-484-43,693016523979,0,37.50,69.00
ALG-ELL-532-34,693016577026,0,37.50,129.95
ALG-ELL-532-35,693016577033,0,37.50,129.95
ALG-ELL-532-36,693016577040,0,37.50,129.95
ALG-ELL-532-37,693016577057,0,37.50,129.95
ALG-ELL-532-38,693016577064,0,37.50,129.95
ALG-ELL-532-39,693016577071,0,37.50,129.95
ALG-ELL-532-40,693016577088,0,37.50,129.95
ALG-ELL-532-41,693016577095,0,37.50,129.95
ALG-ELL-532-42,693016577101,0,37.50,129.95
ALG-ELL-532-43,693016577118,0,37.50,129.95
ALG-ELL-541-34,693016538980,0,59.50,129.95
ALG-ELL-541-35,693016538997,12,59.50,129.95
ALG-ELL-541-36,693016539000,46,59.50,129.95
ALG-ELL-541-37,693016539017,52,59.50,129.95
ALG-ELL-541-38,693016539024,92,59.50,129.95
ALG-ELL-541-39,693016539031,50,59.50,129.95
ALG-ELL-541-40,693016539048,85,59.50,129.95
ALG-ELL-541-41,693016539055,44,59.50,129.95
ALG-ELL-541-42,693016539062,33,59.50,129.95
ALG-ELL-541-43,693016539079,0,59.50,129.95
ALG-ELL-551-34,693016511051,0,59.50,129.95
ALG-ELL-551-35,693016511068,31,59.50,129.95
ALG-ELL-551-36,693016511075,22,59.50,129.95
ALG-ELL-551-37,693016511082,40,59.50,129.95
ALG-ELL-551-38,693016511099,68,59.50,129.95
ALG-ELL-551-39,693016511105,47,59.50,129.95
ALG-ELL-551-40,693016511112,10,59.50,129.95
ALG-ELL-551-41,693016511129,32,59.50,129.95
ALG-ELL-551-42,693016511136,18,59.50,129.95
ALG-ELL-551-43,693016511143,0,59.50,129.95
ALG-ELL-601-34,693016386208,0,59.50,129.95
ALG-ELL-601-35,693016386215,5,59.50,129.95
ALG-ELL-601-36,693016386222,0,59.50,129.95
ALG-ELL-601-37,693016386239,0,59.50,129.95
ALG-ELL-601-38,693016386246,0,59.50,129.95
ALG-ELL-601-39,693016386253,0,59.50,129.95
ALG-ELL-601-40,693016386260,0,59.50,129.95
ALG-ELL-601-41,693016386277,13,59.50,129.95
ALG-ELL-601-42,693016386284,11,59.50,129.95
ALG-ELL-601-43,693016386291,0,59.50,129.95
ALG-EMM-011-34,693016539284,0,37.50,69.00
ALG-EMM-011-35,693016539291,0,37.50,69.00
ALG-EMM-011-36,693016539307,0,37.50,69.00
ALG-EMM-011-37,693016539314,0,37.50,69.00
ALG-EMM-011-38,693016539321,0,37.50,69.00
ALG-EMM-011-39,693016539338,0,37.50,69.00
ALG-EMM-011-40,693016539345,0,37.50,69.00
ALG-EMM-011-41,693016539352,0,37.50,69.00
ALG-EMM-011-42,693016539369,0,37.50,69.00
ALG-EMM-011-43,693016539376,0,37.50,69.00
ALG-EMM-802-34,693016550128,0,37.50,69.00
ALG-EMM-802-35,693016550135,0,37.50,69.00
ALG-EMM-802-36,693016550142,0,37.50,69.00
ALG-EMM-802-37,693016550159,0,37.50,69.00
ALG-EMM-802-38,693016550166,0,37.50,69.00
ALG-EMM-802-39,693016550173,0,37.50,69.00
ALG-EMM-802-40,693016550180,0,37.50,69.00
ALG-EMM-802-41,693016550197,0,37.50,69.00
ALG-EMM-802-42,693016550203,0,37.50,69.00
ALG-EMM-802-43,693016550210,0,37.50,69.00
ALG-EMM-803-34,693016550227,0,59.50,129.95
ALG-EMM-803-35,693016550234,0,59.50,129.95
ALG-EMM-803-36,693016550241,0,59.50,129.95
ALG-EMM-803-37,693016550258,0,59.50,129.95
ALG-EMM-803-38,693016550265,0,59.50,129.95
ALG-EMM-803-39,693016550272,0,59.50,129.95
ALG-EMM-803-40,693016550289,0,59.50,129.95
ALG-EMM-803-41,693016550296,0,59.50,129.95
ALG-EMM-803-42,693016550302,0,59.50,129.95
ALG-EMM-803-43,693016550319,0,59.50,129.95
ALG-ERI-566-34,693016540488,0,59.50,119.00
ALG-ERI-566-35,693016540495,16,59.50,119.00
ALG-ERI-566-36,693016540501,40,59.50,119.00
ALG-ERI-566-37,693016540518,76,59.50,119.00
ALG-ERI-566-38,693016540525,93,59.50,119.00
ALG-ERI-566-39,693016540532,123,59.50,119.00
ALG-ERI-566-40,693016540549,19,59.50,119.00
ALG-ERI-566-41,693016540556,0,59.50,119.00
ALG-ERI-566-42,693016540563,0,59.50,119.00
ALG-ERI-566-43,693016540570,0,59.50,119.00
ALG-ERY-586-35,693016618453,0,59.50,129.95
ALG-ERY-586-36,693016618460,0,59.50,129.95
ALG-ERY-586-37,693016618477,0,59.50,129.95
ALG-ERY-586-38,693016618484,0,59.50,129.95
ALG-ERY-586-39,693016618491,0,59.50,129.95
ALG-ERY-586-40,693016618507,0,59.50,129.95
ALG-ERY-586-41,693016618514,0,59.50,129.95
ALG-ERY-586-42,693016618521,0,59.50,129.95
ALG-ERY-586-43,693016618538,0,59.50,129.95
ALG-ERY-640-35,693016618552,0,59.50,129.95
ALG-ERY-640-36,693016618569,0,59.50,129.95
ALG-ERY-640-37,693016618576,0,59.50,129.95
ALG-ERY-640-38,693016618583,0,59.50,129.95
ALG-ERY-640-39,693016618590,0,59.50,129.95
ALG-ERY-640-40,693016618606,0,59.50,129.95
ALG-ERY-640-41,693016618613,0,59.50,129.95
ALG-ERY-640-42,693016618620,0,59.50,129.95
ALG-ERY-640-43,693016618637,0,59.50,129.95
ALG-ERY-660-35,693016618651,0,59.50,129.95
ALG-ERY-660-36,693016618668,0,59.50,129.95
ALG-ERY-660-37,693016618675,0,59.50,129.95
ALG-ERY-660-38,693016618682,0,59.50,129.95
ALG-ERY-660-39,693016618699,0,59.50,129.95
ALG-ERY-660-40,693016618705,0,59.50,129.95
ALG-ERY-660-41,693016618712,0,59.50,129.95
ALG-ERY-660-42,693016618729,0,59.50,129.95
ALG-ERY-660-43,693016618736,0,59.50,129.95
ALG-ERY-744-35,693016618750,16,59.50,129.95
ALG-ERY-744-36,693016618767,28,59.50,129.95
ALG-ERY-744-37,693016618774,28,59.50,129.95
ALG-ERY-744-38,693016618781,13,59.50,129.95
ALG-ERY-744-39,693016618798,0,59.50,129.95
ALG-ERY-744-40,693016618804,20,59.50,129.95
ALG-ERY-744-41,693016618811,5,59.50,129.95
ALG-ERY-744-42,693016618828,0,59.50,129.95
ALG-ERY-744-43,693016618835,0,59.50,129.95
ALG-ERY-827-35,693016618859,0,59.50,129.95
ALG-ERY-827-36,693016618866,0,59.50,129.95
ALG-ERY-827-37,693016618873,0,59.50,129.95
ALG-ERY-827-38,693016618880,0,59.50,129.95
ALG-ERY-827-39,693016618897,0,59.50,129.95
ALG-ERY-827-40,693016618903,0,59.50,129.95
ALG-ERY-827-41,693016618910,0,59.50,129.95
ALG-ERY-827-42,693016618927,0,59.50,129.95
ALG-ERY-827-43,693016618934,0,59.50,129.95
ALG-ERY-828-35,693016618958,0,59.50,129.95
ALG-ERY-828-36,693016618965,0,59.50,129.95
ALG-ERY-828-37,693016618972,0,59.50,129.95
ALG-ERY-828-38,693016618989,0,59.50,129.95
ALG-ERY-828-39,693016618996,0,59.50,129.95
ALG-ERY-828-40,693016619009,0,59.50,129.95
ALG-ERY-828-41,693016619016,0,59.50,129.95
ALG-ERY-828-42,693016619023,0,59.50,129.95
ALG-ERY-828-43,693016619030,0,59.50,129.95
ALG-ESS-2003-34,693016530786,0,34.50,69.00
ALG-ESS-2003-35,693016530793,0,34.50,69.00
ALG-ESS-2003-36,693016530809,0,34.50,69.00
ALG-ESS-2003-37,693016530816,0,34.50,69.00
ALG-ESS-2003-38,693016530823,0,34.50,69.00
ALG-ESS-2003-39,693016530830,0,34.50,69.00
ALG-ESS-2003-40,693016530847,0,34.50,69.00
ALG-ESS-2003-41,693016530854,0,34.50,69.00
ALG-ESS-2003-42,693016530861,0,34.50,69.00
ALG-ESS-2003-43,693016530878,0,34.50,69.00
ALG-ESS-212-34,693016542987,0,34.50,69.00
ALG-ESS-212-35,693016542994,0,34.50,69.00
ALG-ESS-212-36,693016543007,0,34.50,69.00
ALG-ESS-212-37,693016543014,0,34.50,69.00
ALG-ESS-212-38,693016543021,0,34.50,69.00
ALG-ESS-212-39,693016543038,0,34.50,69.00
ALG-ESS-212-40,693016543045,0,34.50,69.00
ALG-ESS-212-41,693016543052,0,34.50,69.00
ALG-ESS-212-42,693016543069,0,34.50,69.00
ALG-ESS-212-43,693016543076,0,34.50,69.00
ALG-ESS-217-34,693016550920,0,34.50,69.00
ALG-ESS-217-35,693016550937,0,34.50,69.00
ALG-ESS-217-36,693016550944,0,34.50,69.00
ALG-ESS-217-37,693016550951,0,34.50,69.00
ALG-ESS-217-38,693016550968,0,34.50,69.00
ALG-ESS-217-39,693016550975,0,34.50,69.00
ALG-ESS-217-40,693016550982,0,34.50,69.00
ALG-ESS-217-41,693016550999,0,34.50,69.00
ALG-ESS-217-42,693016551002,0,34.50,69.00
ALG-ESS-217-43,693016551019,0,34.50,69.00
ALG-ESS-219-34,693016550623,0,34.50,119.95
ALG-ESS-219-35,693016550630,0,34.50,119.95
ALG-ESS-219-36,693016550647,0,34.50,119.95
ALG-ESS-219-37,693016550654,0,34.50,119.95
ALG-ESS-219-38,693016550661,0,34.50,119.95
ALG-ESS-219-39,693016550678,0,34.50,119.95
ALG-ESS-219-40,693016550685,0,34.50,119.95
ALG-ESS-219-41,693016550692,0,34.50,119.95
ALG-ESS-219-42,693016550708,0,34.50,119.95
ALG-ESS-219-43,693016550715,0,34.50,119.95
ALG-ESS-302-34,693016551026,0,34.50,119.95
ALG-ESS-302-35,693016551033,0,34.50,119.95
ALG-ESS-302-36,693016551040,0,34.50,119.95
ALG-ESS-302-37,693016551057,0,34.50,119.95
ALG-ESS-302-38,693016551064,0,34.50,119.95
ALG-ESS-302-39,693016551071,0,34.50,119.95
ALG-ESS-302-40,693016551088,0,34.50,119.95
ALG-ESS-302-41,693016551095,0,34.50,119.95
ALG-ESS-302-42,693016551101,0,34.50,119.95
ALG-ESS-302-43,693016551118,0,34.50,119.95
ALG-ESS-314-34,693016581269,0,34.50,119.95
ALG-ESS-314-35,693016581276,15,34.50,119.95
ALG-ESS-314-36,693016581283,39,34.50,119.95
ALG-ESS-314-37,693016581290,0,34.50,119.95
ALG-ESS-314-38,693016581306,0,34.50,119.95
ALG-ESS-314-39,693016581313,0,34.50,119.95
ALG-ESS-314-40,693016581320,0,34.50,119.95
ALG-ESS-314-41,693016581337,0,34.50,119.95
ALG-ESS-314-42,693016581344,0,34.50,119.95
ALG-ESS-314-43,693016581351,0,34.50,119.95
ALG-ESS-389-34,693016576029,0,34.50,119.95
ALG-ESS-389-35,693016576036,0,34.50,119.95
ALG-ESS-389-36,693016576043,14,34.50,119.95
ALG-ESS-389-37,693016576050,0,34.50,119.95
ALG-ESS-389-38,693016576067,0,34.50,119.95
ALG-ESS-389-39,693016576074,0,34.50,119.95
ALG-ESS-389-40,693016576081,0,34.50,119.95
ALG-ESS-389-41,693016576098,0,34.50,119.95
ALG-ESS-389-42,693016576104,0,34.50,119.95
ALG-ESS-389-43,693016576111,0,34.50,119.95
ALG-ESS-424-34,693016589876,0,54.50,119.95
ALG-ESS-424-35,693016589883,16,54.50,119.95
ALG-ESS-424-36,693016589890,68,54.50,119.95
ALG-ESS-424-37,693016589906,146,54.50,119.95
ALG-ESS-424-38,693016589913,195,54.50,119.95
ALG-ESS-424-39,693016589920,179,54.50,119.95
ALG-ESS-424-40,693016589937,127,54.50,119.95
ALG-ESS-424-41,693016589944,70,54.50,119.95
ALG-ESS-424-42,693016589951,49,54.50,119.95
ALG-ESS-424-43,693016589968,0,54.50,119.95
ALG-ESS-557-34,693016530588,0,34.50,119.95
ALG-ESS-557-35,693016530595,35,34.50,119.95
ALG-ESS-557-36,693016530601,44,34.50,119.95
ALG-ESS-557-37,693016530618,0,34.50,119.95
ALG-ESS-557-38,693016530625,0,34.50,119.95
ALG-ESS-557-39,693016530632,0,34.50,119.95
ALG-ESS-557-40,693016530649,0,34.50,119.95
ALG-ESS-557-41,693016530656,0,34.50,119.95
ALG-ESS-557-42,693016530663,0,34.50,119.95
ALG-ESS-557-43,693016530670,0,34.50,119.95
ALG-ESS-561-34,693016543380,0,34.50,69.00
ALG-ESS-561-35,693016543397,0,34.50,69.00
ALG-ESS-561-36,693016543403,0,34.50,69.00
ALG-ESS-561-37,693016543410,0,34.50,69.00
ALG-ESS-561-38,693016543427,0,34.50,69.00
ALG-ESS-561-39,693016543434,0,34.50,69.00
ALG-ESS-561-40,693016543441,0,34.50,69.00
ALG-ESS-561-41,693016543458,0,34.50,69.00
ALG-ESS-561-42,693016543465,0,34.50,69.00
ALG-ESS-561-43,693016543472,0,34.50,69.00
ALG-ESS-579-35,693016616459,36,54.50,119.95
ALG-ESS-579-36,693016616466,72,54.50,119.95
ALG-ESS-579-37,693016616473,114,54.50,119.95
ALG-ESS-579-38,693016616480,123,54.50,119.95
ALG-ESS-579-39,693016616497,103,54.50,119.95
ALG-ESS-579-40,693016616503,60,54.50,119.95
ALG-ESS-579-41,693016616510,38,54.50,119.95
ALG-ESS-579-42,693016616527,0,54.50,119.95
ALG-ESS-579-43,693016616534,0,54.50,119.95
ALG-ESS-580-35,693016616350,36,54.50,119.95
ALG-ESS-580-36,693016616367,83,54.50,119.95
ALG-ESS-580-37,693016616374,123,54.50,119.95
ALG-ESS-580-38,693016616381,140,54.50,119.95
ALG-ESS-580-39,693016616398,108,54.50,119.95
ALG-ESS-580-40,693016616404,67,54.50,119.95
ALG-ESS-580-41,693016616411,41,54.50,119.95
ALG-ESS-580-42,693016616428,0,54.50,119.95
ALG-ESS-580-43,693016616435,0,54.50,119.95
ALG-ESS-586-35,693016616657,23,54.50,119.95
ALG-ESS-586-36,693016616664,54,54.50,119.95
ALG-ESS-586-37,693016616671,73,54.50,119.95
ALG-ESS-586-38,693016616688,79,54.50,119.95
ALG-ESS-586-39,693016616695,73,54.50,119.95
ALG-ESS-586-40,693016616701,28,54.50,119.95
ALG-ESS-586-41,693016616718,28,54.50,119.95
ALG-ESS-586-42,693016616725,0,54.50,119.95
ALG-ESS-586-43,693016616732,0,54.50,119.95
ALG-ESS-601-34,693016589975,0,54.50,119.95
ALG-ESS-601-35,693016589982,19,54.50,119.95
ALG-ESS-601-36,693016589999,36,54.50,119.95
ALG-ESS-601-37,693016590001,78,54.50,119.95
ALG-ESS-601-38,693016590018,98,54.50,119.95
ALG-ESS-601-39,693016590025,103,54.50,119.95
ALG-ESS-601-40,693016590032,69,54.50,119.95
ALG-ESS-601-41,693016590049,47,54.50,119.95
ALG-ESS-601-42,693016590056,15,54.50,119.95
ALG-ESS-601-43,693016590063,0,54.50,119.95
ALG-ESS-747-34,693016575824,0,34.50,119.95
ALG-ESS-747-35,693016575831,14,34.50,119.95
ALG-ESS-747-36,693016575848,72,34.50,119.95
ALG-ESS-747-37,693016575855,0,34.50,119.95
ALG-ESS-747-38,693016575862,0,34.50,119.95
ALG-ESS-747-39,693016575879,0,34.50,119.95
ALG-ESS-747-40,693016575886,0,34.50,119.95
ALG-ESS-747-41,693016575893,0,34.50,119.95
ALG-ESS-747-42,693016575909,0,34.50,119.95
ALG-ESS-747-43,693016575916,0,34.50,119.95
