sku,UPC,title,quantity_available,status,cost,currency_code,quantity_on_order,estimated_availability_date,pgid,date
693016534999,693016534999,Debra Black Sprigs,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016535002,693016535002,Debra Black Sprigs,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016535019,693016535019,Debra Black Sprigs,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016535026,693016535026,Debra Black Sprigs,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016535033,693016535033,Debra Black Sprigs,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016535040,693016535040,Debra Black Sprigs,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016535057,693016535057,Debra Black Sprigs,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016535064,693016535064,Debra Black Sprigs,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016535071,693016535071,Debra Black Sprigs,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016490189,693016490189,Debra Chef Black,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016490196,693016490196,Debra Chef Black,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016490202,693016490202,Debra Chef Black,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016490219,693016490219,Debra Chef Black,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016490226,693016490226,Debra Chef Black,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016490233,693016490233,Debra Chef Black,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016490240,693016490240,Debra Chef Black,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016490257,693016490257,Debra Chef Black,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016490264,693016490264,Debra Chef Black,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016490271,693016490271,Debra Chef Black,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016213887,693016213887,Debra White Leather,0,,59.50,USD,,,A1152B,07/14/2017
693016213894,693016213894,Debra White Leather,3,,59.50,USD,,,A1152B,07/14/2017
693016213900,693016213900,Debra White Leather,0,,59.50,USD,,,A1152B,07/14/2017
693016213917,693016213917,Debra White Leather,52,,59.50,USD,,,A1152B,07/14/2017
693016213924,693016213924,Debra White Leather,78,,59.50,USD,,,A1152B,07/14/2017
693016213931,693016213931,Debra White Leather,73,,59.50,USD,,,A1152B,07/14/2017
693016213948,693016213948,Debra White Leather,50,,59.50,USD,,,A1152B,07/14/2017
693016213955,693016213955,Debra White Leather,26,,59.50,USD,,,A1152B,07/14/2017
693016277353,693016277353,Debra White Leather,9,,59.50,USD,,,A1152B,07/14/2017
693016313426,693016313426,Debra White Leather,20,,59.50,USD,,,A1152B,07/14/2017
693016213962,693016213962,Debra Black Leather,57,,59.50,USD,,,A1152B,07/14/2017
693016213979,693016213979,Debra Black Leather,148,,59.50,USD,,,A1152B,07/14/2017
693016213986,693016213986,Debra Black Leather,356,,59.50,USD,,,A1152B,07/14/2017
693016213993,693016213993,Debra Black Leather,482,,59.50,USD,,,A1152B,07/14/2017
693016214006,693016214006,Debra Black Leather,562,,59.50,USD,,,A1152B,07/14/2017
693016214013,693016214013,Debra Black Leather,234,,59.50,USD,,,A1152B,07/14/2017
693016214020,693016214020,Debra Black Leather,154,,59.50,USD,,,A1152B,07/14/2017
693016214037,693016214037,Debra Black Leather,56,,59.50,USD,,,A1152B,07/14/2017
693016277360,693016277360,Debra Black Leather,20,,59.50,USD,,,A1152B,07/14/2017
693016313433,693016313433,Debra Black Leather,42,,59.50,USD,,,A1152B,07/14/2017
693016570904,693016570904,Debra I Heart U Red,0,,59.50,USD,,,A1152B,07/14/2017
693016570911,693016570911,Debra I Heart U Red,0,,59.50,USD,,,A1152B,07/14/2017
693016570928,693016570928,Debra I Heart U Red,0,,59.50,USD,,,A1152B,07/14/2017
693016570935,693016570935,Debra I Heart U Red,0,,59.50,USD,,,A1152B,07/14/2017
693016570942,693016570942,Debra I Heart U Red,0,,59.50,USD,,,A1152B,07/14/2017
693016570959,693016570959,Debra I Heart U Red,0,,59.50,USD,,,A1152B,07/14/2017
693016570966,693016570966,Debra I Heart U Red,0,,59.50,USD,,,A1152B,07/14/2017
693016570973,693016570973,Debra I Heart U Red,0,,59.50,USD,,,A1152B,07/14/2017
693016570980,693016570980,Debra I Heart U Red,0,,59.50,USD,,,A1152B,07/14/2017
693016570997,693016570997,Debra I Heart U Red,0,,59.50,USD,,,A1152B,07/14/2017
693016610440,693016610440,Debra Hazelnut,8,,59.50,USD,,,A1152B,07/14/2017
693016610457,693016610457,Debra Hazelnut,20,,59.50,USD,,,A1152B,07/14/2017
693016610464,693016610464,Debra Hazelnut,35,,59.50,USD,,,A1152B,07/14/2017
693016610471,693016610471,Debra Hazelnut,76,,59.50,USD,,,A1152B,07/14/2017
693016610488,693016610488,Debra Hazelnut,81,,59.50,USD,,,A1152B,07/14/2017
693016610495,693016610495,Debra Hazelnut,43,,59.50,USD,,,A1152B,07/14/2017
693016610501,693016610501,Debra Hazelnut,19,,59.50,USD,,,A1152B,07/14/2017
693016610518,693016610518,Debra Hazelnut,3,,59.50,USD,,,A1152B,07/14/2017
693016610525,693016610525,Debra Hazelnut,9,,59.50,USD,,,A1152B,07/14/2017
693016303359,693016303359,Debra Happy Snake,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016303366,693016303366,Debra Happy Snake,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016303373,693016303373,Debra Happy Snake,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016303380,693016303380,Debra Happy Snake,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016303397,693016303397,Debra Happy Snake,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016303403,693016303403,Debra Happy Snake,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016303410,693016303410,Debra Happy Snake,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016303427,693016303427,Debra Happy Snake,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016313457,693016313457,Debra Happy Snake,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016570706,693016570706,Debra Viewmaster,15,,59.50,USD,,,A1152B,07/14/2017
693016570713,693016570713,Debra Viewmaster,76,,59.50,USD,,,A1152B,07/14/2017
693016570720,693016570720,Debra Viewmaster,185,,59.50,USD,,,A1152B,07/14/2017
693016570737,693016570737,Debra Viewmaster,294,,59.50,USD,,,A1152B,07/14/2017
693016570744,693016570744,Debra Viewmaster,430,,59.50,USD,,,A1152B,07/14/2017
693016570751,693016570751,Debra Viewmaster,381,,59.50,USD,,,A1152B,07/14/2017
693016570768,693016570768,Debra Viewmaster,300,,59.50,USD,,,A1152B,07/14/2017
693016570775,693016570775,Debra Viewmaster,267,,59.50,USD,,,A1152B,07/14/2017
693016570782,693016570782,Debra Viewmaster,141,,59.50,USD,,,A1152B,07/14/2017
693016570799,693016570799,Debra Viewmaster,13,,59.50,USD,,,A1152B,07/14/2017
693016570805,693016570805,Debra Navy Python,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016570812,693016570812,Debra Navy Python,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016570829,693016570829,Debra Navy Python,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016570836,693016570836,Debra Navy Python,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016570843,693016570843,Debra Navy Python,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016570850,693016570850,Debra Navy Python,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016570867,693016570867,Debra Navy Python,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016570874,693016570874,Debra Navy Python,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016570881,693016570881,Debra Navy Python,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016570898,693016570898,Debra Navy Python,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016303434,693016303434,Debra Aloha,2,discontinued,59.50,USD,,,A1152B,07/14/2017
693016303441,693016303441,Debra Aloha,0,discontinued,59.50,USD,,,A1152B,07/14/2017
693016303458,693016303458,Debra Aloha,0,discontinued,59.50,USD,,,A1152B,07/14/2017
693016303465,693016303465,Debra Aloha,0,discontinued,59.50,USD,,,A1152B,07/14/2017
693016303472,693016303472,Debra Aloha,0,discontinued,59.50,USD,,,A1152B,07/14/2017
693016303489,693016303489,Debra Aloha,0,discontinued,59.50,USD,,,A1152B,07/14/2017
693016303496,693016303496,Debra Aloha,0,discontinued,59.50,USD,,,A1152B,07/14/2017
693016303502,693016303502,Debra Aloha,0,discontinued,59.50,USD,,,A1152B,07/14/2017
693016610341,693016610341,Debra Spin Dr.,0,,59.50,USD,,,A1152B,07/14/2017
693016610358,693016610358,Debra Spin Dr.,0,,59.50,USD,,,A1152B,07/14/2017
693016610365,693016610365,Debra Spin Dr.,0,,59.50,USD,,,A1152B,07/14/2017
693016610372,693016610372,Debra Spin Dr.,0,,59.50,USD,,,A1152B,07/14/2017
693016610389,693016610389,Debra Spin Dr.,0,,59.50,USD,,,A1152B,07/14/2017
693016610396,693016610396,Debra Spin Dr.,0,,59.50,USD,,,A1152B,07/14/2017
693016610402,693016610402,Debra Spin Dr.,0,,59.50,USD,,,A1152B,07/14/2017
693016610419,693016610419,Debra Spin Dr.,0,,59.50,USD,,,A1152B,07/14/2017
693016610426,693016610426,Debra Spin Dr.,3,,59.50,USD,,,A1152B,07/14/2017
693016381906,693016381906,Donna Electro Native,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016381913,693016381913,Donna Electro Native,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016381920,693016381920,Donna Electro Native,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016381937,693016381937,Donna Electro Native,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016381944,693016381944,Donna Electro Native,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016381951,693016381951,Donna Electro Native,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016381968,693016381968,Donna Electro Native,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016381975,693016381975,Donna Electro Native,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016381982,693016381982,Donna Electro Native,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016381999,693016381999,Donna Electro Native,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016294534,693016294534,Scrubwear Donna Midnight Garden,0,,52.50,USD,,,A1152B,07/14/2017
693016294541,693016294541,Scrubwear Donna Midnight Garden,0,,52.50,USD,,,A1152B,07/14/2017
693016294558,693016294558,Scrubwear Donna Midnight Garden,0,,52.50,USD,,,A1152B,07/14/2017
693016294565,693016294565,Scrubwear Donna Midnight Garden,0,,52.50,USD,,,A1152B,07/14/2017
693016294572,693016294572,Scrubwear Donna Midnight Garden,0,,52.50,USD,,,A1152B,07/14/2017
693016294589,693016294589,Scrubwear Donna Midnight Garden,0,,52.50,USD,,,A1152B,07/14/2017
693016294596,693016294596,Scrubwear Donna Midnight Garden,0,,52.50,USD,,,A1152B,07/14/2017
693016294602,693016294602,Scrubwear Donna Midnight Garden,0,,52.50,USD,,,A1152B,07/14/2017
693016489886,693016489886,Donna Sweetish Black,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016489893,693016489893,Donna Sweetish Black,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016489909,693016489909,Donna Sweetish Black,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016489916,693016489916,Donna Sweetish Black,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016489923,693016489923,Donna Sweetish Black,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016489930,693016489930,Donna Sweetish Black,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016489947,693016489947,Donna Sweetish Black,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016489954,693016489954,Donna Sweetish Black,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016489961,693016489961,Donna Sweetish Black,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016489978,693016489978,Donna Sweetish Black,0,discontinued,34.50,USD,,,A1152B,07/14/2017
693016574605,693016574605,Dylan Molasses Tooled Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574612,693016574612,Dylan Molasses Tooled Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574629,693016574629,Dylan Molasses Tooled Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574636,693016574636,Dylan Molasses Tooled Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574643,693016574643,Dylan Molasses Tooled Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574650,693016574650,Dylan Molasses Tooled Waterproof,2,,74.50,USD,,,A1152B,07/14/2017
693016574667,693016574667,Dylan Molasses Tooled Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574674,693016574674,Dylan Molasses Tooled Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574681,693016574681,Dylan Molasses Tooled Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574698,693016574698,Dylan Molasses Tooled Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574407,693016574407,Dylan Black Nappa Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574414,693016574414,Dylan Black Nappa Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574421,693016574421,Dylan Black Nappa Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574438,693016574438,Dylan Black Nappa Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574445,693016574445,Dylan Black Nappa Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574452,693016574452,Dylan Black Nappa Waterproof,3,,74.50,USD,,,A1152B,07/14/2017
693016574469,693016574469,Dylan Black Nappa Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574476,693016574476,Dylan Black Nappa Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574483,693016574483,Dylan Black Nappa Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574490,693016574490,Dylan Black Nappa Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574506,693016574506,Dylan Hickory Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574513,693016574513,Dylan Hickory Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574520,693016574520,Dylan Hickory Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574537,693016574537,Dylan Hickory Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574544,693016574544,Dylan Hickory Waterproof,2,,74.50,USD,,,A1152B,07/14/2017
693016574551,693016574551,Dylan Hickory Waterproof,5,,74.50,USD,,,A1152B,07/14/2017
693016574568,693016574568,Dylan Hickory Waterproof,3,,74.50,USD,,,A1152B,07/14/2017
693016574575,693016574575,Dylan Hickory Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574582,693016574582,Dylan Hickory Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016574599,693016574599,Dylan Hickory Waterproof,0,,74.50,USD,,,A1152B,07/14/2017
693016577620,693016577620,Eliza Teal Tooled,0,,69.50,USD,,,A1152B,07/14/2017
693016577637,693016577637,Eliza Teal Tooled,0,,69.50,USD,,,A1152B,07/14/2017
693016577644,693016577644,Eliza Teal Tooled,0,,69.50,USD,,,A1152B,07/14/2017
693016577651,693016577651,Eliza Teal Tooled,0,,69.50,USD,,,A1152B,07/14/2017
693016577668,693016577668,Eliza Teal Tooled,0,,69.50,USD,,,A1152B,07/14/2017
693016577675,693016577675,Eliza Teal Tooled,0,,69.50,USD,,,A1152B,07/14/2017
693016577682,693016577682,Eliza Teal Tooled,0,,69.50,USD,,,A1152B,07/14/2017
693016577699,693016577699,Eliza Teal Tooled,0,,69.50,USD,,,A1152B,07/14/2017
693016577705,693016577705,Eliza Teal Tooled,0,,69.50,USD,,,A1152B,07/14/2017
693016577712,693016577712,Eliza Teal Tooled,0,,69.50,USD,,,A1152B,07/14/2017
693016620364,693016620364,Eliza Delicut,0,,74.50,USD,,,A1152B,07/14/2017
693016620371,693016620371,Eliza Delicut,0,,74.50,USD,,,A1152B,07/14/2017
693016620388,693016620388,Eliza Delicut,0,,74.50,USD,,,A1152B,07/14/2017
693016620395,693016620395,Eliza Delicut,9,,74.50,USD,,,A1152B,07/14/2017
693016620401,693016620401,Eliza Delicut,5,,74.50,USD,,,A1152B,07/14/2017
693016620418,693016620418,Eliza Delicut,50,,74.50,USD,,,A1152B,07/14/2017
693016620425,693016620425,Eliza Delicut,3,,74.50,USD,,,A1152B,07/14/2017
693016620432,693016620432,Eliza Delicut,0,,74.50,USD,,,A1152B,07/14/2017
693016620449,693016620449,Eliza Delicut,0,,74.50,USD,,,A1152B,07/14/2017
693016577521,693016577521,Eliza Black Bloom,0,,69.50,USD,,,A1152B,07/14/2017
693016577538,693016577538,Eliza Black Bloom,0,,69.50,USD,,,A1152B,07/14/2017
693016577545,693016577545,Eliza Black Bloom,0,,69.50,USD,,,A1152B,07/14/2017
693016577552,693016577552,Eliza Black Bloom,0,,69.50,USD,,,A1152B,07/14/2017
693016577569,693016577569,Eliza Black Bloom,0,,69.50,USD,,,A1152B,07/14/2017
693016577576,693016577576,Eliza Black Bloom,0,,69.50,USD,,,A1152B,07/14/2017
693016577583,693016577583,Eliza Black Bloom,0,,69.50,USD,,,A1152B,07/14/2017
693016577590,693016577590,Eliza Black Bloom,0,,69.50,USD,,,A1152B,07/14/2017
693016577606,693016577606,Eliza Black Bloom,0,,69.50,USD,,,A1152B,07/14/2017
693016577613,693016577613,Eliza Black Bloom,0,,69.50,USD,,,A1152B,07/14/2017
693016620463,693016620463,Eliza Dame,7,,74.50,USD,,,A1152B,07/14/2017
693016620470,693016620470,Eliza Dame,0,,74.50,USD,,,A1152B,07/14/2017
693016620487,693016620487,Eliza Dame,10,,74.50,USD,,,A1152B,07/14/2017
693016620494,693016620494,Eliza Dame,46,,74.50,USD,,,A1152B,07/14/2017
693016620500,693016620500,Eliza Dame,44,,74.50,USD,,,A1152B,07/14/2017
693016620517,693016620517,Eliza Dame,52,,74.50,USD,,,A1152B,07/14/2017
693016620524,693016620524,Eliza Dame,14,,74.50,USD,,,A1152B,07/14/2017
693016620531,693016620531,Eliza Dame,0,,74.50,USD,,,A1152B,07/14/2017
693016620548,693016620548,Eliza Dame,0,,74.50,USD,,,A1152B,07/14/2017
693016620562,693016620562,Eliza Chestnut Luster,0,,74.50,USD,,,A1152B,07/14/2017
693016620579,693016620579,Eliza Chestnut Luster,0,,74.50,USD,,,A1152B,07/14/2017
693016620586,693016620586,Eliza Chestnut Luster,23,,74.50,USD,,,A1152B,07/14/2017
693016620593,693016620593,Eliza Chestnut Luster,56,,74.50,USD,,,A1152B,07/14/2017
693016620609,693016620609,Eliza Chestnut Luster,49,,74.50,USD,,,A1152B,07/14/2017
693016620616,693016620616,Eliza Chestnut Luster,58,,74.50,USD,,,A1152B,07/14/2017
693016620623,693016620623,Eliza Chestnut Luster,8,,74.50,USD,,,A1152B,07/14/2017
693016620630,693016620630,Eliza Chestnut Luster,0,,74.50,USD,,,A1152B,07/14/2017
693016620647,693016620647,Eliza Chestnut Luster,0,,74.50,USD,,,A1152B,07/14/2017
693016577422,693016577422,Eliza Elegance,0,,69.50,USD,,,A1152B,07/14/2017
693016577439,693016577439,Eliza Elegance,0,,69.50,USD,,,A1152B,07/14/2017
693016577446,693016577446,Eliza Elegance,0,,69.50,USD,,,A1152B,07/14/2017
693016577453,693016577453,Eliza Elegance,0,,69.50,USD,,,A1152B,07/14/2017
693016577460,693016577460,Eliza Elegance,0,,69.50,USD,,,A1152B,07/14/2017
693016577477,693016577477,Eliza Elegance,0,,69.50,USD,,,A1152B,07/14/2017
693016577484,693016577484,Eliza Elegance,0,,69.50,USD,,,A1152B,07/14/2017
693016577491,693016577491,Eliza Elegance,0,,69.50,USD,,,A1152B,07/14/2017
693016577507,693016577507,Eliza Elegance,0,,69.50,USD,,,A1152B,07/14/2017
693016577514,693016577514,Eliza Elegance,0,,69.50,USD,,,A1152B,07/14/2017
693016618255,693016618255,Ella Dearest,9,,59.50,USD,,,A1152B,07/14/2017
693016618262,693016618262,Ella Dearest,39,,59.50,USD,,,A1152B,07/14/2017
693016618279,693016618279,Ella Dearest,64,,59.50,USD,,,A1152B,07/14/2017
693016618286,693016618286,Ella Dearest,61,,59.50,USD,,,A1152B,07/14/2017
693016618293,693016618293,Ella Dearest,38,,59.50,USD,,,A1152B,07/14/2017
693016618309,693016618309,Ella Dearest,48,,59.50,USD,,,A1152B,07/14/2017
693016618316,693016618316,Ella Dearest,20,,59.50,USD,,,A1152B,07/14/2017
693016618323,693016618323,Ella Dearest,0,,59.50,USD,,,A1152B,07/14/2017
693016618330,693016618330,Ella Dearest,0,,59.50,USD,,,A1152B,07/14/2017
693016618354,693016618354,Ella Dainty,20,,59.50,USD,,,A1152B,07/14/2017
693016618361,693016618361,Ella Dainty,52,,59.50,USD,,,A1152B,07/14/2017
693016618378,693016618378,Ella Dainty,79,,59.50,USD,,,A1152B,07/14/2017
693016618385,693016618385,Ella Dainty,74,,59.50,USD,,,A1152B,07/14/2017
693016618392,693016618392,Ella Dainty,39,,59.50,USD,,,A1152B,07/14/2017
693016618408,693016618408,Ella Dainty,39,,59.50,USD,,,A1152B,07/14/2017
693016618415,693016618415,Ella Dainty,10,,59.50,USD,,,A1152B,07/14/2017
693016618422,693016618422,Ella Dainty,0,,59.50,USD,,,A1152B,07/14/2017
693016618439,693016618439,Ella Dainty,0,,59.50,USD,,,A1152B,07/14/2017
693016523887,693016523887,Ella Jacinta,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016523894,693016523894,Ella Jacinta,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016523900,693016523900,Ella Jacinta,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016523917,693016523917,Ella Jacinta,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016523924,693016523924,Ella Jacinta,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016523931,693016523931,Ella Jacinta,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016523948,693016523948,Ella Jacinta,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016523955,693016523955,Ella Jacinta,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016523962,693016523962,Ella Jacinta,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016523979,693016523979,Ella Jacinta,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016577026,693016577026,Ella Pewter Dazzler,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016577033,693016577033,Ella Pewter Dazzler,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016577040,693016577040,Ella Pewter Dazzler,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016577057,693016577057,Ella Pewter Dazzler,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016577064,693016577064,Ella Pewter Dazzler,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016577071,693016577071,Ella Pewter Dazzler,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016577088,693016577088,Ella Pewter Dazzler,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016577095,693016577095,Ella Pewter Dazzler,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016577101,693016577101,Ella Pewter Dazzler,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016577118,693016577118,Ella Pewter Dazzler,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016538980,693016538980,Ella Night Rosette,0,,59.50,USD,,,A1152B,07/14/2017
693016538997,693016538997,Ella Night Rosette,12,,59.50,USD,,,A1152B,07/14/2017
693016539000,693016539000,Ella Night Rosette,46,,59.50,USD,,,A1152B,07/14/2017
693016539017,693016539017,Ella Night Rosette,52,,59.50,USD,,,A1152B,07/14/2017
693016539024,693016539024,Ella Night Rosette,92,,59.50,USD,,,A1152B,07/14/2017
693016539031,693016539031,Ella Night Rosette,50,,59.50,USD,,,A1152B,07/14/2017
693016539048,693016539048,Ella Night Rosette,85,,59.50,USD,,,A1152B,07/14/2017
693016539055,693016539055,Ella Night Rosette,44,,59.50,USD,,,A1152B,07/14/2017
693016539062,693016539062,Ella Night Rosette,33,,59.50,USD,,,A1152B,07/14/2017
693016539079,693016539079,Ella Night Rosette,0,,59.50,USD,,,A1152B,07/14/2017
693016511051,693016511051,Ella 2 Black Sprigs,0,,59.50,USD,,,A1152B,07/14/2017
693016511068,693016511068,Ella 2 Black Sprigs,31,,59.50,USD,,,A1152B,07/14/2017
693016511075,693016511075,Ella 2 Black Sprigs,22,,59.50,USD,,,A1152B,07/14/2017
693016511082,693016511082,Ella 2 Black Sprigs,40,,59.50,USD,,,A1152B,07/14/2017
693016511099,693016511099,Ella 2 Black Sprigs,68,,59.50,USD,,,A1152B,07/14/2017
693016511105,693016511105,Ella 2 Black Sprigs,47,,59.50,USD,,,A1152B,07/14/2017
693016511112,693016511112,Ella 2 Black Sprigs,10,,59.50,USD,,,A1152B,07/14/2017
693016511129,693016511129,Ella 2 Black Sprigs,32,,59.50,USD,,,A1152B,07/14/2017
693016511136,693016511136,Ella 2 Black Sprigs,18,,59.50,USD,,,A1152B,07/14/2017
693016511143,693016511143,Ella 2 Black Sprigs,0,,59.50,USD,,,A1152B,07/14/2017
693016386208,693016386208,Ella Black Nappa,0,,59.50,USD,,,A1152B,07/14/2017
693016386215,693016386215,Ella Black Nappa,5,,59.50,USD,,,A1152B,07/14/2017
693016386222,693016386222,Ella Black Nappa,0,,59.50,USD,,,A1152B,07/14/2017
693016386239,693016386239,Ella Black Nappa,0,,59.50,USD,,,A1152B,07/14/2017
693016386246,693016386246,Ella Black Nappa,0,,59.50,USD,,,A1152B,07/14/2017
693016386253,693016386253,Ella Black Nappa,0,,59.50,USD,,,A1152B,07/14/2017
693016386260,693016386260,Ella Black Nappa,0,,59.50,USD,,,A1152B,07/14/2017
693016386277,693016386277,Ella Black Nappa,13,,59.50,USD,,,A1152B,07/14/2017
693016386284,693016386284,Ella Black Nappa,11,,59.50,USD,,,A1152B,07/14/2017
693016386291,693016386291,Ella Black Nappa,0,,59.50,USD,,,A1152B,07/14/2017
693016539284,693016539284,Emma Black Waxy,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016539291,693016539291,Emma Black Waxy,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016539307,693016539307,Emma Black Waxy,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016539314,693016539314,Emma Black Waxy,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016539321,693016539321,Emma Black Waxy,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016539338,693016539338,Emma Black Waxy,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016539345,693016539345,Emma Black Waxy,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016539352,693016539352,Emma Black Waxy,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016539369,693016539369,Emma Black Waxy,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016539376,693016539376,Emma Black Waxy,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016550128,693016550128,Emma Masonry Choco,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016550135,693016550135,Emma Masonry Choco,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016550142,693016550142,Emma Masonry Choco,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016550159,693016550159,Emma Masonry Choco,0,discontinued,37.50,USD,,,A1152B,07/14/2017
693016550166,693016550166,Emma Masonry Choco,0,discontinued,37.50,USD,,,A1152B,07/14/2017
